[IRV | GU | OT | Numbers | Chapter 31 | Verse 1] યહોવાહે મૂસાને કહ્યું,
[IRV | GU | OT | Numbers | Chapter 31 | Verse 2] “ઇઝરાયલી લોકોનો બદલો તું મિદ્યાનીઓ પાસેથી લે. તેવું કર્યા પછી તું તારા લોકો સાથે ભળી જઈશ.”
[IRV | GU | OT | Numbers | Chapter 31 | Verse 3] તેથી મૂસાએ લોકોને કહ્યું, “તમારામાંથી કેટલાક માણસો શસ્ત્રસજજ થઈને યહોવાહ તરફથી મિદ્યાનીઓ પાસેથી બદલો લેવા મિદ્યાનીઓ ઉપર હુમલો કરો.
[IRV | GU | OT | Numbers | Chapter 31 | Verse 4] ઇઝરાયલના પ્રત્યેક કુળમાંથી એક હજાર સૈનિકોને યુદ્ધમાં મોકલવા.”
[IRV | GU | OT | Numbers | Chapter 31 | Verse 5] ઇઝરાયલના હજારો પુરુષોમાંથી પ્રત્યેક કુળમાંથી એક હજાર પુરુષ મુજબ મૂસાએ બાર હજાર પુરુષોને શસ્ત્રસજજ કરીને યુદ્ધને માટે મોકલ્યા.
[IRV | GU | OT | Numbers | Chapter 31 | Verse 6] પછી મૂસાએ દરેક કુળમાંથી હજાર પુરુષોને યુદ્ધમાં મોકલ્યા, એલાઝાર યાજકના દીકરા ફીનહાસને પવિત્રસ્થાનનાં પાત્રો તથા યુદ્ધનાદ કરવાના રણશિંગડાં લઈને યુદ્ધમાં મોકલ્યો.
[IRV | GU | OT | Numbers | Chapter 31 | Verse 7] યહોવાહે જેમ મૂસાને આજ્ઞા આપી હતી તેમ તેઓએ મિદ્યાનીઓ વિરુદ્ધ લડાઈ કરી. તેઓએ તમામ માણસોને મારી નાખ્યા.
[IRV | GU | OT | Numbers | Chapter 31 | Verse 8] યુદ્ધમાં માર્યા ગયેલા ઉપરાંત તેઓએ મિદ્યાનીઓના રાજા અવી, રેકેમ, સૂર, હૂર તથા રેબા એ પાંચ મિદ્યાની રાજાઓને મારી નાખ્યા. વળી તેઓએ બેઓરના દીકરા બલામને પણ તલવારથી મારી નાખ્યો.
[IRV | GU | OT | Numbers | Chapter 31 | Verse 9] ઇઝરાયલના સૈન્યએ મિદ્યાની સ્ત્રીઓને તથા તેઓનાં બાળકોને કેદ કરી લીધાં, તેઓનાં ઘેટાંબકરાં સહિત તમામ જાનવરોને તથા તેઓના બધા સરસામાનને લૂંટી લીધાં. આ બધું તેઓએ લૂંટ તરીકે આંચકી લીધું.
[IRV | GU | OT | Numbers | Chapter 31 | Verse 10] જ્યાં તેઓ રહેતા હતા તે બધાં નગરોને તથા તેઓની બધી છાવણીઓને તેઓએ બાળી નાખ્યાં.
[IRV | GU | OT | Numbers | Chapter 31 | Verse 11] તેઓએ કેદીઓ એટલે માણસ તથા પશુઓ બન્નેની લૂંટફાટ લીધી.
[IRV | GU | OT | Numbers | Chapter 31 | Verse 12] તેઓ કેદીઓને તથા લૂંટ કરેલી વસ્તુઓને મૂસા, એલાઝાર યાજક તથા ઇઝરાયલ લોકોની જમાત પાસે લાવ્યા. આ બધું તેઓ મોઆબના મેદાનમાં યરીખોની સામે યર્દન નદીને કિનારે આવેલી છાવણીમાં લાવ્યા.
[IRV | GU | OT | Numbers | Chapter 31 | Verse 13] મૂસા, એલાઝાર યાજક તથા જમાતના આગેવાનો તેઓને મળવા માટે છાવણી બહાર આવ્યા.
[IRV | GU | OT | Numbers | Chapter 31 | Verse 14] પણ મૂસા સૈન્યના અધિકારી, સહસ્રાધિપતિ તથા શતાધિપતિ જેઓ યુદ્ધમાંથી આવ્યા હતા તેઓ પર ગુસ્સે હતો.
[IRV | GU | OT | Numbers | Chapter 31 | Verse 15] મૂસાએ તેઓને કહ્યું, “શું તમે બધી સ્ત્રીઓને જીવતી રહેવા દીધી છે?
[IRV | GU | OT | Numbers | Chapter 31 | Verse 16] જુઓ, આ સ્ત્રીઓએ બલામની સલાહથી ઇઝરાયલી લોકો પાસે, પેઓરની બાબતમાં યહોવાહની વિરુદ્ધ પાપ કર્યું, તેથી યહોવાહની જમાત મધ્યે મરકી ચાલી.
[IRV | GU | OT | Numbers | Chapter 31 | Verse 17] તો હવે, બાળકો મધ્યેથી દરેક પુરુષને મારી નાખો, દરેક સ્ત્રી જે પુરુષ સાથે સૂઈ ગઈ હોય તેને મારી નાખો.
[IRV | GU | OT | Numbers | Chapter 31 | Verse 18] પણ તમારા માટે દરેક જુવાન કન્યાઓ લો જે ક્યારેય કોઈ માણસ સાથે સૂઈ ગઈ ના હોય.
[IRV | GU | OT | Numbers | Chapter 31 | Verse 19] તમે સાત દિવસ સુધી છાવણીની બહાર એટલે ઇઝરાયલની છાવણીની બહાર રહો. તમારામાંના જે કોઈએ કોઈને મારી નાખ્યો હોય કે કોઈએ મરણ પામેલાનો સ્પર્શ કર્યો હોય, ત્રીજા દિવસે તથા સાતમા દિવસે તું તથા તારા કેદીઓ પોતાને શુદ્ધ કરો.
[IRV | GU | OT | Numbers | Chapter 31 | Verse 20] તમારાં બધાં વસ્ત્ર, ચામડાની તથા બકરાના વાળથી બનેલી દરેક વસ્તુ તથા લાકડાની બનાવેલી દરેક વસ્તુથી પોતાને શુદ્ધ કરો.”
