[IRV | GU | OT | Numbers | Chapter 16 | Verse 1] લેવીના દીકરા કહાથના દીકરા યિસ્હારનો દીકરો કોરા, અલિયાબના દીકરા દાથાન તથા અબિરામ તથા પેલેથનો દીકરો ઓન, એ રુબેનના વંશજોએ કેટલાક માણસોને ભેગા કર્યા.
[IRV | GU | OT | Numbers | Chapter 16 | Verse 2] અને તેઓ ઇઝરાયલ લોકોમાંના કેટલાક એટલે પ્રજાના બસો પચાસ આગેવાનો કે જેઓ સભા માટે નિમંત્રાયેલા નામાંકિત માણસો હતા તેઓને લઈને મૂસાની સામે ઊભા થયા.
[IRV | GU | OT | Numbers | Chapter 16 | Verse 3] મૂસા તથા હારુનની વિરુદ્ધ તેઓએ સભા બોલાવીને તેઓને કહ્યું, “તમે હવે હદ પાર કરો છો. આખી જમાત પવિત્ર છે, તેઓમાંનો દરેક યહોવાહ માટે મુકરર કરાયેલો છે અને યહોવાહ તેઓની મધ્યે છે. તમે પોતાને યહોવાહની જમાત કરતાં ઊંચા શા માટે કરો છો?”
[IRV | GU | OT | Numbers | Chapter 16 | Verse 4] જ્યારે મૂસાએ આ સાંભળ્યું ત્યારે તે ઊંધો પડી ગયો.
[IRV | GU | OT | Numbers | Chapter 16 | Verse 5] તે કોરા તથા તેની આખી ટોળી સાથે બોલ્યો, તેણે કહ્યું, “સવારે યહોવાહ બતાવશે કે કોણ તેઓના છે અને કોણ યહોવાહ માટે મુકરર કરાયેલા છે. જેને તેઓ પસંદ કરશે તેને ઈશ્વર પોતાની પાસે બોલાવશે. યહોવાહ તેને પોતાની પાસે બોલાવશે.
[IRV | GU | OT | Numbers | Chapter 16 | Verse 6] કોરા તથા તારી આખી ટોળી આ પ્રમાણે કરો. ધૂપપાત્ર લો
[IRV | GU | OT | Numbers | Chapter 16 | Verse 7] આવતીકાલે અગ્નિ તથા ધૂપ લઈ યહોવાહની આગળ મૂકો. યહોવાહ જેને પસંદ કરશે, જે મુકરર થયેલ છે તે વ્યક્તિ પવિત્ર બનશે. હે લેવીના વંશજ તમે ઘણાં દૂર જતા રહ્યા છો.”
[IRV | GU | OT | Numbers | Chapter 16 | Verse 8] ફરીથી, મૂસાએ કોરાને કહ્યું, “ઓ લેવીના વંશજો, હવે સાંભળો:
[IRV | GU | OT | Numbers | Chapter 16 | Verse 9] ઇઝરાયલના ઈશ્વરે તમને પોતાની નજીક લાવવા માટે, તેમના મંડપની સેવા કરવા માટે અને તેમના લોકની સામે ઊભા રહીને તેમની સેવા કરવા માટે ઇઝરાયલ પ્રજામાંથી અલગ કર્યા છે શું એ તમને ઓછું લાગે છે?
[IRV | GU | OT | Numbers | Chapter 16 | Verse 10] તેઓ તને તથા તારી સાથેના સર્વ ભાઈઓ એટલે લેવીના દીકરાઓને નજીક લાવ્યા છે, તમે હજી પણ યાજકપદ માગો છો?
[IRV | GU | OT | Numbers | Chapter 16 | Verse 11] તેથી તું અને તારી આખી ટોળી યહોવાહની વિરુદ્ધ એકત્ર થયાં છો. તો તમે શા માટે હારુન વિષે ફરિયાદ કરે છો, કોણ યહોવાહની આજ્ઞા પાળે છે?”
[IRV | GU | OT | Numbers | Chapter 16 | Verse 12] પછી મૂસાએ અલિયાબના દીકરા દાથાનને અને અબિરામને બોલાવ્યા, પણ તેઓએ કહ્યું કે, “અમે ત્યાં નહિ આવીએ.
[IRV | GU | OT | Numbers | Chapter 16 | Verse 13] તમે અમને દૂધ તથા મધથી રેલછેલવાળો દેશમાંથી આ અરણ્યમાં મરવા માટે લઈ આવ્યા એટલું ઓછું છે કે તમે અમારા પર પાછા સત્તા ચલાવવા માગો છો?
[IRV | GU | OT | Numbers | Chapter 16 | Verse 14] તદુપરાંત, તમે અમને દૂધ તથા મધથી રેલછેલવાળો દેશમાં નથી લાવ્યા અને તમે અમને ખેતરો કે દ્રાક્ષવાડીઓનો વારસો નથી આપ્યો. શું તમે અમને ખાલી વચન આપીને મૂર્ખ બનાવશો? અમે તમારી પાસે નહિ આવીએ.”
[IRV | GU | OT | Numbers | Chapter 16 | Verse 15] મૂસાને ઘણો ક્રોધ ચઢ્યો અને તેણે યહોવાહને કહ્યું, “તેઓના અર્પણનો સ્વીકાર કરશો નહિ. મેં તે લોકો પાસેથી એક ગધેડું પણ લીધું નથી અને તેઓમાંના કોઈનું કંઈ નુકસાન પણ કર્યુ નથી.”
[IRV | GU | OT | Numbers | Chapter 16 | Verse 16] એટલે મૂસાએ કોરાને કહ્યું, “તું અને તારા સર્વ સાથીઓ એટલે તું, તેઓ અને હારુન આવતીકાલે યહોવાહની આગળ જજો.
[IRV | GU | OT | Numbers | Chapter 16 | Verse 17] તમારામાંનો પ્રત્યેક માણસ પોતાનું ધૂપપાત્ર લે તેમાં ધૂપ નાખે. પછી પ્રત્યેક માણસ પોતાનું ધૂપપાત્ર એટલે બસો પચાસ ધૂપપાત્રો યહોવાહ સમક્ષ લાવે. તું અને હારુન પોતપોતાનાં ધૂપપાત્ર લાવો.”
[IRV | GU | OT | Numbers | Chapter 16 | Verse 18] તેથી તે પ્રત્યેક માણસે પોતાનું ધૂપપાત્ર લીધું, તેમાં અગ્નિ મૂક્યો તથા ધૂપ નાખ્યું અને મૂસા તથા હારુનની સાથે મુલાકાતમંડપના પ્રવેશદ્વાર આગળ આવીને ઊભા રહ્યા.
[IRV | GU | OT | Numbers | Chapter 16 | Verse 19] કોરાએ આખી જમાતને મૂસા તથા હારુન વિરુદ્ધ મુલાકાતમંડપના દ્વાર પાસે એકઠી કરી અને આખી જમાતને યહોવાહનું ગૌરવ દેખાયું.
[IRV | GU | OT | Numbers | Chapter 16 | Verse 20] પછી યહોવાહ મૂસા તથા હારુન સાથે બોલ્યા;
[IRV | GU | OT | Numbers | Chapter 16 | Verse 21] “આ જમાત મધ્યેથી પોતાને અલગ કરો કે હું તેઓનો તરત જ નાશ કરું.”
[IRV | GU | OT | Numbers | Chapter 16 | Verse 22] મૂસાએ તથા હારુને સાષ્ટાંગ પ્રણામ કર્યા અને કહ્યું, “ઈશ્વર, સર્વ માનવજાતના આત્માઓના ઈશ્વર, જો એક માણસ પાપ કરે તો શું તમે આખી જમાત પ્રત્યે કોપાયમાન થશો?”
[IRV | GU | OT | Numbers | Chapter 16 | Verse 23] યહોવાહે મૂસાને ઉત્તર આપ્યો. તેમણે કહ્યું કે,
[IRV | GU | OT | Numbers | Chapter 16 | Verse 24] “જમાત સાથે વાત કર. કહે કે, કોરા, દાથાન તથા અબિરામના તંબુઓથી દૂર જાઓ.’”
[IRV | GU | OT | Numbers | Chapter 16 | Verse 25] પછી મૂસા ઊઠીને દાથાન તથા અબિરામની પાસે ગયો; ઇઝરાયલના વડીલો તેની પાછળ ગયા.
[IRV | GU | OT | Numbers | Chapter 16 | Verse 26] મૂસાએ જમાત સાથે વાત કરીને કહ્યું કે, “હવે આ દુષ્ટ માણસોના તંબુઓ પાસેથી દૂર જાઓ અને એમની કોઈ વસ્તુને અડકશો નહિ. રખેને તેઓનાં બધાં પાપોને કારણે તમારો નાશ થાય.”
[IRV | GU | OT | Numbers | Chapter 16 | Verse 27] તેથી જમાત કોરા, દાથાન તથા અબિરામના તંબુઓની દરેક બાજુએથી ચાલ્યા ગયા. દાથાન તથા અબિરામ પોતાની પત્નીઓ, દીકરાઓ તથા નાનાં બાળકો સાથે બહાર નીકળીને તંબુઓના પ્રવેશદ્વાર આગળ આવીને ઊભા રહ્યા.
[IRV | GU | OT | Numbers | Chapter 16 | Verse 28] પછી મૂસાએ કહ્યું, “આ દ્વારા તમને જાણશો કે યહોવાહે આ સર્વ કામ કરવા મને મોકલ્યો છે, કેમ કે એ કામો મેં મારી પોતાની જાતે કર્યાં નથી.
[IRV | GU | OT | Numbers | Chapter 16 | Verse 29] જો આ લોકો બીજા બધા માણસોની જેમ કુદરતી રીતે મૃત્યુ પામે તો માનવું કે યહોવાહે મને મોકલ્યો નથી.
[IRV | GU | OT | Numbers | Chapter 16 | Verse 30] પણ જો યહોવાહ કરે અને પૃથ્વી પોતાનું મુખ ઉઘાડીને તેઓને તથા તેઓની બધી જ વસ્તુઓને સ્વાહા કરી જાય અને તેઓ જીવતેજીવત મૃત્યુલોકમાં ગરક થઈ જાય તો તમારે જાણવું કે, એ માણસોએ યહોવાહને ધિક્કાર્યા છે.”
[IRV | GU | OT | Numbers | Chapter 16 | Verse 31] મૂસાએ આ સર્વ વાતો બોલવાનું પૂરું કર્યું કે તરત જ તે લોકોના પગ નીચેની ધરતી ફાટી.
[IRV | GU | OT | Numbers | Chapter 16 | Verse 32] પૃથ્વી પોતાનું મુખ ઉઘાડીને તેઓને તથા તેમનાં કુટુંબો અને કોરાના સર્વ માણસોને તથા તેઓની સર્વ માલમિલકતને સ્વાહા કરી ગઈ.
[IRV | GU | OT | Numbers | Chapter 16 | Verse 33] તેઓ અને તેઓનાં ઘરનાં સર્વ જીવતાં જ મૃત્યુલોકમાં પહોંચી ગયાં. પૃથ્વીએ તેઓને ઢાંકી દીધાં અને આ રીતે તેઓ સમુદાયમાંથી નાશ પામ્યાં.
[IRV | GU | OT | Numbers | Chapter 16 | Verse 34] તેમની ચીસો સાંભળીને આસપાસ ઊભેલા બધા ઇઝરાયલીઓ નાસવા માંડયા. તેઓએ કહ્યું, “રખેને આપણને પણ ધરતી ગળી જાય!”
