[IRV | GU | OT | Numbers | Chapter 34 | Verse 1] યહોવાહે મૂસાને કહ્યું,
[IRV | GU | OT | Numbers | Chapter 34 | Verse 2] ઇઝરાયલી લોકોને આજ્ઞા કરીને કહે, જ્યારે તમે કનાનના દેશમાં પ્રવેશ કરશો, ત્યારે કનાન દેશ અને તેની સરહદો તમારી થશે,
[IRV | GU | OT | Numbers | Chapter 34 | Verse 3] તમારો દક્ષિણ ભાગ સીનના અરણ્યથી અદોમની સરહદ સુધી વિસ્તરશે. તમારી દક્ષિણ સરહદ ખારા સમુદ્રના પૂર્વના છેડાથી શરૂ થાય.
[IRV | GU | OT | Numbers | Chapter 34 | Verse 4] તમારી સરહદ વળીને આક્રાબ્બીમના ઢોળાવ તરફ સીનના અરણ્ય સુધી જાય. ત્યાંથી તે દક્ષિણમાં કાદેશ બાર્નેઆ સુધી અને આગળ હસારઆદ્દાર સુધી અને આગળ આસ્મોન સુધી જાય.
[IRV | GU | OT | Numbers | Chapter 34 | Verse 5] ત્યાંથી તે સરહદ આસ્મોનથી વળીને મિસરનાં ઝરણાં અને સમુદ્ર સુધી જાય.
[IRV | GU | OT | Numbers | Chapter 34 | Verse 6] મોટો સમુદ્ર તથા તેનો કિનારો તે તમારી પશ્ચિમ સરહદ હશે.
[IRV | GU | OT | Numbers | Chapter 34 | Verse 7] તમારી ઉત્તરની સરહદ ભૂમધ્ય સમુદ્રથી શરૂ થઈ હોર પર્વત સુધી તેની સીમારેખા દોરવી,
[IRV | GU | OT | Numbers | Chapter 34 | Verse 8] ત્યાંથી હોર પર્વતથી લબો હમાથ સુધી અને આગળ સદાદ સુધી જશે.
[IRV | GU | OT | Numbers | Chapter 34 | Verse 9] ત્યાંથી તે સરહદ ઝિફ્રોન સુધી અને તેનો છેડો હસાર-એનાન સુધી પહોંચે. આ તમારી ઉત્તરની સરહદ થશે.
[IRV | GU | OT | Numbers | Chapter 34 | Verse 10] તમારી પૂર્વની સરહદ હસાર-એનાનથી શરૂ થઈ શફામ સુધી આંકવી.
[IRV | GU | OT | Numbers | Chapter 34 | Verse 11] તે સરહદ શફામથી નીચે વળીને આયિનની પૂર્વે આવેલ રિબ્લાહ સુધી જશે. તે સરહદ ત્યાંથી કિન્નેરેથ સમુદ્ર સુધી પૂર્વ કિનારે પહોંચશે.
[IRV | GU | OT | Numbers | Chapter 34 | Verse 12] ત્યાંથી તે સરહદ ઊતરીને યર્દન કિનારે જાય અને આગળ વધી ખારા સમુદ્ર સુધી આવે. આ દેશ તેની ચારે દિશાની સરહદો પ્રમાણે તમારો થશે.’”
[IRV | GU | OT | Numbers | Chapter 34 | Verse 13] મૂસાએ ઇઝરાયલી લોકોને આજ્ઞા કરીને કહ્યું “આ દેશ તમારે ચિઠ્ઠી નાખીને વહેંચી લેવો, યહોવાહે આ દેશ નવ કુળોને તથા અડધા કુળને આપવાની આજ્ઞા આપી છે.
[IRV | GU | OT | Numbers | Chapter 34 | Verse 14] રુબેનના વંશજોને તેઓના પિતૃઓના કુળ પ્રમાણે, ગાદના વંશજોના કુળને તથા મનાશ્શાના અર્ધકુળને તેઓનો વારસો વહેંચી આપવામાં આવ્યો છે.
[IRV | GU | OT | Numbers | Chapter 34 | Verse 15] આ બે કુળોને તથા અડધા કુળને તેઓના દેશનો ભાગ યરીખોની આગળ યર્દન નદીની પૂર્વ તરફ એટલે સૂર્યની ઉગમણી દિશા તરફ મળ્યો છે.”
[IRV | GU | OT | Numbers | Chapter 34 | Verse 16] યહોવાહે મૂસાને કહ્યું,
[IRV | GU | OT | Numbers | Chapter 34 | Verse 17] “જે માણસો તારા વારસા માટે આ દેશને વહેંચશે તેઓનાં નામ આ છે: એલાઝાર યાજક તથા નૂનનો દીકરો યહોશુઆ.
[IRV | GU | OT | Numbers | Chapter 34 | Verse 18] તેઓના કુળ માટે દેશની વહેંચણી કરવા તારે દરેક કુળમાંથી એક આગેવાન પસંદ કરવો.
[IRV | GU | OT | Numbers | Chapter 34 | Verse 19] તે માણસોનાં નામ આ પ્રમાણે છે: યહૂદાના કુળમાંથી યફૂન્નેનો દીકરો કાલેબ.
[IRV | GU | OT | Numbers | Chapter 34 | Verse 20] શિમયોનના વંશજોના કુળમાંથી આમ્મીહૂદનો દીકરો શમુએલ.
[IRV | GU | OT | Numbers | Chapter 34 | Verse 21] બિન્યામીનના કુળમાંથી કિસ્લોનનો દીકરો અલીદાદ.
[IRV | GU | OT | Numbers | Chapter 34 | Verse 22] દાનના વંશજોના કુળનો આગેવાન, યોગ્લીનો દીકરો બુક્કી.
[IRV | GU | OT | Numbers | Chapter 34 | Verse 23] યૂસફના વંશજોમાંથી, મનાશ્શાના વંશજોના કુળનો આગેવાન, એફોદનો દીકરો હાન્નીએલ.
[IRV | GU | OT | Numbers | Chapter 34 | Verse 24] એફ્રાઇમના વંશજોના કુળનો આગેવાન, શિફટાનનો દીકરો કમુએલ.
[IRV | GU | OT | Numbers | Chapter 34 | Verse 25] ઝબુલોનના વંશજોના કુળનો આગેવાન, પાનાખનો દીકરો અલીસાફાન.
[IRV | GU | OT | Numbers | Chapter 34 | Verse 26] ઇસ્સાખારના વંશજોના કુળનો આગેવાન, અઝઝાનનો દીકરો પાલ્ટીએલ.
[IRV | GU | OT | Numbers | Chapter 34 | Verse 27] આશેરના વંશજોના કુળનો આગેવાન, શલોમીનો દીકરો અહિહુદ,
[IRV | GU | OT | Numbers | Chapter 34 | Verse 28] નફતાલીના વંશજોના કુળનો આગેવાન, આમ્મીહૂદનો દીકરો પદાહએલ.”
[IRV | GU | OT | Numbers | Chapter 34 | Verse 29] યહોવાહે આ માણસોને કનાન દેશના વારસાનો ભાગ ઇઝરાયલના દરેક કુળને વહેંચવાની આજ્ઞા આપી હતી.
