[LXX | EL | OT | Joshua | Chapter 1 | Verse 1] ΚΑΙ ἐγένετο μετὰ τὴν τελευτὴν Μωυσῆ, εἶπε Κύριος τῷ Ἰησοῖ υἱῷ Ναυῆ τῷ ὑπουργῷ Μωυσῆ, λέγων,
[LXX | EL | OT | Joshua | Chapter 1 | Verse 2] Μωυσῆς ὁ θεράπωνμου τετελεύτηκε. νῦν οὖν ἀναστὰς, διάβηθι τὸν Ἰορδάνην σὺ καὶ πᾶς ὁ λαὸς οὗτος εἰς τὴν γῆν, ἣν ἐγὼ δίδωμι αὐτοῖς.
[LXX | EL | OT | Joshua | Chapter 1 | Verse 3] πᾶς ὁ τόπος ἐφʼ ὃν ἂν ἐπιβῆτε τῷ ἴχνει τῶν ποδῶν ὑμῶν, ὑμῖν δώσω αὐτόν, ὃν τρόπον εἴρηκα τῷ Μωυσῇ·
[LXX | EL | OT | Joshua | Chapter 1 | Verse 4] Τὴν ἔρημον καὶ τὸν Ἀντιλίβανον, ἕως τοῦ ποταμοῦ τοῦ μεγάλου, ποταμοῦ Εὐφράτου, καὶ ἕως τῆς θαλάσσης τῆς ἐσχάτης· ἀφʼ ἡλίου δυσμῶν ἔσται τὰ ὅρια ὑμῶν.
[LXX | EL | OT | Joshua | Chapter 1 | Verse 5] οὐκ ἀντιστήσεται ἄνθρωπος κατενώπιον ὑμῶν πάσας τὰς ἡμέρας τῆς ζωῆς σου· καὶ ὥσπερ ἤμην μετὰ Μωυσῆ, οὕτως ἔσομαι καὶ μετὰ σοῦ, καὶ οὐκ ἐγκαταλείψω σε οὐδʼ ὑπερόψομαί σε.
[LXX | EL | OT | Joshua | Chapter 1 | Verse 6] Ἴσχυε καὶ ἀνδρίζου· σὺ γὰρ ἀποδιεῖς τῷ λαῷ τούτῳ τὴν γῆν, ἣν ὤμοσα τοῖς πατράσινν ὑμῶν δοῦναι αὐτοῖς.
[LXX | EL | OT | Joshua | Chapter 1 | Verse 7] Ἴσχυε οὖν καὶ ἀνδρίζου, φυλάσσεσθαι καὶ ποιεῖν καθότι ἐνετείλατό σοι Μωυσῆς ὁ παῖς μου· καὶ οὐκ ἐκκλινεῖς ἀπʼ αὐτῶν εἰς δεξιὰ οὐδὲ εἰς ἀριστερὰ, ἵνα συνῇς ἐν πᾶσιν οἷς ἐὰν πράσσῃς.
[LXX | EL | OT | Joshua | Chapter 1 | Verse 8] Καὶ οὐκ ἀποστήσεται ἡ βίβλος τοῦ νόμου τούτου ἐκ τοῦ στόματός σου, καὶ μελετήσεις ἐν αὐτῇ ἡμέρας καὶ νυκτὸς, ἵνα εἰδῇς ποιεῖν πάντα τὰ γεγραμμένα· τότε εὐοδωθήσῃ, καὶ εὐοδώσεις τὰς ὁδούς σου, καὶ τότε συνήσεις.
[LXX | EL | OT | Joshua | Chapter 1 | Verse 9] Ἰδοὺ ἐντέαλμαί σοι· ἴσχυε καὶ ἀνδρίζου, μὴ δειλιάσῃς, μηδὲ φοβηθῇ, ὅτι μετὰ σοῦ Κύριος ὁ Θεός σου εἰς πάντα οὗ ἐὰν πορεύῃ·
[LXX | EL | OT | Joshua | Chapter 1 | Verse 10] Καὶ ἐνετείλατο Ἰησοῦς τοῖς γραμματεῦσιν τοῦ λαοῦ, λέγων,
[LXX | EL | OT | Joshua | Chapter 1 | Verse 11] Εἰσέλθατε κατὰ μέσον τῆς παρεμβολῆς τοῦ λαοῦ, καὶ ἐντείλασθε τῷ λαῷ, λέγοντες, ἐτοιμάζεσθε ἐπισιτισμόν, ὅτι ἔτι τρεῖς ἡμέραι καὶ ὑμεῖς διαβαίνετε τὸν Ἰορδάνην τοῦτον, εἰσελθόντες κατασχεῖν τὴν γῆν, ἣν Κύριος ὁ Θεὸς τῶν πατέρων ὑμῶν δίδωσιν ὑμῖν.
[LXX | EL | OT | Joshua | Chapter 1 | Verse 12] Καὶ τῷ Ῥουβὴν, καὶ τῷ Γὰδ, καὶ τῷ ἡμίσει φυλῆς Μανασσῆ εἶπεν Ἰησοῦς,
[LXX | EL | OT | Joshua | Chapter 1 | Verse 13] μνήσθητε τὸ ῥῆμα ὃ ἐνετείλατο ὑμῖν Μωυσῆς ὁ παῖς Κυρίου, λέγων, Κύριος ὁ Θεὸς ὑμῶν κατέπαυσεν ὑμᾶς, καὶ ἔδωκεν ὑμῖν τὴν γῆν ταύτην.
[LXX | EL | OT | Joshua | Chapter 1 | Verse 14] Αἱ γυναῖκες ὑμῶν καὶ τὰ παιδία ὑμῶν καὶ τὰ κτήνη ὑμῶν κατοικείτωσαν ἐν τῇ γῇ, ᾗ ἔδωκεν ὑμῖν· ὑμεῖς δὲ διαβήσεσθε εὔζωνοι πρότεροι τῶν ἀδελφῶν ὑμῶν πᾶς ὁ ἰσχύων· καὶ συμμαχήσετε αὐτοῖς,
[LXX | EL | OT | Joshua | Chapter 1 | Verse 15] ἕως ἂν καταπαύσῃ Κύριος ὁ Θεὸς ἡμῶν τοὺς ἀδελφοὺς ὑμῶν, ὥσπερ καὶ ὑμᾶς, καὶ κληρονομήσωσι καὶ οὗτοι τὴν γῆν, ἣν Κύριος ὁ Θεὸς ἡμῶν δίδωσιν αὐτοῖς· καὶ ἀπελεύσεσθε ἕκαστος εἰς τὴν κληρονομίαν αὐτοῦ, ἣν ἔδωκεν ὑμῖν Μωυσῆς εἰς τὸ πέραν τοῦ Ἰορδάνου ἐπʼ ἀνατολῶν ἡλίου.
[LXX | EL | OT | Joshua | Chapter 1 | Verse 16] Καὶ ἀποκριθέντες τῷ Ἰησοῦ εἶπαν, πάντα ὅσα ἐὰν ἐντείλῃ ἡμῖν, ποιήσομεν, καὶ εἰς πάντα τόπον οὗ ἐὰν ἀποστείλῃς ἡμᾶς, πορευσόμεθα.
[LXX | EL | OT | Joshua | Chapter 1 | Verse 17] Κατὰ πάντα ὅσα ἠκούσαμεν Μωυσῆ, ἀκουσόμεθά σοῦ· πλὴν ἔστω Κύριος ὁ Θεὸς ἡμῶν μετὰ σοῦ, ὃν τρόπον ἦν μετὰ Μωυσῆ.
[LXX | EL | OT | Joshua | Chapter 1 | Verse 18] Ὁ δὲ ἄνθρωπος ὃς ἂν ἀπειθήσῃ σοι, καὶ ὅστις μὴ ἀκούσῃ τῶν ῥημάτων σου καθότι ἐὰν ἐντείλῃ αὐτῷ, ἀποθανέτω· ἀλλὰ ἴσχυε καὶ ἀνδρίζου.
