[LXX | EL | OT | Joshua | Chapter 19 | Verse 1] Καὶ ἐξῆλθεν ὁ δεύτερος κλῆρος τῶν υἱῶν Συμεών· καὶ ἐγενήθη ἡ κληρονομία αὐτῶν ἀναμέσον κλήρων υἱῶν Ἰούδα.
[LXX | EL | OT | Joshua | Chapter 19 | Verse 2] Καὶ ἐγενήθη ὁ κλῆρος αὐτῶν Βηρσαβεὲ, καὶ Σαμαὰ, καὶ Καλαδὰμ,
[LXX | EL | OT | Joshua | Chapter 19 | Verse 3] καὶ Ἀρσωλὰ, καὶ Βωλὰ, καὶ Ἰασὸν,
[LXX | EL | OT | Joshua | Chapter 19 | Verse 4] καὶ Ἐρθουλὰ, καὶ Βουλὰ, καὶ Ἑρμὰ,
[LXX | EL | OT | Joshua | Chapter 19 | Verse 5] καὶ Σικελὰκ, καὶ Βαιθμαχερὲβ, καὶ Σαρσουσὶν,
[LXX | EL | OT | Joshua | Chapter 19 | Verse 6] καὶ Βαθαρὼθ, καὶ οἱ ἀγροὶ αὐτῶν· πόλεις δεκατρεῖς, καὶ αἱ κῶμαι αὐτῶν.
[LXX | EL | OT | Joshua | Chapter 19 | Verse 7] Ἐρεμμὼν, καὶ Θαλχὰ, καὶ Ἰεθὲρ, καὶ Ἀσάν· πόλεις τέσσαρες καὶ αἱ κῶμαι αὐτῶν,
[LXX | EL | OT | Joshua | Chapter 19 | Verse 8] κύκλῳ τῶν πόλεων αὐτῶν ἕως Βαλὲκ πορευομένων Βαμὲθ κατὰ Λίβα· αὕτη ἡ κληρονομία φυλῆς υἱῶν Συμεὼν κατὰ δήμους αὐτῶν.
[LXX | EL | OT | Joshua | Chapter 19 | Verse 9] Ἀπὸ τοῦ κλήρου τοῦ Ἰούδα ἡ κληρονομία φυλῆς υἱῶν Συμεὼν, ὅτι ἐγενήθη ἡ μερὶς υἱῶν Ἰούδα μείζων τῆς αὐτῶν· καὶ ἐκληρονόμησαν οἱ υἱοὶ Συμεὼν ἐν μέσῳ τοῦ κλήρου αὐτῶν.
[LXX | EL | OT | Joshua | Chapter 19 | Verse 10] Καὶ ἐξῆλθεν ὁ κλῆρος ὁ τρίτος τῷ Ζαβουλὼν κατὰ δήμους αὐτῶν· ἔσται τὰ ὅρια τῆς κληρονομίας αὐτῶν, Ἐσεδεκγωλὰ ὅρια αὐτῶν,
[LXX | EL | OT | Joshua | Chapter 19 | Verse 11] ἡ θάλασσα καὶ Μαγελδὰ, καὶ συνάψει ἐπὶ Βαιθάραβὰ εἰς τὴν φάραγγα, ἥ ἐστι κατὰ πρόσωπον Ἰεκμάν.
[LXX | EL | OT | Joshua | Chapter 19 | Verse 12] Καὶ ἀνέστρεψεν ἀπὸ Σεδδοὺκ ἐξ ἐναντίας ἀπὸ ἀνατολῶν Βαιθσαμὺς ἐπὶ τὰ ὅρια Χασελωθαὶθ, καὶ διελεύσεται ἐπὶ Δαβιρὼθ, καὶ προσαναβήσεται ἐπὶ Φαγγαί.
[LXX | EL | OT | Joshua | Chapter 19 | Verse 13] Καὶ ἐκεῖθεν περιελεύσεται ἐξ ἐναντίας ἐπʼ ἀνατολὰς ἐπὶ Γεβερὲ ἐπὶ πόλιν Κατασὲμ, καὶ διελεύσεται ἐπὶ Ῥεμμωναὰ Μαθαραοζά.
[LXX | EL | OT | Joshua | Chapter 19 | Verse 14] Καὶ περιελεύσεται ὅρια ἐπὶ Βοῤῥᾶν ἐπὶ Ἀμὼθ, καὶ ἔσται ἡ διέξοδος αὐτῶν ἐπὶ Γαιφαὴλ,
[LXX | EL | OT | Joshua | Chapter 19 | Verse 15] καὶ Κατανὰθ, καὶ Ναβαὰλ, καὶ Συμοὼν, καὶ Ἱεριχὼ, καὶ Βαιθμάν.
[LXX | EL | OT | Joshua | Chapter 19 | Verse 16] Αὕτη ἡ κληρονομία τῆς φυλῆς υἱῶν Ζαβουλὼν κατὰ δήμους αὐτῶν, πόλεις καὶ αἱ κῶμαι αὐτῶν.
[LXX | EL | OT | Joshua | Chapter 19 | Verse 17] Καὶ τῷ Ἰσσὰχαρ ἐξῆλθεν ὁ κλῆρος ὁ τέταρτος.
[LXX | EL | OT | Joshua | Chapter 19 | Verse 18] Καὶ ἐγενήθη τὰ ὅρια αὐτῶν Ἰαζὴλ, καὶ Χασαλὼθ, καὶ Σουνὰμ,
