[LXX | EL | OT | Joshua | Chapter 9 | Verse 1] Ὡς δὲ ἤκουσαν οἱ βασιλεῖς τῶν Ἀμοῤῥαίων οἱ ἐν τῷ πέραν τοῦ Ἰορδάνου, οἱ ἐν τῇ ὀρεινῇ, καὶ οἱ ἐν τῇ πεδινῇ, καὶ οἱ ἐν πάσῃ τῇ παραλίᾳ τῆς θαλάσσης τῆς μεγάλης, καὶ οἱ πρὸς τῷ Ἀντιλιβάνῳ, καὶ οἱ Χετταῖοι, καὶ οἱ Χαναναῖοι, καὶ οἱ Φερεζαῖοι, καὶ οἱ Εὐαῖοι, καὶ οἱ Ἀμοῤῥαῖοι, καὶ οἱ Γεργεσαῖοι, καὶ οἱ Ἰεβουσαῖοι,
[LXX | EL | OT | Joshua | Chapter 9 | Verse 2] συνήλθοσαν ἐπὶ τὸ αὐτὸ ἐκπολεμῆσαι Ἰησοῦν καὶ Ἰσραὴλ ἅμα πάντες. Τότε ᾠκοδόμησεν Ἰησοῦς θυσιαστήριον Κυρίῳ τῷ Θεῷ Ἰσραὴλ ἐν ὄρει Γαιβὰλ, καθότι ἐνετείλατο Μωυσῆς ὁ θεράπων Κυρίου τοῖς υἱοῖς Ἰσραῆλ, καθὰ γέγραπται ἐν τῷ νόμῳ Μωυσῆ, θυσιαστήριον λίθων ὁλοκλήρων, ἐφʼ οὓς οὐκ ἐπεβλήθη σίδηρος· καὶ ἀνεβίβασεν ἐκεῖ ὁλοκαυτώματα Κυρίῳ, καὶ θυσίαν σωτηρίου. Καὶ ἔγραψεν Ἰησοῦς ἐπὶ τῶν λίθων τὸ δευτερονόμιον, νόμον Μωυσῆ, ἐνώπιον τῶν υἱῶν Ἰσραήλ. Καὶ πᾶς Ἰσραὴλ, καὶ οἱ πρεσβύτεροι αὐτῶν, καὶ οἱ δικασταὶ, καὶ οἱ γραμματεῖς αὐτῶν, παρεπορεύοντο ἔνθεν καὶ ἔνθεν τῆς κιβωτοῦ ἀπέναντι· καὶ οἱ ἱερεῖς καὶ οἱ Λευῖται ᾖρν τὴν κιβωτὸν τῆς διαθήκης Κυρίου· καὶ ὁ προσήλυτος καὶ ὁ αὐτόχθων, οἳ ἦσαν ἥμισυ πλησίον ὄρους Γαριζὶν, καὶ οἳ ἦσαν ἥμισυ πλησίον ὄρους Γαιβὰλ, καθότι ἐνετείλατο Μωυσῆς ὁ θεράπων Κυρίου εὐλογῆσαι τὸν λαὸν ἐν πρώτοις. Καὶ μετὰ ταῦτα οὕτως ἀνέγνω Ἰησοῦς πάντα τὰ ῥήματα τοῦ νόμου τούτου, τὰς εὐλογίας καὶ τὰς κατάρας, κατὰ πάντα τὰ γεγραμμένα ἐν τῷ νόμῳ Μωυσῆ. Οὐκ ἦν ῥῆμα ἀπὸ πάντων ὧν ἐνετείλατο Μωυσῆς τῷ Ἰησοῖ, ὃ οὐκ ἀνέγνω Ἰησοῦς εἰς τὰ ὦτα πάσης ἐκκλησίας υἱῶν Ἰσραὴλ, τοῖς ἀνδράσι καὶ ταῖς γυναιξὶ καὶ τοῖς παιδίοις καὶ τοῖς προσηλύτοις τοῖς προσπορευομένοις τῷ Ἰσραήλ.
[LXX | EL | OT | Joshua | Chapter 9 | Verse 3] Καὶ οἱ κατοικοῦντες Γαβαὼν ἤκουσαν πάντα ὅσα ἐποίησε Κύριος τῇ Ἱεριχὼ καὶ τῇ Γαί.
[LXX | EL | OT | Joshua | Chapter 9 | Verse 4] Καὶ ἐποίησαν καί γε αὐτοὶ μετὰ πανουργίας· καὶ ἐλθόντες ἐπεσιτίσαντο καὶ ἡτοιμάσαντο· καὶ λαβόντες σάκκους παλαιοὺς ἐπὶ τῶν ὤμων αὐτῶν, καὶ ἀσκοὺς οἴνου παλαιοὺς καὶ κατεῤῥωγότας ἀποδεδεμένους,
[LXX | EL | OT | Joshua | Chapter 9 | Verse 5] καὶ τὰ κοῖλα τῶν ὑποδημάτων αὐτῶν, καὶ τὰ σανδάλια αὐτῶν παλαιὰ καὶ καταπεπελματωμένα ἐν τοῖς ποσὶν αὐτῶν, καὶ τὰ ἱμάτια αὐτῶν πεπαλαιωμένα ἐπάνω αὐτῶν, καὶ ὁ ἄρτος αὐτῶν τοῦ ἐπισιτισμοῦ ξηρὸς καὶ εὐρωτιῶν καὶ βεβρωμένος.
[LXX | EL | OT | Joshua | Chapter 9 | Verse 6] Καὶ ἤλθοσαν πρὸς Ἰησοῦν εἰς τὴν παρεμβολὴν Ἰσραὴλ εἰς Γάλγαλα, καὶ εἶπαν πρὸς Ἰησοῦν καὶ Ἰσραήλ, ἐκ γῆς μακρόθεν ἥκαμεν· καὶ νῦν διάθεσθε ἡμῖν διαθήκην.
[LXX | EL | OT | Joshua | Chapter 9 | Verse 7] Καὶ εἶπαν οἱ υἱοὶ Ἰσραὴλ πρὸς τὸν Χοῤῥαῖον, ὅρα μὴ ἐν ἐμοὶ κατοικεῖς· καὶ πῶς σοι διαθῶμαι διαθήκην;
[LXX | EL | OT | Joshua | Chapter 9 | Verse 8] Καὶ εἶπαν πρὸς Ἰησοῦν, οἰκεται σου ἐσμέν· καὶ εἶπε πρὸς αὐτοὺς Ἰησοῦς, πόθεν ἐστὲ, καὶ πόθεν παραγεγόνατε;
[LXX | EL | OT | Joshua | Chapter 9 | Verse 9] Καὶ εἶπαν, ἐκ γῆς μακρόθεν σφόδρα ἥκασιν οἱ παῖδές σου ἐν ὀνόματι Κυρίου τοῦ Θεοῦ σου· ἀκηκόαμεν γὰρ τὸ ὄνομα αὐτοῦ, καὶ ὅσα ἐποίησεν ἐν Αἰγύπτῳ,
[LXX | EL | OT | Joshua | Chapter 9 | Verse 10] καὶ ὅσα ἐποίησε τοῖς βασιλεῦσι τῶν Ἀμοῤῥαίων, οἳ ἦσαν πέραν τοῦ Ἰορδάνου, τῷ Σηὼν βασιλεῖ τῶν Ἀμοῤῥαίων, καὶ τῷ Ὢγ βασιλεῖ τῆς Βασὰν, ὃς κατῴκει ἐν Ἀσταρὼθ καὶ ἐν Ἐδραΐν.
[LXX | EL | OT | Joshua | Chapter 9 | Verse 11] Καὶ ἀκούσαντες εἶπαν πρὸς ἡμᾶς οἱ πρεσβύτεροι ἡμῶν καὶ πάντες οἱ κατοικοῦντες τὴν γῆν ἡμῶν, λέγοντες, λάβετε ἑαυτοῖς ἐπισιτισμὸν εἰς τὴν ὁδὸν, καὶ πορεύθητε εἰς συνάντησιν αὐτῶν, καὶ ἐρεῖτε πρὸς αὐτοὺς, οἰκέται σου ἐσμὲν, καὶ νῦν διάθεσθε ἡμῖν τὴν διαθήκην.
[LXX | EL | OT | Joshua | Chapter 9 | Verse 12] Οὗτοι οἱ ἄρτοι, θερμοὺς ἐφωδιάσθημεν αὐτοὺς ἐν τῇ ἡμέρᾳ ᾗ ἐξήλθομεν παραγενέσθαι πρὸς ὑμᾶς· νῦν δὲ ἐξηράνθησαν καὶ γεγόνασι βεβρωμένοι.
[LXX | EL | OT | Joshua | Chapter 9 | Verse 13] Καὶ οὗτοι οἱ ἀσκοὶ τοῦ οἴνου οὓς ἐπλήσαμεν καινοὺς, καὶ οὗτοι ἐῤῥώγασι· καὶ τὰ ἱμάτια ἡμῶν, καὶ τὰ ὑποδήματα ἡμῶν πεπαλαίωται ἀπὸ τῆς πολλῆς ὁδοῦ σφόδρα.
[LXX | EL | OT | Joshua | Chapter 9 | Verse 14] Καὶ ἔλαβον οἱ ἄρχοντες τοῦ ἐπισιτισμοῦ αὐτῶν, καὶ Κύριον οὐκ ἐπηρώτησαν.
[LXX | EL | OT | Joshua | Chapter 9 | Verse 15] Καὶ ἐποίησεν Ἰησοῦς πρὸς αὐτοὺς εἰρήνην, καὶ διέθεντο πρὸς αὐτοὺς διαθήκην τοῦ διασῶσαι αὐτούς· καὶ ὤμοσαν αὐτοῖς οἱ ἄρχοντες τῆς συναγωγῆς.
[LXX | EL | OT | Joshua | Chapter 9 | Verse 16] Καὶ ἐγένετο μετὰ τρεῖς ἡμέρας μετὰ τὸ διαθέσθαι πρὸς αὐτοὺς διαθήκην, ἤκουσαν ὅτι ἐγγύθεν αὐτῶν εἰσι, καὶ ὅτι ἐν αὐτοῖς κατοικοῦσι.
[LXX | EL | OT | Joshua | Chapter 9 | Verse 17] Καὶ ἀπῇραν οἱ υἱοὶ Ἰσραὴλ, καὶ ἦλθον εἰς τὰς πόλεις αὐτῶν· αἱ δὲ πόλεις αὐτῶν Γαβαὼν καὶ Κεφιρὰ καὶ Βηρὼτ, καὶ πόλεις Ἰαρίν.
[LXX | EL | OT | Joshua | Chapter 9 | Verse 18] Καὶ οὐκ ἐμαχέσαντο αὐτοῖς οἱ υἱοὶ Ἰσραὴλ, ὅτι ὤμοσαν αὐτοῖς πάντες οἱ ἄρχοντες Κύριον τὸν Θεὸν Ἰσραήλ· καὶ διεγόγγυσαν πᾶσα ἡ συναγωγὴ ἐπὶ τοῖς ἄρχουσι.
[LXX | EL | OT | Joshua | Chapter 9 | Verse 19] Καὶ εἶπαν οἱ ἄρχοντες πάσῃ τῇ συναγωγῇ, ἡμεῖς ὠμόσαμεν αὐτοῖς Κύριον τὸν Θεὸν Ἰσραὴλ, καὶ νῦν οὐ δυνησόμεθα ἅψασθαι αὐτῶν.
