[IRV | KN | OT | Job | Chapter 8 | Verse 1] “ಆಗ ಶೂಹ್ಯನಾದ ಬಿಲ್ದದನು ಹೀಗೆಂದನು,
[IRV | KN | OT | Job | Chapter 8 | Verse 2] “ಬಿರುಗಾಳಿಯಂತಿರುವ ಮಾತುಗಳನ್ನಾಡಿ ಇನ್ನೆಷ್ಟರವರೆಗೆ ಹೀಗೆ ನುಡಿಯುತ್ತಿರುವಿ?
[IRV | KN | OT | Job | Chapter 8 | Verse 3] ದೇವರು ಅನ್ಯಾಯವಾದ ತೀರ್ಪನ್ನು ಕೊಡುವನೋ? ಸರ್ವಶಕ್ತನಾದ ದೇವರು ನೀತಿಯನ್ನು ಡೊಂಕುಮಾಡುವನೋ?
[IRV | KN | OT | Job | Chapter 8 | Verse 4] ಒಂದು ವೇಳೆ ನಿನ್ನ ಮಕ್ಕಳು ಆತನಿಗೆ ವಿರುದ್ಧವಾಗಿ ಪಾಪ ಮಾಡಿದ್ದರಿಂದ, ಆತನು ಅವರನ್ನು ಅವರ ದುಷ್ಕೃತ್ಯದ ಕೈಗೆ ಒಪ್ಪಿಸಿದನೋ ಏನೋ?
[IRV | KN | OT | Job | Chapter 8 | Verse 5] ನೀನು ಶುದ್ಧನೂ, ಯಥಾರ್ಥನೂ ಆಗಿ ಕುತೂಹಲದಿಂದ ಆತನ ಪ್ರಸನ್ನತೆಯನ್ನು ಬಯಸಿ, ಸರ್ವಶಕ್ತನಾದ ದೇವರಿಗೆ ನಿನ್ನ ವಿಜ್ಞಾಪನೆಯನ್ನು ಮಾಡಿಕೊಂಡರೆ,
[IRV | KN | OT | Job | Chapter 8 | Verse 6] ಆತನು ನಿಶ್ಚಯವಾಗಿ ನಿನಗೋಸ್ಕರ ಎಚ್ಚೆತ್ತು, ನಿನ್ನ ನೀತಿಯ ನಿವಾಸವನ್ನು ಸಮೃದ್ಧಿಗೊಳಿಸುವನು.
[IRV | KN | OT | Job | Chapter 8 | Verse 7] ನಿನ್ನ ಮೊದಲನೆಯ ಸ್ಥಿತಿಯು ಅಲ್ಪವಾಗಿದ್ದರೂ, ನಿನ್ನ ಕಡೆಯ ಸ್ಥಿತಿಯು ಬಹಳ ವೃದ್ಧಿಹೊಂದುವುದು.
[IRV | KN | OT | Job | Chapter 8 | Verse 8] ದಯಮಾಡಿ, ಪೂರ್ವಿಕರನ್ನು ವಿಚಾರಿಸಿ, ಅವರ ಪೂರ್ವಿಕರು ಕಂಡುಕೊಂಡದ್ದಕ್ಕೂ ಮನಸ್ಸಿಡು.
[IRV | KN | OT | Job | Chapter 8 | Verse 9] ನಾವಾದರೋ ನಿನ್ನೆ ಹುಟ್ಟಿದವರು, ನಮಗೆ ಏನೂ ತಿಳಿಯದು. ಭೂಲೋಕದಲ್ಲಿನ ನಮ್ಮ ದಿನಗಳು ನೆರಳಿನಂತಿವೆಯಷ್ಟೆ.
[IRV | KN | OT | Job | Chapter 8 | Verse 10] ಅವರು ನಿನಗೆ ಬೋಧಿಸಿ ಬುದ್ಧಿಹೇಳಿ, ಮನಃಪೂರ್ವಕವಾಗಿ ಮಾತನಾಡುವುದಿಲ್ಲವೋ?
[IRV | KN | OT | Job | Chapter 8 | Verse 11] ಜವುಗು ಇಲ್ಲದೆ ಜಂಬುಹುಲ್ಲು ಬೆಳೆಯುವುದೇ? ನೀರಿಲ್ಲದೆ ಆಪುಹುಲ್ಲು ಮೊಳೆಯುವುದೇ?
[IRV | KN | OT | Job | Chapter 8 | Verse 12] ಇನ್ನೂ ಎಳೆಯದಾಗಿರುವಾಗಲೇ ಮಿಕ್ಕ ಎಲ್ಲಾ ಸಸಿಗಳಿಗಿಂತಲೂ ಮುಂಚಿತವಾಗಿ, ಯಾರೂ ಕೊಯ್ಯದೆ ಇದು ಒಣಗಿ ಹೋಗುವುದು.
[IRV | KN | OT | Job | Chapter 8 | Verse 13] ದೇವರನ್ನು ಮರೆತು ಬಿಟ್ಟವರೆಲ್ಲರ ಗತಿಯು ಹೀಗೆಯೇ ಇರುವುದು; ಭ್ರಷ್ಟನ ನಿರೀಕ್ಷೆಯು ನಿರರ್ಥಕವಾಗುವುದು.
[IRV | KN | OT | Job | Chapter 8 | Verse 14] ಅವನ ಭರವಸವು ಭಂಗವಾಗುವುದು, ಅವನ ಆಶ್ರಯವು ಜೇಡದ ಮನೆಯಂತಿರುವುದು.
[IRV | KN | OT | Job | Chapter 8 | Verse 15] ಅವನು ಆ ಮನೆಯನ್ನು ಆತುಕೊಂಡರೆ ಅದು ನಿಲ್ಲುವುದಿಲ್ಲ; ಅದನ್ನು ಹಿಡುಕೊಂಡರೆ ಅದು ಸ್ಥಿರವಾಗಿರದು.
[IRV | KN | OT | Job | Chapter 8 | Verse 16] ಅವನು ಬಳ್ಳಿಯಂತೆ ಬಿಸಿಲಿನಲ್ಲಿಯೂ ಹಸಿಯಾಗಿದ್ದು, ತೋಟದಲ್ಲೆಲ್ಲಾ ಕವಲೊಡೆದು ಹರಡಿ
[IRV | KN | OT | Job | Chapter 8 | Verse 17] (ಕಲ್ಲು) ಕುಪ್ಪೆಯ ಮೇಲೆ ತನ್ನ ಬೇರುಗಳನ್ನು ಹೆಣೆದುಕೊಂಡು, ಕಲ್ಲುಬಿರುಕಿನಲ್ಲಿಯೂ ನುಗ್ಗಬಲ್ಲನು.
[IRV | KN | OT | Job | Chapter 8 | Verse 18] ಅವನನ್ನು ಅಲ್ಲಿಂದ ಕಿತ್ತು ಹಾಕಿದರೆ ಆ ಸ್ಥಳವು, ‘ನಿನ್ನನ್ನು ಕಾಣೆ’ ಎಂದು ಕೂಗುವುದು.
[IRV | KN | OT | Job | Chapter 8 | Verse 19] ಆ ಮಣ್ಣಿನಿಂದ ಬೇರೆ ಸಸಿಗಳು ಮೊಳೆಯುವವು. ಆಹಾ, ಇದೇ ಅವನ ಗತಿಯ ಸುಖ!
[IRV | KN | OT | Job | Chapter 8 | Verse 20] ಇಗೋ ದೇವರು ನಿರ್ದೋಷಿಯನ್ನು ತಳ್ಳಿಬಿಡುವುದಿಲ್ಲ, ಕೆಡುಕರನ್ನು ಕೈಹಿಡಿಯುವುದಿಲ್ಲ.
[IRV | KN | OT | Job | Chapter 8 | Verse 21] ಆತನು ಇನ್ನು ಮೇಲೆ ನಿನ್ನ ಬಾಯನ್ನು ನಗುವಿನಿಂದಲೂ, ತುಟಿಗಳನ್ನು ಉತ್ಸಾಹ ಧ್ವನಿಯಿಂದಲೂ ತುಂಬಿಸುವನು.
[IRV | KN | OT | Job | Chapter 8 | Verse 22] ನಿನ್ನ ಶತ್ರುಗಳನ್ನು ಅವಮಾನವು ಮುಸುಕುವುದು; ದುಷ್ಟರ ನಿವಾಸವು ನಿರ್ಮೂಲವಾಗುವುದು.”
