[IRV | GU | OT | Joshua | Chapter 6 | Verse 1] હવે ઇઝરાયલના સૈનિકોને કારણે યરીખોના બધા દરવાજા બંધ કરાયા હતા. કોઈ બહાર જઈ શકતું નહોતું અને કોઈ પણ અંદર આવી શકતું નહોતું.
[IRV | GU | OT | Joshua | Chapter 6 | Verse 2] યહોવાહે યહોશુઆને કહ્યું, “જો, મેં યરીખોને, તેના રાજાને અને તેના શૂરવીર સૈનિકોને તારા હાથમાં સોંપ્યા છે.
[IRV | GU | OT | Joshua | Chapter 6 | Verse 3] તમારે નગરની ચોતરફ પ્રદક્ષિણા કરવી, સર્વ યોધ્ધાઓએ દિવસમાં એકવાર નગરની પ્રદક્ષિણા કરવી. આમ છ દિવસ સુધી તમારે કરવું.
[IRV | GU | OT | Joshua | Chapter 6 | Verse 4] સાત યાજકો કરારકોશ આગળ ઘેટાંના શિંગનાં બનાવેલા સાત રણશિંગડા ઊંચકે. સાતમા દિવસે, તમારે સાત વાર નગરની પ્રદક્ષિણા કરવી અને યાજકોએ મોટા અવાજે રણશિંગડાં વગાડ્યાં.
[IRV | GU | OT | Joshua | Chapter 6 | Verse 5] મોટા અવાજ સાથે શિંગ વગાડે અને જયારે તેનો અવાજ તમે સાંભળો ત્યારે સઘળાં લોકો મોટો અવાજ કરે. તેથી નગરનો કોટ તૂટી પડશે. ત્યારે દરેક વ્યક્તિએ સીધા નગરમાં ધસી જવું.”
[IRV | GU | OT | Joshua | Chapter 6 | Verse 6] પછી નૂનના દીકરા, યહોશુઆએ યાજકોને બોલાવીને કહ્યું કે, “કરારકોશ ઊંચકો અને સાત યાજકો યહોવાહનાં કરારકોશની આગળ સાત રણશિંગડાં લઈને ચાલે.
[IRV | GU | OT | Joshua | Chapter 6 | Verse 7] અને તેણે લોકોને કહ્યું, “આગળ જાઓ અને ચોતરફ નગરની પ્રદક્ષિણા કરો અને હથિયારબંધ પુરુષો યહોવાહનાં કરારકોશ આગળ જાય.”
[IRV | GU | OT | Joshua | Chapter 6 | Verse 8] જેમ યહોશુઆએ લોકોને કહ્યું તેમ, સાત યાજકોએ યહોવાહની આગળ સાત રણશિંગડાં ઊચક્યાં અને તેઓ આગળ ચાલ્યા અને તેઓએ રણશિંગડાં વગાડીને મોટો અવાજ કર્યો અને યહોવાહનો કરારકોશ તેઓની પાછળ ચાલ્યો.
[IRV | GU | OT | Joshua | Chapter 6 | Verse 9] સશસ્ત્ર પુરુષો યાજકોની આગળ ચાલતા હતા, તેઓ તેમનાં રણશિંગડાં મોટેથી વગાડતા હતા, પણ પાછળના સૈનિકો કરારકોશની પછવાડે ચાલતા હતા. યાજકો તેમનાં રણશિંગડા સતત વગાડતા હતા.
[IRV | GU | OT | Joshua | Chapter 6 | Verse 10] પણ યહોશુઆએ લોકોને આજ્ઞા કરીને કહ્યું કે,” હોકારા પાડશો નહિ. હું તમને હોકારો પાડવાનુ કહું નહિ તે દિવસ સુધી તમારા મુખમાંથી તમે અવાજ કાઢશો નહિ.”
[IRV | GU | OT | Joshua | Chapter 6 | Verse 11] તેણે યહોવાહનાં કરારકોશને તે દિવસે નગરની ચોતરફ એકવાર ફેરવ્યો. પછી તેઓએ છાવણીમાં પ્રવેશ કર્યો અને તે રાતે તેઓ છાવણીમાં જ રહ્યા.
[IRV | GU | OT | Joshua | Chapter 6 | Verse 12] અને યહોશુઆ વહેલી સવારે ઊઠ્યો. યાજકોએ યહોવાહનો કરારકોશ ઊંચકી લીધો.
[IRV | GU | OT | Joshua | Chapter 6 | Verse 13] સાત યાજકોએ યહોવાહનાં કરારકોશની આગળ સાત રણશિંગડાં લીધાં અને તેઓ તેને મોટા અવાજથી વગાડતા વગાડતા ચાલ્યા. સશસ્ત્ર પુરુષો તેઓની આગળ ચાલતા હતા. પણ પાછળની ટુકડી યહોવાહનાં કોશની પછવાડે ચાલી ત્યારે રણશિંગડામાંથી સતત મોટો અવાજ થતો રહ્યો.
[IRV | GU | OT | Joshua | Chapter 6 | Verse 14] બીજે દિવસે તેઓએ નગરની ચોતરફ એકવાર પ્રદક્ષિણા કરી અને પાછા છાવણીમાં આવ્યા. આમ તેઓએ છ દિવસ કર્યું.
[IRV | GU | OT | Joshua | Chapter 6 | Verse 15] સાતમા દિવસે તેઓ પ્રભાતે વહેલા ઊઠ્યા અને તેઓની રીત પ્રમાણે આ વખતે સાત વાર નગરની પ્રદક્ષિણા કરી.
[IRV | GU | OT | Joshua | Chapter 6 | Verse 16] સાતમે દિવસે જયારે યાજકો જોરથી રણશિંગડા વગાડતા હતા ત્યારે યહોશુઆએ લોકોને આજ્ઞા કરી કે, “મોટેથી વગાડો. કેમ કે યહોવાહે આ નગર તમને આપ્યું છે.
[IRV | GU | OT | Joshua | Chapter 6 | Verse 17] આ નગર તથા તેમાંનું સર્વ યહોવાહને સમર્પિત કરવામાં આવશે. કેવળ રાહાબ ગણિકા અને તેની સાથે તેના ઘરનાં સર્વ જીવતાં રહેશે. કેમ કે જે માણસોને આપણે મોકલ્યા હતા તેઓને તેણે સંતાડ્યા હતા.
[IRV | GU | OT | Joshua | Chapter 6 | Verse 18] પણ તમે પોતાના માટે, તમામ એવી નાશવંત વસ્તુ લેવા વિષે સાવધ રહો. રખેને તે વસ્તુઓને શાપિત માન્ય પછી તેમાંથી કશું લો. અને તેમ કરવાથી તમે ઇઝરાયલની છાવણીનો નાશ થાય એવું કરો અને તેના પર સંકટ લાવો.
[IRV | GU | OT | Joshua | Chapter 6 | Verse 19] સર્વ ચાંદી, સોનું અને પિત્તળનાં તથા લોખંડનાં પાત્રો યહોવાહને સારું પવિત્ર છે. તે બધું યહોવાહનાં ભંડારમાં લાવવું.
[IRV | GU | OT | Joshua | Chapter 6 | Verse 20] તેથી લોકોએ હોંકારો કર્યો અને યાજકોએ રણશિંગડાં વગાડયાં. જયારે લોકોને રણશિંગડાનો સાદ સંભળાયો ત્યારે તેઓએ મોટો અવાજ કર્યો અને કોટ તૂટી પડ્યો તેથી લોકોમાંનો દરેક પુરુષ સીધો નગરમાં દોડી ગયો અને તેઓએ નગરને પોતાને કબજે કર્યું.
[IRV | GU | OT | Joshua | Chapter 6 | Verse 21] અને નગરમાં જે સઘળું હતું તે બધું એટલે પુરુષ અને સ્ત્રી, જુવાન અને વૃદ્ધ, ઢોર, ઘેટાં અને ગધેડાં એ બધાનો તલવારથી વિનાશ કર્યો.
[IRV | GU | OT | Joshua | Chapter 6 | Verse 22] જે બે માણસોએ દેશની જાસૂસી કરી હતી તેઓને યહોશુઆએ કહ્યું કે, “ગણિકાના ઘરમાં જાઓ. તેની સાથે તમે સમ ખાધા હતા તે પ્રમાણે તેને અને તેના સર્વને ત્યાંથી બહાર લાવો.
[IRV | GU | OT | Joshua | Chapter 6 | Verse 23] તેથી જુવાન ઘરમાં ગયા અને રાહાબને બહાર લઈ આવ્યા. તેઓ તેના પિતાને, તેની માને, તેના ભાઈઓને અને તેના સર્વસ્વને બહાર લાવ્યા. વળી તેનાં સઘળાં સગાંને પણ તેઓ બહાર લાવ્યા. તેઓ તેમને ઇઝરાયલની છાવણી બહારની જગ્યામાં લઈ આવ્યા.
[IRV | GU | OT | Joshua | Chapter 6 | Verse 24] તેઓએ નગરને અને જે કંઈ હતું તે બધું અગ્નિથી બાળી નાખ્યું; કેવળ ચાંદી, સોનું, પિત્તળનાં અને લોખંડનાં પાત્રો લાવીને તેઓએ યહોવાહનાં ઘરના ભંડારમાં મૂક્યાં.
[IRV | GU | OT | Joshua | Chapter 6 | Verse 25] પણ રાહાબ ગણિકાને, તેના પિતાના કુટુંબને અને તેના સર્વસ્વને યહોશુઆએ બચાવી લીધાં. તે આજ દિવસ સુધી ઇઝરાયલમાં રહી કારણ કે યહોશુઆએ યરીખોમાં જે જાસૂસોને મોકલ્યા હતા તેઓને તેણે સંતાડીને રક્ષણ આપ્યું હતું.
[IRV | GU | OT | Joshua | Chapter 6 | Verse 26] પછી તે વખતે યહોશુઆએ તેઓને સમ આપીને કહ્યું કે, “જે કોઈ ઊઠીને ફરીથી યરીખો નગર બાંધે તે યહોવાહની નજર આગળ શાપિત થાય. તેના જયેષ્ઠ પુત્રના જીવનના બદલામાં તે પાયો નાખશે અને તેના સૌથી નાના પુત્રના જીવના બદલામાં તેના દરવાજા સ્થિર કરશે.”
[IRV | GU | OT | Joshua | Chapter 6 | Verse 27] આ રીતે યહોવાહ યહોશુઆ સાથે રહ્યા હતા. તેની કીર્તિ આખા દેશમાં ફેલાઈ ગઈ.
