[DRA | EN | OT | Ezekiel | Chapter 30 | Verse 1] And the word of the Lord came to me, saying:
[DRA | EN | OT | Ezekiel | Chapter 30 | Verse 2] Son of man prophesy, and say: Thus saith the Lord God: Howl ye, Woe, woe to the day:
[DRA | EN | OT | Ezekiel | Chapter 30 | Verse 3] For the day is near, yea the day of the Lord is near: a cloudy day, it shall be the time of the nations.
[DRA | EN | OT | Ezekiel | Chapter 30 | Verse 4] And the sword shall come upon Egypt: and there shall be dread in Ethiopia, when the wounded shall fall in Egypt, and the multitude thereof shall be taken away, and the foundations thereof shall be destroyed.
[DRA | EN | OT | Ezekiel | Chapter 30 | Verse 5] Ethiopia, and Libya, and Lydia, and all the rest of the crowd, and Chub, and the children of the land of the covenant, shall fall with them by the sword.
[DRA | EN | OT | Ezekiel | Chapter 30 | Verse 6] Thus saith the Lord God: They also that uphold Egypt shall fall, and the pride of her empire shall be brought down: from the tower of Syene shall they fall in it by the sword, saith the Lord the God of hosts.
[DRA | EN | OT | Ezekiel | Chapter 30 | Verse 7] And they shall be desolate in the midst of the lands that are desolate, and the cities thereof shall be in the midst of the cities that are wasted.
[DRA | EN | OT | Ezekiel | Chapter 30 | Verse 8] And they shall know that I am the Lord: when I shall have set a fire in Egypt, and all the helpers thereof shall be destroyed.
[DRA | EN | OT | Ezekiel | Chapter 30 | Verse 9] In that day shall messengers go forth from my face in ships to destroy the confidence of Ethiopia, and there shall be dread among them in the day of Egypt: because it shall certainly come.
[DRA | EN | OT | Ezekiel | Chapter 30 | Verse 10] Thus saith the Lord God: I will make the multitude of Egypt to cease by the hand of Nabuchodonosor the king of Babylon.
[DRA | EN | OT | Ezekiel | Chapter 30 | Verse 11] He and his people with him, the strongest of nations, shall be brought to destroy the land: and they shall draw their swords upon Egypt: and shall fill the land with the slain.
[DRA | EN | OT | Ezekiel | Chapter 30 | Verse 12] And I will make the channels of the rivers dry, and will deliver the land into the hand of the wicked: and will lay waste the land and all that is therein by the hands of strangers, I the Lord have spoken it.
[DRA | EN | OT | Ezekiel | Chapter 30 | Verse 13] Thus saith the Lord God: I will also destroy the idols, and I will make an end of the idols of Memphis: and there shall be no more a prince of the land of Egypt: and I will cause a terror in the land of Egypt.
[DRA | EN | OT | Ezekiel | Chapter 30 | Verse 14] And I will destroy the land of Phatures, and will make a fire in Taphnis, and will execute judgments in Alexandria.
[DRA | EN | OT | Ezekiel | Chapter 30 | Verse 15] And I will pour out my indignation upon Pelusium the strength of Egypt, and will cut off the multitude of Alexandria.
[DRA | EN | OT | Ezekiel | Chapter 30 | Verse 16] And I will make a fire in Egypt: Pelusium shall be in pain like a woman in labour, and Alexandria shall be laid waste, and in Memphis there shall be daily distresses.
[DRA | EN | OT | Ezekiel | Chapter 30 | Verse 17] The young men of Heliopolis, and of Bubastus shall fall by the sword, and they themselves shall go into captivity.
[DRA | EN | OT | Ezekiel | Chapter 30 | Verse 18] And in Taphnis the day shall be darkened, when I shall break there the sceptres of Egypt, and the pride of her power shall cease in her: a cloud shall cover her, and her daughters shall be led into captivity.
[DRA | EN | OT | Ezekiel | Chapter 30 | Verse 19] And I will execute judgments in Egypt: and they shall know that I am the Lord.
[DRA | EN | OT | Ezekiel | Chapter 30 | Verse 20] And it came to pass in the eleventh year, in the first month, in the seventh day of the month, that the word of the Lord came to me, saying:
[DRA | EN | OT | Ezekiel | Chapter 30 | Verse 21] Son of man, I have broken the arm of Pharao king of Egypt: and behold it is not bound up, to be healed, to be tied up with clothes, and swathed with linen, that it might recover strength, and hold the sword.
[DRA | EN | OT | Ezekiel | Chapter 30 | Verse 22] Therefore, thus saith the Lord God: Behold, I come against Pharao king of Egypt, and I will break into pieces his strong arm, which is already broken: and I will cause the sword to fall out of his hand:
[DRA | EN | OT | Ezekiel | Chapter 30 | Verse 23] And I will disperse Egypt among the nations, and scatter them through the countries.
[DRA | EN | OT | Ezekiel | Chapter 30 | Verse 24] And I will strengthen the arms of the king of Babylon, and will put my sword in his hand: and I will break the arms of Pharao, and they shall groan bitterly being slain before his face.
[DRA | EN | OT | Ezekiel | Chapter 30 | Verse 25] And I will strengthen the arms of the king of Babylon, and the arms of Pharao shall fall: and they shall know that I am the Lord, when I shall have given my sword into the hand of the king of Babylon, and he shall have stretched it forth upon the land of Egypt.
[DRA | EN | OT | Ezekiel | Chapter 30 | Verse 26] And I will disperse Egypt among the nations, and will scatter them through the countries, and they shall know that I am the Lord.
