[IRV | PA | OT | Zechariah | Chapter 2 | Verse 1] ਫੇਰ ਮੈਂ ਅੱਖਾਂ ਚੁੱਕ ਕੇ ਦੇਖਿਆ ਤਾਂ ਵੇਖੋ, ਇੱਕ ਮਨੁੱਖ ਦੇ ਹੱਥ ਵਿੱਚ ਨਾਪਣ ਵਾਲੀ ਰੱਸੀ ਸੀ।
[IRV | PA | OT | Zechariah | Chapter 2 | Verse 2] ਮੈਂ ਕਿਹਾ, ਤੂੰ ਕਿੱਥੇ ਜਾਂਦਾ ਹੈਂ? ਉਸ ਮੈਨੂੰ ਕਿਹਾ, ਯਰੂਸ਼ਲਮ ਨੂੰ ਨਾਪਣ ਲਈ ਜਾਂਦਾ ਹਾਂ, ਤਾਂ ਕਿ ਵੇਖਾਂ ਉਹ ਕਿੰਨ੍ਹਾਂ ਚੌੜਾ ਹੈ ਅਤੇ ਕਿੰਨ੍ਹਾਂ ਲੰਮਾ ਹੈ।
[IRV | PA | OT | Zechariah | Chapter 2 | Verse 3] ਤਾਂ ਵੇਖੋ, ਜਿਹੜਾ ਦੂਤ ਮੇਰੇ ਨਾਲ ਗੱਲਾਂ ਕਰਦਾ ਸੀ, ਉਹ ਚੱਲਿਆ ਗਿਆ ਅਤੇ ਦੂਜਾ ਦੂਤ ਉਸ ਨੂੰ ਮਿਲਣ ਲਈ ਆਇਆ।
[IRV | PA | OT | Zechariah | Chapter 2 | Verse 4] ਉਸ ਨੇ ਉਹ ਨੂੰ ਕਿਹਾ, ਦੌੜ ਕੇ ਉਸ ਜੁਆਨ ਨੂੰ ਕਹਿ ਕਿ ਯਰੂਸ਼ਲਮ ਆਦਮੀਆਂ ਅਤੇ ਆਪਣੇ ਵਿੱਚ ਦੇ ਪਸ਼ੂਆਂ ਦੇ ਵਾਧੇ ਦੇ ਕਾਰਨ, ਬਿਨ੍ਹਾਂ ਸ਼ਹਿਰ ਪਨਾਹ ਵਾਲੇ ਪਿੰਡਾਂ ਵਾਂਗੂੰ ਵੱਸੇਗਾ।
[IRV | PA | OT | Zechariah | Chapter 2 | Verse 5] ਮੈਂ ਉਸ ਦੇ ਦੁਆਲੇ ਉਸ ਦੇ ਲਈ ਅੱਗ ਦੀ ਸ਼ਹਿਰ ਪਨਾਹ ਹੋਵਾਂਗਾ ਅਤੇ ਉਸ ਦੇ ਵਿੱਚ ਪਰਤਾਪ ਲਈ ਹੋਵਾਂਗਾ, ਯਹੋਵਾਹ ਦਾ ਵਾਕ ਹੈ।
[IRV | PA | OT | Zechariah | Chapter 2 | Verse 6] ਓਏ, ਓਏ ਉਤਰ ਦੇਸ ਵਿੱਚੋਂ ਨੱਸੋ, ਯਹੋਵਾਹ ਦਾ ਵਾਕ ਹੈ, ਕਿਉਂ ਜੋ ਮੈਂ ਅਕਾਸ਼ ਦੀਆਂ ਚਾਰੇ ਹਵਾਵਾਂ ਵਾਂਗੂੰ ਤੁਹਾਨੂੰ ਖਿਲਾਰ ਛੱਡਿਆ ਹੈ, ਯਹੋਵਾਹ ਦਾ ਵਾਕ ਹੈ।
[IRV | PA | OT | Zechariah | Chapter 2 | Verse 7] ਓਏ ਸੀਯੋਨਾ, ਭੱਜ ਜਾ, ਤੂੰ ਜੋ ਬਾਬਲ ਦੀ ਧੀ ਦੇ ਨਾਲ ਵੱਸਦਾ ਹੈਂ।
[IRV | PA | OT | Zechariah | Chapter 2 | Verse 8] ਸੈਨਾਂ ਦਾ ਯਹੋਵਾਹ ਤਾਂ ਇਸ ਤਰ੍ਹਾਂ ਆਖਦਾ ਹੈ, ਉਸ ਨੇ ਮੈਨੂੰ ਪਰਤਾਪ ਦੇ ਪਿੱਛੇ ਉਹਨਾਂ ਕੌਮਾਂ ਕੋਲ ਭੇਜਿਆ ਹੈ ਜਿਨ੍ਹਾਂ ਤੁਹਾਨੂੰ ਲੁੱਟ ਪੁੱਟ ਲਿਆ ਹੈ, ਕਿਉਂ ਜੋ ਜਿਹੜਾ ਤੁਹਾਨੂੰ ਛੂਹੰਦਾ ਹੈ ਉਹ ਮੇਰੀ ਅੱਖ ਦੀ ਪੁਤਲੀ ਨੂੰ ਛੂਹੰਦਾ ਹੈ।
[IRV | PA | OT | Zechariah | Chapter 2 | Verse 9] ਇਸ ਲਈ ਵੇਖੋ, ਮੈਂ ਉਹਨਾਂ ਉੱਤੇ ਆਪਣਾ ਹੱਥ ਉਠਾਵਾਂਗਾ ਕਿ ਉਹ ਆਪਣੇ ਦਾਸਾਂ ਲਈ ਲੁੱਟ ਦਾ ਮਾਲ ਹੋਣ, ਫੇਰ ਤੁਸੀਂ ਜਾਣੋਗੇ ਕਿ ਸੈਨਾਂ ਦੇ ਯਹੋਵਾਹ ਨੇ ਮੈਨੂੰ ਭੇਜਿਆ ਹੈ।
[IRV | PA | OT | Zechariah | Chapter 2 | Verse 10] ਹੇ ਸੀਯੋਨ ਦੀਏ ਧੀਏ, ਜੈਕਾਰਾ ਗਜਾ ਅਤੇ ਅਨੰਦ ਹੋ ਕਿਉਂ ਜੋ ਦੇਖ, ਮੈਂ ਆ ਕੇ ਤੇਰੇ ਵਿੱਚ ਵੱਸਾਂਗਾ, ਯਹੋਵਾਹ ਦਾ ਵਾਕ ਹੈ।
[IRV | PA | OT | Zechariah | Chapter 2 | Verse 11] ਉਸ ਸਮੇਂ ਬਹੁਤ ਸਾਰੀਆਂ ਕੌਮਾਂ ਯਹੋਵਾਹ ਨਾਲ ਮੇਲ ਕਰ ਲੈਣਗੀਆਂ ਅਤੇ ਉਹ ਮੇਰੀ ਪਰਜਾ ਹੋਣਗੀਆਂ, ਮੈਂ ਉਹਨਾਂ ਦੇ ਵਿੱਚ ਵੱਸਾਂਗਾ, ਤਦ ਤੂੰ ਜਾਣੇਂਗੀ ਕਿ ਸੈਨਾਂ ਦੇ ਯਹੋਵਾਹ ਨੇ ਮੈਨੂੰ ਤੇਰੇ ਕੋਲ ਭੇਜਿਆ ਹੈ।
[IRV | PA | OT | Zechariah | Chapter 2 | Verse 12] ਯਹੋਵਾਹ ਯਹੂਦਾਹ ਨੂੰ ਪਵਿੱਤਰ ਭੂਮੀ ਉੱਤੇ ਆਪਣੀ ਮਿਲਖ਼ ਦਾ ਹਿੱਸਾ ਠਹਿਰਾਵੇਗਾ ਅਤੇ ਯਰੂਸ਼ਲਮ ਨੂੰ ਫੇਰ ਚੁਣੇਗਾ।
[IRV | PA | OT | Zechariah | Chapter 2 | Verse 13] ਹੇ ਸਾਰੇ ਮਨੁੱਖੋ, ਯਹੋਵਾਹ ਦੇ ਅੱਗੇ ਚੁੱਪ ਹੋ ਜਾਓ, ਕਿਉਂ ਜੋ ਉਹ ਆਪਣੇ ਪਵਿੱਤਰ ਸਥਾਨ ਤੋਂ ਜਾਗ ਉੱਠਿਆ ਹੈ।
