[WEB | EN | NT | John | Chapter 19 | Verse 1] So Pilate then took Jesus and flogged him.
[WEB | EN | NT | John | Chapter 19 | Verse 2] The soldiers twisted thorns into a crown and put it on his head, and dressed him in a purple garment.
[WEB | EN | NT | John | Chapter 19 | Verse 3] They kept saying, “Hail, King of the Jews!” and they kept slapping him.
[WEB | EN | NT | John | Chapter 19 | Verse 4] Then Pilate went out again, and said to them, “Behold, I bring him out to you, that you may know that I find no basis for a charge against him.”
[WEB | EN | NT | John | Chapter 19 | Verse 5] Jesus therefore came out, wearing the crown of thorns and the purple garment. Pilate said to them, “Behold, the man!”
[WEB | EN | NT | John | Chapter 19 | Verse 6] When therefore the chief priests and the officers saw him, they shouted, saying, “Crucify! Crucify!” Pilate said to them, “Take him yourselves and crucify him, for I find no basis for a charge against him.”
[WEB | EN | NT | John | Chapter 19 | Verse 7] The Jews answered him, “We have a law, and by our law he ought to die, because he made himself the Son of God.”
[WEB | EN | NT | John | Chapter 19 | Verse 8] When therefore Pilate heard this saying, he was more afraid.
[WEB | EN | NT | John | Chapter 19 | Verse 9] He entered into the Praetorium again, and said to Jesus, “Where are you from?” But Jesus gave him no answer.
[WEB | EN | NT | John | Chapter 19 | Verse 10] Pilate therefore said to him, “Aren’t you speaking to me? Don’t you know that I have power to release you and have power to crucify you?”
[WEB | EN | NT | John | Chapter 19 | Verse 11] Jesus answered, “You would have no power at all against me, unless it were given to you from above. Therefore he who delivered me to you has greater sin.”
[WEB | EN | NT | John | Chapter 19 | Verse 12] At this, Pilate was seeking to release him, but the Jews cried out, saying, “If you release this man, you aren’t Caesar’s friend! Everyone who makes himself a king speaks against Caesar!”
[WEB | EN | NT | John | Chapter 19 | Verse 13] When Pilate therefore heard these words, he brought Jesus out and sat down on the judgment seat at a place called “The Pavement”, but in Hebrew, “Gabbatha.”
[WEB | EN | NT | John | Chapter 19 | Verse 14] Now it was the Preparation Day of the Passover, at about the sixth hour. He said to the Jews, “Behold, your King!”
[WEB | EN | NT | John | Chapter 19 | Verse 15] They cried out, “Away with him! Away with him! Crucify him!” Pilate said to them, “Shall I crucify your King?” The chief priests answered, “We have no king but Caesar!”
[WEB | EN | NT | John | Chapter 19 | Verse 16] So then he delivered him to them to be crucified. So they took Jesus and led him away.
[WEB | EN | NT | John | Chapter 19 | Verse 17] He went out, bearing his cross, to the place called “The Place of a Skull”, which is called in Hebrew, “Golgotha”,
[WEB | EN | NT | John | Chapter 19 | Verse 18] where they crucified him, and with him two others, on either side one, and Jesus in the middle.
[WEB | EN | NT | John | Chapter 19 | Verse 19] Pilate wrote a title also, and put it on the cross. There was written, “JESUS OF NAZARETH, THE KING OF THE JEWS.”
[WEB | EN | NT | John | Chapter 19 | Verse 20] Therefore many of the Jews read this title, for the place where Jesus was crucified was near the city; and it was written in Hebrew, in Latin, and in Greek.
[WEB | EN | NT | John | Chapter 19 | Verse 21] The chief priests of the Jews therefore said to Pilate, “Don’t write, ‘The King of the Jews,’ but, ‘he said, “I am King of the Jews.”’”
