[WEB | EN | OT | Job | Chapter 32 | Verse 1] So these three men ceased to answer Job, because he was righteous in his own eyes.
[WEB | EN | OT | Job | Chapter 32 | Verse 2] Then the wrath of Elihu the son of Barachel, the Buzite, of the family of Ram, was kindled against Job. His wrath was kindled because he justified himself rather than God.
[WEB | EN | OT | Job | Chapter 32 | Verse 3] Also his wrath was kindled against his three friends, because they had found no answer, and yet had condemned Job.
[WEB | EN | OT | Job | Chapter 32 | Verse 4] Now Elihu had waited to speak to Job, because they were older than he.
[WEB | EN | OT | Job | Chapter 32 | Verse 5] When Elihu saw that there was no answer in the mouth of these three men, his wrath was kindled.
[WEB | EN | OT | Job | Chapter 32 | Verse 6] Elihu the son of Barachel the Buzite answered, “I am young, and you are very old. Therefore I held back, and didn’t dare show you my opinion.
[WEB | EN | OT | Job | Chapter 32 | Verse 7] I said, ‘Days should speak, and multitude of years should teach wisdom.’
[WEB | EN | OT | Job | Chapter 32 | Verse 8] But there is a spirit in man, and the Spirit of the Almighty gives them understanding.
[WEB | EN | OT | Job | Chapter 32 | Verse 9] It is not the great who are wise, nor the aged who understand justice.
[WEB | EN | OT | Job | Chapter 32 | Verse 10] Therefore I said, ‘Listen to me; I also will show my opinion.’
[WEB | EN | OT | Job | Chapter 32 | Verse 11] “Behold, I waited for your words, and I listened for your reasoning, while you searched out what to say.
[WEB | EN | OT | Job | Chapter 32 | Verse 12] Yes, I gave you my full attention, but there was no one who convinced Job, or who answered his words, among you.
[WEB | EN | OT | Job | Chapter 32 | Verse 13] Beware lest you say, ‘We have found wisdom. God may refute him, not man;’
[WEB | EN | OT | Job | Chapter 32 | Verse 14] for he has not directed his words against me; neither will I answer him with your speeches.
[WEB | EN | OT | Job | Chapter 32 | Verse 15] “They are amazed. They answer no more. They don’t have a word to say.
[WEB | EN | OT | Job | Chapter 32 | Verse 16] Shall I wait, because they don’t speak, because they stand still, and answer no more?
[WEB | EN | OT | Job | Chapter 32 | Verse 17] I also will answer my part, and I also will show my opinion.
[WEB | EN | OT | Job | Chapter 32 | Verse 18] For I am full of words. The spirit within me constrains me.
[WEB | EN | OT | Job | Chapter 32 | Verse 19] Behold, my breast is as wine which has no vent; like new wineskins it is ready to burst.
[WEB | EN | OT | Job | Chapter 32 | Verse 20] I will speak, that I may be refreshed. I will open my lips and answer.
[WEB | EN | OT | Job | Chapter 32 | Verse 21] Please don’t let me respect any man’s person, neither will I give flattering titles to any man.
[WEB | EN | OT | Job | Chapter 32 | Verse 22] For I don’t know how to give flattering titles, or else my Maker would soon take me away.
