[WEB | EN | OT | Job | Chapter 33 | Verse 1] “However, Job, please hear my speech, and listen to all my words.
[WEB | EN | OT | Job | Chapter 33 | Verse 2] See now, I have opened my mouth. My tongue has spoken in my mouth.
[WEB | EN | OT | Job | Chapter 33 | Verse 3] My words will utter the uprightness of my heart. That which my lips know they will speak sincerely.
[WEB | EN | OT | Job | Chapter 33 | Verse 4] The Spirit of God has made me, and the breath of the Almighty gives me life.
[WEB | EN | OT | Job | Chapter 33 | Verse 5] If you can, answer me. Set your words in order before me, and stand up.
[WEB | EN | OT | Job | Chapter 33 | Verse 6] Behold, I am toward God even as you are. I am also formed out of the clay.
[WEB | EN | OT | Job | Chapter 33 | Verse 7] Behold, my terror will not make you afraid, neither will my pressure be heavy on you.
[WEB | EN | OT | Job | Chapter 33 | Verse 8] “Surely you have spoken in my hearing, I have heard the voice of your words, saying,
[WEB | EN | OT | Job | Chapter 33 | Verse 9] ‘I am clean, without disobedience. I am innocent, neither is there iniquity in me.
[WEB | EN | OT | Job | Chapter 33 | Verse 10] Behold, he finds occasions against me. He counts me for his enemy.
[WEB | EN | OT | Job | Chapter 33 | Verse 11] He puts my feet in the stocks. He marks all my paths.’
[WEB | EN | OT | Job | Chapter 33 | Verse 12] “Behold, I will answer you. In this you are not just, for God is greater than man.
[WEB | EN | OT | Job | Chapter 33 | Verse 13] Why do you strive against him, because he doesn’t give account of any of his matters?
[WEB | EN | OT | Job | Chapter 33 | Verse 14] For God speaks once, yes twice, though man pays no attention.
[WEB | EN | OT | Job | Chapter 33 | Verse 15] In a dream, in a vision of the night, when deep sleep falls on men, in slumbering on the bed,
[WEB | EN | OT | Job | Chapter 33 | Verse 16] then he opens the ears of men, and seals their instruction,
[WEB | EN | OT | Job | Chapter 33 | Verse 17] that he may withdraw man from his purpose, and hide pride from man.
[WEB | EN | OT | Job | Chapter 33 | Verse 18] He keeps back his soul from the pit, and his life from perishing by the sword.
[WEB | EN | OT | Job | Chapter 33 | Verse 19] “He is chastened also with pain on his bed, with continual strife in his bones,
[WEB | EN | OT | Job | Chapter 33 | Verse 20] so that his life abhors bread, and his soul dainty food.
[WEB | EN | OT | Job | Chapter 33 | Verse 21] His flesh is so consumed away that it can’t be seen. His bones that were not seen stick out.
[WEB | EN | OT | Job | Chapter 33 | Verse 22] Yes, his soul draws near to the pit, and his life to the destroyers.
[WEB | EN | OT | Job | Chapter 33 | Verse 23] “If there is beside him an angel, an interpreter, one among a thousand, to show to man what is right for him,
[WEB | EN | OT | Job | Chapter 33 | Verse 24] then God is gracious to him, and says, ‘Deliver him from going down to the pit, I have found a ransom.’
[WEB | EN | OT | Job | Chapter 33 | Verse 25] His flesh will be fresher than a child’s. He returns to the days of his youth.
[WEB | EN | OT | Job | Chapter 33 | Verse 26] He prays to God, and he is favorable to him, so that he sees his face with joy. He restores to man his righteousness.
[WEB | EN | OT | Job | Chapter 33 | Verse 27] He sings before men, and says, ‘I have sinned, and perverted that which was right, and it didn’t profit me.
[WEB | EN | OT | Job | Chapter 33 | Verse 28] He has redeemed my soul from going into the pit. My life will see the light.’
[WEB | EN | OT | Job | Chapter 33 | Verse 29] “Behold, God does all these things, twice, yes three times, with a man,
[WEB | EN | OT | Job | Chapter 33 | Verse 30] to bring back his soul from the pit, that he may be enlightened with the light of the living.
[WEB | EN | OT | Job | Chapter 33 | Verse 31] Mark well, Job, and listen to me. Hold your peace, and I will speak.
[WEB | EN | OT | Job | Chapter 33 | Verse 32] If you have anything to say, answer me. Speak, for I desire to justify you.
[WEB | EN | OT | Job | Chapter 33 | Verse 33] If not, listen to me. Hold your peace, and I will teach you wisdom.”
