[WEB | EN | OT | Job | Chapter 35 | Verse 1] Moreover Elihu answered,
[WEB | EN | OT | Job | Chapter 35 | Verse 2] “Do you think this to be your right, or do you say, ‘My righteousness is more than God’s,’
[WEB | EN | OT | Job | Chapter 35 | Verse 3] that you ask, ‘What advantage will it be to you? What profit will I have, more than if I had sinned?’
[WEB | EN | OT | Job | Chapter 35 | Verse 4] I will answer you, and your companions with you.
[WEB | EN | OT | Job | Chapter 35 | Verse 5] Look to the skies, and see. See the skies, which are higher than you.
[WEB | EN | OT | Job | Chapter 35 | Verse 6] If you have sinned, what effect do you have against him? If your transgressions are multiplied, what do you do to him?
[WEB | EN | OT | Job | Chapter 35 | Verse 7] If you are righteous, what do you give him? Or what does he receive from your hand?
[WEB | EN | OT | Job | Chapter 35 | Verse 8] Your wickedness may hurt a man as you are, and your righteousness may profit a son of man.
[WEB | EN | OT | Job | Chapter 35 | Verse 9] “By reason of the multitude of oppressions they cry out. They cry for help by reason of the arm of the mighty.
[WEB | EN | OT | Job | Chapter 35 | Verse 10] But no one says, ‘Where is God my Maker, who gives songs in the night,
[WEB | EN | OT | Job | Chapter 35 | Verse 11] who teaches us more than the animals of the earth, and makes us wiser than the birds of the sky?’
[WEB | EN | OT | Job | Chapter 35 | Verse 12] There they cry, but no one answers, because of the pride of evil men.
[WEB | EN | OT | Job | Chapter 35 | Verse 13] Surely God will not hear an empty cry, neither will the Almighty regard it.
[WEB | EN | OT | Job | Chapter 35 | Verse 14] How much less when you say you don’t see him. The cause is before him, and you wait for him!
[WEB | EN | OT | Job | Chapter 35 | Verse 15] But now, because he has not visited in his anger, neither does he greatly regard arrogance,
[WEB | EN | OT | Job | Chapter 35 | Verse 16] therefore Job opens his mouth with empty talk, and he multiplies words without knowledge.”
