[WEB | EN | OT | Job | Chapter 23 | Verse 1] Then Job answered,
[WEB | EN | OT | Job | Chapter 23 | Verse 2] “Even today my complaint is rebellious. His hand is heavy in spite of my groaning.
[WEB | EN | OT | Job | Chapter 23 | Verse 3] Oh that I knew where I might find him! That I might come even to his seat!
[WEB | EN | OT | Job | Chapter 23 | Verse 4] I would set my cause in order before him, and fill my mouth with arguments.
[WEB | EN | OT | Job | Chapter 23 | Verse 5] I would know the words which he would answer me, and understand what he would tell me.
[WEB | EN | OT | Job | Chapter 23 | Verse 6] Would he contend with me in the greatness of his power? No, but he would listen to me.
[WEB | EN | OT | Job | Chapter 23 | Verse 7] There the upright might reason with him, so I should be delivered forever from my judge.
[WEB | EN | OT | Job | Chapter 23 | Verse 8] “If I go east, he is not there. If I go west, I can’t find him.
[WEB | EN | OT | Job | Chapter 23 | Verse 9] He works to the north, but I can’t see him. He turns south, but I can’t catch a glimpse of him.
[WEB | EN | OT | Job | Chapter 23 | Verse 10] But he knows the way that I take. When he has tried me, I will come out like gold.
[WEB | EN | OT | Job | Chapter 23 | Verse 11] My foot has held fast to his steps. I have kept his way, and not turned away.
[WEB | EN | OT | Job | Chapter 23 | Verse 12] I haven’t gone back from the commandment of his lips. I have treasured up the words of his mouth more than my necessary food.
[WEB | EN | OT | Job | Chapter 23 | Verse 13] But he stands alone, and who can oppose him? What his soul desires, even that he does.
[WEB | EN | OT | Job | Chapter 23 | Verse 14] For he performs that which is appointed for me. Many such things are with him.
[WEB | EN | OT | Job | Chapter 23 | Verse 15] Therefore I am terrified at his presence. When I consider, I am afraid of him.
[WEB | EN | OT | Job | Chapter 23 | Verse 16] For God has made my heart faint. The Almighty has terrified me.
[WEB | EN | OT | Job | Chapter 23 | Verse 17] Because I was not cut off before the darkness, neither did he cover the thick darkness from my face.
