[WEB | EN | OT | Job | Chapter 36 | Verse 1] Elihu also continued, and said,
[WEB | EN | OT | Job | Chapter 36 | Verse 2] “Bear with me a little, and I will show you; for I still have something to say on God’s behalf.
[WEB | EN | OT | Job | Chapter 36 | Verse 3] I will get my knowledge from afar, and will ascribe righteousness to my Maker.
[WEB | EN | OT | Job | Chapter 36 | Verse 4] For truly my words are not false. One who is perfect in knowledge is with you.
[WEB | EN | OT | Job | Chapter 36 | Verse 5] “Behold, God is mighty, and doesn’t despise anyone. He is mighty in strength of understanding.
[WEB | EN | OT | Job | Chapter 36 | Verse 6] He doesn’t preserve the life of the wicked, but gives justice to the afflicted.
[WEB | EN | OT | Job | Chapter 36 | Verse 7] He doesn’t withdraw his eyes from the righteous, but with kings on the throne, he sets them forever, and they are exalted.
[WEB | EN | OT | Job | Chapter 36 | Verse 8] If they are bound in fetters, and are taken in the cords of afflictions,
[WEB | EN | OT | Job | Chapter 36 | Verse 9] then he shows them their work, and their transgressions, that they have behaved themselves proudly.
[WEB | EN | OT | Job | Chapter 36 | Verse 10] He also opens their ears to instruction, and commands that they return from iniquity.
[WEB | EN | OT | Job | Chapter 36 | Verse 11] If they listen and serve him, they will spend their days in prosperity, and their years in pleasures.
[WEB | EN | OT | Job | Chapter 36 | Verse 12] But if they don’t listen, they will perish by the sword; they will die without knowledge.
[WEB | EN | OT | Job | Chapter 36 | Verse 13] “But those who are godless in heart lay up anger. They don’t cry for help when he binds them.
[WEB | EN | OT | Job | Chapter 36 | Verse 14] They die in youth. Their life perishes among the unclean.
[WEB | EN | OT | Job | Chapter 36 | Verse 15] He delivers the afflicted by their affliction, and opens their ear in oppression.
[WEB | EN | OT | Job | Chapter 36 | Verse 16] Yes, he would have allured you out of distress, into a wide place, where there is no restriction. That which is set on your table would be full of fatness.
[WEB | EN | OT | Job | Chapter 36 | Verse 17] “But you are full of the judgment of the wicked. Judgment and justice take hold of you.
[WEB | EN | OT | Job | Chapter 36 | Verse 18] Don’t let riches entice you to wrath, neither let the great size of a bribe turn you aside.
[WEB | EN | OT | Job | Chapter 36 | Verse 19] Would your wealth sustain you in distress, or all the might of your strength?
[WEB | EN | OT | Job | Chapter 36 | Verse 20] Don’t desire the night, when people are cut off in their place.
[WEB | EN | OT | Job | Chapter 36 | Verse 21] Take heed, don’t regard iniquity; for you have chosen this rather than affliction.
[WEB | EN | OT | Job | Chapter 36 | Verse 22] Behold, God is exalted in his power. Who is a teacher like him?
[WEB | EN | OT | Job | Chapter 36 | Verse 23] Who has prescribed his way for him? Or who can say, ‘You have committed unrighteousness’?
[WEB | EN | OT | Job | Chapter 36 | Verse 24] “Remember that you magnify his work, about which men have sung.
[WEB | EN | OT | Job | Chapter 36 | Verse 25] All men have looked on it. Man sees it afar off.
[WEB | EN | OT | Job | Chapter 36 | Verse 26] Behold, God is great, and we don’t know him. The number of his years is unsearchable.
[WEB | EN | OT | Job | Chapter 36 | Verse 27] For he draws up the drops of water, which distill in rain from his vapor,
[WEB | EN | OT | Job | Chapter 36 | Verse 28] which the skies pour down and which drop on man abundantly.
[WEB | EN | OT | Job | Chapter 36 | Verse 29] Indeed, can anyone understand the spreading of the clouds and the thunderings of his pavilion?
[WEB | EN | OT | Job | Chapter 36 | Verse 30] Behold, he spreads his light around him. He covers the bottom of the sea.
[WEB | EN | OT | Job | Chapter 36 | Verse 31] For by these he judges the people. He gives food in abundance.
[WEB | EN | OT | Job | Chapter 36 | Verse 32] He covers his hands with the lightning, and commands it to strike the mark.
[WEB | EN | OT | Job | Chapter 36 | Verse 33] Its noise tells about him, and the livestock also, concerning the storm that comes up.
