[WEB | EN | OT | Job | Chapter 8 | Verse 1] Then Bildad the Shuhite answered,
[WEB | EN | OT | Job | Chapter 8 | Verse 2] “How long will you speak these things? Shall the words of your mouth be a mighty wind?
[WEB | EN | OT | Job | Chapter 8 | Verse 3] Does God pervert justice? Or does the Almighty pervert righteousness?
[WEB | EN | OT | Job | Chapter 8 | Verse 4] If your children have sinned against him, he has delivered them into the hand of their disobedience.
[WEB | EN | OT | Job | Chapter 8 | Verse 5] If you want to seek God diligently, make your supplication to the Almighty.
[WEB | EN | OT | Job | Chapter 8 | Verse 6] If you were pure and upright, surely now he would awaken for you, and make the habitation of your righteousness prosperous.
[WEB | EN | OT | Job | Chapter 8 | Verse 7] Though your beginning was small, yet your latter end would greatly increase.
[WEB | EN | OT | Job | Chapter 8 | Verse 8] “Please inquire of past generations. Find out about the learning of their fathers.
[WEB | EN | OT | Job | Chapter 8 | Verse 9] (For we are but of yesterday, and know nothing, because our days on earth are a shadow.)
[WEB | EN | OT | Job | Chapter 8 | Verse 10] Shall they not teach you, tell you, and utter words out of their heart?
[WEB | EN | OT | Job | Chapter 8 | Verse 11] “Can the papyrus grow up without mire? Can the rushes grow without water?
[WEB | EN | OT | Job | Chapter 8 | Verse 12] While it is yet in its greenness, not cut down, it withers before any other reed.
[WEB | EN | OT | Job | Chapter 8 | Verse 13] So are the paths of all who forget God. The hope of the godless man will perish,
[WEB | EN | OT | Job | Chapter 8 | Verse 14] whose confidence will break apart, whose trust is a spider’s web.
[WEB | EN | OT | Job | Chapter 8 | Verse 15] He will lean on his house, but it will not stand. He will cling to it, but it will not endure.
[WEB | EN | OT | Job | Chapter 8 | Verse 16] He is green before the sun. His shoots go out along his garden.
[WEB | EN | OT | Job | Chapter 8 | Verse 17] His roots are wrapped around the rock pile. He sees the place of stones.
[WEB | EN | OT | Job | Chapter 8 | Verse 18] If he is destroyed from his place, then it will deny him, saying, ‘I have not seen you.’
[WEB | EN | OT | Job | Chapter 8 | Verse 19] Behold, this is the joy of his way. Out of the earth, others will spring.
[WEB | EN | OT | Job | Chapter 8 | Verse 20] “Behold, God will not cast away a blameless man, neither will he uphold the evildoers.
[WEB | EN | OT | Job | Chapter 8 | Verse 21] He will still fill your mouth with laughter, your lips with shouting.
[WEB | EN | OT | Job | Chapter 8 | Verse 22] Those who hate you will be clothed with shame. The tent of the wicked will be no more.”
