[WEB | EN | OT | Job | Chapter 4 | Verse 1] Then Eliphaz the Temanite answered,
[WEB | EN | OT | Job | Chapter 4 | Verse 2] “If someone ventures to talk with you, will you be grieved? But who can withhold himself from speaking?
[WEB | EN | OT | Job | Chapter 4 | Verse 3] Behold, you have instructed many, you have strengthened the weak hands.
[WEB | EN | OT | Job | Chapter 4 | Verse 4] Your words have supported him who was falling, you have made the feeble knees firm.
[WEB | EN | OT | Job | Chapter 4 | Verse 5] But now it has come to you, and you faint. It touches you, and you are troubled.
[WEB | EN | OT | Job | Chapter 4 | Verse 6] Isn’t your piety your confidence? Isn’t the integrity of your ways your hope?
[WEB | EN | OT | Job | Chapter 4 | Verse 7] “Remember, now, who ever perished, being innocent? Or where were the upright cut off?
[WEB | EN | OT | Job | Chapter 4 | Verse 8] According to what I have seen, those who plow iniquity and sow trouble, reap the same.
[WEB | EN | OT | Job | Chapter 4 | Verse 9] By the breath of God they perish. By the blast of his anger are they consumed.
[WEB | EN | OT | Job | Chapter 4 | Verse 10] The roaring of the lion, and the voice of the fierce lion, the teeth of the young lions, are broken.
[WEB | EN | OT | Job | Chapter 4 | Verse 11] The old lion perishes for lack of prey. The cubs of the lioness are scattered abroad.
[WEB | EN | OT | Job | Chapter 4 | Verse 12] “Now a thing was secretly brought to me. My ear received a whisper of it.
[WEB | EN | OT | Job | Chapter 4 | Verse 13] In thoughts from the visions of the night, when deep sleep falls on men,
[WEB | EN | OT | Job | Chapter 4 | Verse 14] fear came on me, and trembling, which made all my bones shake.
[WEB | EN | OT | Job | Chapter 4 | Verse 15] Then a spirit passed before my face. The hair of my flesh stood up.
[WEB | EN | OT | Job | Chapter 4 | Verse 16] It stood still, but I couldn’t discern its appearance. A form was before my eyes. Silence, then I heard a voice, saying,
[WEB | EN | OT | Job | Chapter 4 | Verse 17] ‘Shall mortal man be more just than God? Shall a man be more pure than his Maker?
[WEB | EN | OT | Job | Chapter 4 | Verse 18] Behold, he puts no trust in his servants. He charges his angels with error.
[WEB | EN | OT | Job | Chapter 4 | Verse 19] How much more those who dwell in houses of clay, whose foundation is in the dust, who are crushed before the moth!
[WEB | EN | OT | Job | Chapter 4 | Verse 20] Between morning and evening they are destroyed. They perish forever without any regarding it.
[WEB | EN | OT | Job | Chapter 4 | Verse 21] Isn’t their tent cord plucked up within them? They die, and that without wisdom.’
