[WEB | EN | OT | Job | Chapter 34 | Verse 1] Moreover Elihu answered,
[WEB | EN | OT | Job | Chapter 34 | Verse 2] “Hear my words, you wise men. Give ear to me, you who have knowledge.
[WEB | EN | OT | Job | Chapter 34 | Verse 3] For the ear tries words, as the palate tastes food.
[WEB | EN | OT | Job | Chapter 34 | Verse 4] Let us choose for us that which is right. Let us know among ourselves what is good.
[WEB | EN | OT | Job | Chapter 34 | Verse 5] For Job has said, ‘I am righteous, God has taken away my right.
[WEB | EN | OT | Job | Chapter 34 | Verse 6] Notwithstanding my right I am considered a liar. My wound is incurable, though I am without disobedience.’
[WEB | EN | OT | Job | Chapter 34 | Verse 7] What man is like Job, who drinks scorn like water,
[WEB | EN | OT | Job | Chapter 34 | Verse 8] who goes in company with the workers of iniquity, and walks with wicked men?
[WEB | EN | OT | Job | Chapter 34 | Verse 9] For he has said, ‘It profits a man nothing that he should delight himself with God.’
[WEB | EN | OT | Job | Chapter 34 | Verse 10] “Therefore listen to me, you men of understanding: far be it from God, that he should do wickedness, from the Almighty, that he should commit iniquity.
[WEB | EN | OT | Job | Chapter 34 | Verse 11] For the work of a man he will render to him, and cause every man to find according to his ways.
[WEB | EN | OT | Job | Chapter 34 | Verse 12] Yes surely, God will not do wickedly, neither will the Almighty pervert justice.
[WEB | EN | OT | Job | Chapter 34 | Verse 13] Who put him in charge of the earth? Or who has appointed him over the whole world?
[WEB | EN | OT | Job | Chapter 34 | Verse 14] If he set his heart on himself, if he gathered to himself his spirit and his breath,
[WEB | EN | OT | Job | Chapter 34 | Verse 15] all flesh would perish together, and man would turn again to dust.
[WEB | EN | OT | Job | Chapter 34 | Verse 16] “If now you have understanding, hear this. Listen to the voice of my words.
[WEB | EN | OT | Job | Chapter 34 | Verse 17] Should even one who hates justice govern? Will you condemn him who is righteous and mighty,
[WEB | EN | OT | Job | Chapter 34 | Verse 18] who says to a king, ‘Vile!’ or to nobles, ‘Wicked!’?
[WEB | EN | OT | Job | Chapter 34 | Verse 19] He doesn’t respect the persons of princes, nor respect the rich more than the poor, for they all are the work of his hands.
[WEB | EN | OT | Job | Chapter 34 | Verse 20] In a moment they die, even at midnight. The people are shaken and pass away. The mighty are taken away without a hand.
[WEB | EN | OT | Job | Chapter 34 | Verse 21] “For his eyes are on the ways of a man. He sees all his goings.
[WEB | EN | OT | Job | Chapter 34 | Verse 22] There is no darkness, nor thick gloom, where the workers of iniquity may hide themselves.
[WEB | EN | OT | Job | Chapter 34 | Verse 23] For he doesn’t need to consider a man further, that he should go before God in judgment.
[WEB | EN | OT | Job | Chapter 34 | Verse 24] He breaks mighty men in pieces in ways past finding out, and sets others in their place.
[WEB | EN | OT | Job | Chapter 34 | Verse 25] Therefore he takes knowledge of their works. He overturns them in the night, so that they are destroyed.
[WEB | EN | OT | Job | Chapter 34 | Verse 26] He strikes them as wicked men in the open sight of others;
[WEB | EN | OT | Job | Chapter 34 | Verse 27] because they turned away from following him, and wouldn’t pay attention to any of his ways,
[WEB | EN | OT | Job | Chapter 34 | Verse 28] so that they caused the cry of the poor to come to him. He heard the cry of the afflicted.
[WEB | EN | OT | Job | Chapter 34 | Verse 29] When he gives quietness, who then can condemn? When he hides his face, who then can see him? He is over a nation or a man alike,
[WEB | EN | OT | Job | Chapter 34 | Verse 30] that the godless man may not reign, that there be no one to ensnare the people.
[WEB | EN | OT | Job | Chapter 34 | Verse 31] “For has any said to God, ‘I am guilty, but I will not offend any more.
[WEB | EN | OT | Job | Chapter 34 | Verse 32] Teach me that which I don’t see. If I have done iniquity, I will do it no more’?
[WEB | EN | OT | Job | Chapter 34 | Verse 33] Shall his recompense be as you desire, that you refuse it? For you must choose, and not I. Therefore speak what you know.
[WEB | EN | OT | Job | Chapter 34 | Verse 34] Men of understanding will tell me, yes, every wise man who hears me:
[WEB | EN | OT | Job | Chapter 34 | Verse 35] ‘Job speaks without knowledge. His words are without wisdom.’
[WEB | EN | OT | Job | Chapter 34 | Verse 36] I wish that Job were tried to the end, because of his answering like wicked men.
[WEB | EN | OT | Job | Chapter 34 | Verse 37] For he adds rebellion to his sin. He claps his hands among us, and multiplies his words against God.”
