[WEB | EN | OT | Job | Chapter 12 | Verse 1] Then Job answered,
[WEB | EN | OT | Job | Chapter 12 | Verse 2] “No doubt, but you are the people, and wisdom will die with you.
[WEB | EN | OT | Job | Chapter 12 | Verse 3] But I have understanding as well as you; I am not inferior to you. Yes, who doesn’t know such things as these?
[WEB | EN | OT | Job | Chapter 12 | Verse 4] I am like one who is a joke to his neighbor, I, who called on God, and he answered. The just, the blameless man is a joke.
[WEB | EN | OT | Job | Chapter 12 | Verse 5] In the thought of him who is at ease there is contempt for misfortune. It is ready for them whose foot slips.
[WEB | EN | OT | Job | Chapter 12 | Verse 6] The tents of robbers prosper. Those who provoke God are secure, who carry their god in their hands.
[WEB | EN | OT | Job | Chapter 12 | Verse 7] “But ask the animals now, and they will teach you; the birds of the sky, and they will tell you.
[WEB | EN | OT | Job | Chapter 12 | Verse 8] Or speak to the earth, and it will teach you. The fish of the sea will declare to you.
[WEB | EN | OT | Job | Chapter 12 | Verse 9] Who doesn’t know that in all these, the LORD’s hand has done this,
[WEB | EN | OT | Job | Chapter 12 | Verse 10] in whose hand is the life of every living thing, and the breath of all mankind?
[WEB | EN | OT | Job | Chapter 12 | Verse 11] Doesn’t the ear try words, even as the palate tastes its food?
[WEB | EN | OT | Job | Chapter 12 | Verse 12] With aged men is wisdom, in length of days understanding.
[WEB | EN | OT | Job | Chapter 12 | Verse 13] “With God is wisdom and might. He has counsel and understanding.
[WEB | EN | OT | Job | Chapter 12 | Verse 14] Behold, he breaks down, and it can’t be built again. He imprisons a man, and there can be no release.
[WEB | EN | OT | Job | Chapter 12 | Verse 15] Behold, he withholds the waters, and they dry up. Again, he sends them out, and they overturn the earth.
[WEB | EN | OT | Job | Chapter 12 | Verse 16] With him is strength and wisdom. The deceived and the deceiver are his.
[WEB | EN | OT | Job | Chapter 12 | Verse 17] He leads counselors away stripped. He makes judges fools.
[WEB | EN | OT | Job | Chapter 12 | Verse 18] He loosens the bond of kings. He binds their waist with a belt.
[WEB | EN | OT | Job | Chapter 12 | Verse 19] He leads priests away stripped, and overthrows the mighty.
[WEB | EN | OT | Job | Chapter 12 | Verse 20] He removes the speech of those who are trusted, and takes away the understanding of the elders.
[WEB | EN | OT | Job | Chapter 12 | Verse 21] He pours contempt on princes, and loosens the belt of the strong.
[WEB | EN | OT | Job | Chapter 12 | Verse 22] He uncovers deep things out of darkness, and brings out to light the shadow of death.
[WEB | EN | OT | Job | Chapter 12 | Verse 23] He increases the nations, and he destroys them. He enlarges the nations, and he leads them captive.
[WEB | EN | OT | Job | Chapter 12 | Verse 24] He takes away understanding from the chiefs of the people of the earth, and causes them to wander in a wilderness where there is no way.
[WEB | EN | OT | Job | Chapter 12 | Verse 25] They grope in the dark without light. He makes them stagger like a drunken man.
