[WEB | EN | OT | Job | Chapter 15 | Verse 1] Then Eliphaz the Temanite answered,
[WEB | EN | OT | Job | Chapter 15 | Verse 2] “Should a wise man answer with vain knowledge, and fill himself with the east wind?
[WEB | EN | OT | Job | Chapter 15 | Verse 3] Should he reason with unprofitable talk, or with speeches with which he can do no good?
[WEB | EN | OT | Job | Chapter 15 | Verse 4] Yes, you do away with fear, and hinder devotion before God.
[WEB | EN | OT | Job | Chapter 15 | Verse 5] For your iniquity teaches your mouth, and you choose the language of the crafty.
[WEB | EN | OT | Job | Chapter 15 | Verse 6] Your own mouth condemns you, and not I. Yes, your own lips testify against you.
[WEB | EN | OT | Job | Chapter 15 | Verse 7] “Are you the first man who was born? Or were you brought out before the hills?
[WEB | EN | OT | Job | Chapter 15 | Verse 8] Have you heard the secret counsel of God? Do you limit wisdom to yourself?
[WEB | EN | OT | Job | Chapter 15 | Verse 9] What do you know that we don’t know? What do you understand which is not in us?
[WEB | EN | OT | Job | Chapter 15 | Verse 10] With us are both the gray-headed and the very aged men, much older than your father.
[WEB | EN | OT | Job | Chapter 15 | Verse 11] Are the consolations of God too small for you, even the word that is gentle toward you?
[WEB | EN | OT | Job | Chapter 15 | Verse 12] Why does your heart carry you away? Why do your eyes flash,
[WEB | EN | OT | Job | Chapter 15 | Verse 13] that you turn your spirit against God, and let such words go out of your mouth?
[WEB | EN | OT | Job | Chapter 15 | Verse 14] What is man, that he should be clean? What is he who is born of a woman, that he should be righteous?
[WEB | EN | OT | Job | Chapter 15 | Verse 15] Behold, he puts no trust in his holy ones. Yes, the heavens are not clean in his sight;
[WEB | EN | OT | Job | Chapter 15 | Verse 16] how much less one who is abominable and corrupt, a man who drinks iniquity like water!
[WEB | EN | OT | Job | Chapter 15 | Verse 17] “I will show you, listen to me; that which I have seen I will declare
[WEB | EN | OT | Job | Chapter 15 | Verse 18] (which wise men have told by their fathers, and have not hidden it;
[WEB | EN | OT | Job | Chapter 15 | Verse 19] to whom alone the land was given, and no stranger passed among them):
[WEB | EN | OT | Job | Chapter 15 | Verse 20] the wicked man writhes in pain all his days, even the number of years that are laid up for the oppressor.
[WEB | EN | OT | Job | Chapter 15 | Verse 21] A sound of terrors is in his ears. In prosperity the destroyer will come on him.
[WEB | EN | OT | Job | Chapter 15 | Verse 22] He doesn’t believe that he will return out of darkness. He is waited for by the sword.
[WEB | EN | OT | Job | Chapter 15 | Verse 23] He wanders abroad for bread, saying, ‘Where is it?’ He knows that the day of darkness is ready at his hand.
[WEB | EN | OT | Job | Chapter 15 | Verse 24] Distress and anguish make him afraid. They prevail against him, as a king ready to the battle.
[WEB | EN | OT | Job | Chapter 15 | Verse 25] Because he has stretched out his hand against God, and behaves himself proudly against the Almighty,
[WEB | EN | OT | Job | Chapter 15 | Verse 26] he runs at him with a stiff neck, with the thick shields of his bucklers,
[WEB | EN | OT | Job | Chapter 15 | Verse 27] because he has covered his face with his fatness, and gathered fat on his thighs.
[WEB | EN | OT | Job | Chapter 15 | Verse 28] He has lived in desolate cities, in houses which no one inhabited, which were ready to become heaps.
[WEB | EN | OT | Job | Chapter 15 | Verse 29] He will not be rich, neither will his substance continue, neither will their possessions be extended on the earth.
[WEB | EN | OT | Job | Chapter 15 | Verse 30] He will not depart out of darkness. The flame will dry up his branches. He will go away by the breath of God’s mouth.
[WEB | EN | OT | Job | Chapter 15 | Verse 31] Let him not trust in emptiness, deceiving himself, for emptiness will be his reward.
[WEB | EN | OT | Job | Chapter 15 | Verse 32] It will be accomplished before his time. His branch will not be green.
[WEB | EN | OT | Job | Chapter 15 | Verse 33] He will shake off his unripe grape as the vine, and will cast off his flower as the olive tree.
[WEB | EN | OT | Job | Chapter 15 | Verse 34] For the company of the godless will be barren, and fire will consume the tents of bribery.
[WEB | EN | OT | Job | Chapter 15 | Verse 35] They conceive mischief and produce iniquity. Their heart prepares deceit.”
