[YLT | EN | NT | 2 Corinthians | Chapter 1 | Verse 1] Paul, an apostle of Jesus Christ, through the will of God, and Timotheus the brother, to the assembly of God that is in Corinth, with all the saints who are in all Achaia:
[YLT | EN | NT | 2 Corinthians | Chapter 1 | Verse 2] Grace to you and peace from God our Father, and the Lord Jesus Christ!
[YLT | EN | NT | 2 Corinthians | Chapter 1 | Verse 3] Blessed [is] God, even the Father of our Lord Jesus Christ, the Father of the mercies, and God of all comfort,
[YLT | EN | NT | 2 Corinthians | Chapter 1 | Verse 4] who is comforting us in all our tribulation, for our being able to comfort those in any tribulation through the comfort with which we are comforted ourselves by God;
[YLT | EN | NT | 2 Corinthians | Chapter 1 | Verse 5] because, as the sufferings of the Christ do abound to us, so through the Christ doth abound also our comfort;
[YLT | EN | NT | 2 Corinthians | Chapter 1 | Verse 6] and whether we be in tribulation, [it is] for your comfort and salvation, that is wrought in the enduring of the same sufferings that we also suffer; whether we are comforted, [it is] for your comfort and salvation;
[YLT | EN | NT | 2 Corinthians | Chapter 1 | Verse 7] and our hope [is] stedfast for you, knowing that even as ye are partakers of the sufferings — so also of the comfort.
[YLT | EN | NT | 2 Corinthians | Chapter 1 | Verse 8] For we do not wish you to be ignorant, brethren, of our tribulation that happened to us in Asia, that we were exceedingly burdened above [our] power, so that we despaired even of life;
[YLT | EN | NT | 2 Corinthians | Chapter 1 | Verse 9] but we ourselves in ourselves the sentence of the death have had, that we may not be trusting on ourselves, but on God, who is raising the dead,
[YLT | EN | NT | 2 Corinthians | Chapter 1 | Verse 10] who out of so great a death did deliver us, and doth deliver, in whom we have hoped that even yet He will deliver;
[YLT | EN | NT | 2 Corinthians | Chapter 1 | Verse 11] ye working together also for us by your supplication, that the gift through many persons to us, through many may be thankfully acknowledged for us.
[YLT | EN | NT | 2 Corinthians | Chapter 1 | Verse 12] For our glorying is this: the testimony of our conscience, that in simplicity and sincerity of God, not in fleshly wisdom, but in the grace of God, we did conduct ourselves in the world, and more abundantly toward you;
[YLT | EN | NT | 2 Corinthians | Chapter 1 | Verse 13] for no other things do we write to you, but what ye either do read or also acknowledge, and I hope that also unto the end ye shall acknowledge,
[YLT | EN | NT | 2 Corinthians | Chapter 1 | Verse 14] according as also ye did acknowledge us in part, that your glory we are, even as also ye [are] ours, in the day of the Lord Jesus;
[YLT | EN | NT | 2 Corinthians | Chapter 1 | Verse 15] and in this confidence I was purposing to come unto you before, that a second favour ye might have,
[YLT | EN | NT | 2 Corinthians | Chapter 1 | Verse 16] and through you to pass to Macedonia, and again from Macedonia to come unto you, and by you to be sent forward to Judea.
[YLT | EN | NT | 2 Corinthians | Chapter 1 | Verse 17] This, therefore, counselling, did I then use the lightness; or the things that I counsel, according to the flesh do I counsel, that it may be with me Yes, yes, and No, no?
[YLT | EN | NT | 2 Corinthians | Chapter 1 | Verse 18] and God [is] faithful, that our word unto you became not Yes and No,
[YLT | EN | NT | 2 Corinthians | Chapter 1 | Verse 19] for the Son of God, Jesus Christ, among you through us having been preached — through me and Silvanus and Timotheus — did not become Yes and No, but in him it hath become Yes;
[YLT | EN | NT | 2 Corinthians | Chapter 1 | Verse 20] for as many as [are] promises of God, in him [are] the Yes, and in him the Amen, for glory to God through us;
[YLT | EN | NT | 2 Corinthians | Chapter 1 | Verse 21] and He who is confirming you with us into Christ, and did anoint us, [is] God,
[YLT | EN | NT | 2 Corinthians | Chapter 1 | Verse 22] who also sealed us, and gave the earnest of the Spirit in our hearts.
[YLT | EN | NT | 2 Corinthians | Chapter 1 | Verse 23] And I for a witness on God do call upon my soul, that sparing you, I came not yet to Corinth;
[YLT | EN | NT | 2 Corinthians | Chapter 1 | Verse 24] not that we are lords over your faith, but we are workers together with your joy, for by the faith ye stand.
