[IRV | MR | OT | Job | Chapter 28 | Verse 1] “खरोखर चांदी मिळते अशा खाणी आहेत, सोने शुद्ध करण्याची जागा असते.
[IRV | MR | OT | Job | Chapter 28 | Verse 2] जमिनीतून लोखंड काढतात, पाषाणामधून तांबे वितळवले जाते.
[IRV | MR | OT | Job | Chapter 28 | Verse 3] मनुष्य अंधाराचे निवारण करतो, अगदी खोलवर जाऊन, गडद अंधारातील व मृत्यूछायेतील पाषाणाचा तो शोध करीतो.
[IRV | MR | OT | Job | Chapter 28 | Verse 4] लोकांच्या राहण्याच्या जागेपासून तो दूर खाण खणतो, जिथे आजपर्यंत कोणाचेही पाऊल गेले नसेल तिथे तो जातो, तो दोरीला लोंबकळतो इतरांपेक्षा खूप खोल जातो.
[IRV | MR | OT | Job | Chapter 28 | Verse 5] जसे जमिनीकडे पाहा, तिच्यातून आपणास अन्न मिळते, जसे अग्नीने तिला उलटवले जाते.
[IRV | MR | OT | Job | Chapter 28 | Verse 6] जमिनीच्या खालचे पाषाण म्हणजे जेथे नीलमणी मिळतात, आणि त्या मातीमध्ये सोने असते.
[IRV | MR | OT | Job | Chapter 28 | Verse 7] पक्ष्यांना त्या वाटांविषयी काही माहिती नसते, कोणत्याही बहिरी ससाण्याच्या डोळ्यांनी त्या वाटा पाहिलेल्या नसतात.
[IRV | MR | OT | Job | Chapter 28 | Verse 8] रानटी जनावरे त्या वाटांवरुन गेलेली नसतात, सिंहही त्या वाटेने गेलेला नसतो.
[IRV | MR | OT | Job | Chapter 28 | Verse 9] मनुष्य कठीण खडकावर हात टाकतो, तो ते डोंगर पूर्ण मुळापासून उलटवून टाकतो.
[IRV | MR | OT | Job | Chapter 28 | Verse 10] ते खडकातून बोगदा खणतात, आणि त्यांचे डोळे खडकातला खजिना बघतात.
[IRV | MR | OT | Job | Chapter 28 | Verse 11] ते पाण्याचे प्रवाह बंद करतात म्हणजे त्यातून पाणि बाहेर पडत नाही, ते दडलेल्या वस्तू बाहेर प्रकाशात आणतात.
[IRV | MR | OT | Job | Chapter 28 | Verse 12] पण मनुष्यास शहाणपण कुठे मिळेल? समजूतदारपणा शोधण्यासाठी आपल्याला कुठे जावे लागेल?
[IRV | MR | OT | Job | Chapter 28 | Verse 13] शहाणपण किती मोलाचे आहे हे मनुष्याला कळत नाही, पृथ्वीवरचे लोक जमीन खणून शहाणपण शोधू शकत नाहीत.
[IRV | MR | OT | Job | Chapter 28 | Verse 14] पृथ्वीवरील मोठे खोल जलाशय असे म्हणते, ‘माझ्यामध्ये ते नाही.’ सागर म्हणतो, ‘माझ्याजवळीही ते नाही.’
[IRV | MR | OT | Job | Chapter 28 | Verse 15] तुम्ही सोने देऊन ते विकत घेऊ शकत नाही, ते विकत घेण्यासाठी जगात तेवढी चांदी नाही.
[IRV | MR | OT | Job | Chapter 28 | Verse 16] तुम्ही ओफीरच्या सोन्याने किंवा मौल्यवान गोमेद किंवा नीलमण्याने शहाणपण विकत घेऊ शकत नाही.
[IRV | MR | OT | Job | Chapter 28 | Verse 17] शहाणपण सोन्यापेक्षा किंवा स्फटिकापेक्षा मौल्यवान असते, सोन्यात जडवलेले मौल्यवान खडेही शहाणपण विकत घेऊ शकत नाही.
[IRV | MR | OT | Job | Chapter 28 | Verse 18] शहाणपण पोवळ्यापेक्षा व स्फटिकापेक्षाही मौल्यवान आहे, माणकापेक्षा ही त्याचे मोल अधिक आहे.
[IRV | MR | OT | Job | Chapter 28 | Verse 19] इथिओपियातील (कूश) पीतमणी त्याच्या बरोबरीचा नाही, शुध्द सोन्याने तुम्ही तो विकत घेऊ शकत नाही.
[IRV | MR | OT | Job | Chapter 28 | Verse 20] मग शहाणपणा कुठून येते? समजूतदारपणा आपल्याला कुठे मिळेल?
[IRV | MR | OT | Job | Chapter 28 | Verse 21] पृथ्वीवरील सर्व जिवंत प्राण्यापासून शहाणपण लपवून ठेवले आहे, आकाशातले पक्षीसुध्दा ते बघू शकत नाहीत.
[IRV | MR | OT | Job | Chapter 28 | Verse 22] मृत्यू आणि विनाश म्हणतात, ‘आम्हास शहाणपण सापडले नाही, आम्ही त्याबद्दलच्या फक्त अफवाच ऐकल्या आहेत.’
[IRV | MR | OT | Job | Chapter 28 | Verse 23] फक्त देवालाच शहाणपणाकडे नेणारा मार्ग माहीत आहे, फक्त देवालाच तो कुठे आहे हे माहीत आहे.
[IRV | MR | OT | Job | Chapter 28 | Verse 24] देवाला पृथ्वीचे अगदी शेवटचे टोकसुध्दा दिसू शकते, त्यास आकाशाखालचे सर्वकाही दिसते.
[IRV | MR | OT | Job | Chapter 28 | Verse 25] देवाने वाऱ्याला त्यांची शक्ती दिली, सागराला किती मोठे करायचे ते त्यानेच ठरवले.
[IRV | MR | OT | Job | Chapter 28 | Verse 26] पावसास कोठे पाठवायचे ते त्यानेच ठरवले आणि वादळाने कुठे जायचे तेही त्यानेच ठरवले.
[IRV | MR | OT | Job | Chapter 28 | Verse 27] तेव्हा देवाला शहाणपण दिसले आणि त्याने त्याचा विचार केला, शहाणपणाचे मूल्य किती आहे ते त्याने पारखले आणि त्या शहाणपणाला संमती दिली.
[IRV | MR | OT | Job | Chapter 28 | Verse 28] आणि देव लोकांस म्हणाला, परमेश्वराची भीती बाळगा व त्यास मान द्या हेच शहाणपण आहे, वाईट गोष्टी करु नका तोच समजूतदारपणा आहे.”
