[IRV | MR | OT | Job | Chapter 38 | Verse 1] नंतर परमेश्वर वावटळीतून ईयोबाशी बोलला आणि तो म्हणाला,
[IRV | MR | OT | Job | Chapter 38 | Verse 2] कोण आहे जो माझ्या योजनांवर अंधार पाडतो, म्हणजे ज्ञानाविना असलेले शब्द?
[IRV | MR | OT | Job | Chapter 38 | Verse 3] आता तू पुरूषासारखी आपली कंबर बांध, मी तुला प्रश्न विचारील, आणि तू मला उत्तर दे.
[IRV | MR | OT | Job | Chapter 38 | Verse 4] मी पृथ्वी निर्माण केली तेव्हा तू कुठे होतास? तू स्वत:ला इतका शहाणा समजत असशील तर मला उत्तर दे.
[IRV | MR | OT | Job | Chapter 38 | Verse 5] जग इतके मोठे असावे हे कोणी ठरवले ते सांग? मोजण्याच्या दोरीने ते कोणी मोजले का?
[IRV | MR | OT | Job | Chapter 38 | Verse 6] तीचा पाया कशावर घातला आहे? तिची कोनशिला कोणी ठेवली?
[IRV | MR | OT | Job | Chapter 38 | Verse 7] जेव्हा ते घडले तेव्हा पहाटेच्या ताऱ्यांनी गायन केले आणि देवपुत्रांनी आनंदाने जयजयकार केला.
[IRV | MR | OT | Job | Chapter 38 | Verse 8] जेव्हा समुद्र पृथ्वीच्या पोटातून बाहेर पडला तेव्हा दरवाजे बंद करून त्यास कोणी अडवला?
[IRV | MR | OT | Job | Chapter 38 | Verse 9] त्यावेळी मी त्यास मेघांनी झाकले आणि काळोखात गुंडाळले.
[IRV | MR | OT | Job | Chapter 38 | Verse 10] मी समुद्राला मर्यादा घातल्या आणि त्यास कुलुपांनी बंद केलेल्या दरवाजाबाहेर थोपविले.
[IRV | MR | OT | Job | Chapter 38 | Verse 11] मी म्हणालो, तू इथपर्यंतच येऊ शकतोस या पलिकडे मात्र नाही. तुझ्या उन्मत्त लाटा इथेच थांबतील.
[IRV | MR | OT | Job | Chapter 38 | Verse 12] तुझ्या आयुष्यात तू कधीतरी पहाटेला आरंभ करायला आणि दिवसास सुरु व्हायला सांगितलेस का?
[IRV | MR | OT | Job | Chapter 38 | Verse 13] तू कधीतरी पहाटेच्या प्रकाशाला पृथ्वीला पकडून दुष्ट लोकांस त्यांच्या लपायच्या जागेतून हुसकायला सांगितलेस का?
[IRV | MR | OT | Job | Chapter 38 | Verse 14] पहाटेच्या प्रकाशात डोंगरदऱ्या नीट दिसतात. दिवसाच्या प्रकाशात या जगाचा आकार अंगरख्याला असलेल्या घडीप्रमाणे ठळक दिसतात
[IRV | MR | OT | Job | Chapter 38 | Verse 15] दुष्टांपासून त्यांचा प्रकाश काढून घेतला आहे आणि त्यांचा उंच भूज मोडला आहे.
[IRV | MR | OT | Job | Chapter 38 | Verse 16] सागराला जिथे सुरुवात होते तिथे अगदी खोल जागेत तू कधी गेला आहेस का? समुद्राच्या तळात तू कधी चालला आहेस का?
[IRV | MR | OT | Job | Chapter 38 | Verse 17] मृत्युलोकात नेणारे दरवाजे तू कधी पाहिलेस का? काळोख्या जगात नेणारे दरवाजे तू कधी बघितलेस का?
[IRV | MR | OT | Job | Chapter 38 | Verse 18] ही पृथ्वी किती मोठी आहे ते तुला कधी समजले का? तुला जर हे सर्व माहीत असेल तर मला सांग.
[IRV | MR | OT | Job | Chapter 38 | Verse 19] प्रकाश कुठून येतो? काळोख कुठून येतो?
[IRV | MR | OT | Job | Chapter 38 | Verse 20] तू प्रकाशाला आणि काळोखाला ते जिथून आले तेथे परत नेऊ शकशील का? तिथे कसे जायचे ते तुला माहीत आहे का?
[IRV | MR | OT | Job | Chapter 38 | Verse 21] तुला या सर्व गोष्टी नक्कीच माहीत असतील तू खूप वृध्द आणि विद्वान आहेस मी तेव्हा या गोष्टी निर्माण केल्या तेव्हा तू जिवंत होतास होय ना?
[IRV | MR | OT | Job | Chapter 38 | Verse 22] मी ज्या भांडारात हिम आणि गारा ठेवतो तिथे तू कधी गेला आहेस का?
[IRV | MR | OT | Job | Chapter 38 | Verse 23] मी बर्फ आणि गारांचा साठा संकटकाळासाठी, युध्द आणि लढाईच्या दिवसांसाठी करून ठेवतो.
[IRV | MR | OT | Job | Chapter 38 | Verse 24] सूर्य उगवतो त्याठिकाणी तू कधी गेला आहेस का? पूर्वेकडचा वारा जिथून सर्व जगभर वाहातो तिथे तू कधी गेला आहेस का?
[IRV | MR | OT | Job | Chapter 38 | Verse 25] जोरदार पावसासाठी आकाशात पाट कोणी खोदले? गरजणाऱ्या वादळासाठी कोणी मार्ग मोकळा केला?
[IRV | MR | OT | Job | Chapter 38 | Verse 26] वैराण वाळवंटात देखील कोण पाऊस पाडतो?
[IRV | MR | OT | Job | Chapter 38 | Verse 27] निर्जन प्रदेशात पावसाचे खूप पाणी पडते आणि गवत उगवायला सुरुवात होते.
[IRV | MR | OT | Job | Chapter 38 | Verse 28] पावसास वडील आहेत का? दवबिंदू कुठून येतात?
[IRV | MR | OT | Job | Chapter 38 | Verse 29] हिम कोणाच्या गर्भशयातून निघाले आहे? आकाशातून पडणाऱ्या हिमकणास कोण जन्म देतो?
[IRV | MR | OT | Job | Chapter 38 | Verse 30] पाणी दगडासारखे गोठते. सागराचा पृष्ठभागदेखील गोठून जातो.
[IRV | MR | OT | Job | Chapter 38 | Verse 31] तू कृत्तिकांना बांधून ठेवू शकशील का? तुला मृगशीर्षाचे बंध सोडता येतील का?
