[IRV | MR | OT | Job | Chapter 31 | Verse 1] “मी माझ्या डोळ्यांशी करार केला आहे, मग मी अभिलाषेने कसे एखाद्या कुमारीकडे बघू?
[IRV | MR | OT | Job | Chapter 31 | Verse 2] वरून देवाकडून कोणता वाटा मिळणार आहे, कोणता वारसा सर्वशक्तिमान उच्च देवाकडून प्राप्त होणार?
[IRV | MR | OT | Job | Chapter 31 | Verse 3] मी असा विचार आपत्ती ही अनितीमानांसाठी आहे, आणि अनर्थ हा दृष्टपणा करणाऱ्यांसाठी आहे.
[IRV | MR | OT | Job | Chapter 31 | Verse 4] देव माझे सर्व मार्ग पाहत नाही का? आणि माझे सर्व पाऊल मोजत नाही का?
[IRV | MR | OT | Job | Chapter 31 | Verse 5] जर मी असत्याने चाललो असेल, जर माझ्या पाऊलांनी कपट करण्याची घाई केली असेल,
[IRV | MR | OT | Job | Chapter 31 | Verse 6] मला समपातळीच्या तराजूने तोलून द्या म्हणजे देवाला माझ्या प्रामाणिकपणा कळून येईल.
[IRV | MR | OT | Job | Chapter 31 | Verse 7] मी जर योग्य मार्गापासून दूर गेलो असेन, जर माझे मन माझ्या डोळ्यामागे जात असेल, जर माझ्या हातांस अशुद्धतेचा दाग चिकटला असेल.
[IRV | MR | OT | Job | Chapter 31 | Verse 8] तर मी पेरलेले दुसरा खावो, खरोखर माझ्या शेतातील पीक उपटून टाकले जावो.
[IRV | MR | OT | Job | Chapter 31 | Verse 9] जर माझे मन दुसऱ्या स्त्रीकडे आकर्षित झाले असेल, जर मी आपल्या शेजाऱ्याच्या दाराकडे त्याच्या पत्नीची वाट बघत थांबलो असेल.
[IRV | MR | OT | Job | Chapter 31 | Verse 10] तर माझी पत्नी दुसऱ्या मनुष्यासाठी दळण करो, आणि दुसरी माणसे तिच्यावर खाली धुकतो.
[IRV | MR | OT | Job | Chapter 31 | Verse 11] कारण ते भयकर दुष्टपणाचे कृत्य होईल; खरोखर या न्यायधिशांनी शिक्षा करावी असे हे दुष्टकृत्य आहे.
[IRV | MR | OT | Job | Chapter 31 | Verse 12] लैंगिक पाप माझ्या सर्वस्वाचा नाश करील. सर्वस्वाचा होम करणारी ती आग आहे.
[IRV | MR | OT | Job | Chapter 31 | Verse 13] माझ्या स्त्री व पुरूष चाकरांनी माझ्या विरुध्द वादविवाद केला असेल, तेव्हा मी न्यायाने वागण्याचे मान्य केले नाही,
[IRV | MR | OT | Job | Chapter 31 | Verse 14] तर मी जेव्हा देवासमोर जाईन तेव्हा मी काय करु? देवाने माझ्या वागण्याचा जाब विचारला तर मी काय उत्तर देऊ?
[IRV | MR | OT | Job | Chapter 31 | Verse 15] ज्याने मला गर्भात निर्माण केले त्यानेच त्यांना घडवले नाही का? त्यानेच आपल्या सर्वांची गर्भात निर्मिती केली नाही का?
[IRV | MR | OT | Job | Chapter 31 | Verse 16] मी गरीबांना त्यांच्या ईच्छेपासून रोखले असेल. किंवा मी जर विधवांना रडवण्यास त्यांचे डोळे शिणवले असेल.
[IRV | MR | OT | Job | Chapter 31 | Verse 17] आणि जर मी माझ्या अन्नाचे सेवन एकट्याने केले असेल, आणि मी पोरक्यांना नेहमी अन्न दिले नसेल,
[IRV | MR | OT | Job | Chapter 31 | Verse 18] (त्याऐवजी माझ्या तारूण्यापासून माझ्याबरोबर पोरके बापाकडे जसे मुले वाढतात तसे वाढले आहेत) आणि मी विधवांची काळजी लहाणपणापासुन वाहीली आहे.
[IRV | MR | OT | Job | Chapter 31 | Verse 19] जेव्हा मला कपडे नाहीत म्हणून दु:खी होणारे लोक दिसले किंवा कोट नसलेले गरीब लोक दिसले.
[IRV | MR | OT | Job | Chapter 31 | Verse 20] त्यांनी मला अंत:करणापासून कधी आशीर्वाद दिले नाही कारण त्यांना मी माझ्या मेंढ्यांची लोकर त्यांना उबदार ठेवण्यासाठी वापरली नाही.
[IRV | MR | OT | Job | Chapter 31 | Verse 21] माझे समर्थक शहराच्या दरवाजाजवळ जवळ पाहून जर मी पोरक्यावर हात उगारत असेल
[IRV | MR | OT | Job | Chapter 31 | Verse 22] मी जर कधी असे केले तर माझा हात माझ्या खांद्यांपासून निखळून जावो आणि माझा हात माझ्या खांद्याच्या सांध्यातून तुटून पडो.
[IRV | MR | OT | Job | Chapter 31 | Verse 23] परंतु यापैकी मला देवाच्या शिक्षेची भीती वाटते, म्हणून मी यापैकी कोणतीही गोष्ट करत नाही.
[IRV | MR | OT | Job | Chapter 31 | Verse 24] जर मी सोन्याला माझी आशा केले, ‘तू माझी आशा आहेस असे’ मी शुध्द सोन्याला कधीच म्हटले नाही.
[IRV | MR | OT | Job | Chapter 31 | Verse 25] मी श्रीमंत होतो पण मला त्याचा अभिमान नव्हता. मी खूप पैसे कमावले पण मी सुखी झालो नाही.
[IRV | MR | OT | Job | Chapter 31 | Verse 26] जर मी चमकत्या सूर्याला पहिले, किंवा चंद्र त्याच्या तेजात चालतांना पाहून,
[IRV | MR | OT | Job | Chapter 31 | Verse 27] माझे मन गुप्तपणे आकर्षित होऊन त्यांची पूजा करण्या करीता मी माझ्या हाताचे चुंबन घेतले असते तर
[IRV | MR | OT | Job | Chapter 31 | Verse 28] ते सुध्दा शिक्षा करण्यासारखेच पाप आहे. कारण ते सर्वशक्तिमान देवाचा विश्वासघात केल्यासारखे झाले असते.
[IRV | MR | OT | Job | Chapter 31 | Verse 29] माझ्या शत्रूंचा पाडाव झाल्याचा मला कधीच आनंद वाटला नाही. किंवा माझ्या शत्रूंवर संकट कोसळल्यामुळे मी त्यांना कधी हसलो नाही.
[IRV | MR | OT | Job | Chapter 31 | Verse 30] (खरोखर, माझ्या शत्रूंना शाप देऊन आणि त्यांच्या मरणाची इच्छा करून मी माझ्या तोंडाला कधी पाप करायला लावले नाही.)
[IRV | MR | OT | Job | Chapter 31 | Verse 31] मी अपरिचितांना अन्न देतो, असा कोण आहे ज्याने ईयोबाचे अन्न खाल्ले नाही?
[IRV | MR | OT | Job | Chapter 31 | Verse 32] परदेशी लोकांस रात्रीच्या वेळी शहरातील चौकात झोपायला लागू नये म्हणून मी त्यांना माझ्या घरी बोलावतो.
[IRV | MR | OT | Job | Chapter 31 | Verse 33] इतर लोक त्यांचे पाप लपविण्याचा प्रयत्न करतात परंतु मी माझा अपराध लपविण्याचा कधीच प्रयत्न केला नाही.
[IRV | MR | OT | Job | Chapter 31 | Verse 34] कारण मला लोकांची भीती आहे, मला परिवाराच्या तिरस्काराची भीती वाटते. म्हणून मी शांत आहे आणि घराबाहेर जात नाही.
[IRV | MR | OT | Job | Chapter 31 | Verse 35] अहो, माझे कुणीतरी ऐकावे असे मला वाटते. पाहा, मला माझी बाजू मांडू द्या, सर्वशक्तिमान देवाने मला उत्तर द्यावे अशी माझी इच्छा आहे. त्याच्या दृष्टीने मी काय चूक केली ती त्याने लिहून काढावी असे मला वाटते.
[IRV | MR | OT | Job | Chapter 31 | Verse 36] खरेच, मी ती खूण माझ्या गळ्याभोवती घालेन. मी ती राजमुकुटाप्रमाणे माझ्या मस्तकावर ठेवेन.
[IRV | MR | OT | Job | Chapter 31 | Verse 37] त्याने जर असे केले तर मी जे काही केले त्याचे स्पष्टीकरण देऊ शकेन. एखाद्या पुढाऱ्याप्रमाणे माझे मस्तक उंच करून मी त्याकडे येऊ शकेन.
