[LXX | EL | OT | Haggai | Chapter 2 | Verse 1] Τῷ μηνὶ τῷ ἑβδόμῳ, μιᾷ καὶ εἰκάδι τοῦ μηνὸς, ἐλάλησε Κύριος ἐν χειρὶ Ἀγγαίου τοῦ προφήτου, λέγων,
[LXX | EL | OT | Haggai | Chapter 2 | Verse 2] εἰπὸν δὴ πρὸς Ζοροβάβελ τὸν τοῦ Σαλαθιὴλ ἐκ φυλῆς Ἰούδα, καὶ πρὸς Ἰησοῦν τοῦ Ἰωσεδὲκ τὸν ἱερέα τὸν μέγαν, καὶ πρὸς πάντας τοὺς καταλοίπους τοῦ λαοῦ, λέγων,
[LXX | EL | OT | Haggai | Chapter 2 | Verse 3] Τίς ἐξ ὑμῶν, ὃς εἶδε τὸν οἶκον τοῦτον ἐν τῇ δόξῃ αὐτοῦ τῇ ἔμπροσθεν; καὶ πῶς ὑμεῖς βλέπετε αὐτὸν νῦν καθὼς οὐχ ὑπάρχοντα ἐνώπιον ὑμῶν;
[LXX | EL | OT | Haggai | Chapter 2 | Verse 4] Καὶ νῦν κατίσχυε Ζοροβάβελ, λέγει Κύριος, καὶ κατίσχυε Ἰησοῦ ὁ τοῦ Ἰωσεδὲκ ὁ ἱερεὺς ὁ μέγας, καὶ κατισχυέτω πᾶς ὁ λαὸς τῆς γῆς, λέγει Κύριος, καὶ ποιεῖτε, διότι μεθʼ ὑμῶν ἐγώ εἰμι, λέγει Κύριος ὁ παντοκράτωρ,
[LXX | EL | OT | Haggai | Chapter 2 | Verse 5] καὶ τὸ πνεῦμά μου ἐφέστηκεν ἐν μέσῳ ὑμῶν· θαρσεῖτε,
[LXX | EL | OT | Haggai | Chapter 2 | Verse 6] Διότι τάδε λέγει Κύριος παντοκράτωρ, ἔτι ἅπαξ ἐγὼ σείσω τὸν οὐρανὸν καὶ τὴν γῆν, καὶ τὴν θάλασσαν καὶ τὴν ξηρὰν,
[LXX | EL | OT | Haggai | Chapter 2 | Verse 7] καὶ συσσείσω πάντα τὰ ἔθνη, καὶ ἥξει τὰ ἐκλεκτὰ πάντων τῶν ἐθνῶν· καὶ πλήσω τὸν οἶκον τοῦτον δόξης, λέγει Κύριος παντοκράτωρ.
[LXX | EL | OT | Haggai | Chapter 2 | Verse 8] Ἐμὸν τὸ ἀργύριον, καὶ ἐμὸν τὸ χρυσίον, λέγει Κύριος παντοκράτωρ.
[LXX | EL | OT | Haggai | Chapter 2 | Verse 9] Διότι μεγάλη ἔσται ἡ δόξα τοῦ οἴκου τούτου, ἡ ἐσχάτη ὑπὲρ τὴν πρώτην, λέγει Κύριος παντοκράτωρ· καὶ ἐν τῷ τόπῳ τούτῳ δώσω εἰρήνην, λέγει Κύριος παντοκράτωρ, καὶ εἰρήνην ψυχῆς εἰς περιποίησιν παντὶ τῷ κτίζοντι, τοῦ ἀναστῆσαι τὸν ναὸν τοῦτον.
[LXX | EL | OT | Haggai | Chapter 2 | Verse 10] Τετράδι καὶ εἰκάδι τοῦ ἐννάτου μηνὸς, ἔτους δευτέρου, ἐπὶ Δαρείου, ἐγένετο λόγος Κυρίου πρὸς Ἀγγαῖον τὸν προφήτην, λέγων,
[LXX | EL | OT | Haggai | Chapter 2 | Verse 11] τάδε λέγει Κύριος παντοκράτωρ, ἐπερώτησον δὴ τοὺς ἱερεῖς νόμον, λέγων,
[LXX | EL | OT | Haggai | Chapter 2 | Verse 12] ἐὰν λάβῃ ἄνθρωπος κρέας ἅγιον ἐν τῷ ἄκρῳ τοῦ ἱματίου αὐτοῦ, καὶ ἅψηται τὸ ἄκρον τοῦ ἱματίου αὐτοῦ ἄρτου, ἢ ἑψήματος, ἢ οἴνου, ἢ ἐλαίου, ἢ παντὸς βρώματος, εἰ ἁγιασθήσεται; καὶ ἀπεκρίθησαν οἱ ἱερεῖς, καὶ εἶπαν, οὔ.
[LXX | EL | OT | Haggai | Chapter 2 | Verse 13] Καὶ εἶπεν Ἀγγαῖος, ἐὰν ἅψηται μεμιασμένος ἀκάθαρτος ἐπὶ ψυχῇ ἐπὶ παντὸς τούτων, εἰ μιανθήσεται; καὶ ἀπεκρίθησαν οἱ ἱερεῖς, καὶ εἶπαν, μιανθήσεται.
[LXX | EL | OT | Haggai | Chapter 2 | Verse 14] Καὶ ἀπεκρίθη Ἀγγαῖος, καὶ εἶπεν, οὕτως ὁ λαὸς οὗτος, καὶ οὕτως τὸ ἔθνος τοῦτο ἐνώπιον ἐμοῦ, λέγει Κύριος, καὶ οὕτως πάντα τὰ ἔργα τῶν χειρῶν αὐτῶν· καὶ ὃς ἐὰν ἐγγίσῃ ἐκεῖ, μιανθήσεται ἕνεκεν τῶν λημμάτων αὐτῶν τῶν ὀρθρινῶν, ὀδυνηθήσονται ἀπὸ προσώπου πόνων αὐτῶν, καὶ ἐμισεῖτε ἐν πύλαις ἐλέγχοντα.
[LXX | EL | OT | Haggai | Chapter 2 | Verse 15] Καὶ νῦν θέσθε δὴ εἰς τὰς καρδίας ὑμῶν ἀπὸ τῆς ἡμέρας ταύτης καὶ ὑπεράνω, πρὸ τοῦ θεῖναι λίθον ἐπὶ λίθον ἐν τῷ ναῷ Κυρίου
[LXX | EL | OT | Haggai | Chapter 2 | Verse 16] τίνες ἦτε, ὅτε ἐνεβάλλετε εἰς κυψέλην κριθῆς εἴκοσι σάτα, καὶ ἐγένετο κριθῆς δέκα σάτα· καὶ εἰσεπορεύεσθε εἰς τὸ ὑπολήνιον ἐξαντλῆσαι πεντήκοντα μετρητὰς καὶ ἐγένοντο εἴκοσι.
