[BSB | EN | OT | 2 Chronicles | Chapter 25 | Verse 1] Amaziah was twenty-five years old when he became king, and he reigned in Jerusalem twenty-nine years. His mother’s name was Jehoaddan; she was from Jerusalem.
[BSB | EN | OT | 2 Chronicles | Chapter 25 | Verse 2] And he did what was right in the eyes of the LORD, but not wholeheartedly.
[BSB | EN | OT | 2 Chronicles | Chapter 25 | Verse 3] As soon as the kingdom was firmly in his grasp, Amaziah executed the servants who had murdered his father the king.
[BSB | EN | OT | 2 Chronicles | Chapter 25 | Verse 4] Yet he did not put their sons to death, but acted according to what is written in the Law, in the Book of Moses, where the LORD commanded: “Fathers must not be put to death for their children, and children must not be put to death for their fathers; each is to die for his own sin.”
[BSB | EN | OT | 2 Chronicles | Chapter 25 | Verse 5] Then Amaziah gathered the people of Judah and assigned them according to their families to commanders of thousands and of hundreds. And he numbered those twenty years of age or older throughout Judah and Benjamin and found 300,000 chosen men able to serve in the army, bearing the spear and shield.
[BSB | EN | OT | 2 Chronicles | Chapter 25 | Verse 6] He also hired 100,000 mighty warriors from Israel for a hundred talents of silver.
[BSB | EN | OT | 2 Chronicles | Chapter 25 | Verse 7] But a man of God came to him and said, “O king, do not let the army of Israel go with you, for the LORD is not with Israel—not with any of the Ephraimites.
[BSB | EN | OT | 2 Chronicles | Chapter 25 | Verse 8] Even if you go and fight bravely in battle, God will make you stumble before the enemy, for God has power to help and power to overthrow.”
[BSB | EN | OT | 2 Chronicles | Chapter 25 | Verse 9] Amaziah asked the man of God, “What should I do about the hundred talents I have given to the army of Israel?” And the man of God replied, “The LORD is able to give you much more than this.”
[BSB | EN | OT | 2 Chronicles | Chapter 25 | Verse 10] So Amaziah dismissed the troops who had come to him from Ephraim and sent them home. And they were furious with Judah and returned home in great anger.
[BSB | EN | OT | 2 Chronicles | Chapter 25 | Verse 11] Amaziah, however, summoned his strength and led his troops to the Valley of Salt, where he struck down 10,000 men of Seir,
[BSB | EN | OT | 2 Chronicles | Chapter 25 | Verse 12] and the army of Judah also captured 10,000 men alive. They took them to the top of a cliff and threw them down so that all were dashed to pieces.
[BSB | EN | OT | 2 Chronicles | Chapter 25 | Verse 13] Meanwhile the troops that Amaziah had dismissed from battle raided the cities of Judah, from Samaria to Beth-horon. They struck down 3,000 people and carried off a great deal of plunder.
[BSB | EN | OT | 2 Chronicles | Chapter 25 | Verse 14] When Amaziah returned from the slaughter of the Edomites, he brought back the gods of the Seirites, set them up as his own gods, bowed before them, and burned sacrifices to them.
[BSB | EN | OT | 2 Chronicles | Chapter 25 | Verse 15] Therefore the anger of the LORD burned against Amaziah, and He sent him a prophet, who said, “Why have you sought this people’s gods, which could not deliver them from your hand?”
[BSB | EN | OT | 2 Chronicles | Chapter 25 | Verse 16] While he was still speaking, the king asked, “Have we made you the counselor to the king? Stop! Why be struck down?” So the prophet stopped, but he said, “I know that God has determined to destroy you, because you have done this and have not heeded my advice.”
[BSB | EN | OT | 2 Chronicles | Chapter 25 | Verse 17] Then Amaziah king of Judah took counsel and sent word to the king of Israel Jehoash son of Jehoahaz, the son of Jehu. “Come, let us meet face to face,” he said.
[BSB | EN | OT | 2 Chronicles | Chapter 25 | Verse 18] But Jehoash king of Israel replied to Amaziah king of Judah: “A thistle in Lebanon sent a message to a cedar in Lebanon, saying, ‘Give your daughter to my son in marriage.’ Then a wild beast in Lebanon came along and trampled the thistle.
[BSB | EN | OT | 2 Chronicles | Chapter 25 | Verse 19] You have said, ‘Look, I have defeated Edom,’ and your heart has become proud and boastful. Now stay at home. Why should you stir up trouble so that you fall—you and Judah with you?”
[BSB | EN | OT | 2 Chronicles | Chapter 25 | Verse 20] But Amaziah would not listen, for this had come from God in order to deliver them into the hand of Jehoash, because they had sought the gods of Edom.
[BSB | EN | OT | 2 Chronicles | Chapter 25 | Verse 21] So Jehoash king of Israel advanced, and he and Amaziah king of Judah faced each other at Beth-shemesh in Judah.
[BSB | EN | OT | 2 Chronicles | Chapter 25 | Verse 22] And Judah was routed before Israel, and every man fled to his own home.
[BSB | EN | OT | 2 Chronicles | Chapter 25 | Verse 23] There at Beth-shemesh, Jehoash king of Israel captured Amaziah king of Judah, the son of Joash, the son of Jehoahaz. Then Jehoash brought him to Jerusalem and broke down the wall of Jerusalem from the Ephraim Gate to the Corner Gate—a section of four hundred cubits.
[BSB | EN | OT | 2 Chronicles | Chapter 25 | Verse 24] He took all the gold and silver and all the articles found in the house of God with Obed-edom and in the treasuries of the royal palace, as well as some hostages. Then he returned to Samaria.
[BSB | EN | OT | 2 Chronicles | Chapter 25 | Verse 25] Amaziah son of Joash king of Judah lived for fifteen years after the death of Jehoash son of Jehoahaz king of Israel.
[BSB | EN | OT | 2 Chronicles | Chapter 25 | Verse 26] As for the rest of the acts of Amaziah, from beginning to end, are they not written in the Book of the Kings of Judah and Israel?
[BSB | EN | OT | 2 Chronicles | Chapter 25 | Verse 27] From the time that Amaziah turned from following the LORD, a conspiracy was formed against him in Jerusalem, and he fled to Lachish. But men were sent after him to Lachish, and they killed him there.
[BSB | EN | OT | 2 Chronicles | Chapter 25 | Verse 28] They carried him back on horses and buried him with his fathers in the City of Judah.
