[WEBSTER | EN | OT | Proverbs | Chapter 8 | Verse 1] Doth not wisdom cry? and understanding put forth her voice?
[WEBSTER | EN | OT | Proverbs | Chapter 8 | Verse 2] She standeth on the top of high places, by the way in the places of the paths.
[WEBSTER | EN | OT | Proverbs | Chapter 8 | Verse 3] She crieth at the gates, at the entry of the city, at the entrance of the doors.
[WEBSTER | EN | OT | Proverbs | Chapter 8 | Verse 4] To you, O men, I call; and my voice is to the sons of man.
[WEBSTER | EN | OT | Proverbs | Chapter 8 | Verse 5] O ye simple, understand wisdom: and ye fools, be ye of an understanding heart.
[WEBSTER | EN | OT | Proverbs | Chapter 8 | Verse 6] Hear; for I will speak of excellent things; and the opening of my lips shall be right things.
[WEBSTER | EN | OT | Proverbs | Chapter 8 | Verse 7] For my mouth shall speak truth; and wickedness is an abomination to my lips.
[WEBSTER | EN | OT | Proverbs | Chapter 8 | Verse 8] All the words of my mouth are in righteousness; there is nothing froward or perverse in them.
[WEBSTER | EN | OT | Proverbs | Chapter 8 | Verse 9] They are all plain to him that understandeth, and right to them that find knowledge.
[WEBSTER | EN | OT | Proverbs | Chapter 8 | Verse 10] Receive my instruction, and not silver; and knowledge rather than choice gold.
[WEBSTER | EN | OT | Proverbs | Chapter 8 | Verse 11] For wisdom is better than rubies; and all the things that may be desired are not to be compared to it.
[WEBSTER | EN | OT | Proverbs | Chapter 8 | Verse 12] I wisdom dwell with prudence, and find out knowledge of ingenious inventions.
[WEBSTER | EN | OT | Proverbs | Chapter 8 | Verse 13] The fear of the LORD is to hate evil: pride, and arrogance, and the evil way, and the froward mouth, do I hate.
[WEBSTER | EN | OT | Proverbs | Chapter 8 | Verse 14] Counsel is mine, and sound wisdom: I am understanding; I have strength.
[WEBSTER | EN | OT | Proverbs | Chapter 8 | Verse 15] By me kings reign, and princes decree justice.
[WEBSTER | EN | OT | Proverbs | Chapter 8 | Verse 16] By me princes rule, and nobles, even all the judges of the earth.
[WEBSTER | EN | OT | Proverbs | Chapter 8 | Verse 17] I love them that love me; and those that seek me early shall find me.
[WEBSTER | EN | OT | Proverbs | Chapter 8 | Verse 18] Riches and honor are with me; durable riches and righteousness.
[WEBSTER | EN | OT | Proverbs | Chapter 8 | Verse 19] My fruit is better than gold, yes, than fine gold; and my revenue than choice silver.
[WEBSTER | EN | OT | Proverbs | Chapter 8 | Verse 20] I lead in the way of righteousness, in the midst of the paths of judgment.
[WEBSTER | EN | OT | Proverbs | Chapter 8 | Verse 21] That I may cause those that love me to inherit substance; and I will fill their treasures.
[WEBSTER | EN | OT | Proverbs | Chapter 8 | Verse 22] The LORD possessed me in the beginning of his way, before his works of old.
[WEBSTER | EN | OT | Proverbs | Chapter 8 | Verse 23] I was set up from everlasting, from the beginning, or ever the earth was.
[WEBSTER | EN | OT | Proverbs | Chapter 8 | Verse 24] When there were no depths, I was brought forth; when there were no fountains abounding with water.
[WEBSTER | EN | OT | Proverbs | Chapter 8 | Verse 25] Before the mountains were settled, before the hills was I brought forth.
[WEBSTER | EN | OT | Proverbs | Chapter 8 | Verse 26] While as yet he had not made the earth, nor the fields, nor the highest part of the dust of the world.
[WEBSTER | EN | OT | Proverbs | Chapter 8 | Verse 27] When he prepared the heavens, I was there: when he set a compass upon the face of the depth:
[WEBSTER | EN | OT | Proverbs | Chapter 8 | Verse 28] When he established the clouds above: when he strengthened the fountains of the deep:
[WEBSTER | EN | OT | Proverbs | Chapter 8 | Verse 29] When he gave to the sea his decree, that the waters should not pass his commandment: when he appointed the foundations of the earth:
[WEBSTER | EN | OT | Proverbs | Chapter 8 | Verse 30] Then I was by him, as one brought up with him : and I was daily his delight, rejoicing always before him;
[WEBSTER | EN | OT | Proverbs | Chapter 8 | Verse 31] Rejoicing in the habitable part of his earth; and my delights were with the sons of men.
[WEBSTER | EN | OT | Proverbs | Chapter 8 | Verse 32] Now therefore hearken to me, O ye children: for blessed are they that keep my ways.
[WEBSTER | EN | OT | Proverbs | Chapter 8 | Verse 33] Hear instruction, and be wise, and refuse it not.
[WEBSTER | EN | OT | Proverbs | Chapter 8 | Verse 34] Blessed is the man that heareth me, watching daily at my gates, waiting at the posts of my doors.
[WEBSTER | EN | OT | Proverbs | Chapter 8 | Verse 35] For whoever findeth me findeth life, and shall obtain favor from the LORD.
[WEBSTER | EN | OT | Proverbs | Chapter 8 | Verse 36] But he that sinneth against me wrongeth his own soul: all they that hate me love death.
