[WEBSTER | EN | OT | Proverbs | Chapter 11 | Verse 1] A false balance is abomination to the LORD: but a just weight is his delight.
[WEBSTER | EN | OT | Proverbs | Chapter 11 | Verse 2] When pride cometh, then cometh shame: but with the lowly is wisdom.
[WEBSTER | EN | OT | Proverbs | Chapter 11 | Verse 3] The integrity of the upright shall guide them: but the perverseness of transgressors shall destroy them.
[WEBSTER | EN | OT | Proverbs | Chapter 11 | Verse 4] Riches profit not in the day of wrath: but righteousness delivereth from death.
[WEBSTER | EN | OT | Proverbs | Chapter 11 | Verse 5] The righteousness of the perfect shall direct his way: but the wicked shall fall by his own wickedness.
[WEBSTER | EN | OT | Proverbs | Chapter 11 | Verse 6] The righteousness of the upright shall deliver them: but transgressors shall be taken in their own naughtiness.
[WEBSTER | EN | OT | Proverbs | Chapter 11 | Verse 7] When a wicked man dieth, his expectation shall perish: and the hope of unjust men perisheth.
[WEBSTER | EN | OT | Proverbs | Chapter 11 | Verse 8] The righteous is delivered out of trouble, and the wicked cometh in his stead.
[WEBSTER | EN | OT | Proverbs | Chapter 11 | Verse 9] A hypocrite with his mouth destroyeth his neighbor: but through knowledge shall the just be delivered.
[WEBSTER | EN | OT | Proverbs | Chapter 11 | Verse 10] When the righteous prosper, the city rejoiceth: and when the wicked perish, there is shouting.
[WEBSTER | EN | OT | Proverbs | Chapter 11 | Verse 11] By the blessing of the upright the city is exalted: but it is overthrown by the mouth of the wicked.
[WEBSTER | EN | OT | Proverbs | Chapter 11 | Verse 12] He that is void of wisdom despiseth his neighbor: but a man of understanding holdeth his peace.
[WEBSTER | EN | OT | Proverbs | Chapter 11 | Verse 13] A tale-bearer revealeth secrets: but he that is of a faithful spirit concealeth the matter.
[WEBSTER | EN | OT | Proverbs | Chapter 11 | Verse 14] Where no counsel is , the people fall: but in the multitude of counselors there is safety.
[WEBSTER | EN | OT | Proverbs | Chapter 11 | Verse 15] He that is surety for a stranger shall smart for it : and he that hateth suretiship is sure.
[WEBSTER | EN | OT | Proverbs | Chapter 11 | Verse 16] A gracious woman retaineth honor: and strong men retain riches.
[WEBSTER | EN | OT | Proverbs | Chapter 11 | Verse 17] The merciful man doeth good to his own soul: but he that is cruel troubleth his own flesh.
[WEBSTER | EN | OT | Proverbs | Chapter 11 | Verse 18] The wicked worketh a deceitful work: but to him that soweth righteousness shall be a sure reward.
[WEBSTER | EN | OT | Proverbs | Chapter 11 | Verse 19] As righteousness tendeth to life: so he that pursueth evil pursueth it to his own death.
[WEBSTER | EN | OT | Proverbs | Chapter 11 | Verse 20] They that are of a froward heart are abomination to the LORD: but such as are upright in their way are his delight.
[WEBSTER | EN | OT | Proverbs | Chapter 11 | Verse 21] Though hand join in hand, the wicked shall not be unpunished: but the seed of the righteous shall be delivered.
[WEBSTER | EN | OT | Proverbs | Chapter 11 | Verse 22] As a jewel of gold in a swine's snout, so is a fair woman who is without discretion.
[WEBSTER | EN | OT | Proverbs | Chapter 11 | Verse 23] The desire of the righteous is only good: but the expectation of the wicked is wrath.
[WEBSTER | EN | OT | Proverbs | Chapter 11 | Verse 24] There is that scattereth, and yet increaseth; and there is that withholdeth more than is meet, but it tendeth to poverty.
[WEBSTER | EN | OT | Proverbs | Chapter 11 | Verse 25] The liberal soul shall be made fat: and he that watereth shall be watered also himself.
[WEBSTER | EN | OT | Proverbs | Chapter 11 | Verse 26] He that withholdeth corn, the people shall curse him: but blessing shall be upon the head of him that selleth it .
[WEBSTER | EN | OT | Proverbs | Chapter 11 | Verse 27] He that diligently seeketh good procureth favor: but he that seeketh mischief, it shall come to him.
[WEBSTER | EN | OT | Proverbs | Chapter 11 | Verse 28] He that trusteth in his riches shall fall: but the righteous shall flourish as a branch.
[WEBSTER | EN | OT | Proverbs | Chapter 11 | Verse 29] He that troubleth his own house shall inherit the wind: and the fool shall be servant to the wise of heart.
[WEBSTER | EN | OT | Proverbs | Chapter 11 | Verse 30] The fruit of the righteous is a tree of life; and he that winneth souls is wise.
[WEBSTER | EN | OT | Proverbs | Chapter 11 | Verse 31] Behold, the righteous shall be recompensed upon the earth: much more the wicked and the sinner.
