[WEBSTER | EN | OT | Proverbs | Chapter 16 | Verse 1] The preparations of the heart in man, and the answer of the tongue, are from the LORD.
[WEBSTER | EN | OT | Proverbs | Chapter 16 | Verse 2] All the ways of a man are clean in his own eyes; but the LORD weigheth the spirits.
[WEBSTER | EN | OT | Proverbs | Chapter 16 | Verse 3] Commit thy works to the LORD, and thy thoughts shall be established.
[WEBSTER | EN | OT | Proverbs | Chapter 16 | Verse 4] The LORD hath made all things for himself: yes, even the wicked for the day of evil.
[WEBSTER | EN | OT | Proverbs | Chapter 16 | Verse 5] Every one that is proud in heart is an abomination to the LORD: though hand join in hand, he shall not be unpunished.
[WEBSTER | EN | OT | Proverbs | Chapter 16 | Verse 6] By mercy and truth iniquity is purged: and by the fear of the LORD men depart from evil.
[WEBSTER | EN | OT | Proverbs | Chapter 16 | Verse 7] When a man's ways please the LORD, he maketh even his enemies to be at peace with him.
[WEBSTER | EN | OT | Proverbs | Chapter 16 | Verse 8] Better is a little with righteousness, than great revenues without right.
[WEBSTER | EN | OT | Proverbs | Chapter 16 | Verse 9] A man's heart deviseth his way: but the LORD directeth his steps.
[WEBSTER | EN | OT | Proverbs | Chapter 16 | Verse 10] A divine sentence is in the lips of the king: his mouth transgresseth not in judgment.
[WEBSTER | EN | OT | Proverbs | Chapter 16 | Verse 11] A just weight and balance are the LORD'S: all the weights of the bag are his work.
[WEBSTER | EN | OT | Proverbs | Chapter 16 | Verse 12] It is an abomination to kings to commit wickedness: for the throne is established by righteousness.
[WEBSTER | EN | OT | Proverbs | Chapter 16 | Verse 13] Righteous lips are the delight of kings; and they love him that speaketh right.
[WEBSTER | EN | OT | Proverbs | Chapter 16 | Verse 14] The wrath of a king is as messengers of death: but a wise man will pacify it.
[WEBSTER | EN | OT | Proverbs | Chapter 16 | Verse 15] In the light of a king's countenance is life; and his favor is as a cloud of the latter rain.
[WEBSTER | EN | OT | Proverbs | Chapter 16 | Verse 16] How much better is it to get wisdom than gold? and to get understanding rather to be chosen than silver?
[WEBSTER | EN | OT | Proverbs | Chapter 16 | Verse 17] The highway of the upright is to depart from evil: he that keepeth his way preserveth his soul.
[WEBSTER | EN | OT | Proverbs | Chapter 16 | Verse 18] Pride goeth before destruction, and a haughty spirit before a fall.
[WEBSTER | EN | OT | Proverbs | Chapter 16 | Verse 19] Better it is to be of a humble spirit with the lowly, than to divide the spoil with the proud.
[WEBSTER | EN | OT | Proverbs | Chapter 16 | Verse 20] He that handleth a matter wisely shall find good: and whoever trusteth in the LORD, happy is he.
[WEBSTER | EN | OT | Proverbs | Chapter 16 | Verse 21] The wise in heart shall be called prudent: and the sweetness of the lips increaseth learning.
[WEBSTER | EN | OT | Proverbs | Chapter 16 | Verse 22] Understanding is a well-spring of life to him that hath it: but the instruction of fools is folly.
[WEBSTER | EN | OT | Proverbs | Chapter 16 | Verse 23] The heart of the wise teacheth his mouth, and addeth learning to his lips.
[WEBSTER | EN | OT | Proverbs | Chapter 16 | Verse 24] Pleasant words are as a honey-comb, sweet to the soul, and health to the bones.
[WEBSTER | EN | OT | Proverbs | Chapter 16 | Verse 25] There is a way that seemeth right to a man, but the end of it is the ways of death.
[WEBSTER | EN | OT | Proverbs | Chapter 16 | Verse 26] He that laboreth laboreth for himself; for his mouth craveth it of him.
[WEBSTER | EN | OT | Proverbs | Chapter 16 | Verse 27] An ungodly man diggeth up evil: and in his lips there is as a burning fire.
[WEBSTER | EN | OT | Proverbs | Chapter 16 | Verse 28] A froward man soweth strife: and a whisperer separateth chief friends.
[WEBSTER | EN | OT | Proverbs | Chapter 16 | Verse 29] A violent man enticeth his neighbor, and leadeth him into the way that is not good.
[WEBSTER | EN | OT | Proverbs | Chapter 16 | Verse 30] He shutteth his eyes to devise froward things: moving his lips he bringeth evil to pass.
[WEBSTER | EN | OT | Proverbs | Chapter 16 | Verse 31] The hoary head is a crown of glory, if it is found in the way of righteousness.
[WEBSTER | EN | OT | Proverbs | Chapter 16 | Verse 32] He that is slow to anger is better than the mighty; and he that ruleth his spirit, than he that taketh a city.
[WEBSTER | EN | OT | Proverbs | Chapter 16 | Verse 33] The lot is cast into the lap: but the whole disposing of it is from the LORD.
