[WEB | EN | OT | Isaiah | Chapter 10 | Verse 1] Woe to those who decree unrighteous decrees, and to the writers who write oppressive decrees
[WEB | EN | OT | Isaiah | Chapter 10 | Verse 2] to deprive the needy of justice, and to rob the poor among my people of their rights, that widows may be their plunder, and that they may make the fatherless their prey!
[WEB | EN | OT | Isaiah | Chapter 10 | Verse 3] What will you do in the day of visitation, and in the desolation which will come from afar? To whom will you flee for help? Where will you leave your wealth?
[WEB | EN | OT | Isaiah | Chapter 10 | Verse 4] They will only bow down under the prisoners, and will fall under the slain. For all this his anger is not turned away, but his hand is stretched out still.
[WEB | EN | OT | Isaiah | Chapter 10 | Verse 5] Alas Assyrian, the rod of my anger, the staff in whose hand is my indignation!
[WEB | EN | OT | Isaiah | Chapter 10 | Verse 6] I will send him against a profane nation, and against the people who anger me I will give him a command to take the plunder and to take the prey, and to tread them down like the mire of the streets.
[WEB | EN | OT | Isaiah | Chapter 10 | Verse 7] However, he doesn’t mean so, neither does his heart think so; but it is in his heart to destroy, and to cut off not a few nations.
[WEB | EN | OT | Isaiah | Chapter 10 | Verse 8] For he says, “Aren’t all of my princes kings?
[WEB | EN | OT | Isaiah | Chapter 10 | Verse 9] Isn’t Calno like Carchemish? Isn’t Hamath like Arpad? Isn’t Samaria like Damascus?”
[WEB | EN | OT | Isaiah | Chapter 10 | Verse 10] As my hand has found the kingdoms of the idols, whose engraved images exceeded those of Jerusalem and of Samaria,
[WEB | EN | OT | Isaiah | Chapter 10 | Verse 11] shall I not, as I have done to Samaria and her idols, so do to Jerusalem and her idols?
[WEB | EN | OT | Isaiah | Chapter 10 | Verse 12] Therefore it will happen that when the Lord has performed his whole work on Mount Zion and on Jerusalem, I will punish the fruit of the willful proud heart of the king of Assyria, and the insolence of his arrogant looks.
[WEB | EN | OT | Isaiah | Chapter 10 | Verse 13] For he has said, “By the strength of my hand I have done it, and by my wisdom, for I have understanding. I have removed the boundaries of the peoples, and have robbed their treasures. Like a valiant man I have brought down their rulers.
[WEB | EN | OT | Isaiah | Chapter 10 | Verse 14] My hand has found the riches of the peoples like a nest, and like one gathers eggs that are abandoned, I have gathered all the earth. There was no one who moved their wing, or that opened their mouth, or chirped.”
[WEB | EN | OT | Isaiah | Chapter 10 | Verse 15] Should an ax brag against him who chops with it? Should a saw exalt itself above him who saws with it? As if a rod should lift those who lift it up, or as if a staff should lift up someone who is not wood.
[WEB | EN | OT | Isaiah | Chapter 10 | Verse 16] Therefore the Lord, GOD of Armies, will send among his fat ones leanness; and under his glory a burning will be kindled like the burning of fire.
[WEB | EN | OT | Isaiah | Chapter 10 | Verse 17] The light of Israel will be for a fire, and his Holy One for a flame; and it will burn and devour his thorns and his briers in one day.
[WEB | EN | OT | Isaiah | Chapter 10 | Verse 18] He will consume the glory of his forest and of his fruitful field, both soul and body. It will be as when a standard bearer faints.
[WEB | EN | OT | Isaiah | Chapter 10 | Verse 19] The remnant of the trees of his forest shall be few, so that a child could write their number.
[WEB | EN | OT | Isaiah | Chapter 10 | Verse 20] It will come to pass in that day that the remnant of Israel, and those who have escaped from the house of Jacob will no more again lean on him who struck them, but shall lean on the LORD, the Holy One of Israel, in truth.
[WEB | EN | OT | Isaiah | Chapter 10 | Verse 21] A remnant will return, even the remnant of Jacob, to the mighty God.
[WEB | EN | OT | Isaiah | Chapter 10 | Verse 22] For though your people, Israel, are like the sand of the sea, only a remnant of them will return. A destruction is determined, overflowing with righteousness.
[WEB | EN | OT | Isaiah | Chapter 10 | Verse 23] For the Lord, GOD of Armies, will make a full end, and that determined, throughout all the earth.
[WEB | EN | OT | Isaiah | Chapter 10 | Verse 24] Therefore the Lord, GOD of Armies, says, “My people who dwell in Zion, don’t be afraid of the Assyrian, though he strike you with the rod, and lift up his staff against you, as Egypt did.
[WEB | EN | OT | Isaiah | Chapter 10 | Verse 25] For yet a very little while, and the indignation against you will be accomplished, and my anger will be directed to his destruction.”
[WEB | EN | OT | Isaiah | Chapter 10 | Verse 26] The LORD of Armies will stir up a scourge against him, as in the slaughter of Midian at the rock of Oreb. His rod will be over the sea, and he will lift it up like he did against Egypt.
[WEB | EN | OT | Isaiah | Chapter 10 | Verse 27] It will happen in that day that his burden will depart from off your shoulder, and his yoke from off your neck, and the yoke shall be destroyed because of the anointing oil.
[WEB | EN | OT | Isaiah | Chapter 10 | Verse 28] He has come to Aiath. He has passed through Migron. At Michmash he stores his baggage.
[WEB | EN | OT | Isaiah | Chapter 10 | Verse 29] They have gone over the pass. They have taken up their lodging at Geba. Ramah trembles. Gibeah of Saul has fled.
[WEB | EN | OT | Isaiah | Chapter 10 | Verse 30] Cry aloud with your voice, daughter of Gallim! Listen, Laishah! You poor Anathoth!
[WEB | EN | OT | Isaiah | Chapter 10 | Verse 31] Madmenah is a fugitive. The inhabitants of Gebim flee for safety.
[WEB | EN | OT | Isaiah | Chapter 10 | Verse 32] This very day he will halt at Nob. He shakes his hand at the mountain of the daughter of Zion, the hill of Jerusalem.
[WEB | EN | OT | Isaiah | Chapter 10 | Verse 33] Behold, the Lord, GOD of Armies, will lop the boughs with terror. The tall will be cut down, and the lofty will be brought low.
[WEB | EN | OT | Isaiah | Chapter 10 | Verse 34] He will cut down the thickets of the forest with iron, and Lebanon will fall by the Mighty One.
