[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 1] Ἐπειδήπερ πολλοὶ ἐπεχείρησαν ἀνατάξασθαι διήγησιν περὶ τῶν πεπληροφορημένων ἐν ἡμῖν πραγμάτων,
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 2] καθὼς παρέδοσαν ἡμῖν οἱ ἀπ᾿ ἀρχῆς αὐτόπται καὶ ὑπηρέται γενόμενοι τοῦ λόγου,
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 3] ἔδοξε κἀμοί, παρηκολουθηκότι ἄνωθεν πᾶσιν ἀκριβῶς, καθεξῆς σοι γράψαι, κράτιστε Θεόφιλε,
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 4] ἵνα ἐπιγνῷς περὶ ὧν κατηχήθης λόγων τὴν ἀσφάλειαν.
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 5] Ἐγένετο ἐν ταῖς ἡμέραις Ἡρῴδου τοῦ βασιλέως τῆς Ἰουδαίας ἱερεύς τις ὀνόματι Ζαχαρίας, ἐξ ἐφημερίας Ἀβιά· καὶ ἡ γυνὴ αὐτοῦ ἐκ τῶν θυγατέρων Ἀαρών, καὶ τὸ ὄνομα αὐτῆς Ἐλισάβετ.
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 6] Ἦσαν δὲ δίκαιοι ἀμφότεροι ἐνώπιον τοῦ Θεοῦ, πορευόμενοι ἐν πάσαις ταῖς ἐντολαῖς καὶ δικαιώμασι τοῦ Κυρίου ἄμεμπτοι.
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 7] Καὶ οὐκ ἦν αὐτοῖς τέκνον, καθότι ἡ Ἐλισάβετ ἦν στεῖρα, καὶ ἀμφότεροι προβεβηκότες ἐν ταῖς ἡμέραις αὐτῶν ἦσαν.
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 8] Ἐγένετο δὲ ἐν τῷ ἱερατεύειν αὐτὸν ἐν τῇ τάξει τῆς ἐφημερίας αὐτοῦ ἔναντι τοῦ Θεοῦ,
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 9] κατὰ τὸ ἔθος τῆς ἱερατείας, ἔλαχε τοῦ θυμιᾶσαι εἰσελθὼν εἰς τὸν ναὸν τοῦ Κυρίου.
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 10] Καὶ πᾶν τὸ πλῆθος τοῦ λαοῦ ἦν προσευχόμενον ἔξω τῇ ὥρᾳ τοῦ θυμιάματος.
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 11] Ὤφθη δὲ αὐτῷ ἄγγελος Κυρίου, ἑστὼς ἐκ δεξιῶν τοῦ θυσιαστηρίου τοῦ θυμιάματος.
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 12] Καὶ ἐταράχθη Ζαχαρίας ἰδών, καὶ φόβος ἐπέπεσεν ἐπ᾿ αὐτόν.
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 13] Εἶπε δὲ πρὸς αὐτὸν ὁ ἄγγελος, Μὴ φοβοῦ, Ζαχαρία· διότι εἰσηκούσθη ἡ δέησίς σου, καὶ ἡ γυνή σου Ἐλισάβετ γεννήσει υἱόν σοι, καὶ καλέσεις τὸ ὄνομα αὐτοῦ Ἰωάννην.
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 14] Καὶ ἔσται χαρά σοι καὶ ἀγαλλίασις, καὶ πολλοὶ ἐπὶ τῇ γεννήσει αὐτοῦ χαρήσονται.
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 15] Ἔσται γὰρ μέγας ἐνώπιον τοῦ Κυρίου, καὶ οἶνον καὶ σίκερα οὐ μὴ πίῃ, καὶ πνεύματος ἁγίου πλησθήσεται ἔτι ἐκ κοιλίας μητρὸς αὐτοῦ.
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 16] Καὶ πολλοὺς τῶν υἱῶν Ἰσραὴλ ἐπιστρέψει ἐπὶ Κύριον τὸν Θεὸν αὐτῶν·
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 17] καὶ αὐτὸς προελεύσεται ἐνώπιον αὐτοῦ ἐν πνεύματι καὶ δυνάμει Ἠλίου, ἐπιστρέψαι καρδίας πατέρων ἐπὶ τέκνα, καὶ ἀπειθεῖς ἐν φρονήσει δικαίων, ἑτοιμάσαι Κυρίῳ λαὸν κατεσκευασμένον.
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 18] Καὶ εἶπε Ζαχαρίας πρὸς τὸν ἄγγελον, Κατὰ τί γνώσομαι τοῦτο; Ἐγὼ γάρ εἰμι πρεσβύτης, καὶ ἡ γυνή μου προβεβηκυῖα ἐν ταῖς ἡμέραις αὐτῆς.
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 19] Καὶ ἀποκριθεὶς ὁ ἄγγελος εἶπεν αὐτῷ, Ἐγώ εἰμι Γαβριὴλ ὁ παρεστηκὼς ἐνώπιον τοῦ Θεοῦ· καὶ ἀπεστάλην λαλῆσαι πρός σε, καὶ εὐαγγελίσασθαί σοι ταῦτα.
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 20] Καὶ ἰδού, ἔσῃ σιωπῶν καὶ μὴ δυνάμενος λαλῆσαι, ἄχρι ἧς ἡμέρας γένηται ταῦτα, ἀνθ᾿ ὧν οὐκ ἐπίστευσας τοῖς λόγοις μου, οἵτινες πληρωθήσονται εἰς τὸν καιρὸν αὐτῶν.
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 21] Καὶ ἦν ὁ λαὸς προσδοκῶν τὸν Ζαχαρίαν· καὶ ἐθαύμαζον ἐν τῷ χρονίζειν αὐτὸν ἐν τῷ ναῷ.
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 22] Ἐξελθὼν δὲ οὐκ ἠδύνατο λαλῆσαι αὐτοῖς· καὶ ἐπέγνωσαν ὅτι ὀπτασίαν ἑώρακεν ἐν τῷ ναῷ· καὶ αὐτὸς ἦν διανεύων αὐτοῖς, καὶ διέμενε κωφός.
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 23] Καὶ ἐγένετο, ὡς ἐπλήσθησαν αἱ ἡμέραι τῆς λειτουργίας αὐτοῦ, ἀπῆλθεν εἰς τὸν οἶκον αὐτοῦ.
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 24] Μετὰ δὲ ταύτας τὰς ἡμέρας συνέλαβεν Ἐλισάβετ ἡ γυνὴ αὐτοῦ, καὶ περιέκρυβεν ἑαυτὴν μῆνας πέντε, λέγουσα
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 25] ὅτι Οὕτω μοι πεποίηκεν ὁ Κύριος ἐν ἡμέραις αἷς ἐπεῖδεν ἀφελεῖν τὸ ὄνειδός μου ἐν ἀνθρώποις.
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 26] Ἐν δὲ τῷ μηνὶ τῷ ἕκτῳ ἀπεστάλη ὁ ἄγγελος Γαβριὴλ ὑπὸ τοῦ Θεοῦ εἰς πόλιν τῆς Γαλιλαίας, ᾗ ὄνομα + 1:26 Ναζαρέθ ¦ Ναζαρέτ STΝαζαρέθ,
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 27] πρὸς παρθένον μεμνηστευμένην ἀνδρί, ᾧ ὄνομα Ἰωσήφ, ἐξ οἴκου Δαβίδ· καὶ τὸ ὄνομα τῆς παρθένου Μαριάμ.
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 28] Καὶ εἰσελθὼν ὁ ἄγγελος πρὸς αὐτὴν εἶπε, Χαῖρε, κεχαριτωμένη· ὁ Κύριος μετὰ σοῦ, εὐλογημένη σὺ ἐν γυναιξίν.
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 29] Ἡ δὲ ἰδοῦσα διεταράχθη ἐπὶ τῷ λόγῳ αὐτοῦ, καὶ διελογίζετο ποταπὸς εἴη ὁ ἀσπασμὸς οὗτος.
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 30] Καὶ εἶπεν ὁ ἄγγελος αὐτῇ, Μὴ φοβοῦ, Μαριάμ· εὗρες γὰρ χάριν παρὰ τῷ Θεῷ.
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 31] Καὶ ἰδού, συλλήψῃ ἐν γαστρί, καὶ τέξῃ υἱόν, καὶ καλέσεις τὸ ὄνομα αὐτοῦ Ἰησοῦν.
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 32] Οὗτος ἔσται μέγας, καὶ υἱὸς ὑψίστου κληθήσεται· καὶ δώσει αὐτῷ Κύριος ὁ Θεὸς τὸν θρόνον Δαβὶδ τοῦ πατρὸς αὐτοῦ,
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 33] καὶ βασιλεύσει ἐπὶ τὸν οἶκον Ἰακὼβ εἰς τοὺς αἰῶνας, καὶ τῆς βασιλείας αὐτοῦ οὐκ ἔσται τέλος.
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 34] Εἶπε δὲ Μαριὰμ πρὸς τὸν ἄγγελον, Πῶς ἔσται τοῦτο, ἐπεὶ ἄνδρα οὐ γινώσκω;
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 35] Καὶ ἀποκριθεὶς ὁ ἄγγελος εἶπεν αὐτῇ, Πνεῦμα ἅγιον ἐπελεύσεται ἐπὶ σέ, καὶ δύναμις ὑψίστου ἐπισκιάσει σοι· διὸ καὶ τὸ + 1:35 γεννώμενον ¦ γεννώμενον ἐκ σοῦ SCR γεννώμενον ἅγιον κληθήσεται υἱὸς Θεοῦ.
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 36] Καὶ ἰδού, Ἐλισάβετ ἡ συγγενής σου, καὶ αὐτὴ συνειληφυῖα υἱὸν ἐν γήρᾳ αὐτῆς· καὶ οὗτος μὴν ἕκτος ἐστὶν αὐτῇ τῇ καλουμένῃ στείρᾳ.
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 37] Ὅτι οὐκ ἀδυνατήσει παρὰ τῷ Θεῷ πᾶν ῥῆμα.
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 38] Εἶπε δὲ Μαριάμ, Ἰδού, ἡ δούλη Κυρίου· γένοιτό μοι κατὰ τὸ ῥῆμά σου. Καὶ ἀπῆλθεν ἀπ᾿ αὐτῆς ὁ ἄγγελος.
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 39] Ἀναστᾶσα δὲ Μαριὰμ ἐν ταῖς ἡμέραις ταύταις ἐπορεύθη εἰς τὴν ὀρεινὴν μετὰ σπουδῆς, εἰς πόλιν Ἰούδα,
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 40] καὶ εἰσῆλθεν εἰς τὸν οἶκον Ζαχαρίου, καὶ ἠσπάσατο τὴν Ἐλισάβετ.
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 41] Καὶ ἐγένετο ὡς ἤκουσεν ἡ Ἐλισάβετ τὸν ἀσπασμὸν τῆς Μαρίας, ἐσκίρτησε τὸ βρέφος ἐν τῇ κοιλίᾳ αὐτῆς· καὶ ἐπλήσθη πνεύματος ἁγίου ἡ Ἐλισάβετ,
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 42] καὶ ἀνεφώνησε φωνῇ μεγάλῃ, καὶ εἶπεν, Εὐλογημένη σὺ ἐν γυναιξί, καὶ εὐλογημένος ὁ καρπὸς τῆς κοιλίας σου.
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 43] Καὶ πόθεν μοι τοῦτο, ἵνα ἔλθῃ ἡ μήτηρ τοῦ Κυρίου μου πρός με;
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 44] Ἰδοὺ γάρ, ὡς ἐγένετο ἡ φωνὴ τοῦ ἀσπασμοῦ σου εἰς τὰ ὦτά μου, ἐσκίρτησεν ἐν ἀγαλλιάσει τὸ βρέφος ἐν τῇ κοιλίᾳ μου.
[GRCGTR | EL | NT | Luke | Chapter 1 | Verse 45] Καὶ μακαρία ἡ πιστεύσασα, ὅτι ἔσται τελείωσις τοῖς λελαλημένοις αὐτῇ παρὰ Κυρίου.
