[GRCGTR | EL | NT | Luke | Chapter 21 | Verse 1] Ἀναβλέψας δὲ εἶδε τοὺς βάλλοντας τὰ δῶρα αὐτῶν εἰς τὸ γαζοφυλάκιον πλουσίους·
[GRCGTR | EL | NT | Luke | Chapter 21 | Verse 2] εἶδε δέ καὶ τινα χήραν πενιχρὰν βάλλουσαν ἐκεῖ δύο λεπτά,
[GRCGTR | EL | NT | Luke | Chapter 21 | Verse 3] καὶ εἶπεν, Ἀληθῶς λέγω ὑμῖν ὅτι ἡ χήρα ἡ πτωχὴ αὕτη πλεῖον πάντων ἔβαλεν·
[GRCGTR | EL | NT | Luke | Chapter 21 | Verse 4] ἅπαντες γὰρ οὗτοι ἐκ τοῦ περισσεύοντος αὐτοῖς ἔβαλον εἰς τὰ δῶρα τοῦ Θεοῦ· αὕτη δὲ ἐκ τοῦ ὑστερήματος αὐτῆς ἅπαντα τὸν βίον ὃν εἶχεν ἔβαλε.
[GRCGTR | EL | NT | Luke | Chapter 21 | Verse 5] Καί τινων λεγόντων περὶ τοῦ ἱεροῦ, ὅτι λίθοις καλοῖς καὶ ἀναθήμασι κεκόσμηται, εἶπε,
[GRCGTR | EL | NT | Luke | Chapter 21 | Verse 6] Ταῦτα ἃ θεωρεῖτε, ἐλεύσονται ἡμέραι ἐν αἷς οὐκ ἀφεθήσεται λίθος ἐπὶ λίθῳ, ὃς οὐ καταλυθήσεται.
[GRCGTR | EL | NT | Luke | Chapter 21 | Verse 7] Ἐπηρώτησαν δὲ αὐτόν, λέγοντες, Διδάσκαλε, πότε οὖν ταῦτα ἔσται; Καὶ τί τὸ σημεῖον ὅταν μέλλῃ ταῦτα γίνεσθαι;
[GRCGTR | EL | NT | Luke | Chapter 21 | Verse 8] Ὁ δὲ εἶπε, Βλέπετε μὴ πλανηθῆτε· πολλοὶ γὰρ ἐλεύσονται ἐπὶ τῷ ὀνόματί μου, λέγοντες ὅτι Ἐγώ εἰμι· καί, Ὁ καιρὸς ἤγγικε, μὴ οὖν πορευθῆτε ὀπίσω αὐτῶν.
[GRCGTR | EL | NT | Luke | Chapter 21 | Verse 9] Ὅταν δὲ ἀκούσητε πολέμους καὶ ἀκαταστασίας, μὴ πτοηθῆτε· δεῖ γὰρ ταῦτα γενέσθαι πρῶτον, ἀλλ᾿ οὐκ εὐθέως τὸ τέλος.
[GRCGTR | EL | NT | Luke | Chapter 21 | Verse 10] Τότε ἔλεγεν αὐτοῖς, Ἐγερθήσεται ἔθνος ἐπὶ ἔθνος, καὶ βασιλεία ἐπὶ βασιλείαν·
[GRCGTR | EL | NT | Luke | Chapter 21 | Verse 11] σεισμοί τε μεγάλοι κατὰ τόπους καὶ λιμοὶ καὶ λοιμοὶ ἔσονται, φόβητρά τε καὶ σημεῖα ἀπ᾿ οὐρανοῦ μεγάλα ἔσται.
[GRCGTR | EL | NT | Luke | Chapter 21 | Verse 12] Πρὸ δὲ τούτων ἁπάντων ἐπιβαλοῦσιν ἐφ᾿ ὑμᾶς τὰς χεῖρας αὐτῶν, καὶ διώξουσι, παραδιδόντες εἰς συναγωγὰς καὶ φυλακάς, ἀγομένους ἐπὶ βασιλεῖς καὶ ἡγεμόνας, ἕνεκεν τοῦ ὀνόματός μου.
[GRCGTR | EL | NT | Luke | Chapter 21 | Verse 13] Ἀποβήσεται δὲ ὑμῖν εἰς μαρτύριον.
[GRCGTR | EL | NT | Luke | Chapter 21 | Verse 14] Θέσθε οὖν εἰς τὰς καρδίας ὑμῶν μὴ προμελετᾷν ἀπολογηθῆναι·
[GRCGTR | EL | NT | Luke | Chapter 21 | Verse 15] ἐγὼ γὰρ δώσω ὑμῖν στόμα καὶ σοφίαν, ᾗ οὐ δυνήσονται ἀντειπεῖν οὐδὲ ἀντιστῆναι πάντες οἱ ἀντικείμενοι ὑμῖν.
[GRCGTR | EL | NT | Luke | Chapter 21 | Verse 16] Παραδοθήσεσθε δὲ καὶ ὑπὸ γονέων καὶ ἀδελφῶν καὶ συγγενῶν καὶ φίλων, καὶ θανατώσουσιν ἐξ ὑμῶν.
[GRCGTR | EL | NT | Luke | Chapter 21 | Verse 17] Καὶ ἔσεσθε μισούμενοι ὑπὸ πάντων διὰ τὸ ὄνομά μου.
[GRCGTR | EL | NT | Luke | Chapter 21 | Verse 18] Καὶ θρὶξ ἐκ τῆς κεφαλῆς ὑμῶν οὐ μὴ ἀπόληται.
[GRCGTR | EL | NT | Luke | Chapter 21 | Verse 19] Ἐν τῇ ὑπομονῇ ὑμῶν κτήσασθε τὰς ψυχὰς ὑμῶν.
[GRCGTR | EL | NT | Luke | Chapter 21 | Verse 20] Ὅταν δὲ ἴδητε κυκλουμένην ὑπὸ στρατοπέδων τὴν Ἱερουσαλήμ, τότε γνῶτε ὅτι ἤγγικεν ἡ ἐρήμωσις αὐτῆς.
[GRCGTR | EL | NT | Luke | Chapter 21 | Verse 21] Τότε οἱ ἐν τῇ Ἰουδαίᾳ φευγέτωσαν εἰς τὰ ὄρη· καὶ οἱ ἐν μέσῳ αὐτῆς ἐκχωρείτωσαν· καὶ οἱ ἐν ταῖς χώραις μὴ εἰσερχέσθωσαν εἰς αὐτήν.
[GRCGTR | EL | NT | Luke | Chapter 21 | Verse 22] Ὅτι ἡμέραι ἐκδικήσεως αὗταί εἰσι, τοῦ πληρωθῆναι πάντα τὰ γεγραμμένα.
[GRCGTR | EL | NT | Luke | Chapter 21 | Verse 23] Οὐαὶ δὲ ταῖς ἐν γαστρὶ ἐχούσαις καὶ ταῖς θηλαζούσαις ἐν ἐκείναις ταῖς ἡμέραις· ἔσται γὰρ ἀνάγκη μεγάλη ἐπὶ τῆς γῆς, καὶ ὀργὴ ἐν τῷ λαῷ τούτῳ.
[GRCGTR | EL | NT | Luke | Chapter 21 | Verse 24] Καὶ πεσοῦνται στόματι μαχαίρας, καὶ αἰχμαλωτισθήσονται εἰς πάντα τὰ ἔθνη· καὶ Ἱερουσαλὴμ ἔσται πατουμένη ὑπὸ ἐθνῶν, ἄχρι πληρωθῶσι καιροὶ ἐθνῶν.
[GRCGTR | EL | NT | Luke | Chapter 21 | Verse 25] Καὶ ἔσται σημεῖα ἐν ἡλίῳ καὶ σελήνῃ καὶ ἄστροις, καὶ ἐπὶ τῆς γῆς συνοχὴ ἐθνῶν ἐν ἀπορίᾳ, ἠχούσης θαλάσσης καὶ σάλου,
[GRCGTR | EL | NT | Luke | Chapter 21 | Verse 26] ἀποψυχόντων ἀνθρώπων ἀπὸ φόβου καὶ προσδοκίας τῶν ἐπερχομένων τῇ οἰκουμένῃ· αἱ γὰρ δυνάμεις τῶν οὐρανῶν σαλευθήσονται.
[GRCGTR | EL | NT | Luke | Chapter 21 | Verse 27] Καὶ τότε ὄψονται τὸν υἱὸν τοῦ ἀνθρώπου ἐρχόμενον ἐν νεφέλῃ μετὰ δυνάμεως καὶ δόξης πολλῆς.
[GRCGTR | EL | NT | Luke | Chapter 21 | Verse 28] Ἀρχομένων δὲ τούτων γίνεσθαι, ἀνακύψατε καὶ ἐπάρατε τὰς κεφαλὰς ὑμῶν· διότι ἐγγίζει ἡ ἀπολύτρωσις ὑμῶν.
[GRCGTR | EL | NT | Luke | Chapter 21 | Verse 29] Καὶ εἶπε παραβολὴν αὐτοῖς, Ἴδετε τὴν συκῆν καὶ πάντα τὰ δένδρα·
[GRCGTR | EL | NT | Luke | Chapter 21 | Verse 30] ὅταν προβάλωσιν ἤδη, βλέποντες ἀφ᾿ ἑαυτῶν γινώσκετε ὅτι ἤδη ἐγγὺς τὸ θέρος ἐστίν.
[GRCGTR | EL | NT | Luke | Chapter 21 | Verse 31] Οὕτω καὶ ὑμεῖς, ὅταν ἴδητε ταῦτα γινόμενα, γινώσκετε ὅτι ἐγγύς ἐστιν ἡ βασιλεία τοῦ Θεοῦ.
[GRCGTR | EL | NT | Luke | Chapter 21 | Verse 32] Ἀμὴν λέγω ὑμῖν ὅτι οὐ μὴ παρέλθῃ ἡ γενεὰ αὕτη, ἕως ἂν πάντα γένηται.
[GRCGTR | EL | NT | Luke | Chapter 21 | Verse 33] Ὁ οὐρανὸς καὶ ἡ γῆ παρελεύσονται, οἱ δὲ λόγοι μου οὐ μὴ παρέλθωσι.
[GRCGTR | EL | NT | Luke | Chapter 21 | Verse 34] Προσέχετε δὲ ἑαυτοῖς, μήποτε βαρυνθῶσιν ὑμῶν αἱ καρδίαι ἐν κραιπάλῃ καὶ μέθῃ καὶ μερίμναις βιωτικαῖς, καὶ αἰφνίδιος ἐφ᾿ ὑμᾶς ἐπιστῇ ἡ ἡμέρα ἐκείνη·
[GRCGTR | EL | NT | Luke | Chapter 21 | Verse 35] ὡς παγὶς γὰρ ἐπελεύσεται ἐπὶ πάντας τοὺς καθημένους ἐπὶ πρόσωπον πάσης τῆς γῆς.
[GRCGTR | EL | NT | Luke | Chapter 21 | Verse 36] Ἀγρυπνεῖτε οὖν ἐν παντὶ καιρῷ δεόμενοι, ἵνα καταξιωθῆτε ἐκφυγεῖν ταῦτα πάντα τὰ μέλλοντα γίνεσθαι, καὶ σταθῆναι ἔμπροσθεν τοῦ υἱοῦ τοῦ ἀνθρώπου.
[GRCGTR | EL | NT | Luke | Chapter 21 | Verse 37] Ἦν δὲ τὰς ἡμέρας ἐν τῷ ἱερῷ διδάσκων· τὰς δὲ νύκτας ἐξερχόμενος ηὐλίζετο εἰς τὸ ὄρος τὸ καλούμενον Ἐλαιῶν.
[GRCGTR | EL | NT | Luke | Chapter 21 | Verse 38] Καὶ πᾶς ὁ λαὸς ὤρθριζε πρὸς αὐτὸν ἐν τῷ ἱερῷ ἀκούειν αὐτοῦ.
