[WEB | EN | NT | Mark | Chapter 14 | Verse 1] It was now two days before the Passover and the Feast of Unleavened Bread, and the chief priests and the scribes sought how they might seize him by deception and kill him.
[WEB | EN | NT | Mark | Chapter 14 | Verse 2] For they said, “Not during the feast, because there might be a riot among the people.”
[WEB | EN | NT | Mark | Chapter 14 | Verse 3] While he was at Bethany, in the house of Simon the leper, as he sat at the table, a woman came having an alabaster jar of ointment of pure nard—very costly. She broke the jar and poured it over his head.
[WEB | EN | NT | Mark | Chapter 14 | Verse 4] But there were some who were indignant among themselves, saying, “Why has this ointment been wasted?
[WEB | EN | NT | Mark | Chapter 14 | Verse 5] For this might have been sold for more than three hundred denarii and given to the poor.” So they grumbled against her.
[WEB | EN | NT | Mark | Chapter 14 | Verse 6] But Jesus said, “Leave her alone. Why do you trouble her? She has done a good work for me.
[WEB | EN | NT | Mark | Chapter 14 | Verse 7] For you always have the poor with you, and whenever you want to, you can do them good; but you will not always have me.
[WEB | EN | NT | Mark | Chapter 14 | Verse 8] She has done what she could. She has anointed my body beforehand for the burying.
[WEB | EN | NT | Mark | Chapter 14 | Verse 9] Most certainly I tell you, wherever this Good News may be preached throughout the whole world, that which this woman has done will also be spoken of for a memorial of her.”
[WEB | EN | NT | Mark | Chapter 14 | Verse 10] Judas Iscariot, who was one of the twelve, went away to the chief priests, that he might deliver him to them.
[WEB | EN | NT | Mark | Chapter 14 | Verse 11] They, when they heard it, were glad, and promised to give him money. He sought how he might conveniently deliver him.
[WEB | EN | NT | Mark | Chapter 14 | Verse 12] On the first day of unleavened bread, when they sacrificed the Passover, his disciples asked him, “Where do you want us to go and prepare that you may eat the Passover?”
[WEB | EN | NT | Mark | Chapter 14 | Verse 13] He sent two of his disciples and said to them, “Go into the city, and there a man carrying a pitcher of water will meet you. Follow him,
[WEB | EN | NT | Mark | Chapter 14 | Verse 14] and wherever he enters in, tell the master of the house, ‘The Teacher says, “Where is the guest room, where I may eat the Passover with my disciples?”’
[WEB | EN | NT | Mark | Chapter 14 | Verse 15] He will himself show you a large upper room furnished and ready. Get ready for us there.”
[WEB | EN | NT | Mark | Chapter 14 | Verse 16] His disciples went out, and came into the city, and found things as he had said to them, and they prepared the Passover.
[WEB | EN | NT | Mark | Chapter 14 | Verse 17] When it was evening he came with the twelve.
[WEB | EN | NT | Mark | Chapter 14 | Verse 18] As they sat and were eating, Jesus said, “Most certainly I tell you, one of you will betray me—he who eats with me.”
[WEB | EN | NT | Mark | Chapter 14 | Verse 19] They began to be sorrowful, and to ask him one by one, “Surely not I?” And another said, “Surely not I?”
[WEB | EN | NT | Mark | Chapter 14 | Verse 20] He answered them, “It is one of the twelve, he who dips with me in the dish.
[WEB | EN | NT | Mark | Chapter 14 | Verse 21] For the Son of Man goes as it is written about him, but woe to that man by whom the Son of Man is betrayed! It would be better for that man if he had not been born.”
[WEB | EN | NT | Mark | Chapter 14 | Verse 22] As they were eating, Jesus took bread, and when he had blessed it, he broke it and gave to them, and said, “Take, eat. This is my body.”
[WEB | EN | NT | Mark | Chapter 14 | Verse 23] He took the cup, and when he had given thanks, he gave to them. They all drank of it.
[WEB | EN | NT | Mark | Chapter 14 | Verse 24] He said to them, “This is my blood of the new covenant, which is poured out for many.
[WEB | EN | NT | Mark | Chapter 14 | Verse 25] Most certainly I tell you, I will no more drink of the fruit of the vine until that day when I drink it anew in God’s Kingdom.”
[WEB | EN | NT | Mark | Chapter 14 | Verse 26] When they had sung a hymn, they went out to the Mount of Olives.
[WEB | EN | NT | Mark | Chapter 14 | Verse 27] Jesus said to them, “All of you will be made to stumble because of me tonight, for it is written, ‘I will strike the shepherd, and the sheep will be scattered.’
[WEB | EN | NT | Mark | Chapter 14 | Verse 28] However, after I am raised up, I will go before you into Galilee.”
[WEB | EN | NT | Mark | Chapter 14 | Verse 29] But Peter said to him, “Although all will be offended, yet I will not.”
[WEB | EN | NT | Mark | Chapter 14 | Verse 30] Jesus said to him, “Most certainly I tell you that you today, even this night, before the rooster crows twice, you will deny me three times.”
[WEB | EN | NT | Mark | Chapter 14 | Verse 31] But he spoke all the more, “If I must die with you, I will not deny you.” They all said the same thing.
[WEB | EN | NT | Mark | Chapter 14 | Verse 32] They came to a place which was named Gethsemane. He said to his disciples, “Sit here while I pray.”
[WEB | EN | NT | Mark | Chapter 14 | Verse 33] He took with him Peter, James, and John, and began to be greatly troubled and distressed.
[WEB | EN | NT | Mark | Chapter 14 | Verse 34] He said to them, “My soul is exceedingly sorrowful, even to death. Stay here and watch.”
[WEB | EN | NT | Mark | Chapter 14 | Verse 35] He went forward a little, and fell on the ground, and prayed that if it were possible, the hour might pass away from him.
[WEB | EN | NT | Mark | Chapter 14 | Verse 36] He said, “Abba, Father, all things are possible to you. Please remove this cup from me. However, not what I desire, but what you desire.”
[WEB | EN | NT | Mark | Chapter 14 | Verse 37] He came and found them sleeping, and said to Peter, “Simon, are you sleeping? Couldn’t you watch one hour?
[WEB | EN | NT | Mark | Chapter 14 | Verse 38] Watch and pray, that you may not enter into temptation. The spirit indeed is willing, but the flesh is weak.”
[WEB | EN | NT | Mark | Chapter 14 | Verse 39] Again he went away and prayed, saying the same words.
[WEB | EN | NT | Mark | Chapter 14 | Verse 40] Again he returned and found them sleeping, for their eyes were very heavy; and they didn’t know what to answer him.
[WEB | EN | NT | Mark | Chapter 14 | Verse 41] He came the third time and said to them, “Sleep on now, and take your rest. It is enough. The hour has come. Behold, the Son of Man is betrayed into the hands of sinners.
[WEB | EN | NT | Mark | Chapter 14 | Verse 42] Arise! Let’s get going. Behold, he who betrays me is at hand.”
[WEB | EN | NT | Mark | Chapter 14 | Verse 43] Immediately, while he was still speaking, Judas, one of the twelve, came—and with him a multitude with swords and clubs, from the chief priests, the scribes, and the elders.
