[IRV | PA | NT | Romans | Chapter 1 | Verse 1] ਪੌਲੁਸ ਦੇ ਵਲੋਂ ਜੋ ਯਿਸੂ ਮਸੀਹ ਦਾ ਦਾਸ ਹੈ, ਜੋ ਰਸੂਲ ਬਣਨ ਲਈ ਸੱਦਿਆ ਗਿਆ ਅਤੇ ਪਰਮੇਸ਼ੁਰ ਦੀ ਖੁਸ਼ਖਬਰੀ ਦੇ ਲਈ ਅਲੱਗ ਕੀਤਾ ਗਿਆ।
[IRV | PA | NT | Romans | Chapter 1 | Verse 2] ਜਿਸ ਦਾ ਉਸ ਨੇ ਆਪਣੇ ਨਬੀਆਂ ਦੇ ਰਾਹੀਂ ਪਵਿੱਤਰ ਗ੍ਰੰਥ ਵਿੱਚ ਪਹਿਲਾਂ ਹੀ ਬਚਨ ਦਿੱਤਾ ਸੀ।
[IRV | PA | NT | Romans | Chapter 1 | Verse 3] ਅਰਥਾਤ ਆਪਣੇ ਪੁੱਤਰ ਦੇ ਵਿਖੇ ਵਿੱਚ ਜੋ ਸਰੀਰਕ ਤੋਰ ਤੇ ਦਾਊਦ ਦੀ ਪੀੜ੍ਹੀ ਵਿੱਚੋਂ ਪੈਦਾ ਹੋਇਆ।
[IRV | PA | NT | Romans | Chapter 1 | Verse 4] ਅਤੇ ਪਵਿੱਤਰਤਾਈ ਦੇ ਆਤਮਾ ਦੇ ਤੋਰ ਤੇ ਮੁਰਦਿਆਂ ਵਿੱਚੋਂ ਜੀ ਉੱਠਣ ਦੇ ਕਾਰਨ ਸਮਰੱਥ ਨਾਲ, ਪਰਮੇਸ਼ੁਰ ਦਾ ਪੁੱਤਰ ਅਤੇ ਸਾਡਾ ਪ੍ਰਭੂ ਯਿਸੂ ਮਸੀਹ ਠਹਿਰਾਇਆ ਗਿਆ।
[IRV | PA | NT | Romans | Chapter 1 | Verse 5] ਜਿਸ ਦੇ ਰਾਹੀਂ ਅਸੀਂ ਕਿਰਪਾ ਅਤੇ ਰਸੂਲਗੀ ਦੀ ਪਦਵੀ ਪਾਈ ਤਾਂ ਜੋ ਉਹ ਦੇ ਨਾਮ ਦੇ ਕਾਰਨ ਸਾਰੀਆਂ ਕੌਮਾਂ ਵਿੱਚ ਵਿਸ਼ਵਾਸ ਦੀ ਆਗਿਆਕਾਰੀ ਹੋ ਜਾਵੇ।
[IRV | PA | NT | Romans | Chapter 1 | Verse 6] ਜਿਨ੍ਹਾਂ ਵਿੱਚ ਤੁਸੀਂ ਵੀ ਰਲ ਕੇ ਯਿਸੂ ਮਸੀਹ ਦੇ ਹੋਣ ਲਈ ਬੁਲਾਏ ਗਏ ਹੋ।
[IRV | PA | NT | Romans | Chapter 1 | Verse 7] ਅੱਗੇ ਯੋਗ ਉਹਨਾਂ ਸਾਰਿਆਂ ਨੂੰ ਜਿਹੜੇ ਰੋਮ ਵਿੱਚ ਪਰਮੇਸ਼ੁਰ ਦੇ ਪਿਆਰੇ ਅਤੇ ਪਵਿੱਤਰ ਹੋਣ ਲਈ ਬੁਲਾਏ ਗਏ ਹਨ ਸਾਡੇ ਪਿਤਾ ਪਰਮੇਸ਼ੁਰ ਅਤੇ ਪ੍ਰਭੂ ਯਿਸੂ ਮਸੀਹ ਦੇ ਵੱਲੋਂ ਤੁਹਾਨੂੰ ਕਿਰਪਾ ਅਤੇ ਸ਼ਾਂਤੀ ਮਿਲਦੀ ਰਹੇ।
[IRV | PA | NT | Romans | Chapter 1 | Verse 8] ਪਹਿਲਾਂ ਤਾਂ ਮੈਂ ਆਪਣੇ ਪ੍ਰਭੂ ਯਿਸੂ ਮਸੀਹ ਦੇ ਰਾਹੀਂ ਤੁਹਾਡੇ ਸਾਰਿਆਂ ਦੇ ਲਈ ਆਪਣੇ ਪਰਮੇਸ਼ੁਰ ਦਾ ਧੰਨਵਾਦ ਕਰਦਾ ਹਾਂ, ਕਿਉਂ ਜੋ ਸਾਰੇ ਸੰਸਾਰ ਵਿੱਚ ਤੁਹਾਡੇ ਵਿਸ਼ਵਾਸ ਦੀ ਚਰਚਾ ਹੋ ਰਹੀ ਹੈ।
[IRV | PA | NT | Romans | Chapter 1 | Verse 9] ਕਿਉਂ ਜੋ ਪਰਮੇਸ਼ੁਰ ਜਿਸ ਦੀ ਮੈਂ ਆਪਣੇ ਆਤਮਾ ਨਾਲ ਉਹ ਦੇ ਪੁੱਤਰ ਦੀ ਖੁਸ਼ਖਬਰੀ ਲਈ ਸੇਵਾ ਕਰਦਾ ਹਾਂ ਮੇਰਾ ਗਵਾਹ ਹੈ ਜੋ ਮੈਂ ਕਿਸ ਤਰ੍ਹਾਂ ਹਰ ਵੇਲੇ ਆਪਣੀਆਂ ਪ੍ਰਾਰਥਨਾਵਾਂ ਵਿੱਚ ਤੁਹਾਨੂੰ ਯਾਦ ਕਰਦਾ ਹਾਂ।
[IRV | PA | NT | Romans | Chapter 1 | Verse 10] ਅਤੇ ਸਦਾ ਇਹ ਪ੍ਰਾਰਥਨਾ ਕਰਦਾ ਹਾਂ ਜੋ ਕਿਸੇ ਤਰ੍ਹਾਂ ਹੁਣ ਐਨੇ ਚਿਰ ਪਿੱਛੋਂ ਪਰਮੇਸ਼ੁਰ ਦੀ ਮਰਜ਼ੀ ਨਾਲ ਮੈਂ ਸਲਾਮਤੀ ਨਾਲ ਤੁਹਾਡੇ ਕੋਲ ਪਹੁੰਚਾਂ।
[IRV | PA | NT | Romans | Chapter 1 | Verse 11] ਕਿਉਂ ਜੋ ਮੈਂ ਤੁਹਾਨੂੰ ਵੇਖਣ ਲਈ ਬਹੁਤ ਤਰਸਦਾ ਹਾਂ, ਕਿ ਮੈਂ ਕੋਈ ਆਤਮਿਕ ਵਰਦਾਨ ਤੁਹਾਨੂੰ ਦੁਆਵਾਂ ਜਿਸ ਦੇ ਨਾਲ ਤੁਸੀਂ ਮਜ਼ਬੂਤ ਹੋ ਜਾਵੋ।
[IRV | PA | NT | Romans | Chapter 1 | Verse 12] ਮਤਲਬ ਇਹ ਹੈ, ਕਿ ਅਸੀਂ ਆਪਸ ਵਿੱਚ ਮਿਲ ਕੇ ਵਿਸ਼ਵਾਸ ਦੇ ਦੁਆਰਾ ਜੋ ਤੁਹਾਡੇ ਅਤੇ ਮੇਰੇ ਵਿੱਚ ਹੈ ਸਾਡੀ ਦੋਹਾਂ ਦੀ ਤਸੱਲੀ ਹੋਵੇ।
[IRV | PA | NT | Romans | Chapter 1 | Verse 13] ਅਤੇ ਹੇ ਭਰਾਵੋ, ਮੈਂ ਇਹ ਨਹੀਂ ਚਾਹੁੰਦਾ ਜੋ ਤੁਸੀਂ ਇਸ ਗੱਲ ਤੋਂ ਅਣਜਾਣ ਰਹੋ, ਕਿ ਮੈਂ ਕਿੰਨੀ ਹੀ ਵਾਰੀ ਤੁਹਾਡੇ ਕੋਲ ਆਉਣਾ ਚਾਹਿਆ ਕਿ ਜਿਵੇਂ ਬਾਕੀ ਪਰਾਈਆਂ ਕੌਮਾਂ ਵਿੱਚ ਮੈਨੂੰ ਫਲ ਮਿਲਿਆ, ਉਸੇ ਤਰ੍ਹਾਂ ਤੁਹਾਡੇ ਵਿੱਚ ਵੀ ਮੈਨੂੰ ਕੁਝ ਫਲ ਮਿਲੇ ਪਰ ਹੁਣ ਤੱਕ ਮੈਂ ਰੁਕਿਆ ਰਿਹਾ।
[IRV | PA | NT | Romans | Chapter 1 | Verse 14] ਮੈਂ ਯੂਨਾਨੀਆਂ ਅਤੇ ਗ਼ੈਰ ਯੂਨਾਨੀਆਂ ਦਾ, ਬੁੱਧਵਾਨਾਂ ਅਤੇ ਨਿਰਬੁੱਧਾਂ ਦਾ ਕਰਜ਼ਦਾਰ ਹਾਂ।
[IRV | PA | NT | Romans | Chapter 1 | Verse 15] ਸੋ ਮੈਂ ਤੁਹਾਨੂੰ ਵੀ ਜਿਹੜੇ ਰੋਮ ਵਿੱਚ ਰਹਿੰਦੇ ਹੋ ਖੁਸ਼ਖਬਰੀ ਸੁਣਾਉਣ ਲਈ ਹਮੇਸ਼ਾਂ ਤਿਆਰ ਰਹਿੰਦਾ ਹਾਂ।
[IRV | PA | NT | Romans | Chapter 1 | Verse 16] ਮੈਂ ਤਾਂ ਖੁਸ਼ਖਬਰੀ ਤੋਂ ਨਹੀਂ ਸ਼ਰਮਾਉਂਦਾ ਕਿਉਂ ਜੋ ਉਹ ਹਰੇਕ ਵਿਸ਼ਵਾਸ ਕਰਨ ਵਾਲੇ ਦੀ ਮੁਕਤੀ ਦੇ ਲਈ ਪਰਮੇਸ਼ੁਰ ਦੀ ਸਮਰੱਥ ਹੈ, ਪਹਿਲਾਂ ਯਹੂਦੀ ਅਤੇ ਫੇਰ ਯੂਨਾਨੀ ਦੇ ਲਈ।
[IRV | PA | NT | Romans | Chapter 1 | Verse 17] ਕਿਉਂ ਜੋ ਓਸ ਵਿੱਚ ਪਰਮੇਸ਼ੁਰ ਦਾ ਉਹ ਧਰਮ ਹੈ ਜੋ ਵਿਸ਼ਵਾਸ ਤੋਂ ਵਿਸ਼ਵਾਸ ਦੇ ਲਈ ਪਰਗਟ ਹੁੰਦਾ ਹੈ ਜਿਵੇਂ ਲਿਖਿਆ ਹੋਇਆ ਹੈ ਕਿ ਧਰਮੀ ਵਿਸ਼ਵਾਸ ਤੋਂ ਹੀ ਜੀਉਂਦਾ ਰਹੇਗਾ।
[IRV | PA | NT | Romans | Chapter 1 | Verse 18] ਜਿਹੜੇ ਮਨੁੱਖ ਸਚਿਆਈ ਨੂੰ ਬੁਰਿਆਈ ਨਾਲ ਦਬਾਈ ਰੱਖਦੇ ਹਨ, ਉਨ੍ਹਾਂ ਦੀ ਸਾਰੀ ਅਭਗਤੀ ਅਤੇ ਕੁਧਰਮ ਉੱਤੇ ਪਰਮੇਸ਼ੁਰ ਦਾ ਕ੍ਰੋਧ ਤਾਂ ਸਵਰਗ ਤੋਂ ਪ੍ਰਗਟ ਹੋਇਆ।
[IRV | PA | NT | Romans | Chapter 1 | Verse 19] ਕਿਉਂ ਜੋ ਪਰਮੇਸ਼ੁਰ ਦੇ ਬਾਰੇ ਜੋ ਕੁਝ ਪਤਾ ਲੱਗ ਸਕਦਾ ਹੈ ਸੋ ਉਨ੍ਹਾਂ ਦੇ ਮਨਾਂ ਵਿੱਚ ਪ੍ਰਗਟ ਹੈ, ਇਸ ਲਈ ਜੋ ਪਰਮੇਸ਼ੁਰ ਨੇ ਉਨ੍ਹਾਂ ਉੱਤੇ ਉਸ ਨੂੰ ਪ੍ਰਗਟ ਕੀਤਾ।
[IRV | PA | NT | Romans | Chapter 1 | Verse 20] ਕਿਉਂ ਜੋ ਜਗਤ ਦੇ ਉਤਪਤ ਹੋਣ ਤੋਂ ਉਹ ਦੇ ਅਣ-ਦੇਖੇ ਗੁਣ ਅਰਥਾਤ ਉਸ ਦੀ ਸਦੀਪਕ ਸਮਰੱਥਾ ਅਤੇ ਪਰਮੇਸ਼ੁਰਤਾਈ ਉਸ ਦੀ ਰਚਨਾ ਤੋਂ ਚੰਗੀ ਤਰ੍ਹਾਂ ਦਿੱਸ ਪੈਂਦੀ ਹੈ, ਇਸ ਕਰਕੇ ਉਨ੍ਹਾਂ ਦੇ ਕੋਲ ਕੋਈ ਬਹਾਨਾ ਨਹੀਂ।
[IRV | PA | NT | Romans | Chapter 1 | Verse 21] ਭਾਵੇਂ ਉਨ੍ਹਾਂ ਨੇ ਪਰਮੇਸ਼ੁਰ ਨੂੰ ਜਾਣ ਲਿਆ ਪਰ ਤਾਂ ਵੀ ਪਰਮੇਸ਼ੁਰ ਦੇ ਯੋਗ ਵਡਿਆਈ ਨਾ ਕੀਤੀ, ਨਾ ਉਹ ਦਾ ਧੰਨਵਾਦ ਕੀਤਾ ਸਗੋਂ ਆਪਣੀ ਸੋਚ ਵਿੱਚ ਨਿਕੰਮੇ ਬਣ ਗਏ ਅਤੇ ਉਹਨਾਂ ਦੇ ਮਨ ਹਨ੍ਹੇਰੇ ਹੋ ਗਏ।
