[LXX | EL | OT | Jeremiah | Chapter 33 | Verse 1] ἘΝ ἈΡΧΗ ΒΑΣΙΛΕΩΣ ἸΩΑΚΕΙΜ ΥΙΟΥ ἸΩΣΙΑ, ἘΓΕΝΗΘΗ Ὁ ΛΟΓΟΣ ΟΥΤΟΣ ΠΑΡΑ ΚΥΡΙΟΥ·
[LXX | EL | OT | Jeremiah | Chapter 33 | Verse 2] Οὕτως εἶπε Κύριος, στῆθι ἐν αὐλῇ οἴκου Κυρίου, καὶ χρηματιεῖς ἅπασι τοῖς Ἰουδαίοις, καὶ πᾶσι τοῖς ἐρχομένοις προσκυνεῖν ἐν οἴκῳ Κυρίου, ἅπαντας τοὺς λόγους οὓς συνέταξά σοι χρηματίσαι αὐτοῖς, μὴ ἀφέλῃς ῥῆμα.
[LXX | EL | OT | Jeremiah | Chapter 33 | Verse 3] Ἴσως ἀκούσονται, καὶ ἀποστραφήσονται ἕκαστος ἀπὸ τῆς ὁδοῦ αὐτοῦ τῆς πονηρᾶς, καὶ παύσομαι ἀπὸ τῶν κακῶν ὧν ἐγὼ λογίζομαι τοῦ ποιῆσαι αὐτοῖς ἕνεκεν τῶν πονηρῶν ἐπιτηδευμάτων αὐτῶν.
[LXX | EL | OT | Jeremiah | Chapter 33 | Verse 4] Καὶ ἐρεῖς, οὕτως εἶπε Κύριος, ἐὰν μὴ ἀκούσητέ μου, τοῦ πορεύεσθαι ἐν τοῖς νομίμοις μου οἷς ἔδωκα κατὰ πρόσωπον ὑμῶν,
[LXX | EL | OT | Jeremiah | Chapter 33 | Verse 5] εἰσακούειν τῶν λόγων τῶν παίδων μου τῶν προφητῶν, οὓς ἐγὼ ἀποστέλλω πρὸς ὑμᾶς ὄρθρου, καὶ ἀπέστειλα, καὶ οὐκ ἠκούσατέ μου,
[LXX | EL | OT | Jeremiah | Chapter 33 | Verse 6] καὶ δώσω τὸν οἶκον τοῦτον ὥσπερ Σηλὼ, καὶ τὴν πόλιν δώσω εἰς κατάραν πᾶσι τοῖς ἔθνεσι πάσης τῆς γῆς.
[LXX | EL | OT | Jeremiah | Chapter 33 | Verse 7] Καὶ ἤκουσαν οἱ ἱερεῖς, καὶ οἱ ψευδοπροφῆται, καὶ πᾶς ὁ λαὸς τοῦ Ἱερεμίου λαλοῦντος τοὺς λόγους τούτους ἐν οἴκῳ Κυρίου.
[LXX | EL | OT | Jeremiah | Chapter 33 | Verse 8] Καὶ ἐγένετο Ἱερεμίου παυσαμένου λαλοῦντος πάντα ἃ συνέταξε Κύριος αὐτῷ λαλῆσαι παντὶ τῷ λαῷ, καὶ συνελάβοσαν αὐτὸν οἱ ἱερεῖς, καὶ οἱ ψευδοπροφῆται, καὶ πᾶς ὁ λαὸς, λέγων, θανάτῳ ἀποθανῇ,
[LXX | EL | OT | Jeremiah | Chapter 33 | Verse 9] ὅτι ἐπροφήτευσας τῷ ὀνόματι Κυρίου, λέγων, ὥσπερ Σηλὼ ἔσται ὁ οἶκος οὗτος, καὶ ἡ πόλις αὕτη ἐρημωθήσεται ἀπὸ κατοικούντων· Καὶ ἐξεκκλησιάσθη πᾶς ὁ λαὸς ἐπὶ Ἱερεμίαν ἐν οἴκῳ Κυρίου.
[LXX | EL | OT | Jeremiah | Chapter 33 | Verse 10] Καὶ ἤκουσαν οἱ ἄρχοντες Ἰούδα τὸν λόγον τοῦτον, καὶ ἀνέβησαν ἐξ οἴκου τοῦ βασιλέως εἰς οἶκον Κυρίου, καὶ ἐκάθισαν ἐν προθύροις πύλης τῆς καινῆς.
[LXX | EL | OT | Jeremiah | Chapter 33 | Verse 11] Καὶ εἶπαν οἱ ἱερεῖς καὶ οἱ ψευδοπροφῆται πρὸς τοὺς ἄρχοντας, καὶ παντὶ τῷ λαῷ, κρίσις θανάτου τῷ ἀνθρώπῳ τούτῳ, ὅτι ἐπροφήτευσε κατὰ τῆς πόλεως ταύτης, καθὼς ἠκούσατε ἐν τοῖς ὠσὶν ὑμῶν.
[LXX | EL | OT | Jeremiah | Chapter 33 | Verse 12] Καὶ εἶπεν Ἱερεμίας πρὸς τοὺς ἄρχοντας, καὶ παντὶ τῷ λαῷ, λέγων, Κύριος ἀπέστειλέ με προφητεῦσαι ἐπὶ τὸν οἶκον τοῦτον, καὶ ἐπὶ τὴν πόλιν ταύτην, πάντας τοὺς λόγους οὓς ἠκούσατε.
[LXX | EL | OT | Jeremiah | Chapter 33 | Verse 13] Καὶ νῦν βελτίους ποιήσατε τὰς ὁδοὺς ὑμῶν, καὶ τὰ ἔργα ὑμῶν, καὶ ἀκούσατε τῆς φωνῆς Κυρίου, καὶ παύσεται Κύριος ἀπὸ τῶν κακῶν ὧν ἐλάλησεν ἐφʼ ὑμᾶς.
[LXX | EL | OT | Jeremiah | Chapter 33 | Verse 14] Καὶ ἰδοὺ ἐγὼ ἐν χερσὶν ὑμῶν, ποιήσατέ μοι ὡς συμφέρει, καὶ ὡς βέλτιον ὑμῖν.
[LXX | EL | OT | Jeremiah | Chapter 33 | Verse 15] Ἀλλʼ ἢ γνόντες γνώσεσθε, ὅτι εἰ ἀναιρεῖτέ με, αἷμα ἀθῶον δίδοτε ἐφʼ ὑμᾶς, καὶ ἐπὶ τὴν πόλιν ταύτην, καὶ ἐπὶ τοὺς κατοικοῦντας ἐν αὐτῇ· ὅτι ἐν ἀληθείᾳ ἀπέσταλκέ με Κύριος πρὸς ὑμᾶς λαλῆσαι εἰς τὰ ὦτα ὑμῶν πάντας τοὺς λόγους τούτους.
