[LXX | EL | OT | Jeremiah | Chapter 8 | Verse 1] Ἐν τῷ καιρῷ ἐκείνῳ, λέγει Κύριος, ἐξοίσουσι τὰ ὀστᾶ τῶν βασιλέων Ἰούδα, καὶ τὰ ὀστᾶ τῶν ἀρχόντων αὐτοῦ, καὶ τὰ ὀστᾶ τῶν ἱερέων, καὶ τὰ ὀστᾶ προφητῶν, καὶ τὰ ὀστᾶ τῶν κατοικούντων ἐν Ἱερουσαλὴμ ἐκ τῶν τάφων αὐτῶν,
[LXX | EL | OT | Jeremiah | Chapter 8 | Verse 2] καὶ ψύξουσιν αὐτὰ πρὸς τὸν ἥλιον καὶ τὴν σελήνην, καὶ πρὸς πάντας τοὺς ἀστέρας, καὶ πρὸς πᾶσαν τὴν στρατιὰν τοῦ οὐρανοῦ, ἃ ἠγάπησαν, καὶ οἷς ἐδούλευσαν, καὶ ὧν ἐπορεύθησαν ὀπίσω αὐτῶν, καὶ ὧν ἀντείχοντο, καὶ οἷς προσεκύνησαν αὐτοῖς· οὐ κοπήσονται, καὶ οὐ ταφήσονται, καὶ ἔσονται εἰς παράδειγμα ἐπὶ πρόσωπου τῆς γῆς,
[LXX | EL | OT | Jeremiah | Chapter 8 | Verse 3] ὅτι εἵλοντο τὸν θάνατον ἢ τὴν ζωὴν, καὶ πᾶσι τοῖς καταλοίποις τοῖς καταλειφθεῖσιν ἀπὸ τῆς γενεᾶς ἐκείνης, ἐν παντὶ τόπῳ οὗ ἐὰν ἐξώσω αὐτοὺς ἐκεῖ.
[LXX | EL | OT | Jeremiah | Chapter 8 | Verse 4] Ὅτι τάδε λέγει Κύριος, μὴ ὁ πίπτων οὐκ ἀνίσταται; ἢ ὁ ἀποστρέφων οὐκ ἀναστρέφει;
[LXX | EL | OT | Jeremiah | Chapter 8 | Verse 5] Διατί ἀπέστρεψεν ὁ λαός μου οὗτος ἀποστροφὴν ἀναιδῆ, καὶ κατεκρατήθησαν ἐν τῇ προαιρέσει αὐτῶν, καὶ οὐκ ἠθέλησαν τοῦ ἐπιστρέψαι;
[LXX | EL | OT | Jeremiah | Chapter 8 | Verse 6] ἐνωτίσασθε δὴ, καὶ ἀκούσατε· οὐχ οὕτω λαλήσουσιν, οὐκ ἔστιν ἄνθρωπος ὁ μετανοῶν ἀπὸ τῆς κακίας αὐτοῦ, λέγων, τί ἐποίησα; διέλιπεν ὁ τρέχων ἀπὸ τοῦ δρόμου αὐτοῦ, ὡς ἵππος κάθιδρος ἐν χρεμετισμῷ αὐτοῦ.
[LXX | EL | OT | Jeremiah | Chapter 8 | Verse 7] Καὶ ἡ ἀσίδα ἐν τῷ οὐρανῷ ἔγνω τὸν καιρὸν αὐτῆς, τρυγὼν καὶ χελιδὼν ἀγροῦ, στρουθία ἐφύλαξαν καιροὺς εἰσόδων ἑαυτῶν, ὁ δὲ λαός μου οὗτος οὐκ ἔγνω τὰ κρίματα Κυρίου.
[LXX | EL | OT | Jeremiah | Chapter 8 | Verse 8] Πῶς ἐρεῖτε, ὅτι σοφοί ἐσμεν ἡμεῖς, καὶ νόμος Κυρίου μεθʼ ἡμῶν ἐστιν; εἰς μάτην ἐγενήθη σχοῖνος ψευδὴς γραμματεῦσιν.
[LXX | EL | OT | Jeremiah | Chapter 8 | Verse 9] Ἠσχύνθησαν σοφοὶ, καὶ ἐπτοήθησαν καὶ ἑάλωσαν, ὅτι τὸν νόμον Κυρίου ἀπεδοκίμασαν· σοφία τίς ἐστιν ἐν αὐτοῖς;
[LXX | EL | OT | Jeremiah | Chapter 8 | Verse 10] Διατοῦτο δώσω τὰς γυναῖκας αὐτῶν ἑτέροις, καὶ τοὺς ἀγροὺς αὐτῶν τοῖς κληρονόμοις,
[LXX | EL | OT | Jeremiah | Chapter 8 | Verse 13] καὶ συνάξουσι τὰ γεννήματα αὐτῶν, λέγει Κύριος. Οὐκ ἔστι σταφυλὴ ἐν ταῖς ἀμπέλοις, καὶ οὐκ ἐστι σῦκα ἐν ταῖς συκαῖς, καὶ τὰ φύλλα κατεῤῥύηκεν.
[LXX | EL | OT | Jeremiah | Chapter 8 | Verse 14] Ἐπὶ τί ἡμεῖς καθήμεθα; συνάχθητε, καὶ εἰσέλθωμεν εἰς τὰς πόλεις τὰς ὀχυρὰς, καὶ ἀποῤῥιφῶμεν ἐκεῖ, ὅτι ὁ Θεὸς ἀπέῤῥιψεν ἡμᾶς, καὶ ἐπότισεν ἡμᾶς ὕδωρ χολῆς, ὅτι ἡμάρτομεν ἐναντίον αὐτοῦ.
[LXX | EL | OT | Jeremiah | Chapter 8 | Verse 15] Συνήχθημεν εἰς εἰρήνην, καὶ οὐκ ἦν ἀγαθὰ, εἰς καιρὸν ἰάσεως, καὶ ἰδοὺ σπουδή.
[LXX | EL | OT | Jeremiah | Chapter 8 | Verse 16] Ἐκ Δὰν ἀκουσόμεθα φωνὴν ὀξύτητος ἵππων αὐτοῦ· ἀπὸ φωνῆς χρεμετισμοῦ ἱππασίας ἵππων αὐτοῦ ἐσείσθη πᾶσα ἡ γῆ. καὶ ἥξει καὶ καταφάγεται τὴν γῆν, καὶ τὸ πλήρωμα αὐτῆς, πόλιν καὶ τοὺς κατοικοῦντας ἐν αὐτῇ.
[LXX | EL | OT | Jeremiah | Chapter 8 | Verse 17] Διότι ἰδοὺ ἐγὼ ἐξαποστέλλω εἰς ὑμᾶς ὄφεις θανατοῦντας, οἷς οὐκ ἔστιν ἐπᾴσαι, καὶ δήξονται ὑμᾶς
[LXX | EL | OT | Jeremiah | Chapter 8 | Verse 18] ἀνίατα μετʼ ὀδύνης καρδίας ὑμῶν ἀπορουμένης.
[LXX | EL | OT | Jeremiah | Chapter 8 | Verse 19] Ἰδοὺ φωνὴ κραυγῆς θυγατρὸς λαοῦ μου ἀπὸ γῆς μακρόθεν· μὴ Κύριος οὐκ ἔστιν ἐν Σιών; ἢ βασιλεὺς οὐκ ἔστιν ἐκεῖ; διότι παρώργισάν με ἐν τοῖς γλυπτοῖς αὐτῶν, καὶ ἐν ματαίοις ἀλλοτρίοις.
[LXX | EL | OT | Jeremiah | Chapter 8 | Verse 20] Διῆλθε θέρος, παρῆλθεν ἀμητὸς, καὶ ἡμεῖς οὐ διεσώθημεν.
[LXX | EL | OT | Jeremiah | Chapter 8 | Verse 21] Ἐπὶ συντρίμματι θυγατρὸς λαοῦ μου ἐσκοτώθην· ἐν ἀπορίᾳ κατίσχυσάν με ὠδῖνες ὡς τικτούσης.
[LXX | EL | OT | Jeremiah | Chapter 8 | Verse 22] Καὶ μὴ ῥητίνη οὐκ ἔστιν ἐν Γαλαὰδ, ἢ ἰατρὸς οὐκ ἔστιν ἐκεῖ; διατί οὐκ ἀνέβη ἴασις θυγατρὸς λαοῦ μου;
[LXX | EL | OT | Jeremiah | Chapter 8 | Verse 23] Τίς δώσει κεφαλῇ μου ὕδωρ, καὶ ὀφθαλμοῖς μου πηγὴν δακρύων; καὶ κλαύσομαι τὸν λαόν μου τοῦτον ἡμέρας καὶ νυκτὸς, τοὺς τετραυματισμένους θυγατρὸς λαοῦ μου.
