[LXX | EL | OT | Jeremiah | Chapter 17 | Verse 5] Ἐπικατάρατος ὁ ἄνθρωπος, ὃς τὴν ἐλπίδα ἔχει ἐπʼ ἄνθρωπον, καὶ στηρίσει σάρκα βραχίονος αὐτοῦ ἐπʼ αὐτὸν, καὶ ἀπὸ Κυρίου ἀποστῇ ἡ καρδία αὐτοῦ.
[LXX | EL | OT | Jeremiah | Chapter 17 | Verse 6] Καὶ ἔσται ὡς ἡ ἀγριομυρίκη ἡ ἐν τῇ ἐρήμῳ, οὐκ ὄψεται ὅταν ἔλθῃ τὰ ἀγαθὰ, καὶ κατασκηνώσει ἐν ἁλίμοις, καὶ ἐν ἐρήμῳ, ἐν γῇ ἁλμυρᾷ ἥτις οὐ κατοικεῖται.
[LXX | EL | OT | Jeremiah | Chapter 17 | Verse 7] Καὶ εὐλογημένος ὁ ἄνθρωπος, ὃς πέποιθεν ἐπὶ τῷ Κυρίῳ, καὶ ἔσται Κύριος ἐλπὶς αὐτοῦ·
[LXX | EL | OT | Jeremiah | Chapter 17 | Verse 8] Καὶ ἔσται ὡς ξύλον εὐθηνοῦν παρʼ ὕδατα, καὶ ἐπὶ ἰκμάδα βαλεῖ ῥίζαν αὐτοῦ· οὐ φοβηθήσεται ὅταν ἔλθῃ καῦμα, καὶ ἔσται ἐπʼ αὐτῷ στελέχη ἀλσώδη, ἐν ἐνιαυτῷ ἀβροχίας οὐ φοβηθήσεται, καὶ οὐ διαλείψει ποιῶν καρπόν.
[LXX | EL | OT | Jeremiah | Chapter 17 | Verse 9] Βαθεία ἡ καρδία παρὰ πάντα, καὶ ἄνθρωπός ἐστι, καὶ τίς γνώσεται αὐτόν;
[LXX | EL | OT | Jeremiah | Chapter 17 | Verse 10] Ἐγὼ Κύριος ἐτάζων καρδίας, καὶ δοκιμάζων νεφροὺς, τοῦ δοῦναι ἑκάστῳ κατὰ τὰς ὁδοὺς αὐτοῦ, καὶ κατὰ τοὺς καρποὺς τῶν ἐπιτηδευμάτων αὐτοῦ.
[LXX | EL | OT | Jeremiah | Chapter 17 | Verse 11] Ἐφώνησε πέρδιξ, συνήγαγεν ἃ οὐκ ἔτεκε, ποιῶν πλοῦτον αὐτοῦ οὐ μετὰ κρίσεως· ἐν ἡμίσει ἡμερῶν αὐτοῦ ἐγκαταλείψουσιν αὐτὸν, καὶ ἐπʼ ἐσχάτων αὐτοῦ ἔσται ἄφρων.
[LXX | EL | OT | Jeremiah | Chapter 17 | Verse 12] Θρόνος δόξης ὑψωμένος, ἁγίασμα ἡμῶν,
[LXX | EL | OT | Jeremiah | Chapter 17 | Verse 13] ὑπομονὴ Ἰσραήλ· Κύριε, πάντες οἱ καταλιπόντες σε καταισχυνθήτωσαν, ἀφεστηκότες ἐπὶ τῆς γῆς γραφήτωσαν, ὅτι ἐγκατέλιπον πηγὴν ζωῆς, τὸν Κύριον.
[LXX | EL | OT | Jeremiah | Chapter 17 | Verse 14] Ἴασαί με Κύριε, καὶ ἰαθήσομαι· σῶσόν με, καὶ σωθήσομαι, ὅτι καύχημά μου σὺ εἶ.
[LXX | EL | OT | Jeremiah | Chapter 17 | Verse 15] Ἰδοὺ αὐτοὶ λέγουσι πρὸς μὲ, ποῦ ἐστιν ὁ λόγος Κυρίου; ἐλθέτω.
[LXX | EL | OT | Jeremiah | Chapter 17 | Verse 16] Ἐγὼ δὲ οὐκ ἐκοπίασα κατακολουθῶν ὀπίσω σου, καὶ ἡμέραν ἀνθρώπου οὐκ ἐπεθύμησα· σὺ ἐπίστῃ· τὰ ἐκπορευόμενα διὰ τῶν χειλέων μου, πρὸ προσώπου σου ἐστί.
[LXX | EL | OT | Jeremiah | Chapter 17 | Verse 17] Μὴ γενηθῇς μοι εἰς ἀλλοτρίωσιν, φειδόμενός μου ἐν ἡμέρᾳ πονηρᾷ.
[LXX | EL | OT | Jeremiah | Chapter 17 | Verse 18] Καταισχυνθήτωσαν οἱ διώκοντές με, καὶ μὴ καταισχυνθείην ἐγώ· πτοηθείησαν αὐτοὶ, καὶ μὴ πτοηθείην ἐγώ· ἐπάγαγε ἐπʼ αὐτοὺς ἡμέραν πονηρὰν, δισσὸν σύντριμμα σύντριψον αὐτούς.
[LXX | EL | OT | Jeremiah | Chapter 17 | Verse 19] Τάδε λέγει Κύριος, βάδισον, καὶ στῆθι ἐν ταῖς πύλαις υἱῶν λαοῦ σου, ἐν αἷς εἰσπορεύονται ἐν αὐταῖς βασιλεῖς Ἰούδα, καὶ ἐν αἷς ἐκπορεύονται ἐν αὐταῖς, καὶ ἐν πάσαις ταῖς πύλαις Ἱερουσαλὴμ,
[LXX | EL | OT | Jeremiah | Chapter 17 | Verse 20] καὶ ἐρεῖς αὐτοῖς, ἀκούσατε τὸν λόγον Κυρίου βασιλεῖς Ἰούδα, καὶ πᾶσα Ἰουδαία, καὶ πᾶσα Ἱερουσαλὴμ, οἱ εἰσπορευόμενοι ἐν ταῖς πύλαις ταύταις·
[LXX | EL | OT | Jeremiah | Chapter 17 | Verse 21] Τάδε λέγει Κύριος, φυλάσσεσθε τὰς ψυχὰς ὑμῶν, καὶ μὴ αἴρετε βαστάγματα ἐν τῇ ἡμέρᾳ τῶν σαββάτων, καὶ μὴ ἐκπορεύεσθε ταῖς πύλαις Ἱερουσαλὴμ,
[LXX | EL | OT | Jeremiah | Chapter 17 | Verse 22] καὶ μὴ ἐκφέρετε βαστάγματα ἐξ οἰκιῶν ὑμῶν ἐν τῇ ἡμέρᾳ τῶν σαββάτων, καὶ πᾶν ἔργον οὐ ποιήσετε· ἁγιάσατε τὴν ἡμέραν τῶν σαββάτων, καθὼς ἐνετειλάμην τοῖς πατράσιν ὑμῶν. Καὶ οὐκ ἤκουσαν, καὶ οὐκ ἔκλιναν τὸ οὖς αὐτῶν,
[LXX | EL | OT | Jeremiah | Chapter 17 | Verse 23] καὶ ἐσκλήρυναν τὸν τράχηλον αὐτῶν ὑπὲρ τοὺς πατέρας αὐτῶν, τοῦ μὴ ἀκοῦσαί μου, καὶ τοῦ μὴ δέξασθαι παιδείαν.
[LXX | EL | OT | Jeremiah | Chapter 17 | Verse 24] Καὶ ἓσται, ἐὰν εἰσακούσητέ μου, λέγει Κύριος, τοῦ μὴ εἰσφέρειν βαστάγματα διὰ τῶν πυλῶν τῆς πόλεως ταύτης ἐν τῇ ἡμέρᾳ τῶν σαββάτων καὶ ἁγιάζειν τὴν ἡμέραν τῶν σαββάτων, τοῦ μὴ ποιεῖν πᾶν ἔργον,
[LXX | EL | OT | Jeremiah | Chapter 17 | Verse 25] καὶ εἰσελεύσονται διὰ τῶν πυλῶν τῆς πόλεως ταύτης βασιλεῖς καὶ ἄρχοντες καθήμενοι ἐπὶ θρόνου Δαυὶδ, καὶ ἐπιβεβηκότες ἐφʼ ἅρμασι καὶ ἵπποις αὐτῶν, αὐτοὶ καὶ οἱ ἄρχοντες αὐτῶν, ἄνδρες Ἰούδα καὶ οἱ κατοικοῦντες ἐν Ἱερουσαλήμ· καὶ κατοικισθήσεται ἡ πόλις αὕτη εἰς τὸν αἰῶνα.
[LXX | EL | OT | Jeremiah | Chapter 17 | Verse 26] Καὶ ἥξουσιν ἐκ τῶν πόλεων Ἰούδα, καὶ κυκλόθεν Ἱερουσαλὴμ, καὶ ἐκ γῆς Βενιαμὶν, καὶ ἐκ γῆς πεδινῆς, καὶ ἐκ τοῦ ὄρους, καὶ ἐκ τῆς πρὸς Νότον, φέροντες ὁλοκαυτώματα καὶ θυσίας καὶ θυμιάματα καὶ μάννα καὶ λίβανον, φέροντες αἴνεσιν εἰς οἶκον Κυρίου.
