[LXX | EL | OT | Jeremiah | Chapter 52 | Verse 1] Ὄντος εἰκοστοῦ καὶ ἑνὸς ἔτους Σεδεκίου, ἐν τῷ βασιλεύειν αὐτὸν, καὶ ἕνδεκα ἔτη ἐβασίλευσεν ἐν Ἱερουσαλήμ· καὶ ὄνομα τῇ μητρὶ αὐτοῦ Ἀμειτάαλ, θυγάτηρ Ἱερεμίου, ἐκ Λοβενά.
[LXX | EL | OT | Jeremiah | Chapter 52 | Verse 4] Καὶ ἐγένετο τῷ ἔτει τῷ ἐννάτῳ τῆς βασιλείας αὐτοῦ, ἐν μηνὶ τῷ ἐννάτῳ, δεκάτῃ τοῦ μηνὸς, ἦλθε Ναβουχοδονόσορ βασιλεὺς Βαβυλῶνος, καὶ πᾶσα ἡ δύναμις αὐτοῦ ἐπὶ Ἱερουσαλὴμ, καὶ περιεχαράκωσαν αὐτὴν, καὶ περιῳκοδόμησαν αὐτὴν τετραπέδοις λίθοις κύκλῳ.
[LXX | EL | OT | Jeremiah | Chapter 52 | Verse 5] Καὶ ἦλθεν ἡ πόλις εἰς συνοχὴν, ἕως ἑνδεκάτου ἔτους τῷ βασιλεῖ Σεδεκίᾳ,
[LXX | EL | OT | Jeremiah | Chapter 52 | Verse 6] ἐν τῇ ἐννάτῃ τοῦ μηνὸς, καὶ ἐστερεώθη ὁ λιμὸς ἐν τῇ πόλει, καὶ οὐκ ἦσαν ἄρτοι τῷ λαῷ τῆς γῆς.
[LXX | EL | OT | Jeremiah | Chapter 52 | Verse 7] Καὶ διεκόπη ἡ πόλις, καὶ πάντες οἱ ἄνδρες οἱ πολεμισταὶ ἐξῆλθον νυκτὸς κατὰ τὴν ὁδὸν τῆς πύλης, ἀναμέσον τοῦ τείχους, καὶ τοῦ προτειχίσματος, ὃ ἦν κατὰ τὸν κῆπον τοῦ βασιλέως, καὶ οἱ Χαλδαῖοι ἐπὶ τῆς πόλεως κύκλῳ, καὶ ἐπορεύθησαν ὁδὸν τὴν εἰς ἄραβα,
[LXX | EL | OT | Jeremiah | Chapter 52 | Verse 8] Καὶ κατεδίωξεν ἡ δύναμις τῶν Χαλδαίων ὀπίσω τοῦ βασιλέως, καὶ κατέλαβον αὐτὸν ἐν τῷ πέραν Ἱερειχὼ, καὶ πάντες οἱ παῖδες αὐτοῦ διεσπάρησαν ἀπʼ αὐτοῦ.
[LXX | EL | OT | Jeremiah | Chapter 52 | Verse 9] Καὶ συνέλαβον τὸν βασιλέα, καὶ ἤγαγον αὐτὸν πρὸς τὸν βασιλέα Βαβυλῶνος εἰς Δεβλαθὰ, καὶ ἐλάλησεν αὐτῷ μετὰ κρίσεως.
[LXX | EL | OT | Jeremiah | Chapter 52 | Verse 10] Καὶ ἔσφαξε βασιλεὺς Βαβυλῶνος τοὺς υἱοὺς Σεδεκίου κατʼ ὀφθαλμοὺς αὐτοῦ, καὶ πάντας τοὺς ἄρχοντας Ἰούδα ἔσφαξεν ἐν Δεβλαθά.
[LXX | EL | OT | Jeremiah | Chapter 52 | Verse 11] Καὶ τοὺς ὀφθαλμοὺς Σεδεκίου ἐξετύφλωσε, καὶ ἔδησεν αὐτὸν ἐν πέδαις· καὶ ἤγαγεν αὐτὸν βασιλεὺς Βαβυλῶνος εἰς Βαβυλῶνα, καὶ ἔδωκεν αὐτὸν εἰς οἰκίαν μύλωνος, ἕως ἡμέρας ἧς ἀπέθανε.
[LXX | EL | OT | Jeremiah | Chapter 52 | Verse 12] Καὶ ἐν μηνὶ πέμπτῳ, δεκάτῃ τοῦ μηνὸς, ἦλθε Ναβουζαρδὰν ὁ ἀρχιμάγειρος, ἑστηκὼς κατὰ πρόσωπον τοῦ βασιλέως Βαβυλῶνος, εἰς Ἱερουσαλὴμ,
[LXX | EL | OT | Jeremiah | Chapter 52 | Verse 13] καὶ ἐνέπρησε τὸν οἶκον Κυρίου, καὶ τὸν οἶκον τοῦ βασιλέως, καὶ πάσας τὰς οἰκίας τῆς πόλεως, καὶ πᾶσαν οἰκίαν μεγάλην ἐνέπρησεν ἐν πυρί·
[LXX | EL | OT | Jeremiah | Chapter 52 | Verse 14] Καὶ πᾶν τεῖχος Ἱερουσαλὴμ κύκλῳ καθεῖλεν ἡ δύναμις τῶν Χαλδαίων, ἡ μετὰ τοῦ ἀρχιμαγείρου.
[LXX | EL | OT | Jeremiah | Chapter 52 | Verse 16] Καὶ τοὺς καταλοίπους τοῦ λαοῦ κατέλιπεν ὁ ἀρχιμάγειρος εἰς ἀμπελουργοὺς καὶ εἰς γεωργούς.
[LXX | EL | OT | Jeremiah | Chapter 52 | Verse 17] Καὶ τοὺς στύλους τοὺς χαλκοῦς τοὺς ἐν οἴκῳ Κυρίου, καὶ τὰς βάσεις, καὶ τὴν θάλασσαν τὴν χαλκῆν τὴν ἐν οἴκῳ Κυρίου συνέτριψαν οἱ Χαλδαῖοι, καὶ ἔλαβον τὸν χαλκὸν αὐτῶν, καὶ ἀπήνεγκαν εἰς Βαβυλῶνα.
[LXX | EL | OT | Jeremiah | Chapter 52 | Verse 18] Καὶ τὴν στεφάνην, καὶ τὰς φιάλας, καὶ τὰς κρεάγρας, καὶ πάντα τὰ σκεύη τὰ χαλκᾶ, ἐν οἷς ἐλειτούργουν ἐν αὐτοῖς,
[LXX | EL | OT | Jeremiah | Chapter 52 | Verse 19] καὶ τὰς ἀπφὼθ, καὶ τὰς μασμαρὼθ, καὶ τοὺς ὑποχυτῆρας, καὶ τὰς λυχνίας, καὶ τὰς θυΐσκας, καὶ τοὺς κυάθους, ἃ ἦν χρυσᾶ χρυσᾶ, καὶ ἃ ἦν ἀργυρᾶ ἀργυρᾶ, ἔλαβεν ὁ ἀρχιμάγειρος.
[LXX | EL | OT | Jeremiah | Chapter 52 | Verse 20] Καὶ οἱ στύλοι δύο, καὶ ἡ θάλασσα μία, καὶ οἱ μόσχοι δώδεκα χαλκοῖ ὑποκάτω τῆς θαλάσσης, ἃ ἐποίησεν ὁ βασιλεὺς Σαλωμὼν εἰς οἶκον Κυρίου, οὗ οὐκ ἦν σταθμὸς τοῦ χαλκοῦ αὐτῶν.
[LXX | EL | OT | Jeremiah | Chapter 52 | Verse 21] Καὶ οἱ στύλοι τριακονταπέντε πηχῶν ὕψος τοῦ στύλου τοῦ ἑνὸς, καὶ σπαρτίον δώδεκα πήχεων περιεκύκλου αὐτὸν, καὶ τὸ πάχος αὐτοῦ δακτύλων τεσσάρων κύκλῳ,
[LXX | EL | OT | Jeremiah | Chapter 52 | Verse 22] καὶ γεῖσος ἐπʼ αὐτοῖς χαλκοῦν, καὶ πέντε πήχεων τὸ μῆκος, ὑμεροχὴ τοῦ γείσους τοῦ ἑνός, καὶ δίκτυον καὶ ῥοαὶ ἐπὶ τοῦ γείσους κύκλῳ τὰ πάντα χαλκᾶ, καὶ κατὰ ταῦτα τῷ στύλῳ τῷ δευτέρῳ ὀκτὼ ῥοαὶ τῷ πήχει τοῖς δώδεκα πήχεσι.
[LXX | EL | OT | Jeremiah | Chapter 52 | Verse 23] Καὶ ἦσαν αἱ ῥοαὶ ἐννενηκονταὲξ τὸ ἓν μέρος, καὶ ἦσαν αἱ πᾶσαι ῥοαὶ ἑκατὸν ἐπὶ τοῦ δικτύου κύκλῳ.
[LXX | EL | OT | Jeremiah | Chapter 52 | Verse 24] Καὶ ἔλαβεν ὁ ἀρχιμάγειρος τὸν ἱερέα τὸν πρῶτον, καὶ τὸν ἱερέα τὸν δευτεροῦντα, καὶ τοὺς φυλάττοντας τὴν ὁδὸν,
[LXX | EL | OT | Jeremiah | Chapter 52 | Verse 25] καὶ εὐνοῦχον ἕνα ὃς ἦν ἐπιστάτης τῶν ἀνδρῶν τῶν πολεμιστῶν, καὶ εὐνοῦχον ἕνα ὃς ἦν ἐπιστάτης ἀνδρῶν τῶν πολεμιστῶν, καὶ ἑπτὰ ἄνδρας ὀνομαστοὺς, τοὺς ἐν προσώπῳ τοῦ βασιλέως, τοὺς εὑρεθέντας ἐν τῇ πόλει, καὶ τὸν γραμματέα τῶν δυνάμεων, τὸν γραμματεύοντα τῷ λαῷ τῆς γῆς, καὶ ἑξήκοντα ἀνθρώπους ἐκ τοῦ λαοῦ τῆς γῆς, τοὺς εὑρεθέντας ἐν μέσῳ τῆς πόλεως·
[LXX | EL | OT | Jeremiah | Chapter 52 | Verse 26] Καὶ ἔλαβεν αὐτοὺς Ναβουζαρδὰν ὁ ἀρχιμάγειρος τοῦ βασιλέως, καὶ ἢγαγεν αὐτοὺς πρὸς βασιλέα Βαβυλῶνος εἰς Δεβλαθά.
[LXX | EL | OT | Jeremiah | Chapter 52 | Verse 27] Καὶ ἐπάταξεν αὐτοὺς βασιλεὺς Βαβυλῶνος ἐν Δεβλαθὰ, ἐν γῇ Αἱμάθ.
[LXX | EL | OT | Jeremiah | Chapter 52 | Verse 31] Καὶ ἐγένετο ἐν τῷ τριακοστῷ καὶ ἑβδόμῳ ἔτει, ἀποικισθέντος τοῦ Ἰωακεὶμ βασιλέως Ἰούδα, ἐν τῷ δωδεκάτῳ μηνὶ, ἐν τῇ τετράδι καὶ εἰκάδι τοῦ μηνὸς, ἔλαβεν Οὐλαιμαδάχὰρ βασιλεὺς Βαβυλῶνος, ἐν τῷ ἐνιαυτῷ ᾧ ἐβασίλευσε, τὴν κεφαλὴν Ἰωακεὶμ βασιλέως Ἰούδα, καὶ ἔκειρεν αὐτὸν, καὶ ἐξήγαγεν αὐτὸν ἐξ οἰκίας ἧς ἐφυλάσσετο,
[LXX | EL | OT | Jeremiah | Chapter 52 | Verse 32] καὶ ἐλάλησεν αὐτῷ χρηστὰ, καὶ ἔδωκε τὸν θρόνον αὐτοῦ ἐπάνω τῶν βασιλέων τῶν μετʼ αὐτοῦ ἐν Βαβυλῶνι,
[LXX | EL | OT | Jeremiah | Chapter 52 | Verse 33] καὶ ἤλλαξε τὴν στολὴν τῆς φυλακῆς αὐτοῦ, καὶ ἤσθιεν ἄρτον διαπαντὸς κατὰ πρόσωπον αὐτοῦ πάσας τὰς ἡμέρας ἃς ἔζησε.
[LXX | EL | OT | Jeremiah | Chapter 52 | Verse 34] Καὶ ἡ σύνταξις αὐτῷ ἐδίδοτο διαπαντὸς παρὰ τοῦ βασιλέως Βαβυλῶνος ἐξ ἡμέρας εἰς ἡμέραν, ἕως ἡμέρας ἧς ἀπέθανε.
