[SBLGNT | EL | NT | John | Chapter 15 | Verse 1] Ἐγώ εἰμι ἡ ἄμπελος ἡ ἀληθινή, καὶ ὁ πατήρ μου ὁ γεωργός ἐστιν·
[SBLGNT | EL | NT | John | Chapter 15 | Verse 2] πᾶν κλῆμα ἐν ἐμοὶ μὴ φέρον καρπὸν αἴρει αὐτό, καὶ πᾶν τὸ καρπὸν φέρον καθαίρει αὐτὸ ἵνα ⸂καρπὸν πλείονα⸃ φέρῃ.
[SBLGNT | EL | NT | John | Chapter 15 | Verse 3] ἤδη ὑμεῖς καθαροί ἐστε διὰ τὸν λόγον ὃν λελάληκα ὑμῖν·
[SBLGNT | EL | NT | John | Chapter 15 | Verse 4] μείνατε ἐν ἐμοί, κἀγὼ ἐν ὑμῖν. καθὼς τὸ κλῆμα οὐ δύναται καρπὸν φέρειν ἀφʼ ἑαυτοῦ ἐὰν μὴ ⸀μένῃ ἐν τῇ ἀμπέλῳ, οὕτως οὐδὲ ὑμεῖς ἐὰν μὴ ἐν ἐμοὶ ⸀μένητε.
[SBLGNT | EL | NT | John | Chapter 15 | Verse 5] ἐγώ εἰμι ἡ ἄμπελος, ὑμεῖς τὰ κλήματα. ὁ μένων ἐν ἐμοὶ κἀγὼ ἐν αὐτῷ οὗτος φέρει καρπὸν πολύν, ὅτι χωρὶς ἐμοῦ οὐ δύνασθε ποιεῖν οὐδέν.
[SBLGNT | EL | NT | John | Chapter 15 | Verse 6] ἐὰν μή τις ⸀μένῃ ἐν ἐμοί, ἐβλήθη ἔξω ὡς τὸ κλῆμα καὶ ἐξηράνθη, καὶ συνάγουσιν αὐτὰ καὶ εἰς τὸ πῦρ βάλλουσιν καὶ καίεται.
[SBLGNT | EL | NT | John | Chapter 15 | Verse 7] ἐὰν μείνητε ἐν ἐμοὶ καὶ τὰ ῥήματά μου ἐν ὑμῖν μείνῃ, ὃ ἐὰν θέλητε ⸀αἰτήσασθε καὶ γενήσεται ὑμῖν·
[SBLGNT | EL | NT | John | Chapter 15 | Verse 8] ἐν τούτῳ ἐδοξάσθη ὁ πατήρ μου ἵνα καρπὸν πολὺν φέρητε καὶ ⸀γένησθε ἐμοὶ μαθηταί.
[SBLGNT | EL | NT | John | Chapter 15 | Verse 9] καθὼς ἠγάπησέν με ὁ πατήρ, κἀγὼ ⸂ὑμᾶς ἠγάπησα⸃, μείνατε ἐν τῇ ἀγάπῃ τῇ ἐμῇ.
[SBLGNT | EL | NT | John | Chapter 15 | Verse 10] ἐὰν τὰς ἐντολάς μου τηρήσητε, μενεῖτε ἐν τῇ ἀγάπῃ μου, καθὼς ἐγὼ ⸂τὰς ἐντολὰς τοῦ πατρός μου⸃ τετήρηκα καὶ μένω αὐτοῦ ἐν τῇ ἀγάπῃ.
[SBLGNT | EL | NT | John | Chapter 15 | Verse 11] ταῦτα λελάληκα ὑμῖν ἵνα ἡ χαρὰ ἡ ἐμὴ ἐν ὑμῖν ⸀ᾖ καὶ ἡ χαρὰ ὑμῶν πληρωθῇ.
[SBLGNT | EL | NT | John | Chapter 15 | Verse 12] Αὕτη ἐστὶν ἡ ἐντολὴ ἡ ἐμὴ ἵνα ἀγαπᾶτε ἀλλήλους καθὼς ἠγάπησα ὑμᾶς·
[SBLGNT | EL | NT | John | Chapter 15 | Verse 13] μείζονα ταύτης ἀγάπην οὐδεὶς ἔχει, ἵνα τις τὴν ψυχὴν αὐτοῦ θῇ ὑπὲρ τῶν φίλων αὐτοῦ.
[SBLGNT | EL | NT | John | Chapter 15 | Verse 14] ὑμεῖς φίλοι μού ἐστε ἐὰν ποιῆτε ⸀ἃ ἐγὼ ἐντέλλομαι ὑμῖν.
[SBLGNT | EL | NT | John | Chapter 15 | Verse 15] οὐκέτι ⸂λέγω ὑμᾶς⸃ δούλους, ὅτι ὁ δοῦλος οὐκ οἶδεν τί ποιεῖ αὐτοῦ ὁ κύριος· ὑμᾶς δὲ εἴρηκα φίλους, ὅτι πάντα ἃ ἤκουσα παρὰ τοῦ πατρός μου ἐγνώρισα ὑμῖν.
[SBLGNT | EL | NT | John | Chapter 15 | Verse 16] οὐχ ὑμεῖς με ἐξελέξασθε, ἀλλʼ ἐγὼ ἐξελεξάμην ὑμᾶς, καὶ ἔθηκα ὑμᾶς ἵνα ὑμεῖς ὑπάγητε καὶ καρπὸν φέρητε καὶ ὁ καρπὸς ὑμῶν μένῃ, ἵνα ὅ τι ἂν αἰτήσητε τὸν πατέρα ἐν τῷ ὀνόματί μου δῷ ὑμῖν.
[SBLGNT | EL | NT | John | Chapter 15 | Verse 17] ταῦτα ἐντέλλομαι ὑμῖν ἵνα ἀγαπᾶτε ἀλλήλους.
