[ASV | EN | OT | 2 Esdras | Chapter 10 | Verse 1] And it so came to pass, that when my son was entered into his wedding chamber, he fell down, and died.
[ASV | EN | OT | 2 Esdras | Chapter 10 | Verse 2] Then we all overthrew the lights, and all my neighbors rose up to comfort me: and I remained quiet unto the second day at night.
[ASV | EN | OT | 2 Esdras | Chapter 10 | Verse 3] And it came to pass, when they had all left off to comfort me, to the end I might be quiet, then rose I up by night, and fled, and came hither into this field, as thou seest.
[ASV | EN | OT | 2 Esdras | Chapter 10 | Verse 4] And I do now purpose not to return into the city, but here to stay, and neither to eat nor drink, but continually to mourn and to fast until I die.
[ASV | EN | OT | 2 Esdras | Chapter 10 | Verse 5] Then left I the meditations wherein I was, and answered her in anger, and said,
[ASV | EN | OT | 2 Esdras | Chapter 10 | Verse 6] Thou foolish woman above all other, seest thou not our mourning, and what hath happened unto us?
[ASV | EN | OT | 2 Esdras | Chapter 10 | Verse 7] how that Zion the mother of us all is full of sorrow, and much humbled.
[ASV | EN | OT | 2 Esdras | Chapter 10 | Verse 8] It is right now to mourn very sore, seeing we all mourn, and to be sorrowful, seeing we are all in sorrow, but thou sorrowest for one son.
[ASV | EN | OT | 2 Esdras | Chapter 10 | Verse 9] For ask the earth, and she shall tell thee, that it is she who ought to mourn for so many that grow upon her.
[ASV | EN | OT | 2 Esdras | Chapter 10 | Verse 10] For out of her all had their beginnings, and others shall come; and, behold, they walk almost all into destruction, and the multitude of them is utterly rooted out.
[ASV | EN | OT | 2 Esdras | Chapter 10 | Verse 11] Who then should make more mourning, she, that hath lost so great a multitude, or thou, who art grieved but for one?
[ASV | EN | OT | 2 Esdras | Chapter 10 | Verse 12] but if thou sayest unto me, My lamentation is not like the earth’s, for I have lost the fruit of my womb, which I brought forth with pains, and bare with sorrows:
[ASV | EN | OT | 2 Esdras | Chapter 10 | Verse 13] but it is with the earth after the manner of the earth; the multitude present in it is gone, as it came:
[ASV | EN | OT | 2 Esdras | Chapter 10 | Verse 14] then say I unto thee, Like as thou hast brought forth with sorrow; even so the earth also hath given her fruit, namely, man, ever since the beginning unto him that made her.
[ASV | EN | OT | 2 Esdras | Chapter 10 | Verse 15] Now therefore keep thy sorrow to thyself, and bear with a good courage the adversities which have befallen thee.
[ASV | EN | OT | 2 Esdras | Chapter 10 | Verse 16] For if thou shalt acknowledge the decree of God to be just, thou shalt both receive thy son in time, and shalt be praised among women.
[ASV | EN | OT | 2 Esdras | Chapter 10 | Verse 17] Go thy way then into the city to thy husband.
[ASV | EN | OT | 2 Esdras | Chapter 10 | Verse 18] And she said unto me, That will I not do: I will not go into the city, but here will I die.
[ASV | EN | OT | 2 Esdras | Chapter 10 | Verse 19] So I proceeded to speak further unto her, and said,
[ASV | EN | OT | 2 Esdras | Chapter 10 | Verse 20] Do not so, but suffer thyself to be prevailed on by reason of the adversities of Zion; and be comforted by reason of the sorrow of Jerusalem.
[ASV | EN | OT | 2 Esdras | Chapter 10 | Verse 21] For thou seest that our sanctuary is laid waste, our altar broken down, our temple destroyed;
[ASV | EN | OT | 2 Esdras | Chapter 10 | Verse 22] our psaltery is brought low, our song is put to silence, our rejoicing is at an end; the light of our candlestick is put out, the ark of our covenant is plundered, our holy things are defiled, and the name that is called upon us is profaned; our freemen are despitefully treated, our priests are burnt, our Levites are gone into captivity, our virgins are defiled, and our wives ravished; our righteous men carried away, our little ones betrayed, our young men are brought into bondage, and our strong men are become weak;
[ASV | EN | OT | 2 Esdras | Chapter 10 | Verse 23] and, what is more than all, the seal of Zion—for she hath now lost the seal of her honor, and is delivered into the hands of them that hate us.
[ASV | EN | OT | 2 Esdras | Chapter 10 | Verse 24] Thou therefore shake off thy great heaviness, and put away from thee the multitude of sorrows, that the Mighty may be merciful unto thee again, and the Most High may give thee rest, even ease from thy travails.
[ASV | EN | OT | 2 Esdras | Chapter 10 | Verse 25] And it came to pass, while I was talking with her, behold, her face upon a sudden shined exceedingly, and her countenance glistered like lightning, so that I was sore afraid of her, and mused what this might be;
[ASV | EN | OT | 2 Esdras | Chapter 10 | Verse 26] and, behold, suddenly she made a great cry very fearful; so that the earth shook at the noise.
[ASV | EN | OT | 2 Esdras | Chapter 10 | Verse 27] And I looked, and, behold, the woman appeared unto me no more, but there was a city built, and a place showed itself from large foundations: then was I afraid, and cried with a loud voice, and said,
[ASV | EN | OT | 2 Esdras | Chapter 10 | Verse 28] Where is Uriel the angel, who came unto me at the first? for he hath caused me to fall into this great trance, and mine end is turned into corruption, and my prayer to rebuke.
[ASV | EN | OT | 2 Esdras | Chapter 10 | Verse 29] And as I was speaking these words, behold, the angel who had come unto me at the first came unto me, and he looked upon me:
[ASV | EN | OT | 2 Esdras | Chapter 10 | Verse 30] and, lo, I lay as one that had been dead, and mine understanding was taken from me; and he took me by the right hand, and comforted me, and set me upon my feet, and said unto me,
[ASV | EN | OT | 2 Esdras | Chapter 10 | Verse 31] What aileth thee? and why art thou so disquieted? and why is thine understanding troubled, and the thoughts of thy heart?
[ASV | EN | OT | 2 Esdras | Chapter 10 | Verse 32] And I said, Because thou hast forsaken me: yet I did according to thy words, and went into the field, and, lo, I have seen, and yet see, that which I am not able to express.
[ASV | EN | OT | 2 Esdras | Chapter 10 | Verse 33] And he said unto me, Stand up like a man, and I will advise thee.
[ASV | EN | OT | 2 Esdras | Chapter 10 | Verse 34] Then said I, Speak on, my Lord; only forsake me not, lest I die frustrate of my hope.
[ASV | EN | OT | 2 Esdras | Chapter 10 | Verse 35] For I have seen that I knew not, and hear that I do not know.
[ASV | EN | OT | 2 Esdras | Chapter 10 | Verse 36] Or is my sense deceived, or my soul in a dream?
[ASV | EN | OT | 2 Esdras | Chapter 10 | Verse 37] Now therefore I beseech thee to show thy servant concerning this trance.
[ASV | EN | OT | 2 Esdras | Chapter 10 | Verse 38] And he answered me, and said, Hear me, and I shall inform thee, and tell thee concerning the things whereof thou art afraid: For the Most High hath revealed many secret things unto thee.
[ASV | EN | OT | 2 Esdras | Chapter 10 | Verse 39] He hath seen that thy way is right: for that thou sorrowest continually for thy people, and makest great lamentation for Zion.
[ASV | EN | OT | 2 Esdras | Chapter 10 | Verse 40] This therefore is the meaning of the vision.
[ASV | EN | OT | 2 Esdras | Chapter 10 | Verse 41] The woman who appeared unto thee a little while ago, whom thou sawest mourning, and begannest to comfort her:
[ASV | EN | OT | 2 Esdras | Chapter 10 | Verse 42] but now seest thou the likeness of the woman no more, but there appeared unto thee a city in building:
[ASV | EN | OT | 2 Esdras | Chapter 10 | Verse 43] and whereas she told thee of the death of her son, this is the solution:
[ASV | EN | OT | 2 Esdras | Chapter 10 | Verse 44] This woman, whom thou sawest, is Zion, whom thou now seest as a city built;
[ASV | EN | OT | 2 Esdras | Chapter 10 | Verse 45] and whereas she said unto thee, that she hath been thirty years barren, it is, because there were three thousand years in the world wherein there was no offering as yet offered in her.
[ASV | EN | OT | 2 Esdras | Chapter 10 | Verse 46] And it came to pass after three thousand years that Solomon built the city, and offered offerings: then it was that the barren bare a son.
[ASV | EN | OT | 2 Esdras | Chapter 10 | Verse 47] And whereas she told thee that she nourished him with travail: that was the dwelling in Jerusalem.
[ASV | EN | OT | 2 Esdras | Chapter 10 | Verse 48] And whereas she said unto thee, My son coming into his marriage chamber died, and that misfortune befell her: this was the destruction that came to Jerusalem.
[ASV | EN | OT | 2 Esdras | Chapter 10 | Verse 49] And, behold, thou sawest her likeness, how she mourned for her son, and thou begannest to comfort her for what hath befallen her; these were the things to be opened unto thee.
[ASV | EN | OT | 2 Esdras | Chapter 10 | Verse 50] For now the Most High, seeing that thou art grieved unfeignedly, and sufferest from thy whole heart for her, hath shown thee the brightness of her glory, and the comeliness of her beauty:
[ASV | EN | OT | 2 Esdras | Chapter 10 | Verse 51] and therefore I bade thee remain in the field where no house was built:
[ASV | EN | OT | 2 Esdras | Chapter 10 | Verse 52] for I knew that the Most High would show this unto thee.
[ASV | EN | OT | 2 Esdras | Chapter 10 | Verse 53] Therefore I commanded thee to come into the field, where no foundation of any building was.
[ASV | EN | OT | 2 Esdras | Chapter 10 | Verse 54] For in the place wherein the city of the Most High was to be shown, the work of no man’s building could stand.
[ASV | EN | OT | 2 Esdras | Chapter 10 | Verse 55] Therefore fear thou not, nor let thy heart be affrighted, but go thy way in, and see the beauty and greatness of the building, as much as thine eyes are able to see:
[ASV | EN | OT | 2 Esdras | Chapter 10 | Verse 56] and then shalt thou hear as much as thine ears may comprehend.
[ASV | EN | OT | 2 Esdras | Chapter 10 | Verse 57] For thou art blessed above many, and with the Most High art called by name, like as but few.
[ASV | EN | OT | 2 Esdras | Chapter 10 | Verse 58] But tomorrow at night thou shalt remain here;
[ASV | EN | OT | 2 Esdras | Chapter 10 | Verse 59] and so shall the Most High show thee those visions in dreams, of what the Most High will do unto them that dwell upon earth in the last days. So I slept that night and another, like as he commanded me.
