[YLT | EN | OT | Psalms | Chapter 104 | Verse 1] Bless, O my soul, Jehovah! Jehovah, my God, Thou hast been very great, Honour and majesty Thou hast put on.
[YLT | EN | OT | Psalms | Chapter 104 | Verse 2] Covering himself [with] light as a garment, Stretching out the heavens as a curtain,
[YLT | EN | OT | Psalms | Chapter 104 | Verse 3] Who is laying the beam of His upper chambers in the waters, Who is making thick clouds His chariot, Who is walking on wings of wind,
[YLT | EN | OT | Psalms | Chapter 104 | Verse 4] Making His messengers — the winds, His ministers — the flaming fire.
[YLT | EN | OT | Psalms | Chapter 104 | Verse 5] He hath founded earth on its bases, It is not moved to the age and for ever.
[YLT | EN | OT | Psalms | Chapter 104 | Verse 6] The abyss! as with clothing Thou hast covered it, Above hills do waters stand.
[YLT | EN | OT | Psalms | Chapter 104 | Verse 7] From Thy rebuke they flee, From the voice of Thy thunder haste away.
[YLT | EN | OT | Psalms | Chapter 104 | Verse 8] They go up hills — they go down valleys, Unto a place Thou hast founded for them.
[YLT | EN | OT | Psalms | Chapter 104 | Verse 9] A border Thou hast set, they pass not over, They turn not back to cover the earth.
[YLT | EN | OT | Psalms | Chapter 104 | Verse 10] Who is sending forth fountains in valleys, Between hills they go on.
[YLT | EN | OT | Psalms | Chapter 104 | Verse 11] They water every beast of the field, Wild asses break their thirst.
[YLT | EN | OT | Psalms | Chapter 104 | Verse 12] By them the fowl of the heavens doth dwell, From between the branches They give forth the voice.
[YLT | EN | OT | Psalms | Chapter 104 | Verse 13] Watering hills from His upper chambers, From the fruit of Thy works is the earth satisfied.
[YLT | EN | OT | Psalms | Chapter 104 | Verse 14] Causing grass to spring up for cattle, And herb for the service of man, To bring forth bread from the earth,
[YLT | EN | OT | Psalms | Chapter 104 | Verse 15] And wine — it rejoiceth the heart of man, To cause the face to shine from oil, And bread — the heart of man it supporteth.
[YLT | EN | OT | Psalms | Chapter 104 | Verse 16] Satisfied [are] the trees of Jehovah, Cedars of Lebanon that He hath planted,
[YLT | EN | OT | Psalms | Chapter 104 | Verse 17] Where birds do make nests, The stork — the firs [are] her house.
[YLT | EN | OT | Psalms | Chapter 104 | Verse 18] The high hills [are] for wild goats, Rocks [are] a refuge for conies,
[YLT | EN | OT | Psalms | Chapter 104 | Verse 19] He made the moon for seasons, The sun hath known his place of entrance.
[YLT | EN | OT | Psalms | Chapter 104 | Verse 20] Thou settest darkness, and it is night, In it doth every beast of the forest creep.
[YLT | EN | OT | Psalms | Chapter 104 | Verse 21] The young lions are roaring for prey, And to seek from God their food.
[YLT | EN | OT | Psalms | Chapter 104 | Verse 22] The sun riseth, they are gathered, And in their dens they crouch.
[YLT | EN | OT | Psalms | Chapter 104 | Verse 23] Man goeth forth to his work, And to his service — till evening.
[YLT | EN | OT | Psalms | Chapter 104 | Verse 24] How many have been Thy works, O Jehovah, All of them in wisdom Thou hast made, Full is the earth of thy possessions.
[YLT | EN | OT | Psalms | Chapter 104 | Verse 25] This, the sea, great and broad of sides, There [are] moving things — innumerable, Living creatures — small with great.
[YLT | EN | OT | Psalms | Chapter 104 | Verse 26] There do ships go: leviathan, That Thou hast formed to play in it.
[YLT | EN | OT | Psalms | Chapter 104 | Verse 27] All of them unto Thee do look, To give their food in its season.
[YLT | EN | OT | Psalms | Chapter 104 | Verse 28] Thou dost give to them — they gather, Thou dost open Thy hand — they [are] satisfied [with] good.
[YLT | EN | OT | Psalms | Chapter 104 | Verse 29] Thou hidest Thy face — they are troubled, Thou gatherest their spirit — they expire, And unto their dust they turn back.
[YLT | EN | OT | Psalms | Chapter 104 | Verse 30] Thou sendest out Thy Spirit, they are created, And Thou renewest the face of the ground.
[YLT | EN | OT | Psalms | Chapter 104 | Verse 31] The honour of Jehovah is to the age, Jehovah rejoiceth in His works,
[YLT | EN | OT | Psalms | Chapter 104 | Verse 32] Who is looking to earth, and it trembleth, He cometh against hills, and they smoke.
[YLT | EN | OT | Psalms | Chapter 104 | Verse 33] I sing to Jehovah during my life, I sing praise to my God while I exist.
[YLT | EN | OT | Psalms | Chapter 104 | Verse 34] Sweet is my meditation on Him, I — I do rejoice in Jehovah.
[YLT | EN | OT | Psalms | Chapter 104 | Verse 35] Consumed are sinners from the earth, And the wicked are no more. Bless, O my soul, Jehovah. Praise ye Jehovah!
