[YLT | EN | OT | Psalms | Chapter 109 | Verse 1] To the Overseer. — A Psalm of David. O God of my praise, be not silent,
[YLT | EN | OT | Psalms | Chapter 109 | Verse 2] For the mouth of wickedness, and the mouth of deceit, Against me they have opened, They have spoken with me — A tongue of falsehood, and words of hatred!
[YLT | EN | OT | Psalms | Chapter 109 | Verse 3] They have compassed me about, And they fight me without cause.
[YLT | EN | OT | Psalms | Chapter 109 | Verse 4] For my love they oppose me, and I — prayer!
[YLT | EN | OT | Psalms | Chapter 109 | Verse 5] And they set against me evil for good, And hatred for my love.
[YLT | EN | OT | Psalms | Chapter 109 | Verse 6] Appoint Thou over him the wicked, And an adversary standeth at his right hand.
[YLT | EN | OT | Psalms | Chapter 109 | Verse 7] In his being judged, he goeth forth wicked, And his prayer is for sin.
[YLT | EN | OT | Psalms | Chapter 109 | Verse 8] His days are few, his oversight another taketh,
[YLT | EN | OT | Psalms | Chapter 109 | Verse 9] His sons are fatherless, and his wife a widow.
[YLT | EN | OT | Psalms | Chapter 109 | Verse 10] And wander continually do his sons, Yea, they have begged, And have sought out of their dry places.
[YLT | EN | OT | Psalms | Chapter 109 | Verse 11] An exactor layeth a snare for all that he hath, And strangers spoil his labour.
[YLT | EN | OT | Psalms | Chapter 109 | Verse 12] He hath none to extend kindness, Nor is there one showing favour to his orphans.
[YLT | EN | OT | Psalms | Chapter 109 | Verse 13] His posterity is for cutting off, In another generation is their name blotted out.
[YLT | EN | OT | Psalms | Chapter 109 | Verse 14] The iniquity of his fathers Is remembered unto Jehovah, And the sin of his mother is not blotted out.
[YLT | EN | OT | Psalms | Chapter 109 | Verse 15] They are before Jehovah continually, And He cutteth off from earth their memorial.
[YLT | EN | OT | Psalms | Chapter 109 | Verse 16] Because that he hath not remembered to do kindness, And pursueth the poor man and needy, And the smitten of heart — to slay,
[YLT | EN | OT | Psalms | Chapter 109 | Verse 17] And he loveth reviling, and it meeteth him, And he hath not delighted in blessing, And it is far from him.
[YLT | EN | OT | Psalms | Chapter 109 | Verse 18] And he putteth on reviling as his robe, And it cometh in as water into his midst, And as oil into his bones.
[YLT | EN | OT | Psalms | Chapter 109 | Verse 19] It is to him as apparel — he covereth himself, And for a continual girdle he girdeth it on.
[YLT | EN | OT | Psalms | Chapter 109 | Verse 20] This [is] the wage of mine accusers from Jehovah, And of those speaking evil against my soul.
[YLT | EN | OT | Psalms | Chapter 109 | Verse 21] And Thou, O Jehovah Lord, Deal with me for Thy name's sake, Because Thy kindness [is] good, deliver me.
[YLT | EN | OT | Psalms | Chapter 109 | Verse 22] For I [am] poor and needy, And my heart hath been pierced in my midst.
[YLT | EN | OT | Psalms | Chapter 109 | Verse 23] As a shadow when it is stretched out I have gone, I have been driven away as a locust.
[YLT | EN | OT | Psalms | Chapter 109 | Verse 24] My knees have been feeble from fasting, And my flesh hath failed of fatness.
[YLT | EN | OT | Psalms | Chapter 109 | Verse 25] And I — I have been a reproach to them, They see me, they shake their head.
[YLT | EN | OT | Psalms | Chapter 109 | Verse 26] Help me, O Jehovah my God, Save me, according to Thy kindness.
[YLT | EN | OT | Psalms | Chapter 109 | Verse 27] And they know that this [is] Thy hand, Thou, O Jehovah, Thou hast done it.
[YLT | EN | OT | Psalms | Chapter 109 | Verse 28] They revile, and Thou dost bless, They have risen, and are ashamed, And Thy servant doth rejoice.
[YLT | EN | OT | Psalms | Chapter 109 | Verse 29] Mine accusers put on blushing, and are covered, As an upper robe [is] their shame.
[YLT | EN | OT | Psalms | Chapter 109 | Verse 30] I thank Jehovah greatly with my mouth, And in the midst of many I praise Him,
[YLT | EN | OT | Psalms | Chapter 109 | Verse 31] For He standeth at the right hand of the needy, To save from those judging his soul.
