[IRV | GU | OT | 1 Chronicles | Chapter 6 | Verse 1] લેવીના દીકરાઓ: ગેર્શોન, કહાથ તથા મરારી.
[IRV | GU | OT | 1 Chronicles | Chapter 6 | Verse 2] કહાથના દીકરાઓ: આમ્રામ, યિસ્હાર, હેબ્રોન તથા ઉઝિયેલ.
[IRV | GU | OT | 1 Chronicles | Chapter 6 | Verse 3] આમ્રામના દીકરાઓ: હારુન, મૂસા તથા દીકરી મરિયમ. હારુનના દીકરાઓ: નાદાબ, અબીહૂ, એલાઝાર તથા ઈથામાર.
[IRV | GU | OT | 1 Chronicles | Chapter 6 | Verse 4] એલાઝારનો દીકરો ફીનહાસ. ફીનહાસનો દીકરો અબીશૂઆ.
[IRV | GU | OT | 1 Chronicles | Chapter 6 | Verse 5] અબીશૂઆનો દીકરો બુક્કી. બુક્કીનો દીકરો ઉઝઝી.
[IRV | GU | OT | 1 Chronicles | Chapter 6 | Verse 6] ઉઝઝીનો દીકરો ઝરાહયા. ઝરાહયાનો દીકરો મરાયોથ.
[IRV | GU | OT | 1 Chronicles | Chapter 6 | Verse 7] મરાયોથનો દીકરો અમાર્યા. અમાર્યાનો દીકરો અહિટૂબ.
[IRV | GU | OT | 1 Chronicles | Chapter 6 | Verse 8] અહિટૂબનો દીકરો સાદોક. સાદોકનો દીકરો અહિમાઆસ.
[IRV | GU | OT | 1 Chronicles | Chapter 6 | Verse 9] અહિમાઆસનો દીકરો અઝાર્યા. અઝાર્યાનો દીકરો યોહાનાન.
[IRV | GU | OT | 1 Chronicles | Chapter 6 | Verse 10] યોહાનાનનો દીકરો અઝાર્યા. સુલેમાને યરુશાલેમમાં જે ભક્તિસ્થાન બાંધ્યું તેમા જે સેવા કરતો હતો તે એ જ છે.
[IRV | GU | OT | 1 Chronicles | Chapter 6 | Verse 11] અઝાર્યાનો દીકરો અમાર્યા. અને અમાર્યાનો દીકરો અહિટૂબ.
[IRV | GU | OT | 1 Chronicles | Chapter 6 | Verse 12] અહિટૂબનો દીકરો સાદોક. સાદોકનો દીકરો શાલ્લુમ.
[IRV | GU | OT | 1 Chronicles | Chapter 6 | Verse 13] શાલ્લુમનો દીકરો હિલ્કિયા. હિલ્કિયાનો દીકરો અઝાર્યા.
[IRV | GU | OT | 1 Chronicles | Chapter 6 | Verse 14] અઝાર્યાનો દીકરો સરાયા. સરાયાનો દીકરો યહોસાદાક.
[IRV | GU | OT | 1 Chronicles | Chapter 6 | Verse 15] જયારે ઈશ્વરે નબૂખાદનેસ્સાર મારફતે યહૂદિયા અને યરુશાલેમના લોકોને બંદીવાન બનાવ્યાં હતા ત્યારે યહોસાદાકને બંદીવાસમાં લઈ જવામાં આવ્યો હતો.
[IRV | GU | OT | 1 Chronicles | Chapter 6 | Verse 16] લેવીના દીકરાઓ: ગેર્શોન, કહાથ તથા મરારી.
[IRV | GU | OT | 1 Chronicles | Chapter 6 | Verse 17] ગેર્શોમના દીકરાઓ: લિબ્ની તથા શિમઈ.
[IRV | GU | OT | 1 Chronicles | Chapter 6 | Verse 18] કહાથના દીકરાઓ: આમ્રામ, યિસ્હાર, હેબ્રોન અને ઉઝિયેલ.
[IRV | GU | OT | 1 Chronicles | Chapter 6 | Verse 19] મરારીના દીકરાઓ: માહલી તથા મુશી. આ લેવીઓનાં કુળો તેમના પિતાના કુટુંબો પ્રમાણે:
[IRV | GU | OT | 1 Chronicles | Chapter 6 | Verse 20] ગેર્શોમનો દીકરો: લિબ્ની. લિબ્નીનો દીકરો યાહાથ, તેનો દીકરો ઝિમ્મા.
[IRV | GU | OT | 1 Chronicles | Chapter 6 | Verse 21] તેનો દીકરો યોઆહ, તેનો દીકરો ઇદ્દો, તેનો દીકરો ઝેરાહ, તેનો દીકરો યેઆથરાય.
[IRV | GU | OT | 1 Chronicles | Chapter 6 | Verse 22] કહાથના વંશજો: તેનો દીકરો આમ્મીનાદાબ, તેનો દીકરો કોરા, તેનો દીકરો આસ્સીર,
[IRV | GU | OT | 1 Chronicles | Chapter 6 | Verse 23] તેનો દીકરો એલ્કાના, તેનો દીકરો એબ્યાસાફ, તેનો દીકરો આસ્સીર,
[IRV | GU | OT | 1 Chronicles | Chapter 6 | Verse 24] તેનો દીકરો તાહાથ, તેનો દીકરો ઉરીએલ, તેનો દીકરો ઉઝિયા, તેનો દીકરો શાઉલ.
[IRV | GU | OT | 1 Chronicles | Chapter 6 | Verse 25] એલ્કાનાના દીકરાઓ: અમાસાય તથા અહિમોથ.
[IRV | GU | OT | 1 Chronicles | Chapter 6 | Verse 26] એલ્કાનાનો બીજો દીકરો સોફાય, તેનો દીકરો નાહાથ.
[IRV | GU | OT | 1 Chronicles | Chapter 6 | Verse 27] તેનો દીકરો અલિયાબ, તેનો દીકરો યરોહામ, તેનો દીકરો એલ્કાના.
[IRV | GU | OT | 1 Chronicles | Chapter 6 | Verse 28] શમુએલના દીકરાઓ: જયેષ્ઠપુત્ર યોએલ તથા બીજો અબિયા.
[IRV | GU | OT | 1 Chronicles | Chapter 6 | Verse 29] મરારીનો દીકરો માહલી, તેનો દીકરો લિબ્ની, તેનો દીકરો શિમઈ તથા તેનો દીકરો ઉઝઝા.
[IRV | GU | OT | 1 Chronicles | Chapter 6 | Verse 30] તેનો દીકરો શિમા, તેનો દીકરો હાગ્ગિયા, તેનો દીકરો અસાયા.
[IRV | GU | OT | 1 Chronicles | Chapter 6 | Verse 31] કરારકોશને લાવીને એક જગ્યાએ પ્રસ્થાપિત કર્યા પછી ઈશ્વરના ભક્તિસ્થાનમાં દાઉદ રાજાએ ઈશ્વરની સ્તુતિ કરવા માટે સંગીતકારો પર આગેવાનો નીમ્યા.
[IRV | GU | OT | 1 Chronicles | Chapter 6 | Verse 32] જ્યાં સુધી સુલેમાને ઈશ્વરનું ભક્તિસ્થાન યરુશાલેમમાં બાંધ્યું નહોતું, ત્યાં સુધી તેઓ ગાયન કરીને મુલાકાતમંડપના તંબુ આગળ સેવા કરતા હતા. તેઓ તેમને આપેલા કામના ક્રમ પ્રમાણે સેવા માટે હાજર રહેતા હતા.
[IRV | GU | OT | 1 Chronicles | Chapter 6 | Verse 33] જેઓ સેવા કરતા હતા તેઓ તથા તેઓના દીકરાઓ: કહાથીઓના કુટુંબનો ગાયક હેમાન, હેમાન યોએલનો દીકરો, યોએલ શમુએલનો દીકરો,
[IRV | GU | OT | 1 Chronicles | Chapter 6 | Verse 34] શમુએલ એલ્કાનાનો દીકરો, એલ્કાના યરોહામનો દીકરો, યરોહામ અલિયેલનો દીકરો, અલિયેલ તોઆનો દીકરો હતો.
[IRV | GU | OT | 1 Chronicles | Chapter 6 | Verse 35] તોઆ સૂફનો દીકરો, સૂફ એલ્કાનાનો દીકરો, એલ્કાના માહાથનો દીકરો, માહાથ અમાસાયનો દીકરો,
[IRV | GU | OT | 1 Chronicles | Chapter 6 | Verse 36] અમાસાય એલ્કાનાનો દીકરો, એલ્કાના યોએલનો દીકરો, યોએલ અઝાર્યાનો દીકરો, અઝાર્યા સફાન્યાનો દીકરો,
[IRV | GU | OT | 1 Chronicles | Chapter 6 | Verse 37] સફાન્યા તાહાથનો દીકરો, તાહાથ આસ્સીરનો દીકરો, આસ્સીર એબ્યાસાફનો દીકરો, એબ્યાસાફ કોરાનો દીકરો,
[IRV | GU | OT | 1 Chronicles | Chapter 6 | Verse 38] કોરા યિસ્હારનો દીકરો, યિસ્હાર કહાથનો દીકરો, કહાથ લેવીનો દીકરો, લેવી ઇઝરાયલનો દીકરો.
[IRV | GU | OT | 1 Chronicles | Chapter 6 | Verse 39] હેમાનનો સાથીદાર આસાફ, જે તેને જમણે હાથે ઊભો રહેતો હતો. આસાફ બેરેખ્યાનો દીકરો, બેરેખ્યા શિમઆનો દીકરો.
[IRV | GU | OT | 1 Chronicles | Chapter 6 | Verse 40] શિમઆ મિખાએલનો દીકરો, મિખાએલ બાસેયાનો દીકરો, બાસેયા માલ્કિયાનો દીકરો.
[IRV | GU | OT | 1 Chronicles | Chapter 6 | Verse 41] માલ્કિયા એથ્નીનો દીકરો, એથ્ની ઝેરાનો દીકરો, ઝેરા અદાયાનો દીકરો.
[IRV | GU | OT | 1 Chronicles | Chapter 6 | Verse 42] અદાયા એથાનનો દીકરો, એથાન ઝિમ્માનો દીકરો, ઝિમ્મા શિમઈનો દીકરો.
[IRV | GU | OT | 1 Chronicles | Chapter 6 | Verse 43] શિમઈ યાહાથનો દીકરો, યાહાથ ગેર્શોમનો દીકરો, ગેર્શોમ લેવીનો દીકરો.
[IRV | GU | OT | 1 Chronicles | Chapter 6 | Verse 44] હેમાનના ડાબા હાથે તેના સાથીદાર મરારીના દીકરાઓ હતા. તેઓમાં કીશીનો દીકરો એથાન. કીશી આબ્દીનો દીકરો, આબ્દી માલ્લૂખનો દીકરો.
[IRV | GU | OT | 1 Chronicles | Chapter 6 | Verse 45] માલ્લૂખ હશાબ્યાનો દીકરો, હશાબ્યા અમાસ્યાનો દીકરો, અમાસ્યા હિલ્કિયાનો દીકરો.
[IRV | GU | OT | 1 Chronicles | Chapter 6 | Verse 46] હિલ્કિયા આમ્સીનો દીકરો, આમ્સી બાનીનો દીકરો, બાની શેમેરનો દીકરો,
[IRV | GU | OT | 1 Chronicles | Chapter 6 | Verse 47] શેમેર માહલીનો દીકરો, માહલી મૂશીનો દીકરો, મુશી મરારીનો દીકરો, મરારી લેવીનો દીકરો.
[IRV | GU | OT | 1 Chronicles | Chapter 6 | Verse 48] તેઓના લેવી સાથીઓ ઈશ્વરના મંડપની તમામ સેવાને માટે નિમાયેલા હતા.
