[IRV | GU | OT | 1 Chronicles | Chapter 2 | Verse 1] ઇઝરાયલના દીકરાઓ: રુબેન, શિમયોન, લેવી, યહૂદા, ઇસ્સાખાર, ઝબુલોન,
[IRV | GU | OT | 1 Chronicles | Chapter 2 | Verse 2] દાન, યૂસફ, બિન્યામીન, નફતાલી, ગાદ તથા આશેર.
[IRV | GU | OT | 1 Chronicles | Chapter 2 | Verse 3] યહૂદાના દીકરાઓ: એર, ઓનાન તથા શેલા. તેઓ કનાની બાથ-શૂઆથી જન્મ્યા હતા. યહૂદાનો જયેષ્ઠ દીકરો એર ઈશ્વરની દ્રષ્ટિમાં દુર્જન હતો. ઈશ્વરે તેને મારી નાખ્યો.
[IRV | GU | OT | 1 Chronicles | Chapter 2 | Verse 4] યહૂદાના દીકરા: પેરેસ અને ઝેરાહ. આ દીકરાઓ તેની વિધવા પુત્રવધૂ તામાર સાથેના તેના સંબંધથી જન્મ્યા હતા. આમ યહૂદાને પાંચ દીકરાઓ હતા.
[IRV | GU | OT | 1 Chronicles | Chapter 2 | Verse 5] પેરેસના દીકરાઓ: હેસ્રોન તથા હામૂલ.
[IRV | GU | OT | 1 Chronicles | Chapter 2 | Verse 6] ઝેરાહના દીકરાઓ: ઝિમ્રી, એથાન, હેમાન, કાલ્કોલ તથા દારા. તેઓ બધા મળીને કુલ પાંચ હતા.
[IRV | GU | OT | 1 Chronicles | Chapter 2 | Verse 7] કાર્મીનો દીકરો: આખાન તે પ્રભુને સમર્પિત વસ્તુ બાબતે ઉલ્લંઘન કરીને ઇઝરાયલ પર સંકટ લાવનાર હતો.
[IRV | GU | OT | 1 Chronicles | Chapter 2 | Verse 8] એથાનનો દીકરો: અઝાર્યા.
[IRV | GU | OT | 1 Chronicles | Chapter 2 | Verse 9] હેસ્રોનના પુત્રો: યરાહમેલ, રામ તથા કલૂબાય.
[IRV | GU | OT | 1 Chronicles | Chapter 2 | Verse 10] રામનો દીકરો આમ્મીનાદાબ, આમ્મીનાદાબનો દીકરો નાહશોન. તે યહૂદાના વંશજોનો આગેવાન થયો.
[IRV | GU | OT | 1 Chronicles | Chapter 2 | Verse 11] નાહશોનનો દીકરો સાલ્મા અને સાલ્માનો દીકરો બોઆઝ.
[IRV | GU | OT | 1 Chronicles | Chapter 2 | Verse 12] બોઆઝનો દીકરો ઓબેદ અને ઓબેદનો દીકરો યિશાઈ.
[IRV | GU | OT | 1 Chronicles | Chapter 2 | Verse 13] યિશાઈનો જયેષ્ઠ દીકરો અલિયાબ, બીજો અબીનાદાબ, ત્રીજો શીમઆ,
[IRV | GU | OT | 1 Chronicles | Chapter 2 | Verse 14] ચોથો નથાનએલ, પાંચમો રાદાય,
[IRV | GU | OT | 1 Chronicles | Chapter 2 | Verse 15] છઠ્ઠો ઓસેમ તથા સાતમો દીકરો દાઉદ.
[IRV | GU | OT | 1 Chronicles | Chapter 2 | Verse 16] તેઓની બહેનો સરુયા તથા અબિગાઈલ. સરુયાના ત્રણ દીકરાઓ: અબિશાય, યોઆબ તથા અસાહેલ.
[IRV | GU | OT | 1 Chronicles | Chapter 2 | Verse 17] અબિગાઈલે અમાસાને જન્મ આપ્યો અને અમાસાનો પિતા ઇશ્માએલી યેથેર હતો.
[IRV | GU | OT | 1 Chronicles | Chapter 2 | Verse 18] હેસ્રોનનો દીકરો કાલેબ: તેની પત્ની અઝૂબાહ તથા તેની દીકરી યરીઓથ. યરીઓથના દીકરાઓ: યેશેર, શોબાબ તથા આર્દોન.
[IRV | GU | OT | 1 Chronicles | Chapter 2 | Verse 19] અઝૂબાહ મરણ પામી, ત્યારે કાલેબે એફ્રાથની સાથે લગ્ન કર્યું, તેણે હૂરને જન્મ આપ્યો.
[IRV | GU | OT | 1 Chronicles | Chapter 2 | Verse 20] હૂરનો દીકરો ઉરી અને ઉરીનો દીકરો બસાલેલ.
[IRV | GU | OT | 1 Chronicles | Chapter 2 | Verse 21] ત્યાર બાદ, હેસ્રોન સાઠ વર્ષનો હતો ત્યારે તેણે ગિલ્યાદના પિતા માખીરની દીકરી સાથે લગ્ન કર્યું. તેણે સગુબને જન્મ આપ્યો.
[IRV | GU | OT | 1 Chronicles | Chapter 2 | Verse 22] સગુબનો દીકરો યાઈર, તેણે ગિલ્યાદના ત્રેવીસ નગરોને પોતાના નિયંત્રણમાં રાખ્યાં હતાં.
[IRV | GU | OT | 1 Chronicles | Chapter 2 | Verse 23] ગશૂર અને અરામના લોકોએ યાઈર અને કનાથનાં નગરો પોતાને તાબે કર્યા. બધાં મળીને સાઠ નગરો પડાવી લીધાં. ત્યાંના રહેવાસીઓ ગિલ્યાદના પિતા માખીરના વંશજો હતા.
[IRV | GU | OT | 1 Chronicles | Chapter 2 | Verse 24] હેસ્રોનના મરણ પછી કાલેબ તેના પિતા હેસ્રોનની પત્ની એફ્રાથા સાથે સૂઈ ગયો. તેનાથી તેણીએ તકોઆના પિતા આશ્હૂરને જન્મ આપ્યો.
[IRV | GU | OT | 1 Chronicles | Chapter 2 | Verse 25] હેસ્રોનના જ્યેષ્ઠ દીકરા યરાહમેલના દીકરાઓ આ હતા: જ્યેષ્ઠ દીકરો રામ પછી બૂના, ઓરેન, ઓસેમ તથા અહિયા.
[IRV | GU | OT | 1 Chronicles | Chapter 2 | Verse 26] યરાહમેલની બીજી પત્નીનું નામ અટારા હતું. તે ઓનામની માતા હતી.
[IRV | GU | OT | 1 Chronicles | Chapter 2 | Verse 27] યરાહમેલના જ્યેષ્ઠ દીકરા રામના દીકરાઓ: માસ, યામીન તથા એકેર.
[IRV | GU | OT | 1 Chronicles | Chapter 2 | Verse 28] ઓનામના દીકરાઓ: શામ્માય તથા યાદા. શામ્માયના દીકરાઓ: નાદાબ તથા અબિશુર.
[IRV | GU | OT | 1 Chronicles | Chapter 2 | Verse 29] અબિશુરની પત્નીનું નામ અબિહાઈલ. તેણે આહબાન અને મોલીદને જન્મ આપ્યો.
[IRV | GU | OT | 1 Chronicles | Chapter 2 | Verse 30] નાદાબના દીકરાઓ: સેલેદ તથા આપ્પાઈમ. સેલેદ નિ:સંતાન મૃત્યુ પામ્યો.
[IRV | GU | OT | 1 Chronicles | Chapter 2 | Verse 31] આપ્પાઈમનો દીકરો યીશી, ઈશીનો દીકરો શેશાન, શેશાનનો દીકરો આહલાય.
[IRV | GU | OT | 1 Chronicles | Chapter 2 | Verse 32] શામ્માયના ભાઈ યાદાના દીકરાઓ: યેથેર તથા યોનાથાન. યેથેર નિ:સંતાન મૃત્યુ પામ્યો.
[IRV | GU | OT | 1 Chronicles | Chapter 2 | Verse 33] યોનાથાનના દીકરાઓ: પેલેથ તથા ઝાઝા. આ બધા યરાહમેલના વંશજો હતા.
[IRV | GU | OT | 1 Chronicles | Chapter 2 | Verse 34] શેશાનને દીકરાઓ ન હતા પણ ફક્ત દીકરીઓ જ હતી. શેશાનને એક મિસરી ચાકર હતો, જેનું નામ યાર્હા હતું.
[IRV | GU | OT | 1 Chronicles | Chapter 2 | Verse 35] શેશાને પોતાની દીકરીનું લગ્ન તેના ચાકર યાર્હા સાથે કરાવ્યું. તેણે આત્તાયને જન્મ આપ્યો.
[IRV | GU | OT | 1 Chronicles | Chapter 2 | Verse 36] આત્તાયનો દીકરો નાથાન, નાથાનનો દીકરો ઝાબાદ.
[IRV | GU | OT | 1 Chronicles | Chapter 2 | Verse 37] ઝાબાદનો દીકરો એફલાલ, એફલાલનો દીકરો ઓબેદ.
[IRV | GU | OT | 1 Chronicles | Chapter 2 | Verse 38] ઓબેદનો દીકરો યેહૂ, યેહૂનો દીકરો અઝાર્યા.
[IRV | GU | OT | 1 Chronicles | Chapter 2 | Verse 39] અઝાર્યાનો દીકરો હેલેસ, હેલેસનો દીકરો એલાસા.
[IRV | GU | OT | 1 Chronicles | Chapter 2 | Verse 40] એલાસાનો દીકરો સિસ્માય, સિસ્માયનો દીકરો શાલ્લુમ.
[IRV | GU | OT | 1 Chronicles | Chapter 2 | Verse 41] શાલ્લુમનો દીકરો યકામ્યા, યકામ્યાનો દીકરો અલિશામા.
[IRV | GU | OT | 1 Chronicles | Chapter 2 | Verse 42] યરાહમેલના ભાઈ કાલેબના દીકરાઓ: જયેષ્ઠ દીકરો મેશા, મેશાનો દીકરો ઝીફ. કાલેબનો બીજો દીકરો મારેશા, તેનો દીકરો હેબ્રોન.
[IRV | GU | OT | 1 Chronicles | Chapter 2 | Verse 43] હેબ્રોનના દીકરાઓ: કોરા, તાપ્પુઆ, રેકેમ તથા શેમા.
[IRV | GU | OT | 1 Chronicles | Chapter 2 | Verse 44] શેમાનો દીકરો રાહામ, રાહામનો દીકરો યોર્કામ, રેકેમનો દીકરો શામ્માય.
[IRV | GU | OT | 1 Chronicles | Chapter 2 | Verse 45] શામ્માયનો દીકરો માઓન, માઓનનો દીકરો બેથ-સૂર.
