[WEBSTER | EN | NT | Mark | Chapter 13 | Verse 1] And as he was going out of the temple, one of his disciples saith to him, Master, see what manner of stones, and what buildings are here !
[WEBSTER | EN | NT | Mark | Chapter 13 | Verse 2] And Jesus answering said to him, Seest thou these great buildings? there shall not be left one stone upon another, that shall not be thrown down.
[WEBSTER | EN | NT | Mark | Chapter 13 | Verse 3] And as he sat upon the mount of Olives, over against the temple, Peter, and James, and John, and Andrew, asked him privately,
[WEBSTER | EN | NT | Mark | Chapter 13 | Verse 4] Tell us, when will these things be? and what will be the sign when all these things shall be fulfilled?
[WEBSTER | EN | NT | Mark | Chapter 13 | Verse 5] And Jesus answering them, began to say, Take heed lest any man deceive you:
[WEBSTER | EN | NT | Mark | Chapter 13 | Verse 6] For many will come in my name, saying, I am Christ ; and will deceive many.
[WEBSTER | EN | NT | Mark | Chapter 13 | Verse 7] And when ye shall hear of wars, and rumors of wars, be ye not troubled: for such things must needs be; but the end will not be yet.
[WEBSTER | EN | NT | Mark | Chapter 13 | Verse 8] For nation will rise against nation, and kingdom against kingdom: and there will be earthquakes in divers places, and there will be famines, and troubles: these are the beginnings of sorrows.
[WEBSTER | EN | NT | Mark | Chapter 13 | Verse 9] But take heed to yourselves: for they will deliver you up to councils; and in the synagogues ye will be beaten: and ye will be brought before rulers and kings for my sake, for a testimony against them.
[WEBSTER | EN | NT | Mark | Chapter 13 | Verse 10] And the gospel must first be published among all nations.
[WEBSTER | EN | NT | Mark | Chapter 13 | Verse 11] But when they shall lead you , and deliver you up, be not anxious beforehand what ye shall speak, neither do ye premeditate: but whatever shall be given you in that hour, that speak ye: for it is not ye that speak, but the Holy Spirit.
[WEBSTER | EN | NT | Mark | Chapter 13 | Verse 12] Now the brother will betray the brother to death, and the father the son: and children will rise up against their parents, and will cause them to be put to death.
[WEBSTER | EN | NT | Mark | Chapter 13 | Verse 13] And ye will be hated by all men for my name's sake: but he that shall endure to the end, the same shall be saved.
[WEBSTER | EN | NT | Mark | Chapter 13 | Verse 14] But when ye shall see the abomination of desolation, spoken of by Daniel the prophet, standing where it ought not, (let him that readeth understand) then let them that are in Judea flee to the mountains:
[WEBSTER | EN | NT | Mark | Chapter 13 | Verse 15] And let him that is on the house-top not go down into the house, neither enter it , to take any thing out of his house:
[WEBSTER | EN | NT | Mark | Chapter 13 | Verse 16] And let him that is in the field not turn back again to take up his garment.
[WEBSTER | EN | NT | Mark | Chapter 13 | Verse 17] But woe to them that are with child, and to them that nurse infants in those days.
[WEBSTER | EN | NT | Mark | Chapter 13 | Verse 18] And pray ye that your flight be not in the winter.
[WEBSTER | EN | NT | Mark | Chapter 13 | Verse 19] For in those days shall be affliction, such as hath not been from the beginning of the creation which God created to this time, neither shall be.
[WEBSTER | EN | NT | Mark | Chapter 13 | Verse 20] And except the Lord had shortened those days, no flesh would be saved: but for the elect's sake, whom he hath chosen, he hath shortened the days.
[WEBSTER | EN | NT | Mark | Chapter 13 | Verse 21] And then, if any man shall say to you, Lo, here is Christ; or lo, he is there; believe him not.
[WEBSTER | EN | NT | Mark | Chapter 13 | Verse 22] For false Christs, and false prophets will rise, and will show signs and wonders, to seduce, if it were possible, even the elect.
[WEBSTER | EN | NT | Mark | Chapter 13 | Verse 23] But take ye heed: behold, I have foretold you all things.
[WEBSTER | EN | NT | Mark | Chapter 13 | Verse 24] But in those days, after that tribulation, the sun shall be darkened, and the moon shall not give her light,
[WEBSTER | EN | NT | Mark | Chapter 13 | Verse 25] And the stars of heaven shall fall, and the powers that are in heaven shall be shaken.
[WEBSTER | EN | NT | Mark | Chapter 13 | Verse 26] And then they shall see the Son of man coming in the clouds with great power and glory.
[WEBSTER | EN | NT | Mark | Chapter 13 | Verse 27] And then he will send his angels, and will assemble his elect from the four winds, from the uttermost part of the earth to the uttermost part of heaven.
[WEBSTER | EN | NT | Mark | Chapter 13 | Verse 28] Now learn a parable of the fig-tree: When its branch is yet tender, and putteth forth leaves, ye know that summer is near:
[WEBSTER | EN | NT | Mark | Chapter 13 | Verse 29] So ye in like manner, when ye shall see these things come to pass, know that it is nigh, even at the doors.
[WEBSTER | EN | NT | Mark | Chapter 13 | Verse 30] Verily I say to you, that this generation shall not pass, till all these things shall be done.
[WEBSTER | EN | NT | Mark | Chapter 13 | Verse 31] Heaven and earth shall pass away: but my words shall not pass away.
[WEBSTER | EN | NT | Mark | Chapter 13 | Verse 32] But of that day and that hour knoweth no man, no not the angels which are in heaven, neither the Son, but the Father.
[WEBSTER | EN | NT | Mark | Chapter 13 | Verse 33] Take ye heed, watch and pray: for ye know not when the time is.
[WEBSTER | EN | NT | Mark | Chapter 13 | Verse 34] For the son of man is as a man taking a long journey, who left his house, and gave authority to his servants, and to every man his work; and commanded the porter to watch.
[WEBSTER | EN | NT | Mark | Chapter 13 | Verse 35] Watch ye therefore: for ye know not when the master of the house cometh, at evening, or at midnight, or at the cock-crowing, or in the morning:
[WEBSTER | EN | NT | Mark | Chapter 13 | Verse 36] Lest coming suddenly, he should find you sleeping.
[WEBSTER | EN | NT | Mark | Chapter 13 | Verse 37] And what I say to you, I say to all, Watch.
