[DARBY | EN | OT | Job | Chapter 2 | Verse 1] And there was a day when the sons of God came to present themselves before Jehovah, and Satan also came among them to present himself before Jehovah.
[DARBY | EN | OT | Job | Chapter 2 | Verse 2] And Jehovah said to Satan, From whence comest thou? And Satan answered Jehovah and said, From going to and fro in the earth, and from walking up and down in it.
[DARBY | EN | OT | Job | Chapter 2 | Verse 3] And Jehovah said to Satan, Hast thou considered my servant Job, that there is none like him on the earth, a perfect and an upright man, one that feareth God and abstaineth from evil? and still he remaineth firm in his integrity, though thou movedst me against him, to swallow him up without cause.
[DARBY | EN | OT | Job | Chapter 2 | Verse 4] And Satan answered Jehovah and said, Skin for skin, yea, all that a man hath will he give for his life;
[DARBY | EN | OT | Job | Chapter 2 | Verse 5] but put forth thy hand now, and touch his bone and his flesh, [and see] if he will not curse thee to thy face!
[DARBY | EN | OT | Job | Chapter 2 | Verse 6] And Jehovah said to Satan, Behold, he is in thy hand; only spare his life.
[DARBY | EN | OT | Job | Chapter 2 | Verse 7] And Satan went forth from the presence of Jehovah; and he smote Job with a grievous botch from the sole of his foot unto his crown.
[DARBY | EN | OT | Job | Chapter 2 | Verse 8] And he took a potsherd to scrape himself with; and he sat among the ashes.
[DARBY | EN | OT | Job | Chapter 2 | Verse 9] And his wife said to him, Dost thou still remain firm in thine integrity? curse God and die.
[DARBY | EN | OT | Job | Chapter 2 | Verse 10] But he said to her, Thou speakest as one of the foolish women speaketh. We have also received good from God, and should we not receive evil? In all this Job did not sin with his lips.
[DARBY | EN | OT | Job | Chapter 2 | Verse 11] And three friends of Job heard of all this evil that was come upon him. And they came each one from his place: Eliphaz the Temanite, and Bildad the Shuhite, and Zophar the Naamathite; and they made an appointment together to come to condole with him and to comfort him.
[DARBY | EN | OT | Job | Chapter 2 | Verse 12] And when they lifted up their eyes afar off, and knew him not, they lifted up their voice and wept. And they rent every one his mantle, and sprinkled dust upon their heads toward the heavens.
[DARBY | EN | OT | Job | Chapter 2 | Verse 13] And they sat down with him on the ground seven days and seven nights; and none spoke a word to him; for they saw that [his] anguish was very great.
