[DARBY | EN | OT | Job | Chapter 36 | Verse 1] And Elihu proceeded and said,
[DARBY | EN | OT | Job | Chapter 36 | Verse 2] Suffer me a little, and I will shew thee that I have yet words for God.
[DARBY | EN | OT | Job | Chapter 36 | Verse 3] I will fetch my knowledge from afar, and will ascribe righteousness to my Creator.
[DARBY | EN | OT | Job | Chapter 36 | Verse 4] For truly my words shall be no falsehood: one perfect in knowledge is with thee.
[DARBY | EN | OT | Job | Chapter 36 | Verse 5] Lo, God is mighty, but despiseth not [any]; mighty in strength of understanding:
[DARBY | EN | OT | Job | Chapter 36 | Verse 6] He saveth not the wicked alive; but he doeth justice to the afflicted.
[DARBY | EN | OT | Job | Chapter 36 | Verse 7] He withdraweth not his eyes from the righteous, but with kings on the throne doth he even set them for ever; and they are exalted.
[DARBY | EN | OT | Job | Chapter 36 | Verse 8] And if, bound in fetters, they be held in cords of affliction,
[DARBY | EN | OT | Job | Chapter 36 | Verse 9] Then he sheweth them their work, and their transgressions, because they have increased.
[DARBY | EN | OT | Job | Chapter 36 | Verse 10] And he openeth their ear to discipline, and commandeth that they return from iniquity.
[DARBY | EN | OT | Job | Chapter 36 | Verse 11] If they hearken and serve [him], they shall accomplish their days in prosperity, and their years in pleasures.
[DARBY | EN | OT | Job | Chapter 36 | Verse 12] But if they hearken not, they shall pass away by the sword, and expire without knowledge.
[DARBY | EN | OT | Job | Chapter 36 | Verse 13] But the godless in heart heap up anger; they cry not when he bindeth them:
[DARBY | EN | OT | Job | Chapter 36 | Verse 14] Their soul dieth in youth, and their life is among the unclean.
[DARBY | EN | OT | Job | Chapter 36 | Verse 15] But he delivereth the afflicted in his affliction, and openeth their ear in [their] oppression.
[DARBY | EN | OT | Job | Chapter 36 | Verse 16] Even so would he have allured thee out of the jaws of distress into a broad place, where there is no straitness; and the supply of thy table [would be] full of fatness.
[DARBY | EN | OT | Job | Chapter 36 | Verse 17] But thou art full of the judgments of the wicked: judgment and justice take hold [on thee].
[DARBY | EN | OT | Job | Chapter 36 | Verse 18] Because there is wrath, [beware] lest it take thee away through chastisement: then a great ransom could not avail thee.
[DARBY | EN | OT | Job | Chapter 36 | Verse 19] Will he esteem thy riches? Not gold, nor all the resources of strength!
[DARBY | EN | OT | Job | Chapter 36 | Verse 20] Desire not the night, when peoples are cut off from their place.
[DARBY | EN | OT | Job | Chapter 36 | Verse 21] Take heed, turn not to iniquity; for this hast thou chosen rather than affliction.
[DARBY | EN | OT | Job | Chapter 36 | Verse 22] Lo, God is exalted in his power: who teacheth as he?
[DARBY | EN | OT | Job | Chapter 36 | Verse 23] Who hath appointed him his way? or who hath said, Thou hast wrought unrighteousness?
[DARBY | EN | OT | Job | Chapter 36 | Verse 24] Remember that thou magnify his work, which men celebrate.
[DARBY | EN | OT | Job | Chapter 36 | Verse 25] All men look at it; man beholdeth [it] afar off.
[DARBY | EN | OT | Job | Chapter 36 | Verse 26] Lo, God is great, and we comprehend [him] not, neither can the number of his years be searched out.
[DARBY | EN | OT | Job | Chapter 36 | Verse 27] For he draweth up the drops of water: they distil in rain from the vapour which he formeth,
[DARBY | EN | OT | Job | Chapter 36 | Verse 28] Which the skies pour down [and] drop upon man abundantly.
[DARBY | EN | OT | Job | Chapter 36 | Verse 29] But can any understand the spreadings of the clouds, [or] the crashing of his pavilion?
[DARBY | EN | OT | Job | Chapter 36 | Verse 30] Lo, he spreadeth his light around him, and covereth the bottom of the sea.
[DARBY | EN | OT | Job | Chapter 36 | Verse 31] For with them he judgeth the peoples; he giveth food in abundance.
[DARBY | EN | OT | Job | Chapter 36 | Verse 32] [His] hands he covereth with lightning, and commandeth it where it is to strike.
[DARBY | EN | OT | Job | Chapter 36 | Verse 33] His thundering declareth concerning him; the cattle even, concerning its coming.
