[DARBY | EN | OT | Job | Chapter 31 | Verse 1] I made a covenant with mine eyes; and how should I fix my regard upon a maid?
[DARBY | EN | OT | Job | Chapter 31 | Verse 2] For what would have been [my] portion of God from above, and what the heritage of the Almighty from on high?
[DARBY | EN | OT | Job | Chapter 31 | Verse 3] Is not calamity for the unrighteous? and misfortune for the workers of iniquity?
[DARBY | EN | OT | Job | Chapter 31 | Verse 4] Doth not he see my ways, and number all my steps?
[DARBY | EN | OT | Job | Chapter 31 | Verse 5] If I have walked with falsehood, and my foot hath hasted to deceit,
[DARBY | EN | OT | Job | Chapter 31 | Verse 6] (Let me be weighed in an even balance, and God will take knowledge of my blamelessness;)
[DARBY | EN | OT | Job | Chapter 31 | Verse 7] If my step have turned out of the way, and my heart followed mine eyes, and if any blot cleaveth to my hands;
[DARBY | EN | OT | Job | Chapter 31 | Verse 8] Let me sow, and another eat; and let mine offspring be rooted out.
[DARBY | EN | OT | Job | Chapter 31 | Verse 9] If my heart have been enticed unto a woman, so that I laid wait at my neighbour's door,
[DARBY | EN | OT | Job | Chapter 31 | Verse 10] Let my wife grind for another, and let others bow down upon her.
[DARBY | EN | OT | Job | Chapter 31 | Verse 11] For this is an infamy; yea, it is an iniquity [to be judged by] the judges:
[DARBY | EN | OT | Job | Chapter 31 | Verse 12] For it is a fire that consumeth to destruction, and would root out all mine increase.
[DARBY | EN | OT | Job | Chapter 31 | Verse 13] If I have despised the cause of my bondman or of my bondmaid, when they contended with me,
[DARBY | EN | OT | Job | Chapter 31 | Verse 14] What then should I do when God riseth up? and if he visited, what should I answer him?
[DARBY | EN | OT | Job | Chapter 31 | Verse 15] Did not he that made me in the womb make him? and did not One fashion us in the womb?
[DARBY | EN | OT | Job | Chapter 31 | Verse 16] If I have withheld the poor from [their] desire, or caused the eyes of the widow to fail;
[DARBY | EN | OT | Job | Chapter 31 | Verse 17] Or have eaten my morsel alone, so that the fatherless ate not thereof,
[DARBY | EN | OT | Job | Chapter 31 | Verse 18] (For from my youth he grew up with me as with a father, and I have guided the [widow] from my mother's womb;)
[DARBY | EN | OT | Job | Chapter 31 | Verse 19] If I have seen any perishing for want of clothing, or any needy without covering;
[DARBY | EN | OT | Job | Chapter 31 | Verse 20] If his loins have not blessed me, and if he were not warmed with the fleece of my lambs;
[DARBY | EN | OT | Job | Chapter 31 | Verse 21] If I have lifted up my hand against an orphan, because I saw my help in the gate:
[DARBY | EN | OT | Job | Chapter 31 | Verse 22] [Then] let my shoulder fall from the shoulder-blade, and mine arm be broken from the bone!
[DARBY | EN | OT | Job | Chapter 31 | Verse 23] For calamity from God was a terror to me, and by reason of his excellency I was powerless.
[DARBY | EN | OT | Job | Chapter 31 | Verse 24] If I have made gold my hope, or said to the fine gold, My confidence!
[DARBY | EN | OT | Job | Chapter 31 | Verse 25] If I rejoiced because my wealth was great, and because my hand had gotten much;
[DARBY | EN | OT | Job | Chapter 31 | Verse 26] If I beheld the sun when it shone, or the moon walking in brightness,
[DARBY | EN | OT | Job | Chapter 31 | Verse 27] And my heart have been secretly enticed, so that my mouth kissed my hand:
[DARBY | EN | OT | Job | Chapter 31 | Verse 28] This also would be an iniquity for the judge, for I should have denied the God who is above.
[DARBY | EN | OT | Job | Chapter 31 | Verse 29] If I rejoiced at the destruction of him that hated me, and exulted when evil befell him;
[DARBY | EN | OT | Job | Chapter 31 | Verse 30] (Neither have I suffered my mouth to sin by asking his life with a curse;)
[DARBY | EN | OT | Job | Chapter 31 | Verse 31] If the men of my tent said not, Who shall find one that hath not been satisfied with his meat? —
[DARBY | EN | OT | Job | Chapter 31 | Verse 32] The stranger did not lodge without; I opened my doors to the pathway.
[DARBY | EN | OT | Job | Chapter 31 | Verse 33] If I covered my transgressions as Adam, by hiding mine iniquity in my bosom,
[DARBY | EN | OT | Job | Chapter 31 | Verse 34] Because I feared the great multitude, and the contempt of families terrified me, so that I kept silence, and went not out of the door, ...
[DARBY | EN | OT | Job | Chapter 31 | Verse 35] Oh that I had one to hear me! Behold my signature: let the Almighty answer me! And let mine opponent write an accusation!
[DARBY | EN | OT | Job | Chapter 31 | Verse 36] Would I not take it upon my shoulder? I would bind it on to me [as] a crown;
[DARBY | EN | OT | Job | Chapter 31 | Verse 37] I would declare unto him the number of my steps; as a prince would I come near to him.
[DARBY | EN | OT | Job | Chapter 31 | Verse 38] If my land cry out against me, and its furrows weep together;
[DARBY | EN | OT | Job | Chapter 31 | Verse 39] If I have eaten the fruits thereof without money, and have tormented to death the souls of its owners:
[DARBY | EN | OT | Job | Chapter 31 | Verse 40] Let thistles grow instead of wheat, and tares instead of barley. The words of Job are ended.
