[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 1] Woe to you, Babylon, and Asia! Woe to you, Egypt and Syria!
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 2] Put on sackcloth and garments of goats’ hair, wail for your children and lament; for your destruction is at hand.
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 3] A sword has been sent upon you, and who is there to turn it back?
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 4] A fire has been sent upon you, and who is there to quench it?
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 5] Calamities are sent upon you, and who is there to drive them away?
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 6] Can one drive away a hungry lion in the forest? Can one quench a fire in stubble, once it has begun to burn?
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 7] Can one turn back an arrow that is shot by a strong archer?
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 8] The Lord God sends the calamities, and who will drive them away?
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 9] A fire will go out from his wrath, and who may quench it?
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 10] He will flash lightning, and who will not fear? He will thunder, and who wouldn’t tremble?
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 11] The Lord will threaten, and who will not be utterly broken in pieces at his presence?
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 12] The earth and its foundations quake. The sea rises up with waves from the deep, and its waves will be troubled, along with the fish in them, at the presence of the Lord, and before the glory of his power.
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 13] For his right hand that bends the bow is strong, his arrows that he shoots are sharp, and will not miss when they begin to be shot into the ends of the world.
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 14] Behold, the calamities are sent out, and will not return again until they come upon the earth.
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 15] The fire is kindled and will not be put out until it consumes the foundations of the earth.
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 16] Just as an arrow which is shot by a mighty archer doesn’t return backward, even so the calamities that are sent out upon earth won’t return again.
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 17] Woe is me! Woe is me! Who will deliver me in those days?
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 18] The beginning of sorrows, when there will be great mourning; the beginning of famine, and many will perish; the beginning of wars, and the powers will stand in fear; the beginning of calamities, and all will tremble! What will they do when the calamities come?
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 19] Behold, famine and plague, suffering and anguish! They are sent as scourges for correction.
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 20] But for all these things they will not turn them from their wickedness, nor be always mindful of the scourges.
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 21] Behold, food will be so cheap on earth that they will think themselves to be in good condition, and even then calamities will grow on earth: sword, famine, and great confusion.
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 22] For many of those who dwell on earth will perish of famine; and others who escape the famine, the sword will destroy.
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 23] The dead will be cast out like dung, and there will be no one to comfort them; for the earth will be left desolate, and its cities will be cast down.
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 24] There will be no farmer left to cultivate the earth or to sow it.
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 25] The trees will give fruit, but who will gather it?
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 26] The grapes will ripen, but who will tread them? For in all places there will be a great solitude;
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 27] for one man will desire to see another, or to hear his voice.
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 28] For of a city there will be ten left, and two of the field, who have hidden themselves in the thick groves, and in the clefts of the rocks.
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 29] As in an orchard of olives upon every tree there may be left three or four olives,
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 30] or as when a vineyard is gathered, there are some clusters left by those who diligently search through the vineyard,
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 31] even so in those days, there will be three or four left by those who search their houses with the sword.
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 32] The earth will be left desolate, and its fields will be for briers, and its roads and all her paths will grow thorns, because no sheep will pass along them.
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 33] The virgins will mourn, having no bridegrooms. The women will mourn, having no husbands. Their daughters will mourn, having no helpers.
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 34] Their bridegrooms will be destroyed in the wars, and their husbands will perish of famine.
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 35] Hear now these things, and understand them, you servants of the Lord.
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 36] Behold, the Lord’s word: receive it. Don’t doubt the things about which the Lord speaks.
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 37] Behold, the calamities draw near, and are not delayed.
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 38] Just as a woman with child in the ninth month, when the hour of her delivery draws near, within two or three hours great pains surround her womb, and when the child comes out from the womb, there will be no waiting for a moment,
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 39] even so the calamities won’t delay coming upon the earth. The world will groan, and sorrows will seize it on every side.
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 40] “O my people, hear my word: prepare for battle, and in those calamities be like strangers on the earth.
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 41] He who sells, let him be as he who flees away, and he who buys, as one who will lose.
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 42] Let he who does business be as he who has no profit by it, and he who builds, as he who won’t dwell in it,
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 43] and he who sows, as if he wouldn’t reap, so also he who prunes the vines, as he who won’t gather the grapes,
[WEB | EN | OT | 2 Esdras | Chapter 16 | Verse 44] those who marry, as those who will have no children, and those who don’t marry, as the widowed.
