[IRV | PA | OT | Numbers | Chapter 28 | Verse 1] ਯਹੋਵਾਹ ਨੇ ਮੂਸਾ ਨੂੰ ਆਖਿਆ,
[IRV | PA | OT | Numbers | Chapter 28 | Verse 2] ਤੂੰ ਇਸਰਾਏਲੀਆਂ ਨੂੰ ਹੁਕਮ ਦੇ ਕੇ, ਉਨ੍ਹਾਂ ਨੂੰ ਆਖ ਕਿ ਮੇਰਾ ਚੜ੍ਹਾਵਾ ਅਰਥਾਤ ਮੇਰਾ ਭੋਜਨ ਅੱਗ ਦੀ ਭੇਟ ਲਈ, ਜਿਹੜੀ ਮੇਰੇ ਲਈ ਸੁਗੰਧਤਾ ਹੋਵੇ ਯਾਦ ਰੱਖੋ ਤਾਂ ਜੋ ਠਹਿਰਾਏ ਹੋਏ ਸਮੇਂ ਉੱਤੇ ਤੁਸੀਂ ਮੇਰੇ ਲਈ ਚੜ੍ਹਾਇਆ ਕਰੋ।
[IRV | PA | OT | Numbers | Chapter 28 | Verse 3] ਅਤੇ ਤੂੰ ਉਨ੍ਹਾਂ ਨੂੰ ਆਖੀਂ, ਅੱਗ ਦੀ ਭੇਟ ਇਹ ਹੈ ਜਿਹੜੀ ਤੁਸੀਂ ਯਹੋਵਾਹ ਲਈ ਚੜ੍ਹਾਓ, ਇੱਕ-ਇੱਕ ਸਾਲ ਦੇ ਦੋ ਲੇਲੇ ਜਿਹੜੇ ਦੋਸ਼ ਰਹਿਤ ਹੋਣ, ਇਹ ਰੋਜ਼ ਦੀ ਹੋਮ ਬਲੀ ਲਈ ਹਨ।
[IRV | PA | OT | Numbers | Chapter 28 | Verse 4] ਇੱਕ ਲੇਲਾ ਤੂੰ ਸਵੇਰ ਨੂੰ ਚੜ੍ਹਾਵੀਂ ਅਤੇ ਦੂਜਾ ਲੇਲਾ ਤੂੰ ਸ਼ਾਮ ਨੂੰ ਚੜ੍ਹਾਵੀਂ।
[IRV | PA | OT | Numbers | Chapter 28 | Verse 5] ਏਫ਼ਾਹ ਦਾ ਦਸਵੰਧ ਮੈਦੇ ਦਾ, ਮੈਦੇ ਦੀ ਭੇਟ ਲਈ ਖ਼ਾਲਸ ਤੇਲ ਦੇ ਹੀਨ ਦੀ ਚੌਥਾਈ ਵਿੱਚ ਮਿਲਿਆ ਹੋਇਆ।
[IRV | PA | OT | Numbers | Chapter 28 | Verse 6] ਇਹ ਸਦੀਪਕਾਲ ਹੋਮ ਬਲੀ ਹੈ ਜਿਹੜੀ ਸੀਨਈ ਦੀ ਪਰਬਤ ਉੱਤੇ ਠਹਿਰਾਈ ਗਈ ਕਿ ਉਹ ਯਹੋਵਾਹ ਲਈ ਸੁਗੰਧਤਾ ਦੀ ਅੱਗ ਦੀ ਬਲੀ ਹੋਵੇ।
[IRV | PA | OT | Numbers | Chapter 28 | Verse 7] ਉਹ ਦੇ ਪੀਣ ਦੀ ਭੇਟ ਹੀਨ ਦੀ ਚੌਥਾਈ ਇੱਕ ਭੇਡ ਦੇ ਬੱਚੇ ਲਈ ਹੋਵੇ ਅਤੇ ਪਵਿੱਤਰ ਸਥਾਨ ਵਿੱਚ ਤੂੰ ਉਹ ਨੂੰ ਯਹੋਵਾਹ ਲਈ ਤੁੰਦ ਮਧ ਦੇ ਪੀਣ ਦੀ ਭੇਟ ਕਰਕੇ ਡੋਹਲ ਦੇਈਂ।
[IRV | PA | OT | Numbers | Chapter 28 | Verse 8] ਅਤੇ ਦੂਜਾ ਲੇਲਾ ਸ਼ਾਮਾਂ ਨੂੰ ਚੜ੍ਹਾਈਂ। ਸਵੇਰ ਦੇ ਮੈਦੇ ਦੀ ਭੇਟ ਵਾਂਗੂੰ ਅਤੇ ਉਸ ਦੇ ਪੀਣ ਦੀ ਭੇਟ ਵਾਂਗੂੰ ਯਹੋਵਾਹ ਲਈ ਸੁਗੰਧਤਾ ਦੀ ਅੱਗ ਦੀ ਭੇਟ ਕਰਕੇ ਚੜ੍ਹਾਈਂ।
[IRV | PA | OT | Numbers | Chapter 28 | Verse 9] ਅਤੇ ਸਬਤ ਦੇ ਦਿਨ ਤੂੰ ਦੋ ਇੱਕ-ਇੱਕ ਸਾਲ ਦੇ ਭੇਡ ਦੇ ਬੱਚੇ ਦੋਸ਼ ਰਹਿਤ, ਤੇਲ ਮਿਲੇ ਹੋਏ ਮੈਦੇ ਦੇ ਦੋ ਦਸਵੰਧ, ਮੈਦੇ ਦੀ ਬਲੀ ਲਈ ਨਾਲੇ ਉਸ ਦੇ ਪੀਣ ਦੀ ਭੇਟ ਚੜ੍ਹਾਓ।
[IRV | PA | OT | Numbers | Chapter 28 | Verse 10] ਇਹ ਹਰ ਸਬਤ ਦੀ ਹੋਮ ਦੀ ਬਲੀ ਹੋਵੇ, ਨਾਲੇ ਸਦੀਪਕਾਲ ਹੋਮ ਦੀ ਬਲੀ ਅਤੇ ਉਸ ਦੇ ਪੀਣ ਦੀ ਭੇਟ ਹੋਵੇ।
[IRV | PA | OT | Numbers | Chapter 28 | Verse 11] ਆਪਣੇ ਮਹੀਨਿਆਂ ਦੀ ਸ਼ੁਰੂਆਤ ਵਿੱਚ ਤੁਸੀਂ ਯਹੋਵਾਹ ਲਈ ਹੋਮ ਦੀ ਬਲੀ ਲਈ ਦੋ ਵਹਿੜੇ ਅਤੇ ਇੱਕ ਭੇਡੂ ਅਤੇ ਸੱਤ ਇੱਕ ਸਾਲ ਦੇ ਭੇਡ ਦੇ ਬੱਚੇ ਦੋਸ਼ ਰਹਿਤ ਚੜ੍ਹਾਇਆ ਕਰੋ।
[IRV | PA | OT | Numbers | Chapter 28 | Verse 12] ਅਤੇ ਹਰ ਇੱਕ ਵਹਿੜੇ ਦੇ ਮੈਦੇ ਦੀ ਭੇਟ ਲਈ ਤਿੰਨ ਦਸਵੰਧ ਤੇਲ ਮਿਲੇ ਹੋਏ ਮੈਦੇ ਦੇ ਹੋਣ ਅਤੇ ਹਰ ਭੇਡੂ ਦੇ ਮੈਦੇ ਦੀ ਭੇਟ ਲਈ ਦੋ ਦਸਵੰਧ ਤੇਲ ਮਿਲੇ ਹੋਏ ਮੈਦੇ ਦੇ ਹੋਣ।
[IRV | PA | OT | Numbers | Chapter 28 | Verse 13] ਹਰ ਭੇਡ ਦੇ ਬੱਚੇ ਦੇ ਮੈਦੇ ਦੀ ਭੇਟ ਲਈ ਇੱਕ ਦਸਵੰਧ ਮੈਦੇ ਦਾ ਤੇਲ ਮਿਲਿਆ ਹੋਇਆ ਹੋਵੇ। ਇਹ ਹੋਮ ਦੀ ਬਲੀ ਯਹੋਵਾਹ ਲਈ ਸੁਗੰਧਤਾ ਦੀ ਅੱਗ ਦੀ ਭੇਟ ਹੋਵੇਗੀ।
[IRV | PA | OT | Numbers | Chapter 28 | Verse 14] ਉਨ੍ਹਾਂ ਦੇ ਪੀਣ ਦੀਆਂ ਭੇਟਾਂ ਹਰ ਵਹਿੜੇ ਲਈ ਅੱਧਾ ਹੀਨ ਮਧ ਅਤੇ ਹਰ ਭੇਡੂ ਲਈ ਹੀਨ ਦੀ ਤਿਹਾਈ ਅਤੇ ਹਰ ਭੇਡ ਦੇ ਬੱਚੇ ਲਈ ਹੀਨ ਦੀ ਚੌਥਾਈ ਹੋਵੇ। ਇਹ ਸਾਰੇ ਸਾਲ ਦੇ ਹਰ ਮਹੀਨੇ ਦੀ ਹੋਮ ਦੀ ਬਲੀ ਹੋਵੇ।
[IRV | PA | OT | Numbers | Chapter 28 | Verse 15] ਅਤੇ ਯਹੋਵਾਹ ਲਈ ਪਾਪ ਬਲੀ ਇੱਕ ਬੱਕਰਾ ਹੋਵੇ। ਸਦੀਪਕਾਲ ਹੋਮ ਦੀ ਬਲੀ ਦੇ ਨਾਲ ਇਹ ਅਤੇ ਉਸ ਦੇ ਪੀਣ ਦੀ ਭੇਟ ਚੜ੍ਹਾਈ ਜਾਵੇ।
[IRV | PA | OT | Numbers | Chapter 28 | Verse 16] ਅਤੇ ਪਹਿਲੇ ਮਹੀਨੇ ਦੇ ਚੌਧਵੇਂ ਦਿਨ ਯਹੋਵਾਹ ਦਾ ਪਸਾਹ ਹੋਵੇ।
[IRV | PA | OT | Numbers | Chapter 28 | Verse 17] ਅਤੇ ਇਸੇ ਮਹੀਨੇ ਦੇ ਪੰਦਰਵੇਂ ਦਿਨ ਇੱਕ ਪਰਬ ਹੋਵੇ ਅਤੇ ਸੱਤ ਦਿਨ ਤੱਕ ਪਤੀਰੀ ਰੋਟੀ ਖਾਧੀ ਜਾਵੇ।
[IRV | PA | OT | Numbers | Chapter 28 | Verse 18] ਪਹਿਲੇ ਦਿਨ ਇੱਕ ਪਵਿੱਤਰ ਸਭਾ ਹੋਵੇ। ਜਿਸ ਵਿੱਚ ਤੁਸੀਂ ਕੋਈ ਕੰਮ-ਧੰਦਾ ਨਾ ਕਰਨਾ।
[IRV | PA | OT | Numbers | Chapter 28 | Verse 19] ਪਰ ਤੁਸੀਂ ਅੱਗ ਦੀ ਭੇਟ ਚੜ੍ਹਾਇਓ ਜਿਹੜੀ ਯਹੋਵਾਹ ਲਈ ਹੋਮ ਦੀ ਬਲੀ ਹੋਵੇ। ਦੋ ਵਹਿੜੇ, ਇੱਕ ਭੇਡੂ ਅਤੇ ਸੱਤ ਇੱਕ-ਇੱਕ ਸਾਲ ਦੇ ਭੇਡ ਦੇ ਬੱਚੇ ਇਹ ਦੋਸ਼ ਰਹਿਤ ਹੋਣ।
[IRV | PA | OT | Numbers | Chapter 28 | Verse 20] ਅਤੇ ਉਨ੍ਹਾਂ ਦੇ ਮੈਦੇ ਦੀ ਭੇਟ ਤੇਲ ਮਿਲੇ ਹੋਏ ਮੈਦੇ ਦੀ ਹੋਵੇ। ਹਰੇਕ ਵੱਛੇ ਲਈ ਤਿੰਨ ਦਸਵੰਧ, ਹਰੇਕ ਮੇਂਢੇ ਲਈ ਦੋ ਦਸਵੰਧ ਚੜ੍ਹਾਓ।
[IRV | PA | OT | Numbers | Chapter 28 | Verse 21] ਤੂੰ ਸੱਤਾਂ ਲੇਲਿਆਂ ਵਿੱਚੋਂ ਹਰ ਭੇਡ ਦੇ ਬੱਚੇ ਲਈ ਇੱਕ ਦਸਵੰਧ ਚੜ੍ਹਾ
[IRV | PA | OT | Numbers | Chapter 28 | Verse 22] ਅਤੇ ਇੱਕ ਬੱਕਰਾ ਤੁਹਾਡੇ ਪ੍ਰਾਸਚਿਤ ਲਈ ਪਾਪ ਬਲੀ ਹੋਵੇ।
[IRV | PA | OT | Numbers | Chapter 28 | Verse 23] ਅਤੇ ਸਵੇਰ ਦੀ ਹੋਮ ਦੀ ਬਲੀ ਤੋਂ ਬਿਨ੍ਹਾਂ ਜਿਹੜੀ ਸਦੀਪਕਾਲ ਹੋਮ ਬਲੀ ਹੈ ਤੁਸੀਂ ਇਨ੍ਹਾਂ ਨੂੰ ਚੜ੍ਹਾਇਓ।
[IRV | PA | OT | Numbers | Chapter 28 | Verse 24] ਇਸੇ ਤਰ੍ਹਾਂ ਤੁਸੀਂ ਸੱਤਾਂ ਦਿਨਾਂ ਤੱਕ ਯਹੋਵਾਹ ਲਈ ਪਰਸ਼ਾਦ ਚੜ੍ਹਾਇਓ ਜਿਹੜਾ ਸੁਗੰਧਤਾ ਦੀ ਅੱਗ ਦੀ ਭੇਟ ਹੋਵੇ ਅਤੇ ਇਹ ਹੋਮ ਬਲੀ ਅਤੇ ਪੀਣ ਦੀ ਭੇਟ ਦੇ ਬਿਨ੍ਹਾਂ ਚੜ੍ਹਾਇਆ ਜਾਵੇ।
[IRV | PA | OT | Numbers | Chapter 28 | Verse 25] ਸੱਤਵੇਂ ਦਿਨ ਤੁਹਾਡੀ ਪਵਿੱਤਰ ਸਭਾ ਹੋਵੇ। ਉਸ ਵਿੱਚ ਤੁਸੀਂ ਕੋਈ ਕੰਮ-ਧੰਦਾ ਨਾ ਕਰਨਾ।
[IRV | PA | OT | Numbers | Chapter 28 | Verse 26] ਪਹਿਲੇ ਫ਼ਲਾਂ ਦੇ ਦਿਨ ਜਦ ਤੁਸੀਂ ਆਪਣੇ ਅਠਵਾਰਿਆਂ ਦੇ ਪਰਬ ਵਿੱਚ ਯਹੋਵਾਹ ਲਈ ਨਵੀਂ ਮੈਦੇ ਦੀ ਭੇਟ ਚੜ੍ਹਾਓ ਤਾਂ ਤੁਹਾਡੀ ਇੱਕ ਪਵਿੱਤਰ ਸਭਾ ਹੋਵੇ। ਉਸ ਦਿਨ ਤੁਸੀਂ ਕੋਈ ਕੰਮ-ਧੰਦਾ ਨਾ ਕਰਨਾ।
[IRV | PA | OT | Numbers | Chapter 28 | Verse 27] ਤੁਸੀਂ ਯਹੋਵਾਹ ਲਈ ਸੁਗੰਧਤਾ ਦੀ ਹੋਮ ਬਲੀ ਚੜ੍ਹਾਇਓ ਅਰਥਾਤ ਦੋ ਜੁਆਨ ਬਲ਼ਦ, ਇੱਕ ਛੱਤਰਾ ਅਤੇ ਇੱਕ ਸਾਲ ਦੇ ਸੱਤ ਲੇਲੇ
[IRV | PA | OT | Numbers | Chapter 28 | Verse 28] ਨਾਲੇ ਉਨ੍ਹਾਂ ਦੀ ਤੇਲ ਮਿਲੇ ਹੋਏ ਮੈਦੇ ਦੀ ਭੇਟ। ਹਰ ਵਹਿੜੇ ਲਈ ਤਿੰਨ ਦਸਵੰਧ ਅਤੇ ਹਰ ਭੇਡੂ ਲਈ ਦੋ ਦਸਵੰਧ।
[IRV | PA | OT | Numbers | Chapter 28 | Verse 29] ਉਨ੍ਹਾਂ ਸੱਤਾਂ ਭੇਡ ਦੇ ਬੱਚਿਆਂ ਵਿੱਚੋਂ ਹਰ ਭੇਡ ਦੇ ਬੱਚੇ ਲਈ ਇੱਕ ਦਸਵੰਧ।
[IRV | PA | OT | Numbers | Chapter 28 | Verse 30] ਨਾਲੇ ਇੱਕ ਬੱਕਰਾ ਤੁਹਾਡੇ ਪ੍ਰਾਸਚਿਤ ਲਈ ਚੜ੍ਹਾਇਆ ਜਾਵੇ।
[IRV | PA | OT | Numbers | Chapter 28 | Verse 31] ਹੋਮ ਬਲੀ ਅਤੇ ਉਸ ਦੇ ਮੈਦੇ ਦੀ ਭੇਟ ਤੋਂ ਬਿਨ੍ਹਾਂ ਤੁਸੀਂ ਉਨ੍ਹਾਂ ਨੂੰ ਜਿਹੜੇ ਦੋਸ਼ ਰਹਿਤ ਹੋਣ ਅਤੇ ਉਨ੍ਹਾਂ ਦੇ ਪੀਣ ਦੀਆਂ ਭੇਟਾਂ ਚੜ੍ਹਾਇਆ ਕਰੋ।
