[IRV | PA | OT | Numbers | Chapter 30 | Verse 1] ਮੂਸਾ ਇਸਰਾਏਲੀਆਂ ਦੇ ਗੋਤਾਂ ਦੇ ਮੁਖੀਆਂ ਨੂੰ ਬੋਲਿਆ ਕਿ ਇਹ ਹੁਕਮ ਹੈ ਜਿਹੜਾ ਯਹੋਵਾਹ ਨੇ ਦਿੱਤਾ ਹੈ।
[IRV | PA | OT | Numbers | Chapter 30 | Verse 2] ਜਦ ਕੋਈ ਮਨੁੱਖ ਯਹੋਵਾਹ ਲਈ ਸੁੱਖਣਾ ਸੁੱਖੇ ਜਾਂ ਸਹੁੰ ਖਾਵੇ ਅਤੇ ਆਪਣੇ ਜੀਵਨ ਨੂੰ ਉਸ ਗੱਲ ਉੱਤੇ ਬੰਨ੍ਹ ਲਵੇ ਤਾਂ ਉਹ ਆਪਣਾ ਬਚਨ ਨਾ ਤੋੜੇ ਪਰ ਜੋ ਕੁਝ ਉਸ ਦੇ ਮੂੰਹ ਤੋਂ ਨਿੱਕਲਦਾ ਹੈ ਉਹ ਉਸ ਨੂੰ ਪੂਰਾ ਕਰੇ।
[IRV | PA | OT | Numbers | Chapter 30 | Verse 3] ਜੇ ਕੋਈ ਕੁੜੀ ਯਹੋਵਾਹ ਲਈ ਸੁੱਖਣਾ ਸੁੱਖੇ ਅਤੇ ਆਪਣੇ ਆਪ ਨੂੰ ਉਸ ਗੱਲ ਉੱਤੇ ਬੰਨ੍ਹੇ ਜਦ ਉਹ ਆਪਣੇ ਪਿਤਾ ਦੇ ਘਰ ਵਿੱਚ ਕੁਆਰੀ ਹੋਵੇ।
[IRV | PA | OT | Numbers | Chapter 30 | Verse 4] ਅਤੇ ਉਸ ਦਾ ਪਿਤਾ ਉਸ ਦੀ ਸੁੱਖਣਾ ਅਤੇ ਉਸ ਦੇ ਬੰਨ੍ਹਣ ਨੂੰ ਜਿਸ ਦੇ ਨਾਲ ਉਸ ਨੇ ਆਪਣੇ ਜੀਵਨ ਨੂੰ ਬੰਨ੍ਹਿਆ, ਸੁਣੇ ਅਤੇ ਉਸ ਦਾ ਪਿਤਾ ਚੁੱਪ ਕਰ ਰਹੇ ਤਾਂ ਉਸ ਦੀਆਂ ਸਾਰੀਆਂ ਸੁੱਖਣਾ ਪੱਕੀਆਂ ਰਹਿਣ ਅਤੇ ਸਾਰੇ ਬਚਨ ਜਿਸ ਦੇ ਨਾਲ ਆਪਣੇ ਜੀਵਨ ਨੂੰ ਬੰਨ੍ਹਿਆ ਪੱਕੇ ਰਹਿਣ।
[IRV | PA | OT | Numbers | Chapter 30 | Verse 5] ਪਰ ਜੇ ਉਸ ਦਾ ਪਿਤਾ ਸੁਣ ਕੇ ਉਸੇ ਦਿਨ ਉਸ ਨੂੰ ਝਿੜਕੇ ਤਾਂ ਉਸ ਦੀਆਂ ਸਾਰੀਆਂ ਸੁੱਖਣਾ ਅਤੇ ਉਸ ਦੀ ਕੁੜੀ ਜਿਨ੍ਹਾਂ ਨਾਲ ਉਸ ਨੇ ਆਪਣੇ ਜੀਵਨ ਨੂੰ ਬੰਨ੍ਹਿਆ ਪੱਕੇ ਨਾ ਰਹਿਣ ਅਤੇ ਯਹੋਵਾਹ ਉਸ ਨੂੰ ਮਾਫ਼ੀ ਦੇਵੇਗਾ ਕਿਉਂ ਜੋ ਉਸ ਦੇ ਪਿਤਾ ਨੇ ਉਸ ਨੂੰ ਝਿੜਕਿਆ।
[IRV | PA | OT | Numbers | Chapter 30 | Verse 6] ਅਤੇ ਜੇ ਉਹ ਮਨੁੱਖ ਨਾਲ ਵਿਆਹੀ ਹੋਈ ਹੋਵੇ ਅਤੇ ਉਸ ਦੀਆਂ ਸੁੱਖਣਾ ਉਸ ਉੱਤੇ ਹੋਣ ਜਾਂ ਉਸ ਨੇ ਆਪਣੇ ਮੂੰਹ ਤੋਂ ਬਿਨ੍ਹਾਂ ਸੋਚੇ ਸਮਝੇ ਅਜਿਹੀ ਗੱਲ ਆਖੀ ਹੋਵੇ ਜਿਸ ਤੋਂ ਉਸ ਦਾ ਜੀਵਨ ਬੰਨ੍ਹਿਆ ਜਾਵੇ।
[IRV | PA | OT | Numbers | Chapter 30 | Verse 7] ਅਤੇ ਉਸ ਦਾ ਪਤੀ ਸੁਣੇ ਪਰ ਜਿਸ ਦਿਨ ਉਹ ਸੁਣੇ ਚੁੱਪ ਰਹੇ ਤਾਂ ਉਸ ਦੀਆਂ ਸੁੱਖਣਾ ਪੱਕੀਆਂ ਰਹਿਣ ਅਤੇ ਉਸ ਸਹੁੰ ਜਿਨ੍ਹਾਂ ਦੇ ਨਾਲ ਉਸ ਆਪਣੇ ਜੀਵਨ ਨੂੰ ਬੰਨ੍ਹਿਆ ਪੱਕੇ ਰਹਿਣ।
[IRV | PA | OT | Numbers | Chapter 30 | Verse 8] ਪਰ ਜੇ ਸੁਣਨ ਵਾਲੇ ਦਿਨ ਉਸ ਦਾ ਪਤੀ ਉਸ ਨੂੰ ਝਿੜਕੇ ਤਾਂ ਉਸ ਦੀ ਸੁੱਖਣਾ ਜਿਹੜੀ ਉਸ ਦੇ ਉੱਤੇ ਹੈ ਅਤੇ ਉਸ ਦੇ ਮੂੰਹ ਤੋਂ ਬਿਨ੍ਹਾਂ ਸੋਚੇ ਸਮਝੇ ਨਿੱਕਲੀ ਹੋਈ ਸੀ ਜਿਸ ਦੇ ਨਾਲ ਉਸ ਨੇ ਆਪਣੇ ਜੀਵਨ ਨੂੰ ਬੰਨ੍ਹਿਆ, ਟੁੱਟ ਜਾਵੇ ਅਤੇ ਯਹੋਵਾਹ ਉਸ ਨੂੰ ਮਾਫ਼ੀ ਦੇਵੇਗਾ।
[IRV | PA | OT | Numbers | Chapter 30 | Verse 9] ਪਰ ਵਿਧਵਾ ਜਾਂ ਤਿਆਗੀ ਹੋਈ ਦੀ ਸੁੱਖਣਾ ਜਿਸ ਨਾਲ ਉਸ ਆਪਣੇ ਜੀਵਨ ਨੂੰ ਬੰਨ੍ਹਿਆ ਹੈ ਉਸ ਉੱਤੇ ਪੱਕੀ ਰਹੇ
[IRV | PA | OT | Numbers | Chapter 30 | Verse 10] ਜੇ ਉਸ ਨੇ ਆਪਣੇ ਪਤੀ ਦੇ ਘਰ ਵਿੱਚ ਸੁੱਖਣਾ ਸੁੱਖੀ ਜਾਂ ਸਹੁੰ ਨਾਲ ਆਪਣੇ ਜੀਵਨ ਉੱਤੇ ਕੋਈ ਬੰਨ੍ਹਣ ਬੰਨ੍ਹਿਆ।
[IRV | PA | OT | Numbers | Chapter 30 | Verse 11] ਅਤੇ ਉਸ ਦੇ ਮਨੁੱਖ ਨੇ ਸੁਣਿਆ ਅਤੇ ਚੁੱਪ ਰਹਿ ਕੇ ਉਸ ਨੂੰ ਨਾ ਝਿੜਕਿਆ ਤਾਂ ਉਸ ਦੀਆਂ ਸਾਰੀਆਂ ਸੁੱਖਣਾ ਪੱਕੀਆਂ ਰਹਿਣ ਅਤੇ ਹਰ ਬੰਨ੍ਹਣ ਜਿਸ ਦੇ ਨਾਲ ਉਸ ਆਪਣੇ ਜੀਵਨ ਨੂੰ ਬੰਨ੍ਹਿਆ ਪੱਕਾ ਰਹੇ।
[IRV | PA | OT | Numbers | Chapter 30 | Verse 12] ਪਰ ਜੇ ਉਸ ਦੇ ਪਤੀ ਨੇ ਸੁਣਦੇ ਹੀ ਉਨ੍ਹਾਂ ਨੂੰ ਤੋੜ ਦਿੱਤਾ ਹੋਵੇ ਤਦ ਜੋ ਕੁਝ ਉਸ ਦੇ ਮੂੰਹ ਤੋਂ ਉਸ ਦੀਆਂ ਸੁੱਖਣਾ ਦੇ ਵਿਖੇ ਜਾਂ ਜੀਵਨ ਦੇ ਬੰਨ੍ਹਣ ਦੇ ਵਿਖੇ ਨਿੱਕਲਿਆ ਹੋਵੇ ਉਹ ਪੱਕਾ ਨਾ ਰਹੇ ਕਿਉਂ ਜੋ ਉਸ ਦੇ ਪਤੀ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਤੋੜ ਦਿੱਤਾ ਅਤੇ ਯਹੋਵਾਹ ਉਸ ਨੂੰ ਮਾਫ਼ੀ ਦੇਵੇਗਾ।
