[IRV | PA | OT | Numbers | Chapter 14 | Verse 1] ਸਾਰੀ ਮੰਡਲੀ ਨੇ ਆਪਣੀ ਅਵਾਜ਼ ਉੱਚੀ ਦਿੱਤੀ, ਰੌਲ਼ਾ ਪਾਇਆ ਅਤੇ ਪਰਜਾ ਉਸ ਰਾਤ ਰੋਂਦੀ ਰਹੀ।
[IRV | PA | OT | Numbers | Chapter 14 | Verse 2] ਅਤੇ ਸਾਰੇ ਇਸਰਾਏਲੀ ਮੂਸਾ ਦੇ ਵਿਰੁੱਧ ਅਤੇ ਹਾਰੂਨ ਦੇ ਵਿਰੁੱਧ ਬੁੜ-ਬੁੜਾਏ ਅਤੇ ਸਾਰੀ ਮੰਡਲੀ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਆਖਿਆ, ਚੰਗਾ ਹੀ ਹੁੰਦਾ ਜੇ ਅਸੀਂ ਮਿਸਰ ਦੇਸ ਵਿੱਚ ਮਰ ਜਾਂਦੇ ਨਾ ਕਿ ਇਸ ਉਜਾੜ ਵਿੱਚ ਮਰ ਮੁੱਕਦੇ।
[IRV | PA | OT | Numbers | Chapter 14 | Verse 3] ਯਹੋਵਾਹ ਸਾਨੂੰ ਕਿਉਂ ਇਸ ਦੇਸ ਵਿੱਚ ਲਿਆਇਆ ਕਿ ਅਸੀਂ ਤਲਵਾਰ ਨਾਲ ਡਿੱਗੀਏ ਅਤੇ ਸਾਡੀਆਂ ਪਤਨੀਆਂ ਅਤੇ ਸਾਡੇ ਨਿਆਣੇ ਲੁੱਟ ਦਾ ਮਾਲ ਹੋਣ? ਕੀ ਸਾਡੇ ਲਈ ਚੰਗਾ ਨਹੀਂ, ਜੋ ਅਸੀਂ ਮਿਸਰ ਨੂੰ ਮੁੜ ਜਾਈਏ?
[IRV | PA | OT | Numbers | Chapter 14 | Verse 4] ਤਦ ਉਹ ਇੱਕ ਦੂਜੇ ਨੂੰ ਆਖਣ ਲੱਗੇ ਕਿ ਅਸੀਂ ਇੱਕ ਆਗੂ ਠਹਿਰਾ ਕੇ ਮਿਸਰ ਨੂੰ ਮੁੜ ਚੱਲੀਏ।
[IRV | PA | OT | Numbers | Chapter 14 | Verse 5] ਤਦ ਮੂਸਾ ਅਤੇ ਹਾਰੂਨ ਆਪਣੇ ਮੂੰਹਾਂ ਦੇ ਭਾਰ ਇਸਰਾਏਲੀਆਂ ਦੀ ਮੰਡਲੀ ਦੀ ਸਭਾ ਅੱਗੇ ਡਿੱਗ ਪਏ।
[IRV | PA | OT | Numbers | Chapter 14 | Verse 6] ਫੇਰ ਤਾਂ ਨੂਨ ਦੇ ਪੁੱਤਰ ਯਹੋਸ਼ੁਆ ਅਤੇ ਯਫ਼ੁੰਨਹ ਦੇ ਪੁੱਤਰ ਕਾਲੇਬ ਨੇ ਜਿਹੜੇ ਧਰਤੀ ਦਾ ਭੇਤ ਲੈਣ ਵਾਲਿਆਂ ਵਿੱਚੋਂ ਸਨ ਆਪਣੇ ਕੱਪੜੇ ਪਾੜੇ।
[IRV | PA | OT | Numbers | Chapter 14 | Verse 7] ਅਤੇ ਉਨ੍ਹਾਂ ਨੇ ਇਸਰਾਏਲੀਆਂ ਦੀ ਸਾਰੀ ਮੰਡਲੀ ਨੂੰ ਆਖਿਆ ਕਿ ਉਹ ਧਰਤੀ ਜਿਸ ਦੇ ਵਿੱਚ ਦੀ ਅਸੀਂ ਭੇਤ ਲੈਣ ਲਈ ਗਏ, ਬਹੁਤ ਚੰਗੀ ਹੈ।
[IRV | PA | OT | Numbers | Chapter 14 | Verse 8] ਜੇ ਯਹੋਵਾਹ ਸਾਡੇ ਨਾਲ ਪ੍ਰਸੰਨ ਹੈ ਤਾਂ ਉਹ ਸਾਨੂੰ ਉਸ ਦੇਸ ਵਿੱਚ ਲੈ ਜਾਵੇਗਾ ਅਤੇ ਸਾਨੂੰ ਦੇ ਦੇਵੇਗਾ। ਉਹ ਇੱਕ ਧਰਤੀ ਹੈ ਜਿਸ ਦੇ ਵਿੱਚ ਦੁੱਧ ਅਤੇ ਸ਼ਹਿਦ ਵਗਦਾ ਹੈ।
[IRV | PA | OT | Numbers | Chapter 14 | Verse 9] ਤੁਸੀਂ ਸਿਰਫ਼ ਯਹੋਵਾਹ ਦੇ ਵਿਰੁੱਧ ਗਵਾਹੀ ਨਾ ਦੇਵੋ, ਨਾ ਹੀ ਤੁਸੀਂ ਉਸ ਦੇਸ ਦੇ ਲੋਕਾਂ ਤੋਂ ਡਰੋ ਕਿਉਂ ਜੋ ਉਹ ਤਾਂ ਸਾਡੇ ਲਈ ਮਾਮੂਲੀ ਹੀ ਹਨ। ਉਹਨਾਂ ਦੀ ਸੁਰੱਖਿਆ ਉਹਨਾਂ ਦੇ ਉੱਤੋਂ ਜਾਂਦੀ ਰਹੀ ਹੈ ਅਤੇ ਯਹੋਵਾਹ ਸਾਡੇ ਨਾਲ ਹੈ ਉਹਨਾਂ ਤੋਂ ਤੁਸੀਂ ਨਾ ਡਰੋ!
[IRV | PA | OT | Numbers | Chapter 14 | Verse 10] ਪਰ ਜਦ ਸਾਰੀ ਮੰਡਲੀ ਨੇ ਆਖਿਆ ਕਿ ਇਨ੍ਹਾਂ ਨੂੰ ਪੱਥਰਾਂ ਨਾਲ ਮਾਰੀਏ ਤਦ ਯਹੋਵਾਹ ਦੀ ਮਹਿਮਾ ਸਾਰੇ ਇਸਰਾਏਲੀਆਂ ਦੀ ਉੱਤੇ ਮੰਡਲੀ ਦੇ ਤੰਬੂ ਵਿੱਚ ਪਰਗਟ ਹੋਈ।
[IRV | PA | OT | Numbers | Chapter 14 | Verse 11] ਤਦ ਯਹੋਵਾਹ ਨੇ ਮੂਸਾ ਨੂੰ ਆਖਿਆ ਕਿ ਇਹ ਪਰਜਾ ਕਦੋਂ ਤੱਕ ਮੇਰੀ ਨਿਰਾਦਰੀ ਕਰਦੀ ਰਹੇਗੀ? ਅਤੇ ਕਦੋਂ ਤੱਕ ਮੇਰੇ ਉੱਤੇ ਉਨ੍ਹਾਂ ਸਾਰਿਆਂ ਨਿਸ਼ਾਨਾਂ ਦੇ ਹੁੰਦਿਆਂ ਵੀ ਜਿਹੜੇ ਮੈਂ ਉਨ੍ਹਾਂ ਵਿੱਚ ਕੀਤੇ, ਵਿਸ਼ਵਾਸ ਨਾ ਕਰੇਗੀ?
