[IRV | PA | OT | Numbers | Chapter 31 | Verse 1] ਯਹੋਵਾਹ ਨੇ ਮੂਸਾ ਨੂੰ ਬੋਲਿਆ ਕਿ
[IRV | PA | OT | Numbers | Chapter 31 | Verse 2] ਇਸਰਾਏਲੀਆਂ ਦਾ ਮਿਦਯਾਨੀਆਂ ਤੋਂ ਬਦਲਾ ਲੈ, ਫਿਰ ਤੂੰ ਆਪਣੇ ਲੋਕਾਂ ਵਿੱਚ ਜਾ ਮਿਲੇਂਗਾ।
[IRV | PA | OT | Numbers | Chapter 31 | Verse 3] ਤਦ ਮੂਸਾ ਨੇ ਪਰਜਾ ਨੂੰ ਆਖਿਆ ਕਿ ਆਪਣੇ ਵਿੱਚੋਂ ਮਨੁੱਖਾਂ ਨੂੰ ਸ਼ਸਤਰ ਧਾਰੀ ਬਣਾਓ ਤਾਂ ਜੋ ਉਹ ਮਿਦਯਾਨ ਦੇ ਵਿਰੁੱਧ ਲੜਨ ਅਤੇ ਯਹੋਵਾਹ ਦਾ ਬਦਲਾ ਮਿਦਯਾਨੀਆਂ ਤੋਂ ਲੈਣ।
[IRV | PA | OT | Numbers | Chapter 31 | Verse 4] ਇਸਰਾਏਲੀਆਂ ਦਿਆਂ ਸਾਰਿਆਂ ਗੋਤਾਂ ਵਿੱਚੋਂ ਤੁਸੀਂ ਇੱਕ-ਇੱਕ ਹਜ਼ਾਰ ਆਦਮੀ ਯੁੱਧ ਕਰਨ ਲਈ ਭੇਜੋ।
[IRV | PA | OT | Numbers | Chapter 31 | Verse 5] ਤਦ ਇਸਰਾਏਲ ਦੇ ਹਜ਼ਾਰਾਂ ਵਿੱਚੋਂ ਹਰ ਗੋਤ ਤੋਂ ਇੱਕ ਹਜ਼ਾਰ ਆਦਮੀ ਚੁਣੇ ਗਏ ਅਰਥਾਤ ਯੁੱਧ ਲਈ ਬਾਰਾਂ ਹਜ਼ਾਰ ਸ਼ਸਤਰ ਧਾਰੀ ਸਨ।
[IRV | PA | OT | Numbers | Chapter 31 | Verse 6] ਉਪਰੰਤ ਮੂਸਾ ਨੇ ਗੋਤਾਂ ਦੇ ਅਨੁਸਾਰ ਇੱਕ-ਇੱਕ ਹਜ਼ਾਰ ਆਦਮੀਆਂ ਨੂੰ ਅਤੇ ਅਲਆਜ਼ਾਰ ਜਾਜਕ ਦੇ ਪੁੱਤਰ ਫ਼ੀਨਹਾਸ ਨੂੰ ਯੁੱਧ ਕਰਨ ਲਈ ਭੇਜਿਆ ਅਤੇ ਪਵਿੱਤਰ ਸਥਾਨ ਦੇ ਭਾਂਡੇ ਅਤੇ ਚੌਕਸ ਕਰਨ ਵਾਲੀਆਂ ਤੁਰ੍ਹੀਆਂ ਉਸ ਦੇ ਹੱਥ ਵਿੱਚ ਸਨ।
[IRV | PA | OT | Numbers | Chapter 31 | Verse 7] ਸੋ ਉਹ ਮਿਦਯਾਨੀਆਂ ਨਾਲ ਲੜੇ ਜਿਵੇਂ ਯਹੋਵਾਹ ਨੇ ਮੂਸਾ ਨੂੰ ਹੁਕਮ ਦਿੱਤਾ ਸੀ ਅਤੇ ਉਨ੍ਹਾਂ ਨੇ ਸਾਰੇ ਆਦਮੀਆਂ ਨੂੰ ਮਾਰ ਦਿੱਤਾ।
[IRV | PA | OT | Numbers | Chapter 31 | Verse 8] ਅਤੇ ਉਨ੍ਹਾਂ ਨੇ ਮਿਦਯਾਨ ਦੇ ਰਾਜਿਆਂ ਨੂੰ ਉਹਨਾਂ ਮਾਰਿਆ ਹੋਇਆਂ ਦੇ ਨਾਲ ਹੀ ਮਾਰ ਦਿੱਤਾ ਅਰਥਾਤ ਅੱਵੀ, ਰਕਮ, ਸੂਰ, ਹੂਰ ਅਤੇ ਰਬਾ ਇਨ੍ਹਾਂ ਮਿਦਯਾਨ ਦੇ ਪੰਜਾਂ ਰਾਜਿਆਂ ਨੂੰ ਅਤੇ ਬਓਰ ਦੇ ਪੁੱਤਰ ਬਿਲਆਮ ਨੂੰ ਤਲਵਾਰ ਨਾਲ ਮਾਰ ਦਿੱਤਾ।
[IRV | PA | OT | Numbers | Chapter 31 | Verse 9] ਅਤੇ ਇਸਰਾਏਲੀਆਂ ਨੇ ਮਿਦਯਾਨ ਦੀਆਂ ਔਰਤਾਂ ਨੂੰ ਅਤੇ ਉਨ੍ਹਾਂ ਦੇ ਬੱਚਿਆਂ ਨੂੰ ਗੁਲਾਮ ਬਣਾ ਲਿਆ ਅਤੇ ਉਨ੍ਹਾਂ ਦੇ ਸਾਰੇ ਡੰਗਰ, ਸਾਰੇ ਝੁੰਡ ਅਤੇ ਉਨ੍ਹਾਂ ਦਾ ਸਾਰਾ ਕੁਝ ਲੁੱਟ ਲਿਆ।
[IRV | PA | OT | Numbers | Chapter 31 | Verse 10] ਅਤੇ ਉਨ੍ਹਾਂ ਦੇ ਸਾਰੇ ਸ਼ਹਿਰਾਂ ਨੂੰ ਅਤੇ ਸਾਰੀਆਂ ਛਾਉਣੀਆਂ ਨੂੰ, ਜਿਨ੍ਹਾਂ ਵਿੱਚ ਉਹ ਵੱਸਦੇ ਸਨ, ਅੱਗ ਨਾਲ ਫੂਕ ਦਿੱਤਾ।
[IRV | PA | OT | Numbers | Chapter 31 | Verse 11] ਅਤੇ ਉਨ੍ਹਾਂ ਨੇ ਲੁੱਟ ਦਾ ਸਾਰਾ ਮਾਲ ਅਤੇ ਸਾਰੇ ਗੁਲਾਮ ਕੀ ਮਨੁੱਖ, ਕੀ ਡੰਗਰ ਸਭ ਕੁਝ ਲੈ ਲਏ।
