[IRV | PA | OT | Numbers | Chapter 4 | Verse 1] ਯਹੋਵਾਹ ਮੂਸਾ ਅਤੇ ਹਾਰੂਨ ਨੂੰ ਬੋਲਿਆ,
[IRV | PA | OT | Numbers | Chapter 4 | Verse 2] ਲੇਵੀਆਂ ਦੇ ਵਿੱਚੋਂ ਕਹਾਥੀਆਂ ਦੀ ਉਨ੍ਹਾਂ ਦੇ ਟੱਬਰਾਂ ਅਤੇ ਉਨ੍ਹਾਂ ਦੇ ਪੁਰਖਿਆਂ ਦੇ ਘਰਾਣਿਆਂ ਅਨੁਸਾਰ ਗਿਣਤੀ ਕਰੋ।
[IRV | PA | OT | Numbers | Chapter 4 | Verse 3] ਤੀਹ ਸਾਲ ਤੋਂ ਪੰਜਾਹ ਸਾਲ ਤੱਕ ਸਾਰੇ ਜਿਹੜੇ ਸੇਵਾ ਕਰਨ ਯੋਗ ਹੋਣ, ਉਹ ਮਿਲਾਪ ਵਾਲੇ ਤੰਬੂ ਦੀ ਟਹਿਲ ਸੇਵਾ ਕਰਨ।
[IRV | PA | OT | Numbers | Chapter 4 | Verse 4] ਕਹਾਥੀਆਂ ਦੀ ਸੇਵਾ ਮਿਲਾਪ ਵਾਲੇ ਤੰਬੂ ਵਿੱਚ ਅੱਤ ਪਵਿੱਤਰ ਚੀਜ਼ਾਂ ਵਿਖੇ ਇਹ ਹੈ।
[IRV | PA | OT | Numbers | Chapter 4 | Verse 5] ਹਾਰੂਨ ਅਤੇ ਉਸ ਦੇ ਪੁੱਤਰ ਕੂਚ ਦੇ ਵੇਲੇ ਅੰਦਰ ਜਾਣ ਅਤੇ ਪਵਿੱਤਰ ਸਥਾਨ ਅਤੇ ਅੱਤ ਪਵਿੱਤਰ ਸਥਾਨ ਦਾ ਪਰਦਾ ਲਾਹੁਣ ਅਤੇ ਉਸ ਵਿੱਚ ਸਾਖੀ ਦੇ ਸੰਦੂਕ ਨੂੰ ਲਪੇਟਣ।
[IRV | PA | OT | Numbers | Chapter 4 | Verse 6] ਨਾਲੇ ਸਮੁੰਦਰੀ ਜੀਵ ਦੀਆਂ ਖੱਲਾਂ ਦਾ ਪਰਦਾ ਉਸ ਉੱਤੇ ਰੱਖਣ ਅਤੇ ਉਸ ਉੱਤੇ ਨੀਲੇ ਰੰਗ ਦਾ ਕੱਪੜਾ ਵਿਛਾਉਣ ਅਤੇ ਉਸ ਦੇ ਡੰਡੇ ਪਾਉਣ।
[IRV | PA | OT | Numbers | Chapter 4 | Verse 7] ਫੇਰ ਹਜ਼ੂਰੀ ਦੀ ਰੋਟੀ ਦੀ ਮੇਜ਼ ਉੱਤੇ ਨੀਲਾ ਕੱਪੜਾ ਵਿਛਾਉਣ ਅਤੇ ਉਸ ਉੱਤੇ ਥਾਲੀਆਂ, ਕੌਲੀਆਂ, ਗੜ੍ਹਵੇ ਅਤੇ ਭੇਟਾਂ ਵਰਤਾਉਣ ਵਾਲੇ ਕੜਛੇ ਰੱਖਣ ਅਤੇ ਸਦਾ ਕਾਲ ਦੀ ਰੋਟੀ ਉਸ ਉੱਤੇ ਪਈ ਰਹੇ।
[IRV | PA | OT | Numbers | Chapter 4 | Verse 8] ਉਨ੍ਹਾਂ ਦੇ ਉੱਤੇ ਕਿਰਮਚੀ ਕੱਪੜੇ ਵਿਛਾਉਣ ਅਤੇ ਉਸ ਨੂੰ ਸਮੁੰਦਰੀ ਜੀਵ ਦੀਆਂ ਖੱਲਾਂ ਦੇ ਨਾਲ ਕੱਜਣ ਅਤੇ ਉਸ ਦੀਆਂ ਚੋਬਾਂ ਪਾਉਣ।
[IRV | PA | OT | Numbers | Chapter 4 | Verse 9] ਫੇਰ ਉਹ ਨੀਲਾ ਕੱਪੜਾ ਲੈ ਕੇ ਚਾਨਣ ਦੇਣ ਵਾਲਾ ਸ਼ਮਾਦਾਨ ਢੱਕਣ ਨਾਲੇ ਉਸ ਦੇ ਦੀਵੇ, ਉਸ ਦੇ ਗੁਲਤਰਾਸ਼, ਉਸ ਦੇ ਗੁਲਦਾਨ ਅਤੇ ਉਸ ਦੇ ਸਾਰੇ ਤੇਲ ਵਾਲੇ ਭਾਂਡੇ ਜਿਨ੍ਹਾਂ ਨਾਲ ਉਹ ਉਸ ਦੀ ਸੇਵਾ ਕਰਦੇ ਹਨ।
[IRV | PA | OT | Numbers | Chapter 4 | Verse 10] ਤਦ ਉਸ ਦੇ ਸਾਰੇ ਸਮਾਨ ਸਮੇਤ ਸਮੁੰਦਰੀ ਜੀਵ ਦੀਆਂ ਖੱਲਾਂ ਦੇ ਵਿੱਚ ਰੱਖਣ ਅਤੇ ਉਹ ਉਸ ਨੂੰ ਚੋਬਾਂ ਉੱਤੇ ਧਰਨ।
[IRV | PA | OT | Numbers | Chapter 4 | Verse 11] ਸੋਨੇ ਦੀ ਜਗਵੇਦੀ ਉੱਤੇ ਨੀਲਾ ਕੱਪੜਾ ਵਿਛਾਉਣ ਅਤੇ ਉਸ ਨੂੰ ਬੱਕਰਿਆਂ ਦੀਆਂ ਖੱਲਾਂ ਦੇ ਢੱਕਣ ਨਾਲ ਢੱਕ ਦੇਣ ਅਤੇ ਉਸ ਦੇ ਡੰਡੇ ਪਾਉਣ।
[IRV | PA | OT | Numbers | Chapter 4 | Verse 12] ਫੇਰ ਉਹ ਉਪਾਸਨਾ ਦੀ ਸੇਵਾ ਦੇ ਸਾਰੇ ਭਾਂਡੇ, ਜਿਨ੍ਹਾਂ ਨਾਲ ਉਹ ਪਵਿੱਤਰ ਸਥਾਨ ਵਿੱਚ ਉਪਾਸਨਾ ਕਰਦੇ ਹਨ ਲੈ ਕੇ ਨੀਲੇ ਕੱਪੜੇ ਵਿੱਚ ਪਾਉਣ ਅਤੇ ਉਨ੍ਹਾਂ ਨੂੰ ਸਮੁੰਦਰੀ ਜੀਵ ਦੀਆਂ ਖੱਲਾਂ ਦੇ ਵਿੱਚ ਕੱਜਣ ਅਤੇ ਉਨ੍ਹਾਂ ਨੂੰ ਡੰਡੇ ਉੱਤੇ ਰੱਖਣ।
[IRV | PA | OT | Numbers | Chapter 4 | Verse 13] ਤਦ ਉਹ ਜਗਵੇਦੀ ਦੀ ਸੁਆਹ ਕੱਢ ਕੇ ਉਸ ਉੱਤੇ ਬੈਂਗਣੀ ਕੱਪੜਾ ਵਿਛਾਉਣ।
[IRV | PA | OT | Numbers | Chapter 4 | Verse 14] ਅਤੇ ਉਸ ਉੱਤੇ ਸਾਰੇ ਭਾਂਡੇ ਰੱਖਣ ਜਿਨ੍ਹਾਂ ਨਾਲ ਉਹ ਉਸ ਉੱਤੇ ਉਪਾਸਨਾ ਕਰਦੇ ਹਨ ਅਰਥਾਤ ਅੰਗੀਠੀਆਂ, ਕਾਂਟੇ, ਕੜਛੇ, ਬਾਟੀਆਂ ਅਤੇ ਜਗਵੇਦੀ ਦਾ ਸਾਰਾ ਸਮਾਨ ਅਤੇ ਉਹ ਦੇ ਉੱਤੇ ਬੱਕਰਿਆਂ ਦੀਆਂ ਖੱਲਾਂ ਵਿਛਾਉਣ ਅਤੇ ਉਸ ਦੀਆਂ ਚੋਬਾਂ ਪਾਉਣ।
[IRV | PA | OT | Numbers | Chapter 4 | Verse 15] ਜਦ ਹਾਰੂਨ ਅਤੇ ਉਸ ਦੇ ਪੁੱਤਰ ਪਵਿੱਤਰ ਸਥਾਨ ਅਤੇ ਉਸ ਦੇ ਸਾਰੇ ਸਮਾਨ ਨੂੰ ਢੱਕਣ ਦਾ ਕੰਮ ਕਰ ਚੁੱਕਣ ਅਤੇ ਜਦ ਡੇਰੇ ਦਾ ਕੂਚ ਹੋਣ ਵਾਲਾ ਹੋਵੇ, ਉਦੋਂ ਹੀ ਕਹਾਥੀ ਆਣ ਕੇ ਉਹ ਨੂੰ ਚੁੱਕਣ ਪਰ ਉਹ ਕਿਸੇ ਪਵਿੱਤਰ ਵਸਤੂ ਨੂੰ ਨਾ ਛੂਹਣ ਅਜਿਹਾ ਨਾ ਹੋਵੇ ਕਿ ਉਹ ਮਰ ਜਾਣ! ਮੰਡਲੀ ਦੇ ਤੰਬੂ ਵਿੱਚੋਂ ਕਹਾਥੀਆਂ ਲਈ ਇਹ ਭਾਰ ਉਠਾਉਣ ਲਈ ਇਹ ਹੀ ਵਸਤਾਂ ਹਨ।
[IRV | PA | OT | Numbers | Chapter 4 | Verse 16] ਹਾਰੂਨ ਜਾਜਕ ਦੇ ਪੁੱਤਰ ਅਲਆਜ਼ਾਰ ਦੀ ਇਹ ਜ਼ਿੰਮੇਵਾਰੀ ਹੈ ਕਿ ਚਾਨਣ ਕਰਨ ਲਈ ਤੇਲ, ਸੁਗੰਧੀ ਧੂਪ, ਸਦਾ ਕਾਲ ਦੀ ਮੈਦੇ ਦੀ ਭੇਟ ਅਤੇ ਮਸਹ ਕਰਨ ਦਾ ਤੇਲ ਅਰਥਾਤ ਸਾਰੇ ਡੇਰੇ ਦੀ ਅਤੇ ਜੋ ਕੁਝ ਉਸ ਵਿੱਚ ਹੈ, ਅਤੇ ਪਵਿੱਤਰ ਸਥਾਨ ਅਤੇ ਉਸ ਦੇ ਸਮਾਨ ਦੀ ਦੇਖਭਾਲ ਕਰੇ।
[IRV | PA | OT | Numbers | Chapter 4 | Verse 17] ਫੇਰ ਯਹੋਵਾਹ ਮੂਸਾ ਅਤੇ ਹਾਰੂਨ ਨੂੰ ਬੋਲਿਆ,
[IRV | PA | OT | Numbers | Chapter 4 | Verse 18] ਤੁਸੀਂ ਕਹਾਥੀਆਂ ਦੇ ਟੱਬਰਾਂ ਦੇ ਗੋਤਾਂ ਨੂੰ ਲੇਵੀਆਂ ਦੇ ਵਿੱਚੋਂ ਨਾਸ ਨਾ ਹੋਣ ਦੇਣਾ।
[IRV | PA | OT | Numbers | Chapter 4 | Verse 19] ਪਰ ਤੁਸੀਂ ਉਨ੍ਹਾਂ ਲਈ ਇਹ ਕਰੋ ਜਦ ਉਹ ਅੱਤ ਪਵਿੱਤਰ ਚੀਜ਼ਾਂ ਕੋਲ ਜਾਣ ਤਦ ਉਹ ਨਾ ਮਰਨ ਪਰ ਜੀਉਂਦੇ ਰਹਿਣ। ਤਦ ਹਾਰੂਨ ਅਤੇ ਉਸ ਦੇ ਪੁੱਤਰ ਅੰਦਰ ਜਾ ਕੇ ਉਨ੍ਹਾਂ ਦੇ ਹਰ ਇੱਕ ਮਨੁੱਖ ਲਈ ਉਸ ਦੀ ਟਹਿਲ ਸੇਵਾ ਅਤੇ ਉਹਨਾਂ ਦਾ ਭਾਰ ਠਹਿਰਾਉਣ।
[IRV | PA | OT | Numbers | Chapter 4 | Verse 20] ਉਹ ਇੱਕ ਪਲ ਲਈ ਵੀ ਅੰਦਰ ਜਾ ਕੇ ਪਵਿੱਤਰ ਸਥਾਨ ਨੂੰ ਨਾ ਵੇਖਣ ਕਿਤੇ ਅਜਿਹਾ ਨਾ ਹੋਵੇ ਕਿ ਉਹ ਮਰ ਜਾਣ।
[IRV | PA | OT | Numbers | Chapter 4 | Verse 21] ਯਹੋਵਾਹ ਨੇ ਮੂਸਾ ਨੂੰ ਆਖਿਆ,
[IRV | PA | OT | Numbers | Chapter 4 | Verse 22] ਗੇਰਸ਼ੋਨੀਆਂ ਦੀ ਵੀ ਉਨ੍ਹਾਂ ਦੇ ਪੁਰਖਿਆਂ ਦੇ ਘਰਾਣਿਆਂ ਅਤੇ ਟੱਬਰਾਂ ਅਨੁਸਾਰ ਗਿਣਤੀ ਕਰ।
[IRV | PA | OT | Numbers | Chapter 4 | Verse 23] ਤੀਹ ਸਾਲ ਤੋਂ ਉੱਪਰ ਪੰਜਾਹ ਸਾਲ ਤੱਕ ਤੂੰ ਉਨ੍ਹਾਂ ਨੂੰ ਗਿਣ, ਉਹ ਸਾਰੇ ਜਿਹੜੇ ਟਹਿਲ ਸੇਵਾ ਕਰਨ ਯੋਗ ਹੋਣ ਤਾਂ ਜੋ ਉਹ ਮੰਡਲੀ ਦੇ ਤੰਬੂ ਦੀ ਟਹਿਲ ਸੇਵਾ ਕਰਨ।
[IRV | PA | OT | Numbers | Chapter 4 | Verse 24] ਗੇਰਸ਼ੋਨੀਆਂ ਦੇ ਟੱਬਰਾਂ ਦੀ ਟਹਿਲ ਸੇਵਾ ਅਰਥਾਤ ਭਾਰ ਚੁੱਕਣ ਦੀ ਟਹਿਲ ਸੇਵਾ ਇਹ ਹੈ,
[IRV | PA | OT | Numbers | Chapter 4 | Verse 25] ਉਹ ਡੇਰੇ ਦੇ ਪਰਦਿਆਂ ਨੂੰ ਚੁੱਕਣ ਨਾਲੇ ਮੰਡਲੀ ਦਾ ਤੰਬੂ, ਉਸ ਦੇ ਢੱਕਣ ਸਣੇ ਅਤੇ ਸਮੁੰਦਰੀ ਜੀਵ ਦੀਆਂ ਖੱਲਾਂ ਦਾ ਢੱਕਣ ਜਿਹੜਾ ਉਸ ਉੱਤੇ ਹੈ ਅਤੇ ਮੰਡਲੀ ਦੇ ਤੰਬੂ ਦੇ ਦਰਵਾਜ਼ੇ ਦਾ ਪਰਦਾ।
[IRV | PA | OT | Numbers | Chapter 4 | Verse 26] ਅਤੇ ਵਿਹੜੇ ਦੀਆਂ ਕਨਾਤਾਂ ਤੇ ਵਿਹੜੇ ਦੇ ਫਾਟਕ ਦੇ ਦਰਵਾਜ਼ੇ ਦਾ ਪਰਦਾ ਜਿਹੜੀ ਡੇਰੇ ਅਤੇ ਜਗਵੇਦੀ ਦੇ ਕੋਲ ਆਲੇ-ਦੁਆਲੇ ਹੈ ਅਤੇ ਉਨ੍ਹਾਂ ਦੀਆਂ ਡੋਰੀਆਂ ਅਤੇ ਉਨ੍ਹਾਂ ਦੀ ਸੇਵਾ ਦਾ ਸਾਰਾ ਸਮਾਨ ਅਤੇ ਸਭ ਕੁਝ ਜੋ ਉਨ੍ਹਾਂ ਲਈ ਕਰਨਾ ਹੋਵੇ ਸੋ ਉਹ ਇਹ ਟਹਿਲ ਸੇਵਾ ਕਰਨ।
[IRV | PA | OT | Numbers | Chapter 4 | Verse 27] ਇਸ ਤਰ੍ਹਾਂ ਹਾਰੂਨ ਅਤੇ ਉਸ ਦੇ ਪੁੱਤਰਾਂ ਦੇ ਹੁਕਮ ਨਾਲ ਗੇਰਸ਼ੋਨੀਆਂ ਦੀ ਸਾਰੀ ਟਹਿਲ ਸੇਵਾ ਹੋਵੇ ਅਰਥਾਤ ਉਨ੍ਹਾਂ ਦਾ ਸਾਰਾ ਭਾਰ ਅਤੇ ਟਹਿਲ ਸੇਵਾ। ਇਸ ਤਰ੍ਹਾਂ ਤੁਸੀਂ ਉਨ੍ਹਾਂ ਉੱਤੇ ਉਨ੍ਹਾਂ ਦੇ ਸਾਰੇ ਕੰਮਾਂ ਦੀ ਜ਼ਿੰਮੇਵਾਰੀ ਠਹਿਰਾਓ।
[IRV | PA | OT | Numbers | Chapter 4 | Verse 28] ਮੰਡਲੀ ਦੇ ਤੰਬੂ ਵਿੱਚ ਇਹ ਗੇਰਸ਼ੋਨੀਆਂ ਦੇ ਟੱਬਰਾਂ ਦੀ ਟਹਿਲ ਸੇਵਾ ਹੋਵੇਗੀ ਅਤੇ ਹਾਰੂਨ ਜਾਜਕ ਦੇ ਪੁੱਤਰ ਈਥਾਮਾਰ ਦੇ ਇਖ਼ਤਿਆਰ ਵਿੱਚ ਉਨ੍ਹਾਂ ਦੀ ਦੇਖਭਾਲ ਹੋਵੇਗੀ।
[IRV | PA | OT | Numbers | Chapter 4 | Verse 29] ਮਰਾਰੀਆਂ ਨੂੰ ਉਨ੍ਹਾਂ ਦੇ ਟੱਬਰਾਂ ਅਤੇ ਉਨ੍ਹਾਂ ਦੇ ਪੁਰਖਿਆਂ ਦੇ ਘਰਾਣਿਆਂ ਅਨੁਸਾਰ ਗਿਣਤੀ ਕਰਨਾ।
[IRV | PA | OT | Numbers | Chapter 4 | Verse 30] ਤੀਹ ਸਾਲ ਤੋਂ ਉੱਪਰ ਪੰਜਾਹ ਸਾਲ ਤੱਕ ਤੂੰ ਉਹਨਾਂ ਨੂੰ ਗਿਣ, ਉਹ ਸਾਰੇ ਜਿਹੜੇ ਟਹਿਲ ਸੇਵਾ ਕਰਨ ਯੋਗ ਹੋਣ ਤਾਂ ਜੋ ਉਹ ਮੰਡਲੀ ਦੇ ਤੰਬੂ ਦੀ ਟਹਿਲ ਸੇਵਾ ਕਰਨ।
