[IRV | PA | OT | Numbers | Chapter 6 | Verse 1] ਯਹੋਵਾਹ ਨੇ ਮੂਸਾ ਨੂੰ ਆਖਿਆ,
[IRV | PA | OT | Numbers | Chapter 6 | Verse 2] ਇਸਰਾਏਲੀਆਂ ਨਾਲ ਗੱਲ ਕਰ ਅਤੇ ਉਨ੍ਹਾਂ ਨੂੰ ਆਖ ਕਿ ਜਦ ਕੋਈ ਪੁਰਸ਼ ਜਾਂ ਇਸਤਰੀ ਨਜ਼ੀਰ ਦੀ ਖ਼ਾਸ ਸੁੱਖਣਾ ਸੁੱਖੇ ਅਰਥਾਤ ਯਹੋਵਾਹ ਲਈ ਆਪਣੇ ਆਪ ਨੂੰ ਅਰਪਣ ਕਰੇ।
[IRV | PA | OT | Numbers | Chapter 6 | Verse 3] ਤਾਂ ਦਾਖ਼ਰਸ ਅਤੇ ਸ਼ਰਾਬ ਤੋਂ ਆਪਣੇ ਆਪ ਨੂੰ ਅੱਡ ਰੱਖੇ। ਉਹ, ਨਾ ਤਾਂ ਦਾਖਰਸ ਦਾ ਸਿਰਕਾ, ਨਾ ਸ਼ਰਾਬ ਦਾ ਸਿਰਕਾ ਪੀਵੇ ਅਤੇ ਉਹ ਕੋਈ ਦਾਖਰਸ ਨਾ ਪੀਵੇ ਨਾ ਕੋਈ ਦਾਖ ਸੁੱਕੀ ਜਾਂ ਤਾਜ਼ਾ ਖਾਵੇ।
[IRV | PA | OT | Numbers | Chapter 6 | Verse 4] ਉਹ ਦੇ ਅਲੱਗ ਹੋਣ ਦੇ ਸਾਰੇ ਦਿਨ ਉਹ ਬੀਜ ਤੋਂ ਲੈ ਕੇ ਛਿਲਕੇ ਤੱਕ ਕੁਝ ਨਾ ਖਾਵੇ ਜਿਹੜਾ ਦਾਖ ਤੋਂ ਬਣਿਆ ਹੋਵੇ।
[IRV | PA | OT | Numbers | Chapter 6 | Verse 5] ਉਸ ਦੇ ਅੱਡ ਹੋਣ ਦੀ ਸੁੱਖਣਾ ਦੇ ਸਾਰੇ ਦਿਨ ਕੋਈ ਉਸਤਰਾ ਉਸ ਦੇ ਸਿਰ ਨੂੰ ਨਾ ਲੱਗੇ ਜਦ ਤੱਕ ਉਸ ਦੇ ਦਿਨ ਪੂਰੇ ਨਾ ਹੋਣ ਜਿਨ੍ਹਾਂ ਵਿੱਚ ਉਸ ਨੇ ਯਹੋਵਾਹ ਲਈ ਆਪਣੇ ਆਪ ਨੂੰ ਅੱਡ ਕੀਤਾ, ਉਹ ਪਵਿੱਤਰ ਰਹੇ ਅਤੇ ਆਪਣੇ ਸਿਰ ਦੇ ਵਾਲਾਂ ਦੀਆਂ ਲਟਾਂ ਵਧਣ ਦੇਵੇ।
[IRV | PA | OT | Numbers | Chapter 6 | Verse 6] ਯਹੋਵਾਹ ਲਈ ਅੱਡ ਹੋਣ ਦੇ ਸਾਰੇ ਦਿਨ ਤੱਕ ਉਹ ਕਿਸੇ ਵੀ ਲਾਸ਼ ਕੋਲ ਨਾ ਜਾਵੇ।
[IRV | PA | OT | Numbers | Chapter 6 | Verse 7] ਉਹ ਆਪਣੇ ਪਿਤਾ, ਮਾਤਾ, ਭਰਾ ਜਾਂ ਭੈਣ ਲਈ, ਜਦ ਉਹ ਮਰ ਜਾਣ ਅਸ਼ੁੱਧ ਨਾ ਹੋ ਜਾਵੇ ਕਿਉਂ ਜੋ ਉਸ ਦੇ ਪਰਮੇਸ਼ੁਰ ਲਈ ਅੱਡ ਹੋਣ ਦੀ ਜ਼ਿੰਮੇਵਾਰੀ ਉਸ ਦੇ ਸਿਰ ਉੱਤੇ ਹੈ।
[IRV | PA | OT | Numbers | Chapter 6 | Verse 8] ਉਸ ਦੇ ਅੱਡ ਹੋਣ ਦੇ ਸਾਰੇ ਦਿਨ ਯਹੋਵਾਹ ਲਈ ਪਵਿੱਤਰ ਹਨ।
[IRV | PA | OT | Numbers | Chapter 6 | Verse 9] ਜੇ ਕੋਈ ਉਸ ਦੇ ਕੋਲ ਅਚਾਨਕ ਮਰ ਜਾਵੇ ਅਤੇ ਉਸ ਦੇ ਅੱਡ ਹੋਣ ਦਾ ਸਮਾਂ ਅਸ਼ੁੱਧ ਹੋ ਜਾਵੇ ਤਾਂ ਉਹ ਆਪਣੇ ਸ਼ੁੱਧ ਹੋਣ ਦੇ ਦਿਨ ਆਪਣਾ ਸਿਰ ਮੁਨਾਵੇ, ਸੱਤਵੇਂ ਦਿਨ ਉਹ ਨੂੰ ਮੁਨਾਵੇ।
[IRV | PA | OT | Numbers | Chapter 6 | Verse 10] ਫੇਰ ਅੱਠਵੇਂ ਦਿਨ ਉਹ ਜਾਜਕ ਕੋਲ ਮੰਡਲੀ ਦੇ ਤੰਬੂ ਦੇ ਦਰਵਾਜ਼ੇ ਉੱਤੇ ਦੋ ਘੁੱਗੀਆਂ ਜਾਂ ਦੋ ਕਬੂਤਰ ਦੇ ਬੱਚੇ ਲਿਆਵੇ।
[IRV | PA | OT | Numbers | Chapter 6 | Verse 11] ਤਾਂ ਜਾਜਕ ਇੱਕ ਨੂੰ ਪਾਪ ਬਲੀ ਅਤੇ ਦੂਜੇ ਨੂੰ ਹੋਮ ਦੀ ਬਲੀ ਲਈ ਚੜ੍ਹਾਵੇ ਅਤੇ ਇਸ ਤਰ੍ਹਾਂ ਉਹ ਦੇ ਲਈ ਪ੍ਰਾਸਚਿਤ ਕਰੇ ਕਿਉਂ ਜੋ ਉਸ ਨੇ ਉਸ ਲਾਸ਼ ਦੇ ਕਾਰਨ ਪਾਪ ਕੀਤਾ ਤਾਂ ਉਹ ਆਪਣੇ ਸਿਰ ਨੂੰ ਉਸੇ ਦਿਨ ਪਵਿੱਤਰ ਕਰੇ।
