[IRV | PA | OT | Numbers | Chapter 24 | Verse 1] ਜਦ ਬਿਲਆਮ ਨੇ ਵੇਖਿਆ ਕਿ ਯਹੋਵਾਹ ਦੀ ਨਿਗਾਹ ਵਿੱਚ ਇਸਰਾਏਲ ਨੂੰ ਬਰਕਤ ਦੇਣਾ ਚੰਗਾ ਹੈ ਤਾਂ ਜਿਵੇਂ ਉਹ ਪਹਿਲਾਂ ਕਦੀਂ ਕਦਾਈਂ ਜਾਦੂਗਰਾਂ ਨਾਲ ਮਿਲਣ ਲਈ ਜਾਂਦਾ ਸੀ, ਨਾ ਗਿਆ ਪਰ ਉਸ ਉਜਾੜ ਦੀ ਵੱਲ ਚਲਿਆ ਗਿਆ।
[IRV | PA | OT | Numbers | Chapter 24 | Verse 2] ਤਦ ਬਿਲਆਮ ਨੇ ਆਪਣੀਆਂ ਅੱਖਾਂ ਚੁੱਕ ਕੇ ਇਸਰਾਏਲ ਨੂੰ ਆਪਣੇ ਗੋਤਾਂ ਅਨੁਸਾਰ ਵੱਸੇ ਹੋਏ ਵੇਖਿਆ, ਤਾਂ ਪਰਮੇਸ਼ੁਰ ਦਾ ਆਤਮਾ ਉਸ ਉੱਤੇ ਆਇਆ।
[IRV | PA | OT | Numbers | Chapter 24 | Verse 3] ਤਦ ਉਸ ਆਪਣਾ ਅਗੰਮ ਵਾਕ ਆਖਿਆ, ਬਓਰ ਦੇ ਪੁੱਤਰ ਬਿਲਆਮ ਦਾ ਵਾਕ, ਉਸ ਪੁਰਸ਼ ਦਾ ਵਾਕ ਜਿਸ ਦੀਆਂ ਅੱਖਾਂ ਖੁੱਲ੍ਹੀਆਂ ਹਨ।
[IRV | PA | OT | Numbers | Chapter 24 | Verse 4] ਉਸ ਦਾ ਵਾਕ ਜਿਹੜਾ ਪਰਮੇਸ਼ੁਰ ਦੀਆਂ ਬਾਣੀਆਂ ਸੁਣਦਾ ਹੈ, ਜਿਹੜਾ ਸਰਬ ਸ਼ਕਤੀਮਾਨ ਦਾ ਦਰਸ਼ਣ ਪਾਉਂਦਾ ਹੈ, ਜਿਹੜਾ ਖੁੱਲ੍ਹੀਆਂ ਅੱਖਾਂ ਨਾਲ ਡਿੱਗ ਪੈਂਦਾ ਹੈ।
[IRV | PA | OT | Numbers | Chapter 24 | Verse 5] ਹੇ ਯਾਕੂਬ, ਤੇਰੇ ਤੰਬੂ ਕਿੰਨੇ ਚੰਗੇ ਹਨ! ਹੇ ਇਸਰਾਏਲ, ਤੇਰੇ ਵਾਸ ਵੀ!
[IRV | PA | OT | Numbers | Chapter 24 | Verse 6] ਘਾਟੀ ਦੇ ਵਾਂਗੂੰ ਉਹ ਫੈਲੇ ਹੋਏ ਹਨ, ਨਹਿਰ ਦੇ ਉੱਤੇ ਦੇ ਬਾਗ਼ਾਂ ਵਾਂਗੂੰ ਹਨ, ਯਹੋਵਾਹ ਦੇ ਲਾਏ ਹੋਏ ਅਗਰ ਦੇ ਰੁੱਖਾਂ ਵਾਂਗੂੰ, ਅਤੇ ਪਾਣੀ ਦੇ ਕੰਡੇ ਦੇ ਦਿਆਰ ਵਾਂਗੂੰ,
[IRV | PA | OT | Numbers | Chapter 24 | Verse 7] ਉਸ ਦਾ ਪਾਣੀ ਉਮੜ੍ਹ ਕੇ ਵਗੇਗਾ, ਅਤੇ ਉਸ ਦਾ ਬੀਜ ਬਹੁਤ ਪਾਣੀਆਂ ਵਿੱਚ ਹੋਵੇਗਾ, ਅਤੇ ਉਸ ਦਾ ਰਾਜਾ ਅਗਾਗ ਤੋਂ ਉੱਚਾ ਹੋਵੇਗਾ, ਉਸ ਦਾ ਰਾਜ ਵਧਦਾ ਜਾਵੇਗਾ।
[IRV | PA | OT | Numbers | Chapter 24 | Verse 8] ਪਰਮੇਸ਼ੁਰ ਉਸ ਨੂੰ ਮਿਸਰ ਤੋਂ ਲਿਆ ਰਿਹਾ ਹੈ, ਜਿਹਨਾਂ ਦਾ ਜ਼ੋਰ ਸਾਨ੍ਹ ਹੈ, ਉਹ ਆਪਣੀਆਂ ਵੈਰੀ ਕੌਮਾਂ ਨੂੰ ਖਾ ਜਾਵੇਗਾ, ਉਨ੍ਹਾਂ ਦੀਆਂ ਹੱਡੀਆਂ ਨੂੰ ਚੂਰ-ਚੂਰ ਕਰੇਗਾ, ਅਤੇ ਉਹਨਾਂ ਨੂੰ ਆਪਣਿਆਂ ਤੀਰਾਂ ਨਾਲ ਵਿੰਨ੍ਹ ਦੇਵੇਗਾ।
[IRV | PA | OT | Numbers | Chapter 24 | Verse 9] ਉਹ ਚੁੱਪ ਬੈਠਾ ਹੈ, ਉਹ ਸ਼ੇਰ ਵਾਂਗੂੰ ਲੇਟਿਆ, ਅਤੇ ਸ਼ੇਰਨੀ ਵਾਂਗੂੰ, ਕੌਣ ਉਹ ਨੂੰ ਛੇੜੇਗਾ? ਮੁਬਾਰਕ ਉਹ ਜਿਹੜਾ ਤੈਨੂੰ ਬਰਕਤ ਦੇਵੇ, ਅਤੇ ਸਰਾਪੀ ਉਹ ਜਿਹੜਾ ਤੈਨੂੰ ਸਰਾਪ ਦੇਵੇ!
[IRV | PA | OT | Numbers | Chapter 24 | Verse 10] ਤਾਂ ਬਾਲਾਕ ਦਾ ਕ੍ਰੋਧ ਬਿਲਆਮ ਦੇ ਵਿਰੁੱਧ ਭੜਕਿਆ ਅਤੇ ਹੱਥ ਉੱਤੇ ਹੱਥ ਮਾਰ ਕੇ ਬਾਲਾਕ ਨੇ ਬਿਲਆਮ ਨੂੰ ਆਖਿਆ, ਮੈਂ ਤੈਨੂੰ ਆਪਣੇ ਵੈਰੀਆਂ ਨੂੰ ਸਰਾਪ ਦੇਣ ਲਈ ਸੱਦਿਆ ਅਤੇ ਵੇਖ, ਤੂੰ ਤਿੰਨ ਵਾਰ ਉਨ੍ਹਾਂ ਨੂੰ ਬਰਕਤਾਂ ਹੀ ਬਰਕਤਾਂ ਦਿੱਤੀਆਂ।
[IRV | PA | OT | Numbers | Chapter 24 | Verse 11] ਹੁਣ ਆਪਣੇ ਘਰ ਚਲਿਆ ਜਾ! ਮੈਂ ਤਾਂ ਆਖਿਆ ਸੀ ਕਿ ਮੈਂ ਤੈਨੂੰ ਵੱਡਾ ਇਨਾਮ ਦਿਆਂਗਾ ਪਰ ਵੇਖ, ਯਹੋਵਾਹ ਨੇ ਤੈਨੂੰ ਇਨਾਮ ਲੈਣ ਤੋਂ ਮਨ੍ਹਾਂ ਕੀਤਾ।
[IRV | PA | OT | Numbers | Chapter 24 | Verse 12] ਅੱਗੋਂ ਬਿਲਆਮ ਨੇ ਬਾਲਾਕ ਨੂੰ ਆਖਿਆ, ਭਲਾ, ਮੈਂ ਤੇਰੇ ਸੰਦੇਸ਼ਵਾਹਕਾਂ ਨੂੰ ਜਿਹੜੇ ਤੂੰ ਮੇਰੇ ਕੋਲ ਭੇਜੇ ਸਨ ਨਹੀਂ ਆਖਿਆ ਸੀ।
[IRV | PA | OT | Numbers | Chapter 24 | Verse 13] ਕਿ ਜੇ ਬਾਲਾਕ ਮੈਨੂੰ ਆਪਣੇ ਘਰ ਭਰ ਦੀ ਚਾਂਦੀ ਅਤੇ ਸੋਨਾ ਦੇਵੇ, ਮੈਂ ਯਹੋਵਾਹ ਦੇ ਹੁਕਮ ਦਾ ਉਲੰਘਣ ਨਹੀਂ ਕਰ ਸਕਦਾ ਕਿ ਆਪਣੇ ਹੀ ਮਨ ਤੋਂ ਭਲਾ ਜਾਂ ਬੁਰਾ ਕਰਾਂ? ਜਿਹੜਾ ਵਾਕ ਯਹੋਵਾਹ ਕਹੇ ਮੈਂ ਉਹੀ ਕਹਾਂਗਾ।
[IRV | PA | OT | Numbers | Chapter 24 | Verse 14] ਹੁਣ ਵੇਖ, ਮੈਂ ਆਪਣੇ ਲੋਕਾਂ ਕੋਲ ਜਾਂਦਾ ਹਾਂ। ਆ, ਮੈਂ ਤੈਨੂੰ ਦੱਸਾਂਗਾ ਕਿ ਇਹ ਲੋਕ ਤੇਰੇ ਲੋਕਾਂ ਨਾਲ ਆਖਰੀ ਦਿਨਾਂ ਵਿੱਚ ਕੀ ਕਰਨਗੇ।
[IRV | PA | OT | Numbers | Chapter 24 | Verse 15] ਫੇਰ ਉਸ ਆਪਣਾ ਅਗੰਮ ਵਾਕ ਆਖਿਆ, ਬਓਰ ਦੇ ਪੁੱਤਰ ਬਿਲਆਮ ਦਾ ਵਾਕ, ਉਸ ਪੁਰਸ਼ ਦਾ ਵਾਕ ਜਿਸ ਦੀਆਂ ਅੱਖਾਂ ਖੁੱਲ੍ਹੀਆਂ ਹਨ,
[IRV | PA | OT | Numbers | Chapter 24 | Verse 16] ਉਸ ਦਾ ਵਾਕ ਜਿਹੜਾ ਪਰਮੇਸ਼ੁਰ ਦੀਆਂ ਬਾਣੀਆਂ ਸੁਣਦਾ ਹੈ, ਅਤੇ ਜਿਹੜਾ ਅੱਤ ਮਹਾਨ ਦਾ ਗਿਆਨ ਜਾਣਦਾ ਹੈ, ਜਿਹੜਾ ਸਰਬ ਸ਼ਕਤੀਮਾਨ ਦਾ ਦਰਸ਼ਣ ਪਾਉਂਦਾ ਹੈ, ਜਿਹੜਾ ਖੁੱਲ੍ਹੀਆਂ ਅੱਖਾਂ ਨਾਲ ਡਿੱਗ ਪੈਂਦਾ ਹੈ।
[IRV | PA | OT | Numbers | Chapter 24 | Verse 17] ਮੈਂ ਉਹ ਨੂੰ ਵੇਖਦਾ ਹਾਂ ਪਰ ਹੁਣ ਨਹੀਂ, ਮੈਂ ਉਹ ਨੂੰ ਤੱਕਦਾ ਹਾਂ ਪਰ ਨੇੜਿਓਂ ਨਹੀਂ। ਯਾਕੂਬ ਤੋਂ ਇੱਕ ਤਾਰਾ ਚੜ੍ਹੇਗਾ ਅਤੇ ਇਸਰਾਏਲ ਤੋਂ ਇੱਕ ਰਾਜ ਉੱਠੇਗਾ। ਉਹ ਮੋਆਬ ਦੀਆਂ ਸਰਹੱਦਾਂ ਨੂੰ ਚੂਰ-ਚੂਰ ਕਰੇਗਾ, ਅਤੇ ਸਾਰੇ ਦੰਗਾ ਕਰਨ ਵਾਲੇ ਸ਼ੇਥ ਦੇ ਪੁੱਤਰਾਂ ਨੂੰ ਮਾਰ ਸੁੱਟੇਗਾ।
[IRV | PA | OT | Numbers | Chapter 24 | Verse 18] ਅਦੋਮ ਉਹ ਦੀ ਸੰਪਤੀ ਹੋਵੇਗਾ, ਅਤੇ ਸੇਈਰ ਵੀ ਉਹ ਦੀ ਸੰਪਤੀ ਹੋਵੇਗਾ, ਜਿਹੜੇ ਉਹ ਦੇ ਵੈਰੀ ਹਨ, ਅਤੇ ਇਸਰਾਏਲ ਸੂਰਬੀਰਤਾ ਦਿਖਾਉਂਦਾ ਜਾਵੇਗਾ।
[IRV | PA | OT | Numbers | Chapter 24 | Verse 19] ਯਾਕੂਬ ਤੋਂ ਉਹ ਰਾਜ ਕਰੇਗਾ, ਅਤੇ ਸ਼ਹਿਰ ਦੇ ਸਾਰੇ ਬਚਿਆਂ ਹੋਇਆਂ ਨੂੰ ਵੀ ਨਾਸ ਕਰੇਗਾ।
[IRV | PA | OT | Numbers | Chapter 24 | Verse 20] ਫੇਰ ਉਸ ਨੇ ਅਮਾਲੇਕ ਨੂੰ ਦੇਖਿਆ ਅਤੇ ਆਪਣਾ ਅਗੰਮ ਵਾਕ ਆਖਿਆ, ਅਮਾਲੇਕ ਕੌਮਾਂ ਵਿੱਚ ਪਹਿਲੀ ਸੀ, ਪਰ ਉਸ ਦਾ ਅੰਤ ਤਾਂ ਨਸ਼ਟ ਹੀ ਹੋਣਾ ਹੈ।
[IRV | PA | OT | Numbers | Chapter 24 | Verse 21] ਫਿਰ ਉਸ ਨੇ ਕੇਨੀਆਂ ਨੂੰ ਡਿੱਠਾ ਅਤੇ ਆਪਣਾ ਅਗੰਮ ਵਾਕ ਆਖਿਆ, ਤੇਰਾ ਵਸੇਰਾ ਸਥਿਰ ਤਾਂ ਹੈ, ਅਤੇ ਤੇਰਾ ਆਲ੍ਹਣਾ ਚੱਟਾਨ ਵਿੱਚ ਤਾਂ ਹੈ,
[IRV | PA | OT | Numbers | Chapter 24 | Verse 22] ਤਾਂ ਵੀ ਕਾਇਨ ਉਜਾੜ ਦਿੱਤਾ ਜਾਵੇਗਾ, ਜਦ ਤੱਕ ਅੱਸ਼ੂਰ ਤੈਨੂੰ ਬੰਨ੍ਹ ਕੇ ਨਾ ਲੈ ਜਾਵੇ।
[IRV | PA | OT | Numbers | Chapter 24 | Verse 23] ਉਸ ਨੇ ਫੇਰ ਆਪਣਾ ਅਗੰਮ ਵਾਕ ਆਖਿਆ, ਹਾਏ! ਪਰਮੇਸ਼ੁਰ ਦੀ ਕਿਰਪਾ ਤੋਂ ਬਿਨ੍ਹਾਂ ਕੌਣ ਜੀਉਂਦਾ ਰਹੇਗਾ?
