[IRV | PA | OT | Numbers | Chapter 10 | Verse 1] ਯਹੋਵਾਹ ਨੇ ਮੂਸਾ ਨੂੰ ਆਖਿਆ,
[IRV | PA | OT | Numbers | Chapter 10 | Verse 2] ਆਪਣੇ ਲਈ ਚਾਂਦੀ ਦੀਆਂ ਦੋ ਤੁਰ੍ਹੀਆਂ ਬਣਾ। ਉਨ੍ਹਾਂ ਨੂੰ ਘੜ੍ਹ ਕੇ ਬਣਾ ਤਾਂ ਜੋ ਉਹ ਤੇਰੇ ਲਈ ਮੰਡਲੀ ਨੂੰ ਸੱਦਣ ਲਈ ਅਤੇ ਡੇਰਿਆਂ ਦੇ ਕੂਚ ਕਰਨ ਲਈ ਹੋਣ।
[IRV | PA | OT | Numbers | Chapter 10 | Verse 3] ਜਦ ਉਹ ਉਨ੍ਹਾਂ ਨੂੰ ਫੂਕਣ ਤਾਂ ਸਾਰੀ ਮੰਡਲੀ ਤੇਰੇ ਕੋਲ ਮੰਡਲੀ ਦੇ ਤੰਬੂ ਦੇ ਦਰਵਾਜ਼ੇ ਕੋਲ ਇਕੱਠੀ ਹੋ ਜਾਵੇ।
[IRV | PA | OT | Numbers | Chapter 10 | Verse 4] ਜੇਕਰ ਇੱਕੋ ਹੀ ਫੂਕਣ ਤਾਂ ਪ੍ਰਧਾਨ, ਜਿਹੜੇ ਇਸਰਾਏਲ ਵਿੱਚ ਹਜ਼ਾਰਾਂ ਦੇ ਮੁਖੀਏ ਹਨ, ਤੇਰੇ ਕੋਲ ਇਕੱਠੇ ਹੋ ਜਾਣ।
[IRV | PA | OT | Numbers | Chapter 10 | Verse 5] ਜਦ ਤੁਸੀਂ ਸਾਹ ਖਿੱਚ ਕੇ ਫੂਕ ਮਾਰੋ ਤਾਂ ਪੂਰਬ ਦਿਸ਼ਾ ਵੱਲ ਦੇ ਡੇਰੇ ਕੂਚ ਕਰਨ।
[IRV | PA | OT | Numbers | Chapter 10 | Verse 6] ਜਦ ਤੁਸੀਂ ਸਾਹ ਖਿੱਚ ਕੇ ਦੂਜੀ ਵਾਰ ਫੂਕ ਮਾਰੋ ਤਾਂ ਦੱਖਣ ਦਿਸ਼ਾ ਵੱਲ ਦੇ ਡੇਰੇ ਕੂਚ ਕਰਨ। ਇਸ ਤਰ੍ਹਾਂ ਦੇ ਕੂਚ ਕਰਨ ਲਈ ਉਹ ਸਾਹ ਖਿੱਚ ਕੇ ਫੂਕਣ।
[IRV | PA | OT | Numbers | Chapter 10 | Verse 7] ਜਦ ਸਭਾ ਇਕੱਠੀ ਕਰਨੀ ਹੋਵੇ ਤਾਂ ਤੁਸੀਂ ਤੁਰ੍ਹੀ ਫੂਕੋ ਪਰ ਸਾਹ ਖਿੱਚ ਕੇ ਨਾ ਫੂਕੋ।
[IRV | PA | OT | Numbers | Chapter 10 | Verse 8] ਅਤੇ ਹਾਰੂਨ ਦੇ ਪੁੱਤਰ ਜੋ ਜਾਜਕ ਹਨ ਉਹ ਤੁਰ੍ਹੀਆਂ ਫੂਕਣ ਅਤੇ ਉਹ ਤੁਹਾਡੇ ਲਈ ਸਦਾ ਤੱਕ ਤੁਹਾਡੀ ਪੀੜ੍ਹੀਓਂ ਪੀੜ੍ਹੀ ਲਈ ਇੱਕ ਬਿਧੀ ਹੋਵੇ।
[IRV | PA | OT | Numbers | Chapter 10 | Verse 9] ਜਦ ਤੁਸੀਂ ਆਪਣੇ ਦੇਸ ਵਿੱਚ ਆਪਣੇ ਵੈਰੀਆਂ ਦੇ ਵਿਰੁੱਧ, ਜਿਹੜੇ ਤੁਹਾਨੂੰ ਸਤਾਉਂਦੇ ਹਨ ਯੁੱਧ ਕਰਨ ਲਈ ਜਾਓ ਤਾਂ ਤੁਸੀਂ ਤੁਰ੍ਹੀਆਂ ਨੂੰ ਸਾਹ ਖਿੱਚ ਕੇ ਫੂਕੋ, ਫੇਰ ਤੁਸੀਂ ਯਹੋਵਾਹ ਆਪਣੇ ਪਰਮੇਸ਼ੁਰ ਅੱਗੇ ਯਾਦ ਕੀਤੇ ਜਾਓਗੇ ਅਤੇ ਤੁਸੀਂ ਆਪਣੇ ਵੈਰੀਆਂ ਤੋਂ ਬਚਾਏ ਜਾਓਗੇ।
[IRV | PA | OT | Numbers | Chapter 10 | Verse 10] ਆਪਣੇ ਅਨੰਦ ਦੇ ਦਿਨ, ਆਪਣੇ ਠਹਿਰਾਏ ਹੋਏ ਪਰਬਾਂ ਅਤੇ ਆਪਣੇ ਮਹੀਨਿਆਂ ਦੇ ਅਰੰਭ ਵਿੱਚ ਆਪਣੇ ਹੋਮ ਦੀਆਂ ਭੇਟਾਂ ਅਤੇ ਸੁੱਖ-ਸਾਂਦ ਦੀਆਂ ਬਲੀਆਂ ਉੱਤੇ ਤੁਰ੍ਹੀਆਂ ਨੂੰ ਫੂਕੋ ਅਤੇ ਉਹ ਤੁਹਾਡੇ ਲਈ ਤੁਹਾਡੇ ਪਰਮੇਸ਼ੁਰ ਅੱਗੇ ਇੱਕ ਯਾਦਗਾਰੀ ਠਹਿਰਨ। ਮੈਂ ਯਹੋਵਾਹ ਤੁਹਾਡਾ ਪਰਮੇਸ਼ੁਰ ਹਾਂ।
[IRV | PA | OT | Numbers | Chapter 10 | Verse 11] ਫੇਰ ਅਜਿਹਾ ਹੋਇਆ ਕਿ ਦੂਜੇ ਸਾਲ ਦੇ ਦੂਜੇ ਮਹੀਨੇ ਦੇ ਵੀਹਵੇਂ ਦਿਨ ਉਹ ਬੱਦਲ ਸਾਖੀ ਦੇ ਡੇਰੇ ਦੇ ਉੱਤੋਂ ਚੁੱਕਿਆ ਗਿਆ।
