[IRV | GU | OT | Isaiah | Chapter 21 | Verse 1] સમુદ્ર પાસેના અરણ્ય વિષે ઈશ્વરવાણી. નેગેબ તરફથી વંટોળિયાના સુસવાટાની જેમ આપત્તિ અરણ્યમાંથી, બિહામણા દેશમાંથી, આવે છે.
[IRV | GU | OT | Isaiah | Chapter 21 | Verse 2] મને એક દુઃખદાયી દર્શન દેખાડવામાં આવ્યું: ઠગ ઠગે છે, અને વિનાશ કરનાર વિનાશ કરે છે. હે એલામ, ચઢાઈ કર; હે માદાય ઘેરો નાખ; મેં તેના સર્વ નિસાસાને બંધ કર્યો છે.
[IRV | GU | OT | Isaiah | Chapter 21 | Verse 3] તેથી મારી કમર પીડાથી ભરેલી છે; પ્રસૂતાની વેદના જેવી પીડા મારા પર આવી પડી છે; મેં જે સાંભળ્યું છે તેનાથી હું નીચો વળી ગયો છું; મેં જે જોયું છે તેનાથી હું વ્યાકુળ છું.
[IRV | GU | OT | Isaiah | Chapter 21 | Verse 4] મારું હૃદય વ્યાકુળ થયું છે; ભયથી હું ત્રાસ પામ્યો છું; જે રાત હું ઇચ્છતો હતો તે મારા માટે ધ્રૂજારીમાં ફેરવાઈ ગઈ છે.
[IRV | GU | OT | Isaiah | Chapter 21 | Verse 5] તેઓ મેજ તૈયાર કરે છે, જાજમ પાથરે છે અને ખાય છે પીએ છે; ઊઠો, સરદારો, ઢાલોને તેલ ચોપડો.
[IRV | GU | OT | Isaiah | Chapter 21 | Verse 6] કેમ કે પ્રભુએ મને એમ કહ્યું કે: “જા, ચોકીદાર ઊભો રાખ; તે જે કંઈ જુએ તેની તે ખબર આપે.
[IRV | GU | OT | Isaiah | Chapter 21 | Verse 7] જો તે રથને, બબ્બે સાથે ચાલનાર ઘોડેસવારોને જુએ, ગધેડા અને ઊંટ પરના સવારોને જુએ, ત્યારે તે ખૂબ ધ્યાન રાખે અને ખૂબ સાવચેત રહે.”
[IRV | GU | OT | Isaiah | Chapter 21 | Verse 8] પછી ચોકીદારે પોકાર કર્યો, “હે પ્રભુ, હું દિવસે નિરંતર પહેરાના બુરજ ઉપર ઊભો રહું છું, આખી રાત હું મારી ચોકીની જગાએ ઊભો રહું છું.”
[IRV | GU | OT | Isaiah | Chapter 21 | Verse 9] જુઓ, આ મનુષ્યોની સવારી, બબ્બે સાથે ચાલનાર ઘોડેસવારો આવે છે. તેણે ઉત્તરમાં કહ્યું, “બાબિલ પડ્યુ છે, પડ્યું છે, તેના દેવોની સર્વ કોરેલી મૂર્તિઓને તેણે ભાંગી નાખીને જમીનદોસ્ત કરી છે.”
[IRV | GU | OT | Isaiah | Chapter 21 | Verse 10] હે મારા ઝુડાયેલા લોકો, મારી ખળીના દાણા, જે મેં સૈન્યોના યહોવાહ, ઇઝરાયલનાં ઈશ્વર પાસેથી સાંભળ્યું છે, તે મેં તમને જણાવ્યું છે.
[IRV | GU | OT | Isaiah | Chapter 21 | Verse 11] દૂમા વિષે ઈશ્વરવાણી. સેઈરમાંથી કોઈ મને પોકારે છે, “હે ચોકીદાર, રાત કેટલી ગઈ? હે ચોકીદાર, રાત કેટલી ગઈ?”
[IRV | GU | OT | Isaiah | Chapter 21 | Verse 12] ચોકીદારે કહ્યું, “સવાર થાય છે અને રાત પણ આવે છે, જો તમારે પૂછવું હોય તો પૂછો; ફરી પાછા આવો.”
[IRV | GU | OT | Isaiah | Chapter 21 | Verse 13] અરબસ્તાન વિષે ઈશ્વરવાણી: હે દેદાનીઓના સંઘ, અરબસ્તાનમાંના અરણ્યમાં તમે રાત પસાર કરશો.
[IRV | GU | OT | Isaiah | Chapter 21 | Verse 14] તેમાંના રહેવાસીઓ, તરસ્યાની પાસે પાણી લાવો; રોટલી લઈને નાસી જનારાઓની સામે આવો.
[IRV | GU | OT | Isaiah | Chapter 21 | Verse 15] કેમ કે એ લોકો તલવારથી, ખુલ્લી તલવારથી, તાણેલા ધનુષ્યથી અને ભીષણ યુદ્ધની પીડાથી નાસે છે.
[IRV | GU | OT | Isaiah | Chapter 21 | Verse 16] કેમ કે પ્રભુએ મને એમ કહ્યું કે, “મજૂરના કામના વર્ષ પ્રમાણે એક વર્ષની અંદર, કેદારનું સર્વ ગૌરવ જતું રહેશે.
[IRV | GU | OT | Isaiah | Chapter 21 | Verse 17] અને ધનુર્ધારીઓની સંખ્યાનો શેષ, કેદારીઓના શૂરવીરો, થોડા થશે;” કેમ કે હું ઇઝરાયલનો ઈશ્વર યહોવાહ આ વચન બોલ્યો છું.
