[IRV | PA | OT | Micah | Chapter 2 | Verse 1] ਹਾਏ ਉਹਨਾਂ ਉੱਤੇ ਜੋ ਆਪਣੇ ਵਿਛਾਉਣਿਆਂ ਉੱਤੇ ਬਦੀ ਸੋਚਦੇ ਅਤੇ ਦੁਸ਼ਟਪੁਣਾ ਕਰਦੇ ਹਨ! ਅਤੇ ਸਵੇਰ ਦਾ ਚਾਨਣ ਹੁੰਦਿਆਂ ਹੀ ਉਹ ਇਸ ਨੂੰ ਪੂਰਾ ਕਰਦੇ ਹਨ, ਕਿਉਂਕਿ ਅਜਿਹਾ ਕਰਨ ਦਾ ਬਲ ਉਹਨਾਂ ਦੇ ਹੱਥਾਂ ਵਿੱਚ ਹੈ।
[IRV | PA | OT | Micah | Chapter 2 | Verse 2] ਉਹ ਖੇਤਾਂ ਦਾ ਲੋਭ ਕਰਦੇ ਹਨ ਅਤੇ ਉਹਨਾਂ ਨੂੰ ਖੋਹ ਲੈਂਦੇ ਹਨ, ਨਾਲੇ ਘਰਾਂ ਦਾ ਲੋਭ ਕਰਕੇ ਉਹਨਾਂ ਨੂੰ ਵੀ ਲੈ ਲੈਂਦੇ ਹਨ। ਉਹ ਪੁਰਖ ਅਤੇ ਉਸ ਦੇ ਘਰਾਣੇ ਨੂੰ ਸਤਾਉਂਦੇ ਹਨ, ਸਗੋਂ ਪੁਰਖ ਅਤੇ ਉਸ ਦੀ ਵਿਰਾਸਤ ਉੱਤੇ ਅਨ੍ਹੇਰ ਕਰਦੇ ਹਨ।
[IRV | PA | OT | Micah | Chapter 2 | Verse 3] ਇਸ ਲਈ ਯਹੋਵਾਹ ਇਹ ਫ਼ਰਮਾਉਂਦਾ ਹੈ, - ਵੇਖੋ, ਮੈਂ ਇਸ ਘਰਾਣੇ ਉੱਤੇ ਅਜਿਹੀ ਬਿਪਤਾ ਸੋਚਦਾ ਹਾਂ, ਜਿਸ ਤੋਂ ਤੁਸੀਂ ਆਪਣੀਆਂ ਧੌਣਾਂ ਨੂੰ ਨਾ ਕੱਢ ਸਕੋਗੇ, ਨਾ ਤੁਸੀਂ ਹੰਕਾਰ ਨਾਲ ਤੁਰੋਗੇ, ਕਿਉਂ ਜੋ ਉਹ ਸਮਾਂ ਭੈੜਾ ਹੋਵੇਗਾ!
[IRV | PA | OT | Micah | Chapter 2 | Verse 4] ਉਸ ਦਿਨ ਉਹ ਤੁਹਾਡੇ ਬਾਰੇ ਕਹਾਉਤ ਆਖਣਗੇ, ਅਤੇ ਰੋਂਦੇ-ਪਿੱਟਦੇ ਹੋਏ ਵਿਰਲਾਪ ਕਰਨਗੇ ਅਤੇ ਆਖਣਗੇ, ਸਾਡਾ ਸੱਤਿਆਨਾਸ ਹੋ ਗਿਆ! ਉਹ ਮੇਰੇ ਲੋਕਾਂ ਦੇ ਭਾਗ ਨੂੰ ਬਦਲਦਾ ਹੈ, ਉਹ ਉਸ ਨੂੰ ਮੇਰੇ ਤੋਂ ਕਿਵੇਂ ਦੂਰ ਕਰਦਾ ਹੈ, ਉਹ ਸਾਡੇ ਖੇਤਾਂ ਨੂੰ ਵਿਸ਼ਵਾਸਘਾਤੀਆਂ ਵਿੱਚ ਵੰਡਦਾ ਹੈ!
[IRV | PA | OT | Micah | Chapter 2 | Verse 5] ਸੋ ਤੇਰੇ ਲਈ ਯਹੋਵਾਹ ਦੀ ਸਭਾ ਵਿੱਚ ਕੋਈ ਵੀ ਨਹੀਂ ਹੋਵੇਗਾ ਜੋ ਪਰਚੀਆਂ ਪਾ ਜ਼ਮੀਨ ਨੂੰ ਵੰਡ ਲਵੇ।
[IRV | PA | OT | Micah | Chapter 2 | Verse 6] ਉਹ ਇਹ ਭਵਿੱਖਬਾਣੀ ਕਰਦੇ ਹਨ ਕਿ ਭਵਿੱਖਬਾਣੀ ਨਾ ਕਰੋ, ਇਹਨਾਂ ਗੱਲਾਂ ਬਾਰੇ ਭਵਿੱਖਬਾਣੀ ਨਾ ਕਰੋ, ਸਾਡੇ ਉੱਤੇ ਇਹ ਅਪਮਾਨ ਨਹੀਂ ਆਵੇਗਾ।
[IRV | PA | OT | Micah | Chapter 2 | Verse 7] ਹੇ ਯਾਕੂਬ ਦੇ ਘਰਾਣੇ, ਕੀ ਇਹ ਆਖਿਆ ਜਾਵੇ? ਕੀ ਯਹੋਵਾਹ ਦਾ ਆਤਮਾ ਬੇਸਬਰ ਹੈ? ਭਲਾ, ਇਹ ਉਹ ਦੇ ਕੰਮ ਹਨ? ਕੀ ਮੇਰੇ ਬਚਨ ਸਿੱਧੇ ਚਾਲ-ਚੱਲਣ ਵਾਲੇ ਦੀ ਭਲਿਆਈ ਨਹੀਂ ਕਰਦੇ?
[IRV | PA | OT | Micah | Chapter 2 | Verse 8] ਪਰ ਕੱਲ ਦੀ ਗੱਲ ਹੈ ਕਿ ਮੇਰੀ ਪਰਜਾ ਵੈਰੀ ਬਣ ਕੇ ਮੇਰੇ ਵਿਰੁੱਧ ਉੱਠੀ ਹੈ, ਤੁਸੀਂ ਉਸ ਮਨੁੱਖ ਦੇ ਉੱਤੋਂ ਕੱਪੜੇ ਅਤੇ ਚੱਦਰ ਖਿੱਚ ਲੈਂਦੇ ਹੋ, ਜੋ ਚੈਨ ਨਾਲ ਲੜਾਈ ਦੇ ਖਿਆਲ ਤੋਂ ਵੀ ਦੂਰ ਰਹਿ ਕੇ ਲੰਘਦਾ ਹੈ।
[IRV | PA | OT | Micah | Chapter 2 | Verse 9] ਤੁਸੀਂ ਮੇਰੀ ਪਰਜਾ ਦੀਆਂ ਇਸਤਰੀਆਂ ਨੂੰ, ਉਹਨਾਂ ਦੇ ਸੋਹਣਿਆਂ ਘਰਾਂ ਤੋਂ ਕੱਢਦੇ ਹੋ, ਤੁਸੀਂ ਉਹਨਾਂ ਦੇ ਨਿਆਣਿਆਂ ਤੋਂ ਮੇਰੀਆਂ ਦਿੱਤੀਆਂ ਹੋਈਆਂ ਬਰਕਤਾਂ ਸਦਾ ਲਈ ਖੋਹ ਲੈਂਦੇ ਹੋ।
[IRV | PA | OT | Micah | Chapter 2 | Verse 10] ਉੱਠੋ, ਚੱਲੇ ਜਾਓ! ਇਹ ਤੁਹਾਡਾ ਕੋਈ ਵਿਸ਼ਰਾਮ ਸਥਾਨ ਨਹੀਂ ਹੈ। ਇਸ ਦਾ ਕਾਰਨ ਤੁਹਾਡੀ ਉਹ ਅਸ਼ੁੱਧਤਾ ਹੈ, ਜਿਸ ਨਾਲ ਤੁਸੀਂ ਇਸ ਸਥਾਨ ਦਾ ਨਾਸ ਕਰ ਦਿੱਤਾ ਹੈ।
[IRV | PA | OT | Micah | Chapter 2 | Verse 11] ਜੇਕਰ ਇੱਕ ਝੂਠੀ ਆਤਮਾ ਵਿੱਚ ਚੱਲਦਾ ਹੋਇਆ, ਝੂਠੀ ਅਤੇ ਵਿਅਰਥ ਗੱਲ ਬਕੇ ਅਤੇ ਆਖੇ, “ਮੈਂ ਤੇਰੇ ਲਈ ਮਧ ਅਤੇ ਸ਼ਰਾਬ ਦੀ ਭਵਿੱਖਬਾਣੀ ਕਰਾਂਗਾ,” ਤਾਂ ਉਹ ਇਸ ਪਰਜਾ ਦਾ ਨਬੀ ਹੁੰਦਾ ਹੈ!
[IRV | PA | OT | Micah | Chapter 2 | Verse 12] ਹੇ ਯਾਕੂਬ, ਮੈਂ ਜ਼ਰੂਰ ਹੀ ਤੁਹਾਨੂੰ ਸਾਰਿਆਂ ਨੂੰ ਇਕੱਠੇ ਕਰਾਂਗਾ, ਮੈਂ ਇਸਰਾਏਲ ਦੇ ਬਚੇ ਹੋਇਆਂ ਨੂੰ ਜ਼ਰੂਰ ਹੀ ਜਮਾਂ ਕਰਾਂਗਾ, ਮੈਂ ਉਹਨਾਂ ਨੂੰ ਬਾਸਰਾਹ ਦੀਆਂ ਭੇਡਾਂ ਵਾਂਗੂੰ ਰਲਾ ਕੇ ਰੱਖਾਂਗਾ, ਇੱਕ ਇੱਜੜ ਵਾਂਗੂੰ ਜੋ ਚੰਗੀ ਜੂਹ ਵਿੱਚ ਹੈ, ਮਨੁੱਖਾਂ ਦੀ ਬਹੁਤਾਇਤ ਦੇ ਕਾਰਨ ਧਰਤੀ ਫੇਰ ਭਰ ਜਾਵੇਗੀ।
[IRV | PA | OT | Micah | Chapter 2 | Verse 13] ਰਾਹ ਬਣਾਉਣ ਵਾਲਾ ਉਹਨਾਂ ਦੇ ਅੱਗੇ-ਅੱਗੇ ਉਤਾਹਾਂ ਜਾਵੇਗਾ, ਉਹ ਭੱਜ ਕੇ ਨਿੱਕਲਣਗੇ ਅਤੇ ਫਾਟਕ ਦੇ ਵਿੱਚੋਂ ਦੀ ਲੰਘਣਗੇ, ਉਹਨਾਂ ਦਾ ਰਾਜਾ ਉਹਨਾਂ ਦੇ ਅੱਗੇ-ਅੱਗੇ ਚੱਲੇਗਾ, ਅਤੇ ਯਹੋਵਾਹ ਉਹਨਾਂ ਦੇ ਸਿਰ ਤੇ ਹੋਵੇਗਾ।
