[IRV | PA | OT | Micah | Chapter 6 | Verse 1] ਸੁਣੋ ਕਿ ਹੁਣ ਯਹੋਵਾਹ ਕੀ ਆਖਦਾ ਹੈ, ਉੱਠ, ਪਹਾੜਾਂ ਦੇ ਅੱਗੇ ਮੁਕੱਦਮਾ ਲੜ, ਅਤੇ ਟਿੱਲੇ ਤੇਰੀ ਅਵਾਜ਼ ਸੁਣਨ!
[IRV | PA | OT | Micah | Chapter 6 | Verse 2] ਹੇ ਪਰਬਤੋਂ, ਯਹੋਵਾਹ ਦਾ ਮੁਕੱਦਮਾ ਸੁਣੋ, ਤੁਸੀਂ ਵੀ, ਹੇ ਧਰਤੀ ਦੀਓ ਅਟੱਲ ਨੀਂਹੋ! ਕਿਉਂ ਜੋ ਯਹੋਵਾਹ ਦਾ ਮੁਕੱਦਮਾ ਆਪਣੀ ਪਰਜਾ ਦੇ ਨਾਲ ਹੈ, ਅਤੇ ਉਹ ਇਸਰਾਏਲ ਨਾਲ ਝਗੜੇਗਾ।
[IRV | PA | OT | Micah | Chapter 6 | Verse 3] ਹੇ ਮੇਰੀ ਪਰਜਾ, ਮੈਂ ਤੇਰਾ ਕੀ ਵਿਗਾੜਿਆ ਹੈ? ਮੈਂ ਕਿਵੇਂ ਤੈਨੂੰ ਥਕਾ ਦਿੱਤਾ ਹੈ? ਮੈਨੂੰ ਉੱਤਰ ਦੇ!
[IRV | PA | OT | Micah | Chapter 6 | Verse 4] ਮੈਂ ਤਾਂ ਤੈਨੂੰ ਮਿਸਰ ਦੇਸ਼ ਵਿੱਚੋਂ ਕੱਢ ਲਿਆਇਆ, ਅਤੇ ਤੈਨੂੰ ਗੁਲਾਮੀ ਦੇ ਘਰ ਤੋਂ ਛੁਡਾ ਲਿਆ, ਮੈਂ ਤੇਰੇ ਅੱਗੇ ਮੂਸਾ, ਹਾਰੂਨ ਅਤੇ ਮਿਰਯਮ ਨੂੰ ਭੇਜਿਆ।
[IRV | PA | OT | Micah | Chapter 6 | Verse 5] ਹੇ ਮੇਰੀ ਪਰਜਾ, ਯਾਦ ਕਰ ਕਿ ਮੋਆਬ ਦੇ ਰਾਜੇ ਬਾਲਾਕ ਨੇ ਤੇਰੇ ਵਿਰੁੱਧ ਕੀ ਜੁਗਤੀ ਕੀਤੀ, ਅਤੇ ਬਓਰ ਦੇ ਪੁੱਤਰ ਬਿਲਆਮ ਨੇ ਉਹ ਨੂੰ ਕੀ ਉੱਤਰ ਦਿੱਤਾ, ਸ਼ਿੱਟੀਮ ਤੋਂ ਲੈ ਕੇ ਗਿਲਗਾਲ ਤੱਕ ਕੀ ਹੋਇਆ, ਤਾਂ ਜੋ ਤੁਸੀਂ ਯਹੋਵਾਹ ਦੇ ਧਰਮ ਦੇ ਕੰਮਾਂ ਨੂੰ ਜਾਣੋ!
[IRV | PA | OT | Micah | Chapter 6 | Verse 6] ਮੈਂ ਕੀ ਲੈ ਕੇ ਯਹੋਵਾਹ ਦੇ ਹਜ਼ੂਰ ਆਵਾਂ, ਅਤੇ ਮਹਾਨ ਪਰਮੇਸ਼ੁਰ ਦੇ ਅੱਗੇ ਝੁਕਾਂ? ਕੀ ਮੈਂ ਹੋਮ ਬਲੀਆਂ ਲਈ ਇੱਕ-ਇੱਕ ਸਾਲ ਦੇ ਵੱਛੇ ਲੈ ਕੇ ਉਹ ਦੇ ਹਜ਼ੂਰ ਆਵਾਂ?
[IRV | PA | OT | Micah | Chapter 6 | Verse 7] ਭਲਾ, ਯਹੋਵਾਹ ਹਜ਼ਾਰਾਂ ਭੇਡੂਆਂ ਨਾਲ, ਜਾਂ ਤੇਲ ਦੀਆਂ ਲੱਖਾਂ ਨਦੀਆਂ ਨਾਲ ਖੁਸ਼ ਹੋਵੇਗਾ? ਕੀ ਮੈਂ ਆਪਣੇ ਪਹਿਲੌਠੇ ਨੂੰ ਆਪਣੇ ਅਪਰਾਧ ਦੇ ਬਦਲੇ ਦਿਆਂ, ਅਤੇ ਮੇਰੇ ਸਰੀਰ ਦੇ ਫਲ ਨੂੰ ਮੇਰੇ ਮਨ ਦੇ ਪਾਪ ਲਈ?
[IRV | PA | OT | Micah | Chapter 6 | Verse 8] ਹੇ ਮਨੁੱਖ, ਉਹ ਨੇ ਤੈਨੂੰ ਦੱਸਿਆ ਕਿ ਭਲਾ ਕੀ ਹੈ, ਅਤੇ ਯਹੋਵਾਹ ਤੈਥੋਂ ਹੋਰ ਕੀ ਮੰਗਦਾ ਹੈ, ਸਿਰਫ਼ ਇਹ ਕਿ ਤੂੰ ਇਨਸਾਫ਼ ਕਰ, ਦਯਾ ਨਾਲ ਪ੍ਰੇਮ ਰੱਖ, ਅਤੇ ਅਧੀਨ ਹੋ ਕੇ ਆਪਣੇ ਪਰਮੇਸ਼ੁਰ ਨਾਲ ਚੱਲ?
[IRV | PA | OT | Micah | Chapter 6 | Verse 9] ਯਹੋਵਾਹ ਦੀ ਅਵਾਜ਼ ਸ਼ਹਿਰ ਨੂੰ ਪੁਕਾਰਦੀ ਹੈ, ਅਤੇ ਬੁੱਧ ਤੇਰੇ ਨਾਮ ਦਾ ਭੈਅ ਮੰਨੇਗੀ, ਰਾਜ-ਡੰਡੇ ਦੀ ਅਤੇ ਉਹ ਦੀ ਜਿਸ ਨੇ ਉਸ ਨੂੰ ਠਹਿਰਾਇਆ, ਸੁਣੋ!
[IRV | PA | OT | Micah | Chapter 6 | Verse 10] ਕੀ ਦੁਸ਼ਟ ਦੇ ਘਰ ਵਿੱਚ ਹੁਣ ਤੱਕ ਦੁਸ਼ਟਪੁਣੇ ਦੇ ਖ਼ਜ਼ਾਨੇ ਹਨ? ਨਾਲੇ ਏਫ਼ਾਹ ਦੇ ਘੱਟ ਨਾਪ ਜੋ ਸਰਾਪੀ ਹਨ?
[IRV | PA | OT | Micah | Chapter 6 | Verse 11] ਭਲਾ, ਮੈਂ ਪਵਿੱਤਰ ਠਹਿਰ ਸਕਦਾ ਹਾਂ, ਜਦ ਮੇਰੇ ਕੋਲ ਕਾਣੀ ਡੰਡੀ, ਅਤੇ ਮੇਰੀ ਥੈਲੀ ਵਿੱਚ ਖੋਟੇ ਵੱਟੇ ਹਨ?
[IRV | PA | OT | Micah | Chapter 6 | Verse 12] ਉਸ ਦੇ ਧਨੀ ਲੋਕ ਅਨ੍ਹੇਰ ਨਾਲ ਭਰੇ ਹੋਏ ਹਨ, ਉਸ ਦੇ ਵਾਸੀ ਝੂਠ ਬੋਲਦੇ ਹਨ, ਅਤੇ ਉਨ੍ਹਾਂ ਦੀ ਜੀਭ ਫ਼ਰੇਬ ਦੀਆਂ ਗੱਲਾਂ ਬਕਦੀ ਹੈ।
[IRV | PA | OT | Micah | Chapter 6 | Verse 13] ਇਸ ਲਈ ਮੈਂ ਤੈਨੂੰ ਦੁੱਖਦਾਈ ਜ਼ਖਮਾਂ ਨਾਲ ਮਾਰਿਆ ਹੈ, ਅਤੇ ਤੈਨੂੰ ਤੇਰੇ ਪਾਪਾਂ ਦੇ ਕਾਰਨ ਵਿਰਾਨ ਕੀਤਾ ਹੈ।
[IRV | PA | OT | Micah | Chapter 6 | Verse 14] ਤੂੰ ਖਾਵੇਂਗਾ ਪਰ ਰੱਜੇਂਗਾ ਨਹੀਂ, ਅਤੇ ਤੇਰੇ ਅੰਦਰ ਭੁੱਖ ਰਹੇਗੀ, ਤੂੰ ਜਮਾਂ ਤਾਂ ਕਰੇਂਗਾ ਪਰ ਬਚਾਵੇਂਗਾ ਨਹੀਂ, ਅਤੇ ਜੋ ਤੂੰ ਬਚਾਵੇਂ ਉਹ ਮੈਂ ਤਲਵਾਰ ਨੂੰ ਦੇ ਦਿਆਂਗਾ।
