[IRV | PA | OT | Micah | Chapter 1 | Verse 1] ਯਹੋਵਾਹ ਦੀ ਬਾਣੀ ਜਿਹੜੀ ਮੋਰਸ਼ਤੀ ਮੀਕਾਹ ਕੋਲ ਯਹੂਦਾਹ ਦੇ ਰਾਜਿਆਂ ਯੋਥਾਮ, ਆਹਾਜ਼ ਅਤੇ ਹਿਜ਼ਕੀਯਾਹ ਦੇ ਦਿਨਾਂ ਵਿੱਚ ਆਈ, - ਉਹ ਦਰਸ਼ਣ ਜਿਹੜਾ ਉਹ ਨੇ ਸਾਮਰਿਯਾ ਅਤੇ ਯਰੂਸ਼ਲਮ ਦੇ ਵਿਖੇ ਵੇਖਿਆ।
[IRV | PA | OT | Micah | Chapter 1 | Verse 2] ਹੇ ਸਾਰੀਓ ਕੌਮੋ, ਸੁਣੋ, ਧਿਆਨ ਲਾਓ, ਹੇ ਧਰਤੀ ਅਤੇ ਉਸ ਦੀ ਭਰਪੂਰੀ! ਪ੍ਰਭੂ ਯਹੋਵਾਹ ਤੁਹਾਡੇ ਵਿਰੁੱਧ ਗਵਾਹ ਹੋਵੇ, ਹਾਂ, ਪ੍ਰਭੂ ਆਪਣੀ ਪਵਿੱਤਰ ਹੈਕਲ ਤੋਂ।
[IRV | PA | OT | Micah | Chapter 1 | Verse 3] ਵੇਖੋ, ਯਹੋਵਾਹ ਆਪਣੇ ਪਵਿੱਤਰ ਸਥਾਨ ਤੋਂ ਬਾਹਰ ਆਉਂਦਾ ਹੈ, ਉਹ ਹੇਠਾਂ ਆ ਕੇ ਧਰਤੀ ਦੀਆਂ ਉੱਚਿਆਈਆਂ ਉੱਤੇ ਤੁਰੇਗਾ।
[IRV | PA | OT | Micah | Chapter 1 | Verse 4] ਪਰਬਤ ਉਹ ਦੇ ਹੇਠੋਂ ਪਿਘਲ ਜਾਣਗੇ, ਵਾਦੀਆਂ ਇਸ ਤਰ੍ਹਾਂ ਚੀਰੀਆਂ ਜਾਣਗੀਆਂ, ਜਿਵੇਂ ਅੱਗ ਦੇ ਅੱਗੇ ਮੋਮ ਅਤੇ ਘਾਟ ਦੇ ਉੱਤੋਂ ਵਗਦਾ ਹੋਇਆ ਪਾਣੀ।
[IRV | PA | OT | Micah | Chapter 1 | Verse 5] ਇਹ ਸਭ ਯਾਕੂਬ ਦੇ ਅਪਰਾਧ ਅਤੇ ਇਸਰਾਏਲ ਦੇ ਘਰਾਣੇ ਦੇ ਪਾਪਾਂ ਦੇ ਕਾਰਨ ਹੁੰਦਾ ਹੈ। ਯਾਕੂਬ ਦਾ ਅਪਰਾਧ ਕੀ ਹੈ? ਕੀ ਉਹ ਸਾਮਰਿਯਾ ਨਹੀਂ? ਯਹੂਦਾਹ ਦੇ ਉੱਚੇ ਸਥਾਨ ਕੀ ਹਨ? ਕੀ ਉਹ ਯਰੂਸ਼ਲਮ ਨਹੀਂ?
[IRV | PA | OT | Micah | Chapter 1 | Verse 6] ਇਸ ਲਈ ਮੈਂ ਸਾਮਰਿਯਾ ਨੂੰ ਮੈਦਾਨ ਵਿੱਚ ਮਲਬੇ ਦਾ ਢੇਰ ਬਣਾਵਾਂਗਾ, ਅੰਗੂਰੀ ਬਾਗ਼ ਲਾਉਣ ਦੇ ਲਈ, ਮੈਂ ਉਸ ਦੇ ਪੱਥਰਾਂ ਨੂੰ ਵਾਦੀ ਵਿੱਚ ਰੇੜ੍ਹ ਦਿਆਂਗਾ, ਅਤੇ ਉਸ ਦੀਆਂ ਨੀਹਾਂ ਨੂੰ ਨੰਗਾ ਕਰਾਂਗਾ।
[IRV | PA | OT | Micah | Chapter 1 | Verse 7] ਉਸ ਦੀਆਂ ਸਾਰੀਆਂ ਮੂਰਤੀਆਂ ਚੂਰ-ਚੂਰ ਕੀਤੀਆਂ ਜਾਣਗੀਆਂ, ਅਤੇ ਜੋ ਕੁਝ ਉਸ ਦੇ ਵੇਸ਼ਵਾਗਿਰੀ ਨਾਲ ਕਮਾਇਆ ਹੈ, ਉਹ ਅੱਗ ਵਿੱਚ ਸਾੜਿਆ ਜਾਵੇਗਾ, ਅਤੇ ਉਸ ਦੇ ਸਾਰੇ ਬੁੱਤ ਮੈਂ ਬਰਬਾਦ ਕਰਾਂਗਾ, ਕਿਉਂ ਜੋ ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਵੇਸ਼ਵਾਗਿਰੀ ਤੋਂ ਜਮਾਂ ਕੀਤਾ ਹੈ, ਅਤੇ ਉਹ ਫੇਰ ਵੇਸ਼ਵਾਗਿਰੀ ਵਿੱਚ ਮੁੜ ਜਾਣਗੇ!
[IRV | PA | OT | Micah | Chapter 1 | Verse 8] ਇਸ ਦੇ ਕਾਰਨ ਮੈਂ ਵਿਰਲਾਪ ਕਰਾਂਗਾ ਅਤੇ ਧਾਹਾਂ ਮਾਰਾਂਗਾ, ਮੈਂ ਕੱਪੜਾ ਉਤਾਰ ਕੇ ਨੰਗਾ ਫਿਰਾਂਗਾ, ਮੈਂ ਗਿੱਦੜਾਂ ਵਾਂਗੂੰ ਸਿਆਪਾ ਕਰਾਂਗਾ ਅਤੇ ਸ਼ੁਤਰਮੁਰਗ ਵਾਂਗੂੰ ਸੋਗ ਕਰਾਂਗਾ।
[IRV | PA | OT | Micah | Chapter 1 | Verse 9] ਉਸ ਦਾ ਫੱਟ ਅਸਾਧ ਹੈ, ਬਿਪਤਾ ਤਾਂ ਯਹੂਦਾਹ ਤੱਕ ਆ ਗਈ ਹੈ, ਉਹ ਮੇਰੀ ਪਰਜਾ ਦੇ ਫਾਟਕ ਤੱਕ, ਸਗੋਂ ਯਰੂਸ਼ਲਮ ਤੱਕ ਪਹੁੰਚੀ ਹੈ।
[IRV | PA | OT | Micah | Chapter 1 | Verse 10] ਗਥ ਵਿੱਚ ਇਸ ਦੀ ਚਰਚਾ ਨਾ ਕਰੋ, ਅਤੇ ਬਿਲਕੁਲ ਨਾ ਰੋਵੋ, ਬੈਤ-ਲਅਫਰਾਹ ਵਿੱਚ ਧੂੜ ਵਿੱਚ ਲੇਟੋ।
[IRV | PA | OT | Micah | Chapter 1 | Verse 11] ਹੇ ਸ਼ਾਫੀਰ ਦੀਏ ਵਾਸਣੇ, ਨੰਗੀ ਅਤੇ ਨਿਰਲੱਜ ਲੰਘ ਜਾ! ਸਅਨਾਨ ਦੀ ਵਾਸਣ ਨਹੀਂ ਨਿੱਕਲਦੀ, ਬੈਤ-ਏਸਲ ਦੇ ਰੋਣ-ਪਿੱਟਣ ਦੇ ਕਾਰਨ ਉਸ ਦੀ ਪਨਾਹ ਤੁਹਾਡੇ ਕੋਲੋਂ ਲੈ ਲਈ ਜਾਵੇਗੀ।
