[IRV | TE | OT | 1 Chronicles | Chapter 6 | Verse 1] లేవి కొడుకులు గెర్షోను, కహాతు, మెరారీ.
[IRV | TE | OT | 1 Chronicles | Chapter 6 | Verse 2] కహాతు కొడుకులు అమ్రాము, ఇస్హారు, హెబ్రోను, ఉజ్జీయేలు అనే వాళ్ళు.
[IRV | TE | OT | 1 Chronicles | Chapter 6 | Verse 3] అమ్రాము కొడుకులు అహరోను, మోషే. కూతురు పేరు మిర్యాము. అహరోను కొడుకులు నాదాబు, అబీహు, ఎలియాజరు, ఈతామారు.
[IRV | TE | OT | 1 Chronicles | Chapter 6 | Verse 4] ఎలియాజరుకు ఫీనెహాసు పుట్టాడు. ఫీనెహాసుకు అబీషూవ పుట్టాడు.
[IRV | TE | OT | 1 Chronicles | Chapter 6 | Verse 5] అబీషూవకు బుక్కీ పుట్టాడు. బుక్కీకి ఉజ్జీ పుట్టాడు.
[IRV | TE | OT | 1 Chronicles | Chapter 6 | Verse 6] ఉజ్జీకి జెరహ్యా పుట్టాడు. జెరహ్యాకి మెరాయోతు పుట్టాడు.
[IRV | TE | OT | 1 Chronicles | Chapter 6 | Verse 7] మెరాయోతుకి అమర్యా పుట్టాడు. అమర్యాకి అహీటూబు పుట్టాడు.
[IRV | TE | OT | 1 Chronicles | Chapter 6 | Verse 8] అహీటూబుకి సాదోకు పుట్టాడు. సాదోకుకి అహిమయస్సు పుట్టాడు.
[IRV | TE | OT | 1 Chronicles | Chapter 6 | Verse 9] అహిమయస్సుకి అజర్యా పుట్టాడు. అజర్యాకి యోహానాను పుట్టాడు.
[IRV | TE | OT | 1 Chronicles | Chapter 6 | Verse 10] యోహానానుకి అజర్యా పుట్టాడు. ఈ అజర్యా యెరూషలేములో సొలొమోను కట్టించిన మందిరంలో యాజకత్వం జరిగించాడు.
[IRV | TE | OT | 1 Chronicles | Chapter 6 | Verse 11] అజర్యాకి అమర్యా పుట్టాడు. అమర్యాకి అహీటూబు పుట్టాడు.
[IRV | TE | OT | 1 Chronicles | Chapter 6 | Verse 12] అహీటూబుకి సాదోకు పుట్టాడు. సాదోకుకి షల్లూము పుట్టాడు.
[IRV | TE | OT | 1 Chronicles | Chapter 6 | Verse 13] షల్లూముకి హిల్కీయా పుట్టాడు. హిల్కీయాకి అజర్యా పుట్టాడు.
[IRV | TE | OT | 1 Chronicles | Chapter 6 | Verse 14] అజర్యాకి శెరాయా పుట్టాడు. శెరాయాకి యెహోజాదాకు పుట్టాడు.
[IRV | TE | OT | 1 Chronicles | Chapter 6 | Verse 15] యెహోవా నెబుకద్నెజరు ద్వారా యూదావాళ్ళనూ యెరూషలేము వాళ్ళనూ చెరలోకి బందీలుగా తీసుకు వెళ్లినప్పుడు ఈ యెహోజాదాకు కూడా చెరలోకి వెళ్ళాడు.
[IRV | TE | OT | 1 Chronicles | Chapter 6 | Verse 16] లేవి కుమారులు గెర్షోను, కహాతూ, మెరారీలు.
[IRV | TE | OT | 1 Chronicles | Chapter 6 | Verse 17] గెర్షోను కొడుకులు లిబ్నీ, షిమీలు.
[IRV | TE | OT | 1 Chronicles | Chapter 6 | Verse 18] కహాతు కొడుకులు అమ్రామూ, ఇస్హారూ, హెబ్రోనూ, ఉజ్జీయేలూ అనేవాళ్ళు.
[IRV | TE | OT | 1 Chronicles | Chapter 6 | Verse 19] మెరారి కొడుకులు మహలీ, మూషి. పూర్వీకుల వంశావళి ప్రకారం లేవీయుల కుటుంబాలు ఏవంటే,
[IRV | TE | OT | 1 Chronicles | Chapter 6 | Verse 20] గెర్షోను కొడుకు లిబ్నీ, లిబ్నీ కొడుకు యహతు, యహతు కొడుకు జిమ్మా.
[IRV | TE | OT | 1 Chronicles | Chapter 6 | Verse 21] జిమ్మా కొడుకు యోవాహు, యోవాహు కొడుకు ఇద్దో, ఇద్దో కొడుకు జెరహు, జెరహు కొడుకు యెయతిరయి.
[IRV | TE | OT | 1 Chronicles | Chapter 6 | Verse 22] కహాతు కొడుకుల్లో ఒకడు అమ్మీనాదాబు. ఇతని కొడుకు కోరహు, కోరహు కొడుకు అస్సీరు,
[IRV | TE | OT | 1 Chronicles | Chapter 6 | Verse 23] అస్సీరు కొడుకు ఎల్కానా, ఎల్కానా కొడుకు ఎబ్యాసాపు, ఎబ్యాసాపు కొడుకు అస్సీరు,
[IRV | TE | OT | 1 Chronicles | Chapter 6 | Verse 24] అస్సీరు కొడుకు తాహెతు, తాహెతు కొడుకు ఊరియేలు, ఊరియేలు కొడుకు ఉజ్జియా, ఉజ్జియా కొడుకు షావూలు.
[IRV | TE | OT | 1 Chronicles | Chapter 6 | Verse 25] ఎల్కానా కొడుకులు అమాశై, అహీమోతు.
[IRV | TE | OT | 1 Chronicles | Chapter 6 | Verse 26] ఎల్కానా కొడుకుల్లో ఒకడు జోపై. జోపై కొడుకు నహతు,
[IRV | TE | OT | 1 Chronicles | Chapter 6 | Verse 27] నహతు కొడుకు ఏలీయాబు, ఏలీయాబు కొడుకు యెరోహాము, యెరోహాము కొడుకు ఎల్కానా.
[IRV | TE | OT | 1 Chronicles | Chapter 6 | Verse 28] సమూయేలు కొడుకులు ఎవరంటే, పెద్దవాడు యోవేలు, మరొకడు అబీయాయు.
[IRV | TE | OT | 1 Chronicles | Chapter 6 | Verse 29] మెరారి కొడుకుల్లో ఒకడు మహలి. మహలి కొడుకు లిబ్నీ. లిబ్నీ కొడుకు షిమీ. షిమీ కొడుకు ఉజ్జా.
[IRV | TE | OT | 1 Chronicles | Chapter 6 | Verse 30] ఉజ్జా కొడుకు షిమ్యా. షిమ్యా కొడుకు హగ్గీయా. హగ్గీయా కొడుకు అశాయా.
[IRV | TE | OT | 1 Chronicles | Chapter 6 | Verse 31] నిబంధన మందసాన్ని యెహోవా మందిరంలో ఉంచిన తరువాత మందిరంలో సంగీత సేవ కోసం దావీదు నియమించిన వాళ్ళు వీళ్ళే.
[IRV | TE | OT | 1 Chronicles | Chapter 6 | Verse 32] సొలొమోను యెరూషలేములో యెహోవా మందిరాన్ని నిర్మించే సమయంలో వీళ్ళు ప్రత్యక్ష గుడారం ఆవరణలో సంగీత సేవ చేస్తూ ఉన్నారు.
[IRV | TE | OT | 1 Chronicles | Chapter 6 | Verse 33] ఈ విధంగా వీళ్ళు తమ కొడుకులతో కలసి పరిచర్య చేసినవాళ్ళు. కహాతీయుల కొడుకుల్లో గాయకుడైన హేమాను. ఇతను సమూయేలు కొడుకైన యోవేలుకి పుట్టాడు.
[IRV | TE | OT | 1 Chronicles | Chapter 6 | Verse 34] సమూయేలు ఎల్కానాకి పుట్టాడు. ఎల్కానా యెరోహాముకి పుట్టాడు. యెరోహాము ఎలీయేలుకి పుట్టాడు. ఎలీయేలు తోయహుకి పుట్టాడు.
[IRV | TE | OT | 1 Chronicles | Chapter 6 | Verse 35] తోయహు సూపుకి పుట్టాడు. సూపు ఎల్కానాకి పుట్టాడు. ఎల్కానా మహతుకి పుట్టాడు. మహతు అమాశైకి పుట్టాడు.
[IRV | TE | OT | 1 Chronicles | Chapter 6 | Verse 36] అమాశై ఎల్కానాకి పుట్టాడు. ఎల్కానా యోవేలుకి పుట్టాడు. యోవేలు అజర్యాకి పుట్టాడు. అజర్యా జెఫన్యాకి పుట్టాడు.
[IRV | TE | OT | 1 Chronicles | Chapter 6 | Verse 37] జెఫన్యా తాహతుకి పుట్టాడు. తాహతు అస్సీరుకి పుట్టాడు. అస్సీరు ఎబ్యాసాపుకి పుట్టాడు. ఎబ్యాసాపు కోరహుకి పుట్టాడు.
[IRV | TE | OT | 1 Chronicles | Chapter 6 | Verse 38] కోరహు ఇస్హారుకి పుట్టాడు. ఇస్హారు కహాతుకి పుట్టాడు. కహాతు లేవికి పుట్టాడు. లేవి ఇశ్రాయేలుకి పుట్టాడు.
[IRV | TE | OT | 1 Chronicles | Chapter 6 | Verse 39] హేమాను సహచరుడైన ఆసాపు కుడివైపున నిలుచుని ఉండేవాడు. ఈ ఆసాపు బెరక్యా కొడుకు. బెరక్యా షిమ్యా కొడుకు.
[IRV | TE | OT | 1 Chronicles | Chapter 6 | Verse 40] షిమ్యా మిఖాయేలు కొడుకు. మిఖాయేలు బయశేయా కొడుకు. బయశేయా మల్కీయా కొడుకు.
[IRV | TE | OT | 1 Chronicles | Chapter 6 | Verse 41] మల్కీయా యెత్నీ కొడుకు. యెత్నీ జెరహు కొడుకు. జెరహు అదాయా కొడుకు.
[IRV | TE | OT | 1 Chronicles | Chapter 6 | Verse 42] అదాయా ఏతాను కొడుకు. ఏతాను జిమ్మా కొడుకు. జిమ్మా షిమీ కొడుకు.
[IRV | TE | OT | 1 Chronicles | Chapter 6 | Verse 43] షిమీ యహతు కొడుకు. యహతు గెర్షోను కొడుకు. గెర్షోను లేవి కొడుకు.
[IRV | TE | OT | 1 Chronicles | Chapter 6 | Verse 44] హేమానుకి ఎడమవైపున మెరారీయులు నిలుచుని ఉండేవాళ్ళు. వాళ్ళలో ఏతాను కీషీ కొడుకు. కీషీ అబ్దీ కొడుకు. అబ్దీ మల్లూకు కొడుకు. మల్లూకు హషబ్యా కొడుకు.
[IRV | TE | OT | 1 Chronicles | Chapter 6 | Verse 45] హషబ్యా అమజ్యా కొడుకు. అమజ్యా హిల్కీయా కొడుకు.
[IRV | TE | OT | 1 Chronicles | Chapter 6 | Verse 46] హిల్కీయా అమ్జీ కొడుకు. అమ్జీ బానీ కొడుకు. బానీ షమెరు కొడుకు.
[IRV | TE | OT | 1 Chronicles | Chapter 6 | Verse 47] షమెరు మహలి కొడుకు. మహలి మూషి కొడుకు. మూషి మెరారి కొడుకు. మెరారి లేవి కొడుకు.
[IRV | TE | OT | 1 Chronicles | Chapter 6 | Verse 48] వీళ్ళ సోదరులైన ఇతర లేవీయులను దేవుని మందిరానికి సంబంధించిన అన్ని పనులకు నియమించారు.
[IRV | TE | OT | 1 Chronicles | Chapter 6 | Verse 49] అతి పరిశుద్ధ స్థలానికి సంబంధించిన అన్ని పనులూ అహరోనూ, అతని సంతానం చేస్తూ ఉన్నారు. వీళ్ళు దహన బలి అర్పణని బలిపీఠం పైన అర్పించేవాళ్ళు. అలాగే ధూపార్పణని బలిపీఠం పైన అర్పించేవాళ్ళు. ఇశ్రాయేలీయుల కోసం ప్రాయశ్చిత్తం చేయడానికి ఇదంతా దేవుని సేవకుడైన మోషే ఆజ్ఞాపించినట్లుగా జరిగేది.
[IRV | TE | OT | 1 Chronicles | Chapter 6 | Verse 50] అహరోను సంతానం ఎవరంటే, అహరోను కొడుకు ఎలియాజరు. ఎలియాజరు కొడుకు ఫీనెహాసు. ఫీనెహాసు కొడుకు అబీషూవ.
[IRV | TE | OT | 1 Chronicles | Chapter 6 | Verse 51] అబీషూవ కొడుకు బుక్కీ. బుక్కీ కొడుకు ఉజ్జీ. ఉజ్జీ కొడుకు జెరహ్య.
