[GNV | EN | NT | Luke | Chapter 4 | Verse 1] And Iesus full of the holy Ghost returned from Iordan, and was led by that Spirit into the wildernes,
[GNV | EN | NT | Luke | Chapter 4 | Verse 2] And was there fourtie dayes tempted of the deuil, and in those dayes he did eate nothing: but when they were ended, he afterward was hungry.
[GNV | EN | NT | Luke | Chapter 4 | Verse 3] Then the deuil saide vnto him, If thou be the Sonne of God, commaund this stone that it be made bread.
[GNV | EN | NT | Luke | Chapter 4 | Verse 4] But Iesus answered him, saying, It is written, That man shall not liue by bread only, but by euery word of God.
[GNV | EN | NT | Luke | Chapter 4 | Verse 5] Then the deuill tooke him vp into an high mountaine, and shewed him all the kingdomes of the world, in the twinkeling of an eye.
[GNV | EN | NT | Luke | Chapter 4 | Verse 6] And the deuill saide vnto him, All this power will I giue thee, and the glory of those kingdomes: for that is deliuered to mee: and to whomsoeuer I will, I giue it.
[GNV | EN | NT | Luke | Chapter 4 | Verse 7] If thou therefore wilt worship mee, they shalbe all thine.
[GNV | EN | NT | Luke | Chapter 4 | Verse 8] But Iesus answered him, and saide, Hence from mee, Satan: for it is written, Thou shalt worship the Lord thy God, and him alone thou shalt serue.
[GNV | EN | NT | Luke | Chapter 4 | Verse 9] Then hee brought him to Hierusalem, and set him on a pinacle of the Temple, and said vnto him, If thou be the Sonne of God, cast thy selfe downe from hence,
[GNV | EN | NT | Luke | Chapter 4 | Verse 10] For it is written, That hee will giue his Angels charge ouer thee to keepe thee:
[GNV | EN | NT | Luke | Chapter 4 | Verse 11] And with their handes they shall lift thee vp, least at any time thou shouldest dash thy foote against a stone.
[GNV | EN | NT | Luke | Chapter 4 | Verse 12] And Iesus answered, and said vnto him, It is said, Thou shalt not tempt the Lord thy God.
[GNV | EN | NT | Luke | Chapter 4 | Verse 13] And when the deuil had ended all the tentation, he departed from him for a litle season.
[GNV | EN | NT | Luke | Chapter 4 | Verse 14] And Iesus returned by the power of the spirite into Galile: and there went a fame of him throughout all the region round about.
[GNV | EN | NT | Luke | Chapter 4 | Verse 15] For he taught in their Synagogues, and was honoured of all men.
[GNV | EN | NT | Luke | Chapter 4 | Verse 16] And hee came to Nazareth where hee had bene brought vp, and (as his custome was) went into the Synagogue on the Sabbath day, and stoode vp to reade.
[GNV | EN | NT | Luke | Chapter 4 | Verse 17] And there was deliuered vnto him the booke of the Prophet Esaias: and when hee had opened the booke, hee founde the place, where it was written,
[GNV | EN | NT | Luke | Chapter 4 | Verse 18] The Spirit of the Lord is vpon mee, because he hath anoynted me, that I should preach the Gospel to the poore: he hath sent mee, that I should heale the broken hearted, that I should preach deliuerance to the captiues, and recouering of sight to the blinde, that I should set at libertie them that are bruised:
[GNV | EN | NT | Luke | Chapter 4 | Verse 19] And that I should preache the acceptable yeere of the Lord.
[GNV | EN | NT | Luke | Chapter 4 | Verse 20] And hee closed the booke, and gaue it againe to the minister, and sate downe: and the eyes of all that were in the Synagogue were fastened on him.
[GNV | EN | NT | Luke | Chapter 4 | Verse 21] Then he began to say vnto them, This day is the Scripture fulfilled in your eares.
[GNV | EN | NT | Luke | Chapter 4 | Verse 22] And all bare him witnes, and wondered at the gracious wordes, which proceeded out of his mouth, and said, Is not this Iosephs sonne?
[GNV | EN | NT | Luke | Chapter 4 | Verse 23] Then he said vnto them, Ye will surely say vnto mee this prouerbe, Physician, heale thy selfe: whatsoeuer we haue heard done in Capernaum, doe it here likewise in thine owne countrey.
[GNV | EN | NT | Luke | Chapter 4 | Verse 24] And he saide, Verely I say vnto you, No Prophet is accepted in his owne countrey.
[GNV | EN | NT | Luke | Chapter 4 | Verse 25] But I tell you of a trueth, many widowes were in Israel in the dayes of Elias, when heauen was shut three yeres and sixe moneths, when great famine was throughout all the land:
[GNV | EN | NT | Luke | Chapter 4 | Verse 26] But vnto none of them was Elias sent, saue into Sarepta, a citie of Sidon, vnto a certaine widowe.
[GNV | EN | NT | Luke | Chapter 4 | Verse 27] Also many lepers were in Israel, in the time of Eliseus the Prophet: yet none of them was made cleane, sauing Naaman the Syrian.
[GNV | EN | NT | Luke | Chapter 4 | Verse 28] Then all that were in the Synagogue, when they heard it, were filled with wrath,
[GNV | EN | NT | Luke | Chapter 4 | Verse 29] And rose vp, and thrust him out of the citie, and led him vnto the edge of the hil, whereon their citie was built, to cast him downe headlong.
[GNV | EN | NT | Luke | Chapter 4 | Verse 30] But he passed through the middes of them, and went his way,
[GNV | EN | NT | Luke | Chapter 4 | Verse 31] And came downe into Capernaum a citie of Galile, and there taught them on the Sabbath dayes.
[GNV | EN | NT | Luke | Chapter 4 | Verse 32] And they were astonied at his doctrine: for his worde was with authoritie.
[GNV | EN | NT | Luke | Chapter 4 | Verse 33] And in the Synagogue there was a man which had a spirit of an vncleane deuill, which cryed with a loude voyce,
[GNV | EN | NT | Luke | Chapter 4 | Verse 34] Saying, Oh, what haue we to doe with thee, thou Iesus of Nazareth? art thou come to destroy vs? I know who thou art, euen the holy one of God.
[GNV | EN | NT | Luke | Chapter 4 | Verse 35] And Iesus rebuked him, saying, Holde thy peace, and come out of him. Then the deuill throwing him in the middes of them, came out of him, and hurt him nothing at all.
[GNV | EN | NT | Luke | Chapter 4 | Verse 36] So feare came on them all, and they spake among themselues, saying, What thing is this: for with authoritie and power he commaundeth the foule spirits, and they come out?
[GNV | EN | NT | Luke | Chapter 4 | Verse 37] And ye fame of him spred abroad throughout all the places of the countrey round about.
